TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart,PelletGrab

0.0,,1208.342,1247.792,,0,0

66.664,,1199.092,1235.851,,0,0

133.332,,1191.582,1228.328,,0,0

200.0,,1181.67,1220.491,,0,0

266.666,,1176.91,1212.371,,0,0

333.33,,1173.858,1209.063,,0,0

399.995,,1168.449,1206.021,,0,0

466.666,,1160.952,1205.946,,0,0

533.332,,1160.85,1197.738,,0,0

600.0,,1160.063,1193.887,,0,0

666.663,,1156.466,1189.498,,0,0

733.332,,1156.577,1185.189,,0,0

800.0,,1157.563,1181.538,,0,0

866.663,,1156.551,1176.916,,0,0

933.334,,1152.492,1167.916,,0,0

999.998,,1151.398,1161.656,,0,0

1066.667,,1148.424,1153.545,,0,0

1133.335,,1144.755,1150.748,,0,0

1199.997,,1142.226,1145.985,,0,0

1266.662,,1141.851,1148.294,,0,0

1333.329,,1141.022,1150.125,,0,0

1399.997,,1141.16,1149.175,,0,0

1466.665,,1136.774,1149.708,,0,0

1533.328,,1135.79,1146.911,,0,0

1599.996,,1137.516,1149.718,,0,0

1666.668,,1132.254,1150.919,,0,0

1733.333,,1133.285,1154.379,,0,0

1799.996,,1133.879,1158.083,,0,0

1866.665,,1132.186,1161.656,,0,0

1933.328,,1131.187,1163.445,,0,0

1999.995,,1132.593,1163.334,,0,0

2066.666,,1133.333,1163.593,,0,0

2133.331,,1132.067,1158.955,,0,0

2199.996,,1131.288,1150.044,,0,0

2266.665,,1128.476,1143.324,,0,0

2333.331,,1126.361,1140.324,,0,0

2399.995,,1128.688,1140.441,,0,0

2466.665,,1125.594,1142.354,,0,0

2533.333,,1126.932,1145.28,,0,0

2600.001,,1127.995,1149.863,,0,0

2666.663,,1130.76,1155.956,,0,0

2733.333,,1128.494,1165.938,,0,0

2799.999,,1126.427,1166.774,,0,0

2866.665,,1126.2,1167.667,,0,0

2933.328,,1125.626,1166.031,,0,0

2999.997,,1126.072,1168.298,,0,0

3066.665,,1127.344,1165.201,,0,0

3133.329,,1126.45,1164.03,,0,0

3199.996,,1125.101,1165.83,,0,0

3266.665,,1124.345,1164.287,,0,0

3333.328,,1122.731,1159.686,,0,0

3399.999,,1121.386,1159.421,,0,0

3466.665,,1121.552,1159.095,,0,0

3533.334,,1120.708,1160.851,,0,0

3599.996,,1118.424,1161.121,,0,0

3666.663,,1118.147,1160.075,,0,0

3733.335,,1119.868,1157.301,,0,0

3799.999,,1119.868,1158.366,,0,0

3866.668,,1118.777,1168.999,,0,0

3933.334,,1119.53,1181.486,,0,0

4000.001,,1116.902,1195.041,,0,0

4066.662,,1116.914,1206.044,,0,0

4133.329,,1117.267,1205.748,,0,0

4200.0,,1114.845,1203.369,,0,0

4266.668,,1115.569,1199.185,,0,0

4333.334,,1115.354,1201.134,,0,0

4400.001,,1120.459,1209.694,,0,0

4466.661,,1122.517,1214.824,,0,0

4533.334,,1120.574,1216.019,,0,0

4600.0,,1123.749,1210.64,,0,0

4666.661,,1121.022,1196.92,,0,0

4733.334,,1116.821,1184.069,,0,0

4799.999,,1114.521,1170.609,,0,0

4866.664,,1113.385,1167.496,,0,0

4933.33,,1114.017,1161.805,,0,0

5000.001,,1114.1,1157.615,,0,0

5066.665,,1116.702,1154.333,,0,0

5133.334,,1115.677,1152.792,,0,0

5199.995,,1116.949,1145.58,,0,0

5266.662,,1117.079,1143.856,,0,0

5333.334,,1114.185,1140.882,,0,0

5400.002,,1114.52,1136.808,,0,0

5466.664,,1115.963,1137.159,,0,0

5533.331,,1117.239,1139.011,,0,0

5599.995,,1117.644,1134.101,,0,0

5666.667,,1119.553,1130.101,,0,0

5733.331,,1117.937,1126.136,,0,0

5799.997,,1118.191,1122.832,,0,0

5866.664,,1118.294,1120.42,,0,0

5933.33,,1116.876,1120.274,,0,0

5999.996,,1120.818,1124.066,,0,0

6066.666,,1121.546,1127.985,,0,0

6133.33,,1120.3,1126.949,,0,0

6199.997,,1121.289,1126.049,,0,0

6266.667,,1121.808,1127.745,,0,0

6333.331,,1120.021,1126.296,,0,0

6400.001,,1119.472,1122.334,,0,0

6466.668,,1120.058,1118.328,,0,0

6533.333,,1116.614,1111.297,,0,0

6599.996,,1117.238,1109.956,,0,0

6666.665,,1114.036,1111.405,,0,0

6733.33,,1114.876,1112.965,,0,0

6799.995,,1115.543,1119.414,,0,0

6866.664,,1116.966,1126.63,,0,0

6933.335,,1116.29,1137.136,,0,0

6999.995,,1116.439,1142.536,,0,0

7066.665,,1115.786,1145.432,,0,0

7133.329,,1116.005,1148.053,,0,0

7199.997,,1117.13,1148.084,,0,0

7266.664,,1116.798,1147.825,,0,0

7333.33,,1117.635,1143.563,,0,0

7399.995,,1118.239,1140.898,,0,0

7466.664,,1117.031,1140.762,,0,0

7533.33,,1115.048,1141.461,,0,0

7600.001,,1113.839,1139.192,,0,0

7666.662,,1115.709,1137.211,,0,0

7733.334,,1118.385,1135.623,,0,0

7800.0,,1117.82,1136.148,,0,0

7866.665,,1118.08,1135.75,,0,0

7933.33,,1115.579,1138.001,,0,0

8000.0,,1114.247,1135.061,,0,0

8066.662,,1114.013,1135.082,,0,0

8133.334,,1113.883,1134.773,,0,0

8199.996,,1113.906,1129.354,,0,0

8266.665,,1113.321,1125.701,,0,0

8333.335,,1110.254,1125.268,,0,0

8399.997,,1111.835,1122.465,,0,0

8466.661,,1113.487,1118.836,,0,0

8533.332,,1115.685,1119.962,,0,0

8599.996,,1116.448,1118.698,,0,0

8666.663,,1114.892,1118.717,,0,0

8733.332,,1109.499,1120.299,,0,0

8799.997,,1111.462,1123.132,,0,0

8866.668,,1107.011,1127.587,,0,0

8933.328,,1106.733,1129.185,,0,0

9000.0,,1108.025,1128.857,,0,0

9066.663,,1107.708,1129.378,,0,0

9133.329,,1103.313,1123.416,,0,0

9199.997,,1106.199,1119.559,,0,0

9266.664,,1103.534,1120.484,,0,0

9333.334,,1103.342,1124.88,,0,0

9399.996,,1104.325,1139.897,,0,0

9466.668,,1105.131,1147.745,,0,0

9533.334,,1106.802,1149.543,,0,0

9599.998,,1107.046,1150.3,,0,0

9666.667,,1101.767,1154.086,,0,0

9733.332,,1100.393,1160.165,,0,0

9799.995,,1100.433,1153.974,,0,0

9866.664,,1105.751,1150.099,,0,0

9933.331,,1105.689,1149.772,,0,0

10000.001,,1105.688,1146.652,,0,0

10066.667,,1105.673,1140.893,,0,0

10133.331,,1106.922,1137.586,,0,0

10200.001,,1103.973,1129.44,,0,0

10266.664,,1107.08,1126.877,,0,0

10333.329,,1103.027,1120.031,,0,0

10399.997,,1102.725,1120.42,,0,0

10466.664,,1100.385,1122.994,,0,0

10533.334,,1103.105,1126.171,,0,0

10599.996,,1102.242,1131.806,,0,0

10666.663,,1101.009,1133.929,,0,0

10733.332,,1102.417,1139.013,,0,0

10800.0,,1102.123,1142.492,,0,0

10866.663,,1102.161,1142.319,,0,0

10933.328,,1101.142,1137.952,,0,0

10999.999,,1100.162,1136.065,,0,0

11066.667,,1101.1,1136.447,,0,0

11133.332,,1099.417,1138.046,,0,0

11199.998,,1098.844,1141.882,,0,0

11266.662,,1100.705,1146.211,,0,0

11333.333,,1099.819,1146.631,,0,0

11399.996,,1101.016,1141.938,,0,0

11466.667,,1099.228,1140.451,,0,0

11533.33,,1096.067,1136.33,,0,0

11600.0,,1098.046,1135.881,,0,0

11666.664,,1098.921,1133.073,,0,0

11733.331,,1098.946,1126.232,,0,0

11799.998,,1098.28,1122.373,,0,0

11866.663,,1097.582,1116.553,,0,0

11933.329,,1098.402,1115.337,,0,0

11999.995,,1098.292,1117.946,,0,0

12066.663,,1103.754,1123.153,,0,0

12133.332,,1104.537,1124.87,,0,0

12199.996,,1106.583,1126.25,,0,0

12266.663,,1107.696,1128.678,,0,0

12333.331,,1106.793,1127.891,,0,0

12400.0,,1105.675,1125.976,,0,0

12466.663,,1106.135,1123.061,,0,0

12533.331,,1105.54,1117.391,,0,0

12600.0,,1102.612,1113.389,,0,0

12666.664,,1100.076,1109.057,,0,0

12733.331,,1100.347,1109.029,,0,0

12799.999,,1099.543,1102.788,,0,0

12866.666,,1098.558,1099.44,,0,0

12933.333,,1095.33,1098.213,,0,0

12999.999,,1096.234,1106.572,,0,0

13066.666,,1094.816,1115.451,,0,0

13133.332,,1096.438,1118.721,,0,0

13200.0,,1098.979,1123.507,,0,0

13266.668,,1095.56,1131.51,,0,0

13333.329,,1095.108,1143.739,,0,0

13400.001,,1096.426,1153.5,,0,0

13466.665,,1094.077,1152.616,,0,0

13533.33,,1094.951,1150.665,,0,0

13599.996,,1095.885,1149.38,,0,0

13666.662,,1094.673,1146.877,,0,0

13733.334,,1098.154,1143.731,,0,0

13799.995,,1096.296,1142.235,,0,0

13866.665,,1095.195,1135.167,,0,0

13933.33,,1095.274,1136.618,,0,0

13999.996,,1095.988,1137.703,,0,0

14066.666,,1096.471,1138.78,,0,0

