Time,59F
5/25/2024 10:00,2.34
5/25/2024 11:00,5.61
5/25/2024 12:00,3.07
5/25/2024 13:00,7.1
5/25/2024 14:00,7.45
5/25/2024 15:00,1.43
5/25/2024 16:00,5.61
5/25/2024 17:00,3.32
5/25/2024 18:00,3.55
5/25/2024 19:00,22.8
5/25/2024 20:00,18.1
5/25/2024 21:00,8.69
5/25/2024 22:00,16.8
5/25/2024 23:00,28.6
5/26/2024 0:00,2.2
5/26/2024 1:00,28.6
5/26/2024 2:00,7.36
5/26/2024 3:00,15.5
5/26/2024 4:00,7.85
5/26/2024 5:00,6.42
5/26/2024 6:00,32
5/26/2024 7:00,1.38
5/26/2024 8:00,16.4
5/26/2024 9:00,4.97
5/26/2024 10:00,1.91
5/26/2024 11:00,8.66
5/26/2024 12:00,2.56
5/26/2024 13:00,1.73
5/26/2024 14:00,4.53
5/26/2024 15:00,5.95
5/26/2024 16:00,11.1
5/26/2024 17:00,2.25
5/26/2024 18:00,3.16
5/26/2024 19:00,13.6
5/26/2024 20:00,29.2
5/26/2024 21:00,7.22
5/26/2024 22:00,21.9
5/26/2024 23:00,13.4
5/27/2024 0:00,10.5
5/27/2024 1:00,3.86
5/27/2024 2:00,35.2
5/27/2024 3:00,4.65
5/27/2024 4:00,6.12
5/27/2024 5:00,22.8
5/27/2024 6:00,6.21
5/27/2024 7:00,6.46
5/27/2024 8:00,2.51
5/27/2024 9:00,4.85
5/27/2024 10:00,8.87
5/27/2024 11:00,3.42
5/27/2024 12:00,1.74
5/27/2024 13:00,3.91
5/27/2024 14:00,3.68
5/27/2024 15:00,3.5
5/27/2024 16:00,20.8
5/27/2024 17:00,9.57
5/27/2024 18:00,6.99
5/27/2024 19:00,35.2
5/27/2024 20:00,21.7
5/27/2024 21:00,26.5
5/27/2024 22:00,14.5
5/27/2024 23:00,19.4
5/28/2024 0:00,32.5
5/28/2024 1:00,25.6
5/28/2024 2:00,32.1
5/28/2024 3:00,5.52
5/28/2024 4:00,36.3
5/28/2024 5:00,15.5
5/28/2024 6:00,20.7
5/28/2024 7:00,1.68
5/28/2024 8:00,10.6
5/28/2024 9:00,1.85
5/28/2024 10:00,18.7
5/28/2024 11:00,25.6
5/28/2024 12:00,23
5/28/2024 13:00,35
5/28/2024 14:00,18
5/28/2024 15:00,11
5/28/2024 16:00,3.54
5/28/2024 17:00,1.36
5/28/2024 18:00,2.85
5/28/2024 19:00,3.98
5/28/2024 20:00,1.76
5/28/2024 21:00,4.66
5/28/2024 22:00,2.75
5/28/2024 23:00,2.35
5/29/2024 0:00,4.53
5/29/2024 1:00,4.59
5/29/2024 2:00,1.27
5/29/2024 3:00,1.15
5/29/2024 4:00,1.12
5/29/2024 5:00,4.92
5/29/2024 6:00,1.54
5/29/2024 7:00,1.98
5/29/2024 8:00,1.22
5/29/2024 9:00,4.66
5/29/2024 10:00,1.27
5/29/2024 11:00,1.41
5/29/2024 12:00,2.37
5/29/2024 13:00,1.35
5/29/2024 14:00,1.3
5/29/2024 15:00,2.44
5/29/2024 16:00,1.38
5/29/2024 17:00,1.58
5/29/2024 18:00,6
5/29/2024 19:00,16.5
5/29/2024 20:00,21.7
5/29/2024 21:00,7.13
5/29/2024 22:00,27
5/29/2024 23:00,26.4
5/30/2024 0:00,14.7
5/30/2024 1:00,6.7
5/30/2024 2:00,1.43
5/30/2024 3:00,20
5/30/2024 4:00,5.67
5/30/2024 5:00,9.85
5/30/2024 6:00,2.05
5/30/2024 7:00,1.16
5/30/2024 8:00,1.19
5/30/2024 9:00,7.89
5/30/2024 10:00,1.16
5/30/2024 11:00,1.41
5/30/2024 12:00,11
5/30/2024 13:00,1.33
5/30/2024 14:00,1.58
5/30/2024 15:00,1.28
5/30/2024 16:00,9.37
5/30/2024 17:00,1.54
5/30/2024 18:00,8.19
5/30/2024 19:00,22.5
5/30/2024 20:00,19.5
5/30/2024 21:00,6.98
5/30/2024 22:00,17.9
5/30/2024 23:00,2.49
5/31/2024 0:00,27.8
5/31/2024 1:00,29.4
5/31/2024 2:00,6.94
5/31/2024 3:00,1.11
5/31/2024 4:00,14
5/31/2024 5:00,1.17
5/31/2024 6:00,1.42
5/31/2024 7:00,1.25
5/31/2024 8:00,1.24
5/31/2024 9:00,12.9
5/31/2024 10:00,1.28
5/31/2024 11:00,2.79
5/31/2024 12:00,1.29
5/31/2024 13:00,3.36
5/31/2024 14:00,6.87
5/31/2024 15:00,7.51
5/31/2024 16:00,7.1
5/31/2024 17:00,25.9
5/31/2024 18:00,2.38
5/31/2024 19:00,42.7
5/31/2024 20:00,35
5/31/2024 21:00,16.1
5/31/2024 22:00,13.1
5/31/2024 23:00,36.7
6/1/2024 0:00,4.49
6/1/2024 1:00,18.3
6/1/2024 2:00,5.88
6/1/2024 3:00,1.33
6/1/2024 4:00,1.6
6/1/2024 5:00,16.8
6/1/2024 6:00,1.2
6/1/2024 7:00,1.18
6/1/2024 8:00,5.72
6/1/2024 9:00,1.65
6/1/2024 10:00,3.03
6/1/2024 11:00,4.73
6/1/2024 12:00,1.1
6/1/2024 13:00,4.02
6/1/2024 14:00,1.25
6/1/2024 15:00,4.88
6/1/2024 16:00,9.37
6/1/2024 17:00,18.1
6/1/2024 18:00,1.22
6/1/2024 19:00,33.8
6/1/2024 20:00,14.4
6/1/2024 21:00,16.9
6/1/2024 22:00,30.1
6/1/2024 23:00,1.16
6/2/2024 0:00,21.1
6/2/2024 1:00,12.8
6/2/2024 2:00,1.17
6/2/2024 3:00,17.5
6/2/2024 4:00,3.92
6/2/2024 5:00,2.02
6/2/2024 6:00,2.73
6/2/2024 7:00,4.41
6/2/2024 8:00,1.21
6/2/2024 9:00,2.42
6/2/2024 10:00,1.48
6/2/2024 11:00,7.12
6/2/2024 12:00,4.66
6/2/2024 13:00,6.6
6/2/2024 14:00,3.79
6/2/2024 15:00,13.5
6/2/2024 16:00,30.3
