Time,536
5/25/2024 10:00,0.527
5/25/2024 11:00,0.0244
5/25/2024 12:00,0.793
5/25/2024 13:00,4.08
5/25/2024 14:00,1.48
5/25/2024 15:00,7.64
5/25/2024 16:00,22.1
5/25/2024 17:00,9.67
5/25/2024 18:00,5.1
5/25/2024 19:00,19.8
5/25/2024 20:00,31
5/25/2024 21:00,14.8
5/25/2024 22:00,14
5/25/2024 23:00,13.9
5/26/2024 0:00,4.39
5/26/2024 1:00,0.528
5/26/2024 2:00,5.52
5/26/2024 3:00,0.0244
5/26/2024 4:00,4.86
5/26/2024 5:00,0.0244
5/26/2024 6:00,1.89
5/26/2024 7:00,0.0892
5/26/2024 8:00,3.23
5/26/2024 9:00,0.755
5/26/2024 10:00,0.293
5/26/2024 11:00,0.637
5/26/2024 12:00,0.0244
5/26/2024 13:00,2.63
5/26/2024 14:00,6.79
5/26/2024 15:00,9.38
5/26/2024 16:00,22.2
5/26/2024 17:00,2.77
5/26/2024 18:00,6.65
5/26/2024 19:00,22.8
5/26/2024 20:00,26.4
5/26/2024 21:00,23.9
5/26/2024 22:00,8.65
5/26/2024 23:00,37
5/27/2024 0:00,4.74
5/27/2024 1:00,1.28
5/27/2024 2:00,26.2
5/27/2024 3:00,0.602
5/27/2024 4:00,0.488
5/27/2024 5:00,6.73
5/27/2024 6:00,0.975
5/27/2024 7:00,0.0244
5/27/2024 8:00,3.84
5/27/2024 9:00,0.0624
5/27/2024 10:00,0.852
5/27/2024 11:00,1.14
5/27/2024 12:00,10.2
5/27/2024 13:00,0.54
5/27/2024 14:00,0.373
5/27/2024 15:00,16
5/27/2024 16:00,28
5/27/2024 17:00,18.9
5/27/2024 18:00,15
5/27/2024 19:00,1.38
5/27/2024 20:00,32.5
5/27/2024 21:00,8.21
5/27/2024 22:00,4.41
5/27/2024 23:00,2.29
5/28/2024 0:00,7.67
5/28/2024 1:00,1.43
5/28/2024 2:00,4.37
5/28/2024 3:00,0.115
5/28/2024 4:00,5.01
5/28/2024 5:00,0.369
5/28/2024 6:00,0.222
5/28/2024 7:00,1.51
5/28/2024 8:00,0.314
5/28/2024 9:00,7.39
5/28/2024 10:00,11.2
5/28/2024 11:00,16.1
5/28/2024 12:00,33
5/28/2024 13:00,20.4
5/28/2024 14:00,10.8
5/28/2024 15:00,15.6
5/28/2024 16:00,5.11
5/28/2024 17:00,1.86
5/28/2024 18:00,4.89
5/28/2024 19:00,3.34
5/28/2024 20:00,0.234
5/28/2024 21:00,1.41
5/28/2024 22:00,3.26
5/28/2024 23:00,1.48
5/29/2024 0:00,0.0244
5/29/2024 1:00,0.536
5/29/2024 2:00,2.24
5/29/2024 3:00,0.0535
5/29/2024 4:00,0.0244
5/29/2024 5:00,0.356
5/29/2024 6:00,0.593
5/29/2024 7:00,0.0244
5/29/2024 8:00,0.0244
5/29/2024 9:00,4.46
5/29/2024 10:00,0.0244
5/29/2024 11:00,0.0244
5/29/2024 12:00,0.0244
5/29/2024 13:00,8.95
5/29/2024 14:00,2.47
5/29/2024 15:00,5.79
5/29/2024 16:00,5.42
5/29/2024 17:00,0.0244
5/29/2024 18:00,7.22
5/29/2024 19:00,4.02
5/29/2024 20:00,1.5
5/29/2024 21:00,9.74
5/29/2024 22:00,6.95
5/29/2024 23:00,0.0502
5/30/2024 0:00,8.62
5/30/2024 1:00,7.44
5/30/2024 2:00,0.227
5/30/2024 3:00,0.0244
5/30/2024 4:00,0.0244
5/30/2024 5:00,1.96
5/30/2024 6:00,2
5/30/2024 7:00,0.0244
5/30/2024 8:00,1.82
5/30/2024 9:00,0.189
5/30/2024 10:00,1.44
5/30/2024 11:00,10.8
5/30/2024 12:00,18.2
5/30/2024 13:00,28.3
5/30/2024 14:00,23.8
5/30/2024 15:00,22.4
5/30/2024 16:00,24.3
5/30/2024 17:00,29.8
5/30/2024 18:00,0.485
5/30/2024 19:00,2.38
5/30/2024 20:00,38.8
5/30/2024 21:00,8.3
5/30/2024 22:00,0.246
5/30/2024 23:00,0.0244
5/31/2024 0:00,0.0244
5/31/2024 1:00,0.974
5/31/2024 2:00,0.378
5/31/2024 3:00,1.01
5/31/2024 4:00,0.499
5/31/2024 5:00,0.214
5/31/2024 6:00,0.0244
5/31/2024 7:00,0.0244
5/31/2024 8:00,0.172
5/31/2024 9:00,3.56
5/31/2024 10:00,2.25
5/31/2024 11:00,2.03
5/31/2024 12:00,6.82
5/31/2024 13:00,10.8
5/31/2024 14:00,3.93
5/31/2024 15:00,0.0244
5/31/2024 16:00,7.2
5/31/2024 17:00,8.23
5/31/2024 18:00,0.223
5/31/2024 19:00,0.0244
5/31/2024 20:00,0.0244
5/31/2024 21:00,0.0244
5/31/2024 22:00,0.0244
5/31/2024 23:00,0.0244
6/1/2024 0:00,0.0244
6/1/2024 1:00,0.0244
6/1/2024 2:00,0.0944
6/1/2024 3:00,0.0244
6/1/2024 4:00,1.25
6/1/2024 5:00,1.23
6/1/2024 6:00,0.515
6/1/2024 7:00,0.866
6/1/2024 8:00,1.63
6/1/2024 9:00,0.69
6/1/2024 10:00,0.336
6/1/2024 11:00,0.206
6/1/2024 12:00,1.56
6/1/2024 13:00,0.465
6/1/2024 14:00,1.73
6/1/2024 15:00,4.15
6/1/2024 16:00,7.47
6/1/2024 17:00,10.7
6/1/2024 18:00,0.181
6/1/2024 19:00,1.77
6/1/2024 20:00,0.698
6/1/2024 21:00,3.03
6/1/2024 22:00,0.971
6/1/2024 23:00,3.13
6/2/2024 0:00,0.259
6/2/2024 1:00,1.01
6/2/2024 2:00,0.0648
6/2/2024 3:00,1.98
6/2/2024 4:00,0.0244
6/2/2024 5:00,0.0244
6/2/2024 6:00,0.0244
6/2/2024 7:00,0.0244
6/2/2024 8:00,1.37
6/2/2024 9:00,0.589
6/2/2024 10:00,1.21
6/2/2024 11:00,0.433
6/2/2024 12:00,0.793
6/2/2024 13:00,1.35
6/2/2024 14:00,1.12
6/2/2024 15:00,5.76
6/2/2024 16:00,8.32
6/2/2024 17:00,0.0244
6/2/2024 18:00,0.331
6/2/2024 19:00,0.196
6/2/2024 20:00,1.37
6/2/2024 21:00,2.85
6/2/2024 22:00,1.21
6/2/2024 23:00,0.977
6/3/2024 0:00,0.794
6/3/2024 1:00,2.17
6/3/2024 2:00,1.28
6/3/2024 3:00,0.0244
6/3/2024 4:00,0.379
6/3/2024 5:00,0.802
6/3/2024 6:00,0.138
6/3/2024 7:00,0.286
6/3/2024 8:00,0.0244
6/3/2024 9:00,1.52
6/3/2024 10:00,0.0244
6/3/2024 11:00,1.83
6/3/2024 12:00,3.05
6/3/2024 13:00,0.849
6/3/2024 14:00,11.4
6/3/2024 15:00,0.0244
6/3/2024 16:00,3.55
6/3/2024 17:00,15.2
6/3/2024 18:00,0.245
6/3/2024 19:00,0.0244
6/3/2024 20:00,0.0244
6/3/2024 21:00,0.0244
6/3/2024 22:00,0.0244
6/3/2024 23:00,0.0244
6/4/2024 0:00,0.0244
6/4/2024 1:00,0.0244
6/4/2024 2:00,2.96
6/4/2024 3:00,1.39
6/4/2024 4:00,0.302
6/4/2024 5:00,0.0244
6/4/2024 6:00,0.196
6/4/2024 7:00,1
6/4/2024 8:00,5.77
6/4/2024 9:00,
6/4/2024 10:00,
6/4/2024 11:00,
6/4/2024 12:00,
