Time,56C
5/25/2024 10:00,0.113
5/25/2024 11:00,0.802
5/25/2024 12:00,0.429
5/25/2024 13:00,0.811
5/25/2024 14:00,0.637
5/25/2024 15:00,0.592
5/25/2024 16:00,5.3
5/25/2024 17:00,17.3
5/25/2024 18:00,5.63
5/25/2024 19:00,16.3
5/25/2024 20:00,20.6
5/25/2024 21:00,13.6
5/25/2024 22:00,2.25
5/25/2024 23:00,19.7
5/26/2024 0:00,2.3
5/26/2024 1:00,1.84
5/26/2024 2:00,18.3
5/26/2024 3:00,0.284
5/26/2024 4:00,0.349
5/26/2024 5:00,14.1
5/26/2024 6:00,9.86
5/26/2024 7:00,3.58
5/26/2024 8:00,0.534
5/26/2024 9:00,7.61
5/26/2024 10:00,0.0244
5/26/2024 11:00,0.442
5/26/2024 12:00,0.0728
5/26/2024 13:00,0.0244
5/26/2024 14:00,0.369
5/26/2024 15:00,4.5
5/26/2024 16:00,14.3
5/26/2024 17:00,1.28
5/26/2024 18:00,3.9
5/26/2024 19:00,12.9
5/26/2024 20:00,27.1
5/26/2024 21:00,7.77
5/26/2024 22:00,14.6
5/26/2024 23:00,0.315
5/27/2024 0:00,13.1
5/27/2024 1:00,9.95
5/27/2024 2:00,1.14
5/27/2024 3:00,1.58
5/27/2024 4:00,13.2
5/27/2024 5:00,6.47
5/27/2024 6:00,14.1
5/27/2024 7:00,0.202
5/27/2024 8:00,0.579
5/27/2024 9:00,1.73
5/27/2024 10:00,0.869
5/27/2024 11:00,0.0732
5/27/2024 12:00,9.05
5/27/2024 13:00,0.523
5/27/2024 14:00,0.0687
5/27/2024 15:00,1.05
5/27/2024 16:00,18.3
5/27/2024 17:00,0.0244
5/27/2024 18:00,3.32
5/27/2024 19:00,14.2
5/27/2024 20:00,27.3
5/27/2024 21:00,20
5/27/2024 22:00,1.1
5/27/2024 23:00,16.5
5/28/2024 0:00,0.536
5/28/2024 1:00,11.8
5/28/2024 2:00,8.02
5/28/2024 3:00,1.77
5/28/2024 4:00,11.7
5/28/2024 5:00,1.87
5/28/2024 6:00,7.9
5/28/2024 7:00,7.56
5/28/2024 8:00,0.0244
5/28/2024 9:00,24.8
5/28/2024 10:00,7.84
5/28/2024 11:00,19.8
5/28/2024 12:00,22.3
5/28/2024 13:00,5.98
5/28/2024 14:00,3.76
5/28/2024 15:00,1.53
5/28/2024 16:00,0.0289
5/28/2024 17:00,6.22
5/28/2024 18:00,3.17
5/28/2024 19:00,0.161
5/28/2024 20:00,4.62
5/28/2024 21:00,4.01
5/28/2024 22:00,4.72
5/28/2024 23:00,4.79
5/29/2024 0:00,18.3
5/29/2024 1:00,9.68
5/29/2024 2:00,2.73
5/29/2024 3:00,12
5/29/2024 4:00,17.8
5/29/2024 5:00,2.49
5/29/2024 6:00,18.9
5/29/2024 7:00,6.88
5/29/2024 8:00,1.73
5/29/2024 9:00,24.2
5/29/2024 10:00,2.34
5/29/2024 11:00,2.31
5/29/2024 12:00,7.15
5/29/2024 13:00,0.828
5/29/2024 14:00,6.8
5/29/2024 15:00,14.9
5/29/2024 16:00,4.88
5/29/2024 17:00,10.5
5/29/2024 18:00,8.75
5/29/2024 19:00,15.5
5/29/2024 20:00,17.5
5/29/2024 21:00,24.1
5/29/2024 22:00,19
5/29/2024 23:00,9.9
5/30/2024 0:00,18.1
5/30/2024 1:00,8.17
5/30/2024 2:00,24.2
5/30/2024 3:00,4.19
5/30/2024 4:00,5.28
5/30/2024 5:00,18.2
5/30/2024 6:00,10.9
5/30/2024 7:00,2.14
5/30/2024 8:00,11.5
5/30/2024 9:00,6.36
5/30/2024 10:00,5.7
5/30/2024 11:00,6.24
5/30/2024 12:00,3.45
5/30/2024 13:00,6.53
5/30/2024 14:00,0.836
5/30/2024 15:00,11.7
5/30/2024 16:00,14.8
5/30/2024 17:00,12.8
5/30/2024 18:00,19.1
5/30/2024 19:00,8.18
5/30/2024 20:00,22.5
5/30/2024 21:00,8.81
5/30/2024 22:00,9.42
5/30/2024 23:00,9.75
5/31/2024 0:00,10.6
5/31/2024 1:00,1.1
5/31/2024 2:00,12.6
5/31/2024 3:00,3.06
5/31/2024 4:00,2.16
5/31/2024 5:00,3.99
5/31/2024 6:00,8.27
5/31/2024 7:00,0.808
5/31/2024 8:00,0.177
5/31/2024 9:00,0.231
5/31/2024 10:00,2.26
5/31/2024 11:00,1.21
5/31/2024 12:00,0.333
5/31/2024 13:00,0.0295
5/31/2024 14:00,1.19
5/31/2024 15:00,2.15
5/31/2024 16:00,10.5
5/31/2024 17:00,5.95
5/31/2024 18:00,1.1
5/31/2024 19:00,16.7
5/31/2024 20:00,35
5/31/2024 21:00,5.79
5/31/2024 22:00,0.102
5/31/2024 23:00,21.9
6/1/2024 0:00,16.5
6/1/2024 1:00,11.7
6/1/2024 2:00,0.389
6/1/2024 3:00,0.351
6/1/2024 4:00,1.39
6/1/2024 5:00,4.29
6/1/2024 6:00,5.8
6/1/2024 7:00,2.02
6/1/2024 8:00,4.01
6/1/2024 9:00,0.407
6/1/2024 10:00,0.121
6/1/2024 11:00,0.351
6/1/2024 12:00,2.78
6/1/2024 13:00,0.0537
6/1/2024 14:00,0.623
6/1/2024 15:00,2.19
6/1/2024 16:00,13.5
6/1/2024 17:00,14.8
6/1/2024 18:00,0.974
6/1/2024 19:00,16.1
6/1/2024 20:00,30.7
6/1/2024 21:00,2.16
6/1/2024 22:00,20.7
6/1/2024 23:00,2.25
6/2/2024 0:00,10.3
6/2/2024 1:00,0.754
6/2/2024 2:00,12.4
6/2/2024 3:00,2
6/2/2024 4:00,0.802
6/2/2024 5:00,13
6/2/2024 6:00,2.91
6/2/2024 7:00,0.35
6/2/2024 8:00,1.91
6/2/2024 9:00,0.463
6/2/2024 10:00,0.362
6/2/2024 11:00,0.721
6/2/2024 12:00,2.59
6/2/2024 13:00,0.0439
6/2/2024 14:00,4.5
6/2/2024 15:00,5.61
6/2/2024 16:00,6.68
6/2/2024 17:00,4.9
6/2/2024 18:00,6.98
6/2/2024 19:00,5.7
6/2/2024 20:00,19.6
6/2/2024 21:00,3.36
6/2/2024 22:00,1.36
6/2/2024 23:00,17.6
6/3/2024 0:00,0.413
6/3/2024 1:00,1.3
6/3/2024 2:00,2.83
6/3/2024 3:00,1.01
6/3/2024 4:00,13
6/3/2024 5:00,0.206
6/3/2024 6:00,6.14
6/3/2024 7:00,0.207
6/3/2024 8:00,0.819
6/3/2024 9:00,0.0244
6/3/2024 10:00,0.306
6/3/2024 11:00,0.233
6/3/2024 12:00,1.29
6/3/2024 13:00,3.11
6/3/2024 14:00,0.182
6/3/2024 15:00,0.319
6/3/2024 16:00,3.87
6/3/2024 17:00,2.12
6/3/2024 18:00,9.18
6/3/2024 19:00,6.67
6/3/2024 20:00,20.1
6/3/2024 21:00,1.64
6/3/2024 22:00,12.3
6/3/2024 23:00,5.03
6/4/2024 0:00,11.2
6/4/2024 1:00,1.66
6/4/2024 2:00,0.672
6/4/2024 3:00,7.2
6/4/2024 4:00,5.22
6/4/2024 5:00,5.44
6/4/2024 6:00,13.4
6/4/2024 7:00,0.0866
6/4/2024 8:00,10.4
6/4/2024 9:00,
6/4/2024 10:00,
6/4/2024 11:00,
6/4/2024 12:00,
