TimeStamp,Name,State
303370.466,Input1,0
303466.467,Input1,1
312832.061,Input1,0
313327.535,Input1,1
446685.159,Input1,0
446774.388,Input1,1
453199.351,Input1,0
453695.032,Input1,1
541885.468,Input1,0
541997.553,Input1,1
548694.100,Input1,0
549205.082,Input1,1
700289.134,Input1,0
700385.133,Input1,1
707161.820,Input1,0
707656.399,Input1,1
828611.548,Input1,0
828707.612,Input1,1
835021.330,Input1,0
835517.407,Input1,1
1005330.379,Input1,0
1005442.380,Input1,1
1012096.431,Input1,0
1012608.429,Input1,1
1109940.313,Input1,0
1110035.316,Input1,1
1116749.047,Input1,0
1117244.735,Input1,1
1315155.731,Input1,0
1315256.732,Input1,1
1321464.276,Input1,0
1321965.572,Input1,1
1450578.188,Input1,0
1450679.188,Input1,1
1457435.446,Input1,0
1457936.373,Input1,1
1575343.036,Input1,0
1575455.036,Input1,1
1582710.962,Input1,0
1583207.102,Input1,1
1672214.047,Input1,0
1672311.046,Input1,1
1681644.166,Input1,0
1682139.510,Input1,1
1793795.385,Input1,0
1793890.951,Input1,1
1800380.310,Input1,0
1800875.276,Input1,1
1933663.087,Input1,0
1933775.035,Input1,1
1940619.687,Input1,0
1941115.191,Input1,1
2063039.537,Input1,0
2063135.954,Input1,1
2069632.374,Input1,0
2070129.624,Input1,1
2188782.531,Input1,0
2188876.656,Input1,1
2195158.020,Input1,0
2195669.005,Input1,1
2311852.931,Input1,0
2311964.352,Input1,1
2318855.128,Input1,0
2319351.073,Input1,1
2456091.769,Input1,0
2456203.769,Input1,1
2462581.442,Input1,0
2463092.905,Input1,1
2577609.224,Input1,0
2577705.208,Input1,1
2585216.462,Input1,0
2585711.511,Input1,1
2709562.785,Input1,0
2709658.785,Input1,1
2716482.983,Input1,0
2716979.165,Input1,1
2797339.049,Input1,0
2797450.050,Input1,1
2803762.983,Input1,0
2804258.297,Input1,1
2914499.450,Input1,0
2914595.335,Input1,1
2920795.875,Input1,0
2921291.874,Input1,1
3013558.429,Input1,0
3013670.104,Input1,1
3020701.685,Input1,0
3021197.558,Input1,1
3106220.277,Input1,0
3106316.329,Input1,1
3112565.850,Input1,0
3113061.181,Input1,1
3242713.665,Input1,0
3242809.709,Input1,1
3249377.641,Input1,0
3249889.159,Input1,1
3404141.470,Input1,0
3404237.515,Input1,1
3411030.634,Input1,0
3411525.306,Input1,1
3551870.545,Input1,0
3551982.666,Input1,1
3558199.437,Input1,0
3558711.438,Input1,1
