MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/15/2023 12:04:39,1.17.0,Bandit,21,4.05,nan,30,80,20,Left,Left,1,0,0,0,nan,nan,0.53
9/15/2023 12:04:40,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,1,0,1,0,0.06,nan,nan
9/15/2023 12:08:49,1.17.0,Bandit,21,4.05,nan,30,80,20,Left,Left,2,0,1,1,nan,nan,0.12
9/15/2023 12:08:52,1.17.0,Bandit,21,4.05,nan,30,80,20,LeftWithPellet,Left,2,0,1,1,nan,nan,0.04
9/15/2023 12:09:58,1.17.0,Bandit,21,4.05,2,30,80,20,Pellet,Left,2,0,2,1,Timed_out,318,nan
9/15/2023 12:10:58,1.17.0,Bandit,21,4.05,nan,30,80,20,Left,Left,3,0,2,2,nan,nan,0.17
9/15/2023 12:10:59,1.17.0,Bandit,21,4.05,1,30,80,20,Pellet,Left,3,0,3,2,0.06,61,nan
9/15/2023 12:12:49,1.17.0,Bandit,21,4.05,nan,30,80,20,Left,Left,4,0,3,3,nan,nan,0.10
9/15/2023 12:12:50,1.17.0,Bandit,21,4.05,1,30,80,20,Pellet,Left,4,0,4,3,0.06,111,nan
9/15/2023 12:13:22,1.17.0,Bandit,21,4.05,nan,30,80,20,Left,Left,5,0,4,4,nan,nan,0.57
9/15/2023 12:14:36,1.17.0,Bandit,21,4.04,nan,30,80,20,LeftWithPellet,Left,5,0,4,4,nan,nan,0.18
9/15/2023 12:14:37,1.17.0,Bandit,21,4.05,1,30,80,20,Pellet,Left,5,0,5,4,Timed_out,107,nan
9/15/2023 14:42:00,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,6,0,5,5,nan,nan,0.02
9/15/2023 14:42:01,1.17.0,Bandit,21,4.05,nan,30,80,20,LeftDuringDispense,Left,6,0,5,5,nan,nan,0.16
9/15/2023 14:42:04,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,6,0,6,5,0.06,8847,nan
9/15/2023 15:40:08,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,7,0,6,6,nan,nan,0.13
9/15/2023 15:40:11,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,7,0,7,6,0.06,3487,nan
9/15/2023 17:15:54,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,8,0,7,7,nan,nan,0.58
9/15/2023 17:15:55,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,8,0,8,7,0.06,5744,nan
9/15/2023 17:16:22,1.17.0,Bandit,21,4.05,nan,30,80,20,Left,Left,9,0,8,8,nan,nan,0.23
9/15/2023 17:16:22,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,9,0,9,8,0.06,27,nan
9/15/2023 17:16:57,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,10,0,9,9,nan,nan,0.39
9/15/2023 17:17:19,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,10,0,10,9,19.40,57,nan
9/15/2023 17:17:55,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,11,0,10,10,nan,nan,0.04
9/15/2023 17:17:58,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,11,0,11,10,0.06,39,nan
9/15/2023 18:18:04,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,12,0,11,11,nan,nan,0.53
9/15/2023 18:18:26,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,12,0,12,11,19.40,3628,nan
9/15/2023 18:18:59,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,13,0,12,12,nan,nan,0.09
9/15/2023 18:19:00,1.17.0,Bandit,21,4.04,nan,30,80,20,LeftDuringDispense,Left,13,0,12,12,nan,nan,0.23
9/15/2023 18:19:03,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,13,0,13,12,0.42,37,nan
9/15/2023 18:19:32,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,14,0,13,13,nan,nan,0.28
9/15/2023 18:19:33,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,14,0,14,13,0.06,30,nan
9/15/2023 18:20:08,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,15,0,14,14,nan,nan,0.22
9/15/2023 18:20:09,1.17.0,Bandit,21,4.03,1,30,80,20,Pellet,Left,15,0,15,14,0.06,36,nan
9/15/2023 18:55:16,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,16,0,15,15,nan,nan,0.39
9/15/2023 18:55:23,1.17.0,Bandit,21,4.03,nan,30,80,20,Left,Left,17,0,15,15,nan,nan,0.24
9/15/2023 18:55:24,1.17.0,Bandit,21,4.03,2,30,80,20,Pellet,Left,17,0,16,15,0.06,2115,nan
9/15/2023 18:55:52,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,18,0,16,16,nan,nan,0.17
9/15/2023 18:55:53,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,18,0,17,16,0.18,29,nan
9/15/2023 18:56:28,1.17.0,Bandit,21,4.03,nan,30,80,20,Left,Left,19,0,17,17,nan,nan,0.12
9/15/2023 18:56:31,1.17.0,Bandit,21,4.03,3,30,80,20,Pellet,Left,19,0,18,17,0.06,38,nan
9/15/2023 18:56:57,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,20,0,18,18,nan,nan,0.18
9/15/2023 18:56:58,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,20,0,19,18,0.67,27,nan
9/15/2023 18:57:24,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,21,0,19,19,nan,nan,0.32
9/15/2023 18:57:41,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,21,0,20,19,13.56,43,nan
9/15/2023 19:22:06,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,22,0,20,20,nan,nan,0.31
9/15/2023 19:22:07,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,22,0,21,20,0.06,1466,nan
9/15/2023 19:22:26,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,23,0,21,21,nan,nan,0.05
9/15/2023 19:22:27,1.17.0,Bandit,21,4.03,1,30,80,20,Pellet,Left,23,0,22,21,0.06,20,nan
9/15/2023 19:22:52,1.17.0,Bandit,21,4.03,nan,30,80,20,Left,Left,24,0,22,22,nan,nan,0.42
9/15/2023 19:23:10,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,24,0,23,22,15.29,43,nan
9/15/2023 19:23:45,1.17.0,Bandit,21,4.03,nan,30,80,20,Left,Left,25,0,23,23,nan,nan,0.12
9/15/2023 19:23:46,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,25,0,24,23,0.06,36,nan
9/15/2023 19:24:11,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,26,0,24,24,nan,nan,0.04
9/15/2023 19:24:14,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,26,0,25,24,0.06,28,nan
9/15/2023 19:26:21,1.17.0,Bandit,21,4.04,nan,30,80,20,Right,Left,26,1,25,25,nan,nan,0.07
9/15/2023 19:26:22,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,26,1,26,25,0.06,128,nan
9/15/2023 19:26:23,1.17.0,Bandit,21,4.04,nan,30,80,20,Right,Left,26,2,26,26,nan,nan,0.43
9/15/2023 19:29:10,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,27,2,26,26,nan,nan,0.51
9/15/2023 19:29:10,1.17.0,Bandit,21,4.03,nan,30,80,20,LeftDuringDispense,Left,27,2,26,26,nan,nan,0.12
9/15/2023 19:29:13,1.17.0,Bandit,21,4.04,2,30,80,20,Pellet,Left,27,2,27,26,0.06,171,nan
9/15/2023 19:30:16,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,28,2,27,27,nan,nan,0.33
9/15/2023 19:31:15,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,29,2,27,27,nan,nan,0.84
9/15/2023 19:31:16,1.17.0,Bandit,21,4.04,1,30,80,20,Pellet,Left,29,2,28,27,0.06,123,nan
9/15/2023 19:56:18,1.17.0,Bandit,21,4.03,nan,30,80,20,Left,Left,30,2,28,28,nan,nan,1.29
9/15/2023 19:56:21,1.17.0,Bandit,21,4.03,2,30,80,20,Pellet,Left,30,2,29,28,0.06,1505,nan
9/15/2023 19:57:30,1.17.0,Bandit,21,4.04,nan,30,80,20,Left,Left,31,2,29,29,nan,nan,0.20
9/15/2023 19:58:23,1.17.0,Bandit,21,4.03,nan,30,80,20,Left,Left,32,2,29,29,nan,nan,0.02
