x	y	name	color	
419.127685546875	60.844032287597656	FLAG+TH	-16776961
359.5122985839844	99.16819763183594	FLAG+TH	-16776961
1115.3499755859375	444.08563232421875	FLAG+TH	-16776961
1236.709716796875	476.0224304199219	FLAG+TH	-16776961
1688.083251953125	665.5140991210938	FLAG+TH	-16776961
1636.984375	688.9344482421875	FLAG+TH	-16776961
1864.8001708984375	818.810791015625	FLAG+TH	-16776961
1473.0421142578125	1027.4644775390625	FLAG+TH	-16776961
1398.52294921875	1357.4781494140625	FLAG+TH	-16776961
1238.8388671875	1408.5770263671875	FLAG+TH	-16776961
1172.836181640625	1649.1676025390625	FLAG+TH	-16776961
1532.657470703125	1689.620849609375	FLAG+TH	-16776961
642.685302734375	1723.686767578125	FLAG+TH	-16776961
527.7127685546875	995.5277099609375	FLAG+TH	-16776961
461.7100830078125	984.8821411132812	FLAG+TH	-16776961
615.0067138671875	1099.8546142578125	FLAG+TH	-16776961
1743.4403076171875	1440.5137939453125	FLAG+TH	-16776961
1979.772705078125	1442.6429443359375	FLAG+TH	-16776961
1981.9017333984375	1287.2171630859375	FLAG+TH	-16776961
1815.8304443359375	495.18450927734375	FLAG+TH	-16776961
1777.5062255859375	388.728515625	FLAG+TH	-16776961
1771.118896484375	301.4346008300781	FLAG+TH	-16776961
2024.4842529296875	461.11859130859375	FLAG+TH	-16776961
1813.7012939453125	1574.6484375	FLAG+TH	-16776961
744.883056640625	1210.56884765625	FLAG+TH	-16776961
681.0094604492188	484.5389099121094	FLAG+TH	-16776961
1270.775634765625	1159.469970703125	FLAG+TH	-16776961
557.5205078125	908.2338256835938	FLAG+TH	-16776961
550.5338745117188	1289.947265625	FLAG+TH	-16776961
418.29107666015625	1369.450439453125	FLAG+TH	-16776961
1931.287841796875	693.92529296875	FLAG+TH	-16776961
1930.162353515625	164.0301513671875	FLAG+TH	-16776961
1461.3819580078125	1136.662353515625	FLAG+TH	-16776961
1462.5775146484375	1809.865234375	FLAG+TH	-16776961
1384.8680419921875	1854.099853515625	FLAG+TH	-16776961
1315.52734375	1856.4908447265625	FLAG+TH	-16776961
1600.0634765625	1955.7198486328125	FLAG+TH	-16776961
1528.3316650390625	2022.6695556640625	FLAG+TH	-16776961
1504.4210205078125	1893.5523681640625	FLAG+TH	-16776961
655.406494140625	1809.7220458984375	FLAG+TH	-16776961
222.14930725097656	1736.5367431640625	FLAG+TH	-16776961
257.27825927734375	1821.4317626953125	FLAG+TH	-16776961
96.27052307128906	88.4029541015625	FLAG+TH	-16776961
1185.268310546875	1987.123291015625	FLAG+TH	-16776961
1235.034423828125	2025.1796875	FLAG+TH	-16776961
1396.0421142578125	2031.0345458984375	FLAG+TH	-16776961
1677.0738525390625	1559.720947265625	FLAG+TH	-16776961
1937.6136474609375	918.617431640625	FLAG+TH	-16776961
99.19793701171875	1711.946533203125	FLAG+TH	-16776961
61.14155960083008	632.90185546875	TH Only	-16711681
134.32688903808594	328.45086669921875	TH Only	-16711681
198.72999572753906	366.5072326660156	TH Only	-16711681
222.14930725097656	225.9913787841797	TH Only	-16711681
277.7701721191406	588.9906616210938	TH Only	-16711681
289.47979736328125	949.0625	TH Only	-16711681
476.83428955078125	1519.908203125	TH Only	-16711681
713.9547729492188	1408.6663818359375	TH Only	-16711681
1308.2197265625	1525.762939453125	TH Only	-16711681
148.96395874023438	1764.639892578125	TH Only	-16711681
61.14155960083008	1875.881591796875	TH Only	-16711681
81.63345336914062	1773.422119140625	TH Only	-16711681
1683.824951171875	972.107421875	EctopicFLAG	-1
1409.16845703125	859.2640380859375	EctopicFLAG	-1
1236.709716796875	1227.601806640625	EctopicFLAG	-1
1579.498046875	1612.9725341796875	EctopicFLAG	-1
250.92718505859375	344.0169982910156	EctopicFLAG	-1
1492.646728515625	1310.890869140625	EctopicFLAG	-1
1463.3726806640625	31.611129760742188	EctopicFLAG	-1
2016.65380859375	1949.0670166015625	EctopicFLAG	-1
1820.51708984375	2013.4700927734375	EctopicFLAG	-1
1674.1463623046875	2010.5426025390625	EctopicFLAG	-1
