TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Xscaled,Yscaled,Speed_cm,DistFromFED,ToneStart_5000,ToneStart_10000,ToneStart_20000,Dispense_Bonsai,Retrieval_Bonsai
56786.148224,False,,,False,0.0,,,0.0,,0,0,0,0,0
56786.6587904,False,,,False,0.5105664000002434,,,,,0,0,0,0,0
56787.1547136,False,,,False,1.006489600003988,,,,,0,0,0,0,0
56787.65088,False,,,False,1.5026560000042082,,,,,0,0,0,0,0
56788.1488384,False,,,False,2.000614399999904,,,,,0,0,0,0,0
56788.6600064,False,,,False,2.5117824000044493,,,,,0,0,0,0,0
56789.1567488,False,,,False,3.008524800003215,,,,,0,0,0,0,0
56789.6512256,False,,,False,3.5030016000018804,,,,,0,0,0,0,0
56790.1466112,False,,,False,3.9983872000011615,,,,,0,0,0,0,0
56790.6600448,False,,,False,4.5118208000058075,,,,,0,0,0,0,0
56791.1558016,False,,,False,5.007577600001241,,,,,0,0,0,0,0
56791.2233856,False,151.111267,239.704727,False,5.075161600005231,4.218057727794099,2.4879709374259935,,5.390451862338269,0,0,0,0,0
56791.267776,False,281.996979,189.501221,False,5.11955200000375,3.1008515926709954,5.4006424238826485,70.27609719099183,7.997930389940474,0,0,0,0,0
56791.302272,False,284.12323,184.977249,False,5.154048000003968,3.00017716420528,5.4479590527653325,3.2247042879012,8.104204581668181,0,0,0,0,0
56791.3331328,False,285.507874,183.629135,False,5.184908800001722,2.9701768444737184,5.47877229460867,1.3935323635716987,8.147129135044594,0,0,0,0,0
56791.362752,False,286.889404,183.127686,False,5.214528000004066,2.959017825036882,5.50951623890325,1.1042323853728817,8.176076982573043,0,0,0,0,0
56791.3951488,False,283.362427,184.948914,False,5.2469248000052175,2.9995466099201127,5.431028486616825,2.726629785894072,8.093300396560394,0,0,0,0,0
56791.439232,False,284.525024,184.87561,False,5.291008000000147,2.9979153358308275,5.45690039486713,0.5880536064106764,8.111891409243334,0,0,0,0,0
56791.473216,False,286.36615,182.60231,False,5.324992000001657,2.9473263449548646,5.497871980850282,1.9155862935532082,8.176885390678779,0,0,0,0,0
56791.5047552,False,290.741241,175.02356,False,5.35653120000643,2.7786722673578894,5.595233278822617,6.174518213783723,8.367290732452526,0,0,0,0,0
56791.5325952,False,294.075378,173.768509,False,5.384371200001624,2.750742929572349,5.669429656895115,2.847663098014931,8.437751274289369,0,0,0,0,0
56791.5701888,False,297.590637,177.00444,False,5.4219647999998415,2.8227538757009927,5.747656642105007,2.8282779585612783,8.437649350127137,0,0,0,0,0
56791.6022656,False,304.770142,179.553116,False,5.454041600001801,2.879470959636147,5.907426101894269,5.28537524411088,8.50638341971951,0,0,0,0,0
56791.6351744,False,307.473022,178.356842,False,5.4869504000016605,2.85284961864677,5.967574771959295,1.9987534856725906,8.567345357220997,0,0,0,0,0
56791.6672768,False,306.617767,182.994247,False,5.5190528000021,2.9560483338331265,5.948542313686465,3.2688856332000817,8.480242178185694,0,0,0,0,0
56791.7104,False,302.251282,188.881165,False,5.56217600000673,3.087053146655694,5.851372529749004,3.782372950256479,8.318743954009859,0,0,0,0,0
56791.7431808,False,297.638,192.688446,False,5.594956799999636,3.1717786574863043,5.748710636903254,4.060563310282204,8.186320174790183,0,0,0,0,0
56791.7788032,False,293.638489,195.968613,False,5.630579200005741,3.2447740115683152,5.659707326523053,3.2313448172253425,8.0718593396948,0,0,0,0,0
56791.8128384,False,287.88736,200.099869,False,5.664614400004211,3.3367091156418063,5.531724300742256,4.629936972592471,7.9166177993052695,0,0,0,0,0
56791.8431232,False,281.47464,205.366196,False,5.6948992000034195,3.453903576800842,5.389018527826185,6.097462865415613,7.733091634571285,0,0,0,0,0
56791.8775808,False,272.06131,214.489746,False,5.729356800002279,3.6569349354892653,5.179538535971863,8.466208107717613,7.441502787019075,0,0,0,0,0
56791.9071232,False,259.202484,224.389755,False,5.758899200001906,3.8772452618751148,4.893384033183144,12.224414134261275,7.084336482917275,0,0,0,0,0
56791.9474432,False,244.275986,234.866135,False,5.799219200001971,4.110381888027898,4.56121649210538,10.064921775611426,6.686782572267453,0,0,0,0,0
56791.9876096,False,226.243378,250.835907,False,5.8393856000038795,4.4657659772370675,4.159926982765735,13.345302572745231,6.153395052743108,0,0,0,0,0
