TimestampRaw_Bonsai,ROI,Ypos,Xpos,Event,Timestamp_Bonsai,Xscaled,Yscaled,Speed_cm,DistFromFED,ToneStart_5000,ToneStart_10000,ToneStart_20000,Dispense_Bonsai,Retrieval_Bonsai
50088.921728,False,,,False,0.0,,,0.0,,0,0,0,0,0
50089.4343296,False,,,False,0.5126015999994706,,,,,0,0,0,0,0
50089.9289344,False,,,False,1.0072063999978127,,,,,0,0,0,0,0
50090.4265728,False,,,False,1.5048448000015924,,,,,0,0,0,0,0
50090.9211776,False,,,False,1.9994495999999344,,,,,0,0,0,0,0
50091.4336128,False,,,False,2.51188479999837,,,,,0,0,0,0,0
50091.9290496,False,,,False,3.0073216000018874,,,,,0,0,0,0,0
50092.4257792,False,,,False,3.5040511999977753,,,,,0,0,0,0,0
50092.921472,False,,,False,3.9997440000006463,,,,,0,0,0,0,0
50093.4329728,False,,,False,4.511244799999986,,,,,0,0,0,0,0
50093.6753152,False,,,False,4.753587200000766,,,,,0,0,0,0,0
50093.7126912,False,12.6520777,515.130493,False,4.790963200000988,10.94185314452497,0.0,,1.9418531445249698,0,0,0,0,0
50093.7652864,False,26.9051437,431.462402,False,4.843558399996255,9.003148953101165,0.33026304848810417,37.39188322086277,0.3302780602799544,0,0,0,0,0
50093.7959808,False,27.9694977,439.157898,False,4.874252800000249,9.181464128838652,0.3549255875313183,5.864672977145868,0.3986243880391945,0,0,0,0,0
50093.8261632,False,30.0183163,448.248474,False,4.904435199998261,9.392105217729478,0.4023995188689778,7.1539911420433455,0.5618468426151971,0,0,0,0,0
50093.8579072,False,32.8343201,457.808807,False,4.936179199998151,9.613631219302853,0.4676501813960499,7.274948385293636,0.7715179618536853,0,0,0,0,0
50093.8889984,False,35.7406731,465.393127,False,4.967270399996778,9.789370294945195,0.5349943585550239,6.053178613110054,0.9535850388022906,0,0,0,0,0
50093.9225984,False,37.7478523,470.548584,False,5.000870399999258,9.908829290305867,0.5815034479996326,3.8152796652736645,1.0789425095682013,0,0,0,0,0
50093.9540096,False,40.6879005,479.215149,False,5.032281599997077,10.10964546395021,0.6496283890638194,6.7509975378428715,1.285818843983448,0,0,0,0,0
50093.9859968,False,40.5127869,486.973083,False,5.064268800000718,10.289407413611393,0.6455707672603614,5.621240325023579,1.441989283530621,0,0,0,0,0
50094.0311424,False,40.3853149,491.668274,False,5.109414400001697,10.398201415750576,0.6426170665396269,2.410735275910058,1.538805995964049,0,0,0,0,0
50094.0685312,False,41.3830261,495.494476,False,5.146803199997521,10.486859753307652,0.6657354006877131,2.450544361963547,1.6290965440190832,0,0,0,0,0
