Item1,Item2,Item3,Item4,Item5
50088.921728000001,False,NaN,NaN,False
50089.434329600001,False,NaN,NaN,False
50089.928934399999,False,NaN,NaN,False
50090.426572799995,False,NaN,NaN,False
50090.921177600001,False,NaN,NaN,False
50091.4336128,False,NaN,NaN,False
50091.929049599996,False,NaN,NaN,False
50092.425779199999,False,NaN,NaN,False
50092.921471999995,False,NaN,NaN,False
50093.432972800001,False,NaN,NaN,False
50093.675315199995,False,NaN,NaN,False
50093.712691199995,False,12.6520777,515.130493,False
50093.765286399997,False,26.9051437,431.462402,False
50093.795980799994,False,27.9694977,439.157898,False
50093.826163199999,False,30.0183163,448.248474,False
50093.857907199999,False,32.8343201,457.808807,False
50093.888998399998,False,35.7406731,465.393127,False
50093.9225984,False,37.7478523,470.548584,False
50093.954009599998,False,40.6879005,479.215149,False
50093.985996799995,False,40.5127869,486.973083,False
50094.031142399996,False,40.3853149,491.668274,False
50094.068531199999,False,41.3830261,495.494476,False
50094.099289599995,False,42.6047478,496.985657,False
50094.130508800001,False,43.0401764,493.858765,False
50094.162969599995,False,44.0005455,492.094971,False
50094.196287999999,False,44.8575325,489.698395,False
50094.227865599998,False,46.7653465,488.289825,False
50094.273356799997,False,49.7478867,488.600494,False
50094.305996799994,False,53.0706558,489.749451,False
50094.338495999997,False,56.0845795,490.517395,False
50094.370201599995,False,58.5994568,491.355499,False
50094.401459199995,False,59.6847572,492.96814,False
50094.430566399998,False,60.5731659,493.063904,False
50094.466278399996,False,61.0908737,492.80603,False
50094.498329599999,False,61.2388229,492.976349,False
50094.5471616,False,61.3063889,492.444763,False
50094.580991999996,False,61.6260986,493.661133,False
50094.611046400001,False,62.215847,493.353333,False
50094.642726400001,False,62.9436913,494.691833,False
50094.675289599996,False,64.5086594,497.503143,False
50094.706457599998,False,63.0410614,501.518921,False
50094.737881599998,False,61.1164169,506.444153,False
50094.772735999999,False,61.5539932,511.133301,False
50094.818508799995,False,61.7190971,511.011688,False
50094.8461312,False,62.2878647,507.82663,False
50094.8824064,False,61.8682213,505.083618,False
50094.920563200001,False,61.6099472,503.996399,False
50094.948121599999,False,61.0197678,502.305481,False
50094.978982399996,False,61.5432625,502.626648,False
50095.010995199998,False,62.7056313,502.673065,False
50095.057023999994,False,63.1554298,503.020721,False
50095.090035199995,False,63.6996231,502.813507,False
50095.121599999999,False,64.1116257,502.190521,False
50095.156838399998,False,63.9541664,500.148407,False
50095.1861632,False,63.0526085,499.220642,False
50095.217523200001,False,62.5902901,498.488068,False
50095.247078399996,False,62.4012871,498.298615,False
50095.282316799996,False,62.1503906,498.182861,False
50095.330201599994,False,62.1632462,498.300293,False
50095.365017600001,False,62.4281387,498.234863,False
50095.398156799994,False,62.5350952,498.029846,False
50095.4260096,False,62.2922707,498.076111,False
50095.4589824,False,62.0278358,498.214478,False
50095.490969599996,False,62.0401955,498.892181,False
50095.523276799999,False,61.7011452,498.919067,False
50095.555251199999,False,61.5598679,498.668152,False
50095.600857599995,False,61.5211868,499.224579,False
50095.634099199997,False,61.5646858,498.960968,False
50095.662323199998,False,61.7371864,499.132507,False
50095.699353600001,False,61.7522812,499.0336,False
50095.730201599996,False,61.8910332,498.8703,False
50095.763302399995,False,61.8874626,498.620117,False
50095.793843200001,False,62.3618622,498.842346,False
50095.827225599998,False,64.8232574,498.475464,False
50095.873779199996,False,67.6094513,495.876068,False
50095.907545599999,False,69.6754684,492.024323,False
50095.9382912,False,70.1684036,490.471863,False
50095.9718144,False,68.9528275,489.690247,False
50096.002905599998,False,65.5988464,490.792877,False
50096.035827200001,False,63.4750824,490.834198,False
50096.064179199995,False,62.7085648,490.463654,False
50096.114342399997,False,62.1584015,489.937286,False
50096.146803199998,False,61.5442886,490.093506,False
50096.179443199995,False,62.7925186,489.430054,False
50096.211558399998,False,64.6496887,486.217896,False
50096.243545599995,False,66.5201263,483.478027,False
50096.275878399996,False,68.2473984,481.533203,False
50096.307519999995,False,69.1621246,480.941772,False
50096.339327999995,False,69.3548584,480.491669,False
50096.386572799995,False,69.8696747,480.900116,False
50096.420211199998,False,72.1464691,475.12558,False
50096.454527999995,False,74.6191025,473.45166,False
50096.481727999999,False,76.233696,471.863434,False
50096.517209599995,False,76.3525772,471.459839,False
50096.548211199995,False,76.6698151,472.755798,False
50096.581273600001,False,76.5609131,472.239929,False
50096.612019199994,False,76.3847427,473.007294,False
50096.659327999994,False,76.2351227,474.489166,False
50096.691699199997,False,75.932724,479.689148,False
50096.722982399995,False,75.7730255,476.644958,False
50096.755775999998,False,74.9764328,475.707825,False
50096.788172799999,False,74.7720337,476.122467,False
50096.822207999998,False,74.6147537,476.905518,False
50096.851750399997,False,74.5398636,476.745514,False
50096.894079999998,False,74.4221497,476.752136,False
50096.931839999997,False,74.2696304,476.223816,False
50096.9620736,False,73.9491425,476.991974,False
50096.9960832,False,74.5051498,476.811737,False
50097.027673599994,False,74.071991,476.820801,False
50097.059199999996,False,74.0893326,477.068451,False
50097.091379199999,False,74.0958481,477.506073,False
50097.1226112,False,74.0843964,477.126556,False
50097.170150400001,False,74.1614227,476.623993,False
50097.205401599997,False,73.9313736,477.257172,False
50097.235135999996,False,73.6253128,476.834137,False
50097.2663808,False,72.8925323,476.466705,False
50097.2956672,False,70.8930969,477.999878,False
50097.332735999997,False,68.9569397,481.251831,False
50097.364620799999,False,67.4864655,482.461639,False
50097.395967999997,False,67.4386368,482.58252,False
50097.443110399996,False,67.7140961,484.090332,False
50097.476019199996,False,67.3317108,484.713531,False
50097.506854399995,False,67.6921616,486.522949,False
50097.541632,False,68.1024628,486.649658,False
50097.571007999999,False,68.7538223,486.623108,False
50097.603673599995,False,70.5541763,487.223053,False
50097.634982399999,False,74.328804,486.812408,False
50097.667302399997,False,76.0026169,487.779327,False
50097.71168,False,76.9866104,487.659241,False
50097.749683199996,False,74.7784119,483.771027,False
50097.780300799997,False,73.0029831,488.139984,False
50097.813567999998,False,71.1917496,484.791626,False
50097.845555199994,False,70.3323059,484.604462,False
50097.876134400001,False,71.0610046,483.944427,False
50097.908351999999,False,72.7104111,482.452087,False
50097.955519999996,False,74.6062012,481.774628,False
50097.986444800001,False,78.4239044,483.075226,False
50098.018854399998,False,82.2119141,485.686584,False
50098.052838399999,False,85.6836014,489.783508,False
50098.0818688,False,88.2025909,495.081818,False
50098.111718399996,False,89.7470551,499.601868,False
50098.148889600001,False,92.0387878,507.712036,False
50098.178905599998,False,95.0314407,513.063538,False
50098.226572799998,False,99.1528778,517.778809,False
50098.259903999999,False,103.57267,524.220337,False
50098.290175999995,False,108.701469,529.834473,False
50098.325260799997,False,115.792114,535.590393,False
50098.354291199998,False,122.569336,539.938904,False
50098.386457599998,False,129.741425,538.880798,False
50098.4188288,False,137.689453,535.579224,False
50098.452684799995,False,147.047974,535.919678,False
50098.496601599996,False,157.489426,537.554321,False
50098.527040000001,False,168.657272,542.230957,False
50098.561651199998,False,179.462036,545.939026,False
50098.598092799999,False,182.582291,551.605469,False
50098.629721599995,False,185.02272,560.191895,False
50098.659827199997,False,191.908554,568.379944,False
50098.691366399995,False,198.446075,574.086975,False
50098.740172799997,False,206.734863,579.002075,False
50098.770905599995,False,215.058044,584.133423,False
50098.8036096,False,222.98262,591.000671,False
50098.837567999995,False,228.852341,595.91095,False
50098.869004799999,False,232.360397,597.596619,False
50098.900211199994,False,234.686417,598.378784,False
50098.930035199999,False,234.854874,598.492371,False
50098.965811199996,False,233.859421,597.370789,False
50099.010457600001,False,232.902985,596.450989,False
50099.043379199997,False,233.287994,595.788818,False
50099.075187199996,False,232.903076,596.30127,False
50099.108505600001,False,232.350983,595.186462,False
50099.1389824,False,231.69635,595.127441,False
50099.171481599995,False,231.804382,594.874207,False
50099.203583999995,False,232.79921,595.725891,False
50099.2355456,False,232.239532,597.230957,False
50099.2819456,False,229.600815,595.867065,False
50099.316172799998,False,227.383713,595.089172,False
50099.344307200001,False,227.610947,597.50708,False
50099.381785599995,False,228.661041,600.516357,False
50099.4114176,False,229.788208,604.6604,False
50099.444083199996,False,227.153534,602.280151,False
50099.476659199994,False,227.394653,603.284973,False
50099.508159999998,False,228.105927,602.955261,False
50099.554265599996,False,228.680588,604.556824,False
50099.588607999998,False,230.650055,604.762756,False
50099.618828799998,False,235.578613,611.255615,False
50099.650828799997,False,237.177078,611.993774,False
50099.683993599996,False,237.3293,612.572754,False
50099.716223999996,False,235.581421,610.652527,False
50099.745241599994,False,235.306961,612.205627,False
50099.795264,False,236.178223,612.528015,False
50099.827878399999,False,233.814423,611.199158,False
50099.860390399997,False,234.286453,611.92334,False
50099.894707200001,False,232.552521,610.93866,False
50099.926719999996,False,233.438004,611.561584,False
50099.956774399994,False,232.184998,611.257263,False
50099.988262399995,False,230.952988,611.886963,False
50100.020415999999,False,230.638306,615.57428,False
50100.069951999998,False,230.326736,617.278687,False
50100.099737599994,False,230.883545,620.116821,False
50100.132224000001,False,229.379852,621.443787,False
50100.161689599998,False,230.087692,624.761047,False
50100.198054399996,False,231.839737,623.186523,False
50100.229759999995,False,232.517487,627.353088,False
50100.262489599998,False,231.768738,626.404358,False
50100.293657599999,False,231.931137,627.380615,False
50100.339865599999,False,232.220673,626.726196,False
50100.374400000001,False,232.125214,625.441895,False
50100.407615999997,False,232.322098,624.041382,False
50100.438297599998,False,232.068237,624.824707,False
50100.468031999997,False,231.858337,624.980164,False
50100.501632,False,229.473557,623.580261,False
50100.533222400001,False,215.095856,607.16449,False
50100.574284800001,False,228.009232,621.450684,False
50100.611225599998,False,226.685547,618.250183,False
50100.644441600001,False,225.030106,617.56427,False
50100.677081599999,False,219.696091,609.936707,False
50100.708633599999,False,214.155365,601.084534,False
50100.740198399995,False,216.306564,590.938293,False
50100.773734399998,False,215.21019,586.41571,False
50100.806092799998,False,215.60408,581.488464,False
50100.853068799996,False,216.315491,575.955322,False
50100.884787199997,False,216.446625,570.590759,False
50100.9169024,False,217.080643,567.110718,False
50100.951487999999,False,219.319092,566.449036,False
50100.977459199996,False,221.558441,566.090271,False
50101.014323199997,False,226.080673,563.424072,False
50101.0467584,False,232.52681,559.954956,False
50101.078092799995,False,240.076126,556.590576,False
50101.124479999999,False,249.149063,553.872253,False
50101.157337599994,False,257.613098,553.06366,False
50101.19296,False,268.179871,553.263306,False
50101.224268799997,False,272.980988,553.159302,False
50101.253465599999,False,274.542938,555.287292,False
50101.285580799995,False,275.596497,557.913147,False
50101.3158272,False,275.262695,558.029236,False
50101.350988799997,False,275.729156,557.543884,False
50101.393881600001,False,276.775452,557.47644,False
50101.430783999996,False,276.387939,556.786987,False
50101.461145599998,False,277.416321,555.904724,False
50101.492326399995,False,278.667236,554.965698,False
50101.524403199997,False,278.62738,553.989868,False
50101.556121599999,False,279.674286,554.711365,False
50101.588134400001,False,279.740448,554.568665,False
50101.632895999996,False,280.315247,554.606506,False
50101.668454399995,False,280.947327,555.374939,False
50101.700825599997,False,279.354187,555.601379,False
50101.7337472,False,278.732849,555.355774,False
50101.7659136,False,279.020935,554.882385,False
50101.793177599997,False,278.208374,555.125854,False
50101.831257599995,False,278.293579,554.674805,False
50101.861734400001,False,277.867249,554.933594,False
50101.910464000001,False,276.562439,555.105103,False
50101.944345600001,False,277.915009,554.318726,False
50101.974873599996,False,279.789063,551.678894,False
50102.005286399995,False,278.511261,553.316956,False
50102.037299199998,False,280.196167,552.677734,False
50102.072396799995,False,280.68103,552.923584,False
50102.101439999999,False,281.874023,552.799438,False
50102.136307199995,False,282.006989,552.558472,False
50102.187174399995,False,281.136658,552.1203,False
50102.210841599997,False,282.531342,551.325989,False
50102.247411199998,False,283.355865,550.669739,False
50102.279628799995,False,284.255432,550.898865,False
50102.311142399994,False,283.662628,550.614685,False
50102.3424896,False,282.972382,551.68042,False
50102.375539199995,False,283.021973,551.071472,False
50102.4211584,False,282.983215,551.458008,False
50102.453990399998,False,282.687378,552.43988,False
50102.485759999996,False,281.476135,550.63623,False
50102.518873599998,False,279.042358,554.195435,False
50102.551129599997,False,278.208771,554.893066,False
50102.584819199998,False,275.964447,555.909363,False
50102.612403200001,False,273.618225,556.748779,False
50102.646156800001,False,273.107147,557.153137,False
50102.692659199995,False,272.704987,556.931091,False
50102.727052800001,False,272.839874,557.80481,False
50102.760691199997,False,274.643463,559.21637,False
50102.792601599998,False,275.665619,558.969055,False
50102.824409599998,False,278.063843,557.611572,False
50102.856371199996,False,280.97406,556.098816,False
50102.887270399995,False,282.091339,555.520813,False
50102.922803199996,False,281.643463,554.179443,False
50102.967347199999,False,282.135895,553.28717,False
50103.0004224,False,281.107605,553.096436,False
50103.0283776,False,280.445587,551.499451,False
50103.065984000001,False,279.53067,549.443726,False
50103.095219199997,False,280.764252,547.818054,False
50103.128153599995,False,281.300781,545.19574,False
50103.160742399996,False,281.67868,543.703064,False
50103.191974399997,False,281.785828,543.871277,False
50103.238438399996,False,280.818909,543.438538,False
50103.270003199999,False,281.207794,543.474609,False
50103.301452799999,False,280.706787,542.981995,False
50103.334361599998,False,281.031067,543.444702,False
50103.3634944,False,280.30246,543.442932,False
50103.393702399997,False,279.71817,543.86438,False
50103.423513599999,False,279.964783,544.555664,False
50103.478438400001,False,279.793152,544.554688,False
50103.5124096,False,280.411163,544.382507,False
50103.545087999999,False,280.341217,544.345642,False
50103.576192,False,279.961945,543.96759,False
50103.607833599999,False,280.093384,543.465576,False
50103.638463999996,False,280.057068,543.166321,False
50103.669503999998,False,280.877594,542.983887,False
50103.701836799999,False,281.20752,542.134583,False
50103.749708799995,False,281.008698,541.604675,False
50103.784716800001,False,279.241943,543.486694,False
50103.817407999995,False,276.998108,546.413513,False
50103.843507199999,False,276.175598,548.362854,False
50103.880831999995,False,274.244232,549.699402,False
