MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/22/2021 18:22:31,1.4.2,FR1,1,4.07,1,1,Right,Left,0,1,0,0,nan,0.02
4/22/2021 19:47:44,1.4.2,FR1,1,4.07,1,1,Left,Left,1,1,0,0,nan,0.07
4/22/2021 19:47:51,1.4.2,FR1,1,4.07,3,1,Pellet,Left,1,1,1,0,2.14,nan
4/22/2021 20:39:21,1.4.2,FR1,1,4.06,1,1,Left,Left,2,1,1,0,nan,0.11
4/22/2021 20:39:23,1.4.2,FR1,1,4.06,1,1,Pellet,Left,2,1,2,0,0.81,nan
4/22/2021 20:40:03,1.4.2,FR1,1,4.06,1,1,Left,Left,3,1,2,0,nan,0.04
4/22/2021 20:40:05,1.4.2,FR1,1,4.06,1,1,Pellet,Left,3,1,3,0,0.81,nan
4/22/2021 20:41:23,1.4.2,FR1,1,4.06,1,1,Left,Left,4,1,3,0,nan,0.04
4/22/2021 20:41:24,1.4.2,FR1,1,4.06,1,1,Pellet,Left,4,1,4,0,0.50,nan
4/22/2021 20:41:54,1.4.2,FR1,1,4.07,1,1,Left,Left,5,1,4,0,nan,0.24
4/22/2021 20:41:57,1.4.2,FR1,1,4.07,1,1,Pellet,Left,5,1,5,0,2.02,nan
4/22/2021 20:42:19,1.4.2,FR1,1,4.06,1,1,Left,Left,6,1,5,0,nan,0.40
4/22/2021 20:42:20,1.4.2,FR1,1,4.06,1,1,Pellet,Left,6,1,6,0,0.37,nan
4/22/2021 20:42:46,1.4.2,FR1,1,4.06,1,1,Left,Left,7,1,6,0,nan,0.11
4/22/2021 20:42:47,1.4.2,FR1,1,4.06,1,1,Pellet,Left,7,1,7,0,0.44,nan
4/22/2021 20:43:38,1.4.2,FR1,1,4.07,1,1,Left,Left,8,1,7,0,nan,0.29
4/22/2021 20:43:40,1.4.2,FR1,1,4.07,1,1,Pellet,Left,8,1,8,0,0.81,nan
4/22/2021 20:44:08,1.4.2,FR1,1,4.06,1,1,Left,Left,9,1,8,0,nan,0.07
4/22/2021 20:44:10,1.4.2,FR1,1,4.06,2,1,Pellet,Left,9,1,9,0,0.31,nan
4/22/2021 20:44:44,1.4.2,FR1,1,4.07,1,1,Left,Left,10,1,9,0,nan,0.44
4/22/2021 20:44:45,1.4.2,FR1,1,4.07,1,1,Pellet,Left,10,1,10,0,0.25,nan
4/22/2021 20:45:08,1.4.2,FR1,1,4.07,1,1,Left,Left,11,1,10,0,nan,0.13
4/22/2021 20:45:10,1.4.2,FR1,1,4.07,1,1,Pellet,Left,11,1,11,0,0.56,nan
4/22/2021 20:45:53,1.4.2,FR1,1,4.07,1,1,Left,Left,12,1,11,0,nan,0.04
4/22/2021 20:45:54,1.4.2,FR1,1,4.07,1,1,Pellet,Left,12,1,12,0,0.31,nan
4/22/2021 20:46:13,1.4.2,FR1,1,4.06,1,1,Left,Left,13,1,12,0,nan,0.04
4/22/2021 20:46:15,1.4.2,FR1,1,4.06,1,1,Pellet,Left,13,1,13,0,1.07,nan
4/22/2021 21:15:23,1.4.2,FR1,1,4.06,1,1,Left,Left,14,1,13,0,nan,0.51
4/22/2021 21:15:25,1.4.2,FR1,1,4.06,1,1,Pellet,Left,14,1,14,0,0.44,nan
4/22/2021 21:16:21,1.4.2,FR1,1,4.06,1,1,Left,Left,15,1,14,0,nan,0.47
4/22/2021 21:16:23,1.4.2,FR1,1,4.06,1,1,Pellet,Left,15,1,15,0,0.56,nan
4/22/2021 21:17:12,1.4.2,FR1,1,4.06,1,1,Left,Left,16,1,15,0,nan,0.02
4/22/2021 21:17:14,1.4.2,FR1,1,4.06,1,1,Pellet,Left,16,1,16,0,0.50,nan
4/22/2021 21:18:08,1.4.2,FR1,1,4.06,1,1,Left,Left,17,1,16,0,nan,0.36
4/22/2021 21:18:09,1.4.2,FR1,1,4.06,1,1,Pellet,Left,17,1,17,0,0.31,nan
4/22/2021 21:44:34,1.4.2,FR1,1,4.06,1,1,Left,Left,18,1,17,0,nan,0.24
4/22/2021 21:44:36,1.4.2,FR1,1,4.06,1,1,Pellet,Left,18,1,18,0,0.44,nan
4/22/2021 21:45:14,1.4.2,FR1,1,4.06,1,1,Left,Left,19,1,18,0,nan,0.53
4/22/2021 21:45:15,1.4.2,FR1,1,4.06,1,1,Pellet,Left,19,1,19,0,0.50,nan
4/22/2021 21:45:50,1.4.2,FR1,1,4.06,1,1,Left,Left,20,1,19,0,nan,0.68
4/22/2021 21:45:52,1.4.2,FR1,1,4.06,1,1,Pellet,Left,20,1,20,0,1.70,nan
4/22/2021 21:46:32,1.4.2,FR1,1,4.05,1,1,Left,Left,21,1,20,0,nan,0.21
4/22/2021 21:46:34,1.4.2,FR1,1,4.05,1,1,Pellet,Left,21,1,21,0,0.44,nan
4/22/2021 21:47:17,1.4.2,FR1,1,4.06,1,1,Left,Left,22,1,21,0,nan,0.00
4/22/2021 21:47:18,1.4.2,FR1,1,4.06,1,1,Pellet,Left,22,1,22,0,0.50,nan
4/22/2021 21:47:47,1.4.2,FR1,1,4.06,1,1,Left,Left,23,1,22,0,nan,0.24
4/22/2021 21:47:49,1.4.2,FR1,1,4.06,2,1,Pellet,Left,23,1,23,0,0.12,nan
4/22/2021 21:48:26,1.4.2,FR1,1,4.05,1,1,Left,Left,24,1,23,0,nan,0.21
4/22/2021 21:48:30,1.4.2,FR1,1,4.05,2,1,Pellet,Left,24,1,24,0,0.69,nan
4/22/2021 21:49:05,1.4.2,FR1,1,4.06,1,1,Left,Left,25,1,24,0,nan,1.00
4/22/2021 21:49:06,1.4.2,FR1,1,4.06,1,1,Pellet,Left,25,1,25,0,0.18,nan
4/22/2021 22:09:04,1.4.2,FR1,1,4.06,1,1,Left,Left,26,1,25,0,nan,0.00
4/22/2021 22:09:06,1.4.2,FR1,1,4.06,1,1,Pellet,Left,26,1,26,0,0.44,nan
4/22/2021 22:13:50,1.4.2,FR1,1,4.07,1,1,Left,Left,27,1,26,0,nan,0.02
4/22/2021 22:13:52,1.4.2,FR1,1,4.07,1,1,Pellet,Left,27,1,27,0,0.56,nan
4/22/2021 22:18:31,1.4.2,FR1,1,4.06,1,1,Right,Left,27,2,27,0,nan,0.21
4/22/2021 22:31:10,1.4.2,FR1,1,4.06,1,1,Left,Left,28,2,27,0,nan,0.48
4/22/2021 22:31:11,1.4.2,FR1,1,4.06,1,1,Pellet,Left,28,2,28,0,0.31,nan
4/22/2021 22:31:38,1.4.2,FR1,1,4.06,1,1,Left,Left,29,2,28,0,nan,0.53
