File,Sex,Group,Pellets,PPP1,PPP2,Accuracy
F_SNI_Met_Met1_FED007_033024_00.csv,F,MET,43,8.279069767441861,8.906976744186046,0.9295039164490861
F_SNI_Met_Met1_FED008_032924_00.csv,F,MET,38,2.973684210526316,3.210526315789474,0.9262295081967213
F_SNI_Met_Met1_FED009_032824_00.csv,F,MET,41,8.24390243902439,8.707317073170731,0.9467787114845938
F_SNI_Met_Met2_FED007_042524_00.csv,F,MET,46,11.73913043478261,11.804347826086957,0.994475138121547
F_SNI_Met_Met2_FED008_042424_00.csv,F,MET,41,5.7560975609756095,5.926829268292683,0.9711934156378601
F_SNI_Met_Met2_FED009_042524_00.csv,F,MET,27,24.666666666666668,24.85185185185185,0.992548435171386
F_SNI_Met_Met2_FED015_042524_00.csv,F,MET,26,20.846153846153847,21.923076923076923,0.9508771929824561
F_SNI_Met_Met2_FED016_042424_00.csv,F,MET,32,15.4375,17.5625,0.8790035587188612
F_SNI_Veh_Met1_FED007_033124_00.csv,F,VEH,39,5.6923076923076925,6.743589743589744,0.844106463878327
F_SNI_Veh_Met1_FED008_032824_00.csv,F,VEH,43,4.116279069767442,4.348837209302325,0.946524064171123
F_SNI_Veh_Met1_FED009_032924_00.csv,F,VEH,36,14.944444444444445,15.472222222222221,0.9658886894075404
F_SNI_Veh_Met2_FED007_042424_00.csv,F,VEH,47,10.23404255319149,10.48936170212766,0.9756592292089249
F_SNI_Veh_Met2_FED008_042524_00.csv,F,VEH,43,6.093023255813954,6.1395348837209305,0.9924242424242424
F_SNI_Veh_Met2_FED009_042424_00.csv,F,VEH,34,19.41176470588235,19.852941176470587,0.9777777777777777
F_SNI_Veh_Met2_FED015_042624_00.csv,F,VEH,23,28.043478260869566,29.217391304347824,0.9598214285714286
F_SNI_Veh_Met2_FED016_042524_00.csv,F,VEH,34,8.117647058823529,9.911764705882353,0.8189910979228486
M_SNI_Met_Met1_FED010_032924_00.csv,M,MET,40,14.15,14.575,0.9708404802744426
M_SNI_Met_Met1_FED011_033024_00.csv,M,MET,34,3.764705882352941,4.0588235294117645,0.927536231884058
M_SNI_Met_Met1_FED012_032924_00.csv,M,MET,29,9.620689655172415,9.689655172413794,0.9928825622775801
M_SNI_Met_Met2_FED010_042424_00.csv,M,MET,48,10.5,11.5,0.9130434782608695
M_SNI_Met_Met2_FED011_042524_00.csv,M,MET,50,9.52,10.04,0.9482071713147411
M_SNI_Met_Met2_FED012_042424_00.csv,M,MET,39,11.717948717948717,11.794871794871796,0.9934782608695653
M_SNI_Veh_Met1_FED010_032824_00.csv,M,VEH,27,23.59259259259259,24.74074074074074,0.9535928143712575
M_SNI_Veh_Met1_FED011_032924_00.csv,M,VEH,31,3.161290322580645,3.5483870967741935,0.8909090909090909
M_SNI_Veh_Met1_FED012_033024_00.csv,M,VEH,28,15.392857142857142,15.892857142857142,0.9685393258426966
M_SNI_Veh_Met2_FED010_042524_00.csv,M,VEH,35,13.085714285714285,13.657142857142857,0.9581589958158996
M_SNI_Veh_Met2_FED011_042624_00.csv,M,VEH,47,5.617021276595745,5.9787234042553195,0.9395017793594306
M_SNI_Veh_Met2_FED012_042524_00.csv,M,VEH,46,12.130434782608695,12.195652173913043,0.9946524064171123
