TimeStamp,Name,State
40340.879,Input1,0
40437.364,Input1,1
293070.639,Input1,0
293566.643,Input1,1
401542.232,Input1,0
401638.176,Input1,1
445990.828,Input1,0
446486.005,Input1,1
619506.765,Input1,0
619602.766,Input1,1
955239.812,Input1,0
955334.815,Input1,1
972581.485,Input1,0
973076.738,Input1,1
1086352.722,Input1,0
1086447.724,Input1,1
1307882.117,Input1,0
1308377.166,Input1,1
1389997.733,Input1,0
1390093.729,Input1,1
1657944.040,Input1,0
1658039.036,Input1,1
1893989.663,Input1,0
1894085.660,Input1,1
2143568.383,Input1,0
2143663.448,Input1,1
2374453.007,Input1,0
2374548.061,Input1,1
2383802.671,Input1,0
2384314.077,Input1,1
2566076.936,Input1,0
2566189.165,Input1,1
2797718.471,Input1,0
2797815.473,Input1,1
3047413.378,Input1,0
3047510.016,Input1,1
3272171.409,Input1,0
3272267.307,Input1,1
3521655.932,Input1,0
3521767.934,Input1,1
