MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2/3/2021 16:23:45,1.2.5,ProRat2,1,3.78,1,1,Left,Left,1,0,0,0,nan,0.09
2/3/2021 16:23:47,1.2.5,ProRat2,1,3.78,1,1,Pellet,Left,1,0,1,1,0.56,nan
2/3/2021 16:24:42,1.2.5,ProRat2,1,3.78,1,1,Left,Left,2,0,1,1,nan,0.15
2/3/2021 16:24:44,1.2.5,ProRat2,1,3.78,1,1,Pellet,Left,2,0,2,2,0.63,nan
2/3/2021 16:25:44,1.2.5,ProRat2,1,3.78,1,2,Right,Left,2,1,2,2,nan,0.08
2/3/2021 16:26:01,1.2.5,ProRat2,1,3.78,1,2,Left,Left,3,1,2,2,nan,0.22
2/3/2021 16:26:05,1.2.5,ProRat2,1,3.78,1,2,Left,Left,4,1,2,2,nan,0.28
2/3/2021 16:26:10,1.2.5,ProRat2,1,3.78,2,2,Pellet,Left,4,1,3,3,1.38,nan
2/3/2021 16:27:52,1.2.5,ProRat2,1,3.78,1,2,Left,Left,5,1,3,3,nan,1.13
2/3/2021 16:27:54,1.2.5,ProRat2,1,3.78,1,2,Left,Left,6,1,3,3,nan,0.47
2/3/2021 16:27:57,1.2.5,ProRat2,1,3.78,2,2,Pellet,Left,6,1,4,4,0.56,nan
2/3/2021 16:29:18,1.2.5,ProRat2,1,3.78,1,3,Left,Left,7,1,4,4,nan,0.00
2/3/2021 16:29:34,1.2.5,ProRat2,1,3.78,1,3,Left,Left,8,1,4,4,nan,0.34
2/3/2021 16:29:35,1.2.5,ProRat2,1,3.78,1,3,Left,Left,9,1,4,4,nan,0.22
2/3/2021 16:29:37,1.2.5,ProRat2,1,3.78,2,3,Pellet,Left,9,1,5,5,0.37,nan
2/3/2021 16:31:03,1.2.5,ProRat2,1,3.78,1,4,Left,Left,10,1,5,5,nan,0.10
2/3/2021 16:32:07,1.2.5,ProRat2,1,3.78,1,4,Left,Left,11,1,5,5,nan,0.00
2/3/2021 16:32:11,1.2.5,ProRat2,1,3.78,1,4,Left,Left,12,1,5,5,nan,0.18
2/3/2021 16:32:15,1.2.5,ProRat2,1,3.78,1,4,Left,Left,13,1,5,5,nan,0.02
2/3/2021 16:32:17,1.2.5,ProRat2,1,3.78,1,4,Pellet,Left,13,1,6,6,0.37,nan
2/3/2021 16:33:15,1.2.5,ProRat2,1,3.78,1,5,Right,Left,13,2,6,6,nan,0.03
2/3/2021 16:33:21,1.2.5,ProRat2,1,3.78,1,5,Left,Left,14,2,6,6,nan,0.07
2/3/2021 16:33:25,1.2.5,ProRat2,1,3.78,1,5,Right,Left,14,3,6,6,nan,0.29
2/3/2021 16:33:26,1.2.5,ProRat2,1,3.78,1,5,Right,Left,14,4,6,6,nan,0.08
2/3/2021 16:37:02,1.2.5,ProRat2,1,3.78,1,5,Left,Left,15,4,6,6,nan,0.01
2/3/2021 16:37:05,1.2.5,ProRat2,1,3.78,1,5,Left,Left,16,4,6,6,nan,0.85
2/3/2021 16:37:09,1.2.5,ProRat2,1,3.78,1,5,Right,Left,16,5,6,6,nan,0.20
2/3/2021 16:37:11,1.2.5,ProRat2,1,3.78,1,5,Right,Left,16,6,6,6,nan,0.27
2/3/2021 16:37:15,1.2.5,ProRat2,1,3.78,1,5,Right,Left,16,7,6,6,nan,0.00
2/3/2021 16:37:18,1.2.5,ProRat2,1,3.78,1,5,Left,Left,17,7,6,6,nan,0.18
2/3/2021 16:39:55,1.2.5,ProRat2,1,3.78,1,5,Left,Left,18,7,6,6,nan,0.53
2/3/2021 16:39:57,1.2.5,ProRat2,1,3.78,1,5,Pellet,Left,18,7,7,7,0.69,nan
2/3/2021 16:40:32,1.2.5,ProRat2,1,3.78,1,6,Left,Left,19,7,7,7,nan,0.44
2/3/2021 16:40:36,1.2.5,ProRat2,1,3.78,1,6,Left,Left,20,7,7,7,nan,0.43
2/3/2021 16:40:41,1.2.5,ProRat2,1,3.78,1,6,Left,Left,21,7,7,7,nan,0.04
2/3/2021 16:40:59,1.2.5,ProRat2,1,3.78,1,6,Right,Left,21,8,7,7,nan,0.26
2/3/2021 16:41:02,1.2.5,ProRat2,1,3.78,1,6,Right,Left,21,9,7,7,nan,0.74
2/3/2021 16:41:04,1.2.5,ProRat2,1,3.78,1,6,Right,Left,21,10,7,7,nan,0.33
2/3/2021 16:41:08,1.2.5,ProRat2,1,3.78,1,6,Left,Left,22,10,7,7,nan,0.02
2/3/2021 16:41:11,1.2.5,ProRat2,1,3.78,1,6,Left,Left,23,10,7,7,nan,0.44
2/3/2021 16:41:12,1.2.5,ProRat2,1,3.78,1,6,Left,Left,24,10,7,7,nan,0.14
2/3/2021 16:41:18,1.2.5,ProRat2,1,3.78,1,6,Pellet,Left,24,10,8,8,4.11,nan
2/3/2021 16:44:17,1.2.5,ProRat2,1,3.78,1,7,Right,Left,24,11,8,8,nan,0.05
2/3/2021 17:30:18,1.2.5,ProRat2,1,3.78,1,1,Right,Left,24,12,8,0,nan,1.43
2/3/2021 17:59:04,1.2.5,ProRat2,1,3.78,1,1,Right,Left,24,13,8,0,nan,1.57
2/3/2021 18:18:36,1.2.5,ProRat2,1,3.78,1,1,Right,Left,24,14,8,0,nan,1.37
2/3/2021 18:19:05,1.2.5,ProRat2,1,3.78,1,1,Right,Left,24,15,8,0,nan,0.05
2/3/2021 18:19:42,1.2.5,ProRat2,1,3.78,1,1,Left,Left,25,15,8,0,nan,0.57
2/3/2021 18:19:44,1.2.5,ProRat2,1,3.78,1,1,Pellet,Left,25,15,9,1,0.69,nan
2/3/2021 18:20:34,1.2.5,ProRat2,1,3.78,1,1,Left,Left,26,15,9,1,nan,0.73
2/3/2021 18:20:36,1.2.5,ProRat2,1,3.78,2,1,Pellet,Left,26,15,10,2,0.50,nan
2/3/2021 18:21:26,1.2.5,ProRat2,1,3.78,1,2,Left,Left,27,15,10,2,nan,0.59
2/3/2021 18:21:39,1.2.5,ProRat2,1,3.78,1,2,Left,Left,28,15,10,2,nan,0.06
2/3/2021 18:21:42,1.2.5,ProRat2,1,3.78,2,2,Pellet,Left,28,15,11,3,0.50,nan
2/3/2021 18:23:39,1.2.5,ProRat2,1,3.78,1,2,Left,Left,29,15,11,3,nan,0.33
2/3/2021 18:23:40,1.2.5,ProRat2,1,3.78,1,2,Left,Left,30,15,11,3,nan,0.41
2/3/2021 18:23:43,1.2.5,ProRat2,1,3.78,2,2,Pellet,Left,30,15,12,4,1.07,nan
2/3/2021 18:24:52,1.2.5,ProRat2,1,3.78,1,3,Left,Left,31,15,12,4,nan,0.25
2/3/2021 18:24:59,1.2.5,ProRat2,1,3.78,1,3,Left,Left,32,15,12,4,nan,0.53
2/3/2021 18:25:01,1.2.5,ProRat2,1,3.78,1,3,Left,Left,33,15,12,4,nan,0.00
2/3/2021 18:25:04,1.2.5,ProRat2,1,3.78,1,3,Pellet,Left,33,15,13,5,1.13,nan
2/3/2021 19:18:50,1.2.5,ProRat2,1,3.78,1,1,Left,Left,34,15,13,0,nan,0.36
2/3/2021 19:18:53,1.2.5,ProRat2,1,3.78,1,1,Pellet,Left,34,15,14,1,1.00,nan
2/3/2021 19:20:21,1.2.5,ProRat2,1,3.78,1,1,Right,Left,34,16,14,1,nan,0.06
2/3/2021 19:21:11,1.2.5,ProRat2,1,3.78,1,1,Right,Left,34,17,14,1,nan,0.16
2/3/2021 19:23:18,1.2.5,ProRat2,1,3.78,1,1,Left,Left,35,17,14,1,nan,0.45
2/3/2021 19:23:23,1.2.5,ProRat2,1,3.78,2,1,Pellet,Left,35,17,15,2,0.94,nan
2/3/2021 19:25:06,1.2.5,ProRat2,1,3.78,1,2,Left,Left,36,17,15,2,nan,0.07
2/3/2021 19:25:08,1.2.5,ProRat2,1,3.78,1,2,Left,Left,37,17,15,2,nan,0.00
2/3/2021 19:25:16,1.2.5,ProRat2,1,3.78,2,2,Pellet,Left,37,17,16,3,3.86,nan
2/3/2021 19:25:55,1.2.5,ProRat2,1,3.78,1,2,Right,Left,37,18,16,3,nan,0.21
2/3/2021 19:26:04,1.2.5,ProRat2,1,3.78,1,2,Left,Left,38,18,16,3,nan,0.78
2/3/2021 19:26:06,1.2.5,ProRat2,1,3.78,1,2,Left,Left,39,18,16,3,nan,1.20
2/3/2021 19:26:09,1.2.5,ProRat2,1,3.78,1,2,Pellet,Left,39,18,17,4,1.70,nan
2/3/2021 19:26:39,1.2.5,ProRat2,1,3.78,1,3,Left,Left,40,18,17,4,nan,0.26
2/3/2021 19:26:40,1.2.5,ProRat2,1,3.78,1,3,Left,Left,41,18,17,4,nan,0.00
2/3/2021 19:26:44,1.2.5,ProRat2,1,3.78,1,3,Left,Left,42,18,17,4,nan,0.90
2/3/2021 19:26:46,1.2.5,ProRat2,1,3.78,1,3,Pellet,Left,42,18,18,5,0.69,nan
2/3/2021 19:27:14,1.2.5,ProRat2,1,3.78,1,4,Left,Left,43,18,18,5,nan,0.32
2/3/2021 19:27:17,1.2.5,ProRat2,1,3.78,1,4,Left,Left,44,18,18,5,nan,1.16
2/3/2021 19:27:19,1.2.5,ProRat2,1,3.78,1,4,Left,Left,45,18,18,5,nan,0.67
2/3/2021 19:27:22,1.2.5,ProRat2,1,3.78,1,4,Left,Left,46,18,18,5,nan,0.87
2/3/2021 19:27:24,1.2.5,ProRat2,1,3.78,1,4,Pellet,Left,46,18,19,6,0.63,nan
2/3/2021 19:28:52,1.2.5,ProRat2,1,3.78,1,5,Left,Left,47,18,19,6,nan,0.17
2/3/2021 19:28:54,1.2.5,ProRat2,1,3.78,1,5,Left,Left,48,18,19,6,nan,0.16
2/3/2021 19:32:40,1.2.5,ProRat2,1,3.78,1,5,Left,Left,49,18,19,6,nan,0.50
2/3/2021 19:32:42,1.2.5,ProRat2,1,3.78,1,5,Left,Left,50,18,19,6,nan,1.23
2/3/2021 19:32:45,1.2.5,ProRat2,1,3.78,1,5,Left,Left,51,18,19,6,nan,0.88
2/3/2021 19:32:48,1.2.5,ProRat2,1,3.78,1,5,Pellet,Left,51,18,20,7,1.32,nan
2/3/2021 19:33:44,1.2.5,ProRat2,1,3.78,1,6,Left,Left,52,18,20,7,nan,0.20
2/3/2021 19:33:48,1.2.5,ProRat2,1,3.78,1,6,Left,Left,53,18,20,7,nan,0.88
2/3/2021 19:33:51,1.2.5,ProRat2,1,3.78,1,6,Left,Left,54,18,20,7,nan,0.56
2/3/2021 19:33:54,1.2.5,ProRat2,1,3.78,1,6,Left,Left,55,18,20,7,nan,0.06
2/3/2021 19:40:24,1.2.5,ProRat2,1,3.78,1,6,Left,Left,56,18,20,7,nan,0.18
2/3/2021 19:40:25,1.2.5,ProRat2,1,3.78,1,6,Left,Left,57,18,20,7,nan,0.04
2/3/2021 19:40:27,1.2.5,ProRat2,1,3.78,1,6,Pellet,Left,57,18,21,8,0.56,nan
2/3/2021 19:44:39,1.2.5,ProRat2,1,3.78,1,7,Left,Left,58,18,21,8,nan,0.09
2/3/2021 19:44:59,1.2.5,ProRat2,1,3.78,1,7,Right,Left,58,19,21,8,nan,0.16
2/3/2021 19:48:56,1.2.5,ProRat2,1,3.78,1,7,Left,Left,59,19,21,8,nan,0.20
2/3/2021 19:48:59,1.2.5,ProRat2,1,3.78,1,7,Left,Left,60,19,21,8,nan,0.78
2/3/2021 19:49:02,1.2.5,ProRat2,1,3.78,1,7,Left,Left,61,19,21,8,nan,0.56
2/3/2021 19:49:08,1.2.5,ProRat2,1,3.78,1,7,Left,Left,62,19,21,8,nan,0.31
2/3/2021 19:49:09,1.2.5,ProRat2,1,3.78,1,7,Left,Left,63,19,21,8,nan,0.00
2/3/2021 19:49:22,1.2.5,ProRat2,1,3.78,1,7,Left,Left,64,19,21,8,nan,0.62
2/3/2021 19:49:24,1.2.5,ProRat2,1,3.78,1,7,Pellet,Left,64,19,22,9,0.63,nan
2/3/2021 19:53:46,1.2.5,ProRat2,1,3.78,1,9,Left,Left,65,19,22,9,nan,0.85
2/3/2021 19:53:48,1.2.5,ProRat2,1,3.78,1,9,Left,Left,66,19,22,9,nan,0.36
2/3/2021 19:53:50,1.2.5,ProRat2,1,3.78,1,9,Left,Left,67,19,22,9,nan,0.41
2/3/2021 19:53:55,1.2.5,ProRat2,1,3.78,1,9,Left,Left,68,19,22,9,nan,0.93
2/3/2021 19:54:07,1.2.5,ProRat2,1,3.78,1,9,Left,Left,69,19,22,9,nan,0.15
2/3/2021 19:54:10,1.2.5,ProRat2,1,3.78,1,9,Left,Left,70,19,22,9,nan,0.61
2/3/2021 19:54:13,1.2.5,ProRat2,1,3.78,1,9,Left,Left,71,19,22,9,nan,0.67
