MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2/20/2021 18:30:21,1.2.5,ProRat2,6,4.04,1,1,Right,Left,0,1,0,0,nan,0.06
2/20/2021 18:30:46,1.2.5,ProRat2,6,4.04,1,1,Left,Left,1,1,0,0,nan,0.00
2/20/2021 18:44:49,1.2.5,ProRat2,6,4.04,2,1,Pellet,Left,1,1,1,1,Timed_out,nan
2/20/2021 18:45:53,1.2.5,ProRat2,6,4.04,1,1,Left,Left,2,1,1,1,nan,0.36
2/20/2021 18:45:59,1.2.5,ProRat2,6,4.04,2,1,Pellet,Left,2,1,2,2,1.70,nan
2/20/2021 19:03:00,1.2.5,ProRat2,6,4.04,1,2,Right,Left,2,2,2,2,nan,0.24
2/20/2021 19:03:07,1.2.5,ProRat2,6,4.04,1,2,Left,Left,3,2,2,2,nan,0.10
2/20/2021 19:03:43,1.2.5,ProRat2,6,4.04,1,2,Left,Left,4,2,2,2,nan,0.12
2/20/2021 19:05:21,1.2.5,ProRat2,6,4.04,2,2,Pellet,Left,4,2,3,3,Timed_out,nan
2/20/2021 19:06:00,1.2.5,ProRat2,6,4.04,1,2,Left,Left,5,2,3,3,nan,0.27
2/20/2021 19:06:03,1.2.5,ProRat2,6,4.04,1,2,Left,Left,6,2,3,3,nan,0.42
2/20/2021 19:06:06,1.2.5,ProRat2,6,4.04,2,2,Pellet,Left,6,2,4,4,1.13,nan
2/20/2021 19:07:15,1.2.5,ProRat2,6,4.04,1,3,Left,Left,7,2,4,4,nan,0.02
2/20/2021 19:08:48,1.2.5,ProRat2,6,4.04,1,3,Right,Left,7,3,4,4,nan,0.47
2/20/2021 19:12:28,1.2.5,ProRat2,6,4.04,1,3,Left,Left,8,3,4,4,nan,0.15
2/20/2021 19:14:33,1.2.5,ProRat2,6,4.04,1,3,Right,Left,8,4,4,4,nan,0.02
2/20/2021 19:14:39,1.2.5,ProRat2,6,4.04,1,3,Left,Left,9,4,4,4,nan,0.47
2/20/2021 19:14:54,1.2.5,ProRat2,6,4.04,8,3,Pellet,Left,9,4,5,5,1.51,nan
2/20/2021 19:15:23,1.2.5,ProRat2,6,4.04,1,4,Left,Left,10,4,5,5,nan,0.30
2/20/2021 19:16:45,1.2.5,ProRat2,6,4.04,1,4,Left,Left,11,4,5,5,nan,0.00
2/20/2021 19:17:21,1.2.5,ProRat2,6,4.04,1,4,Right,Left,11,5,5,5,nan,0.05
2/20/2021 19:17:53,1.2.5,ProRat2,6,4.04,1,4,Right,Left,11,6,5,5,nan,0.47
2/20/2021 19:17:54,1.2.5,ProRat2,6,4.04,1,4,Left,Left,12,6,5,5,nan,0.17
2/20/2021 19:18:03,1.2.5,ProRat2,6,4.04,1,4,Left,Left,13,6,5,5,nan,0.14
2/20/2021 19:18:38,1.2.5,ProRat2,6,4.04,11,4,Pellet,Left,13,6,6,6,1.45,nan
2/20/2021 19:19:27,1.2.5,ProRat2,6,4.04,1,5,Left,Left,14,6,6,6,nan,0.34
2/20/2021 19:20:11,1.2.5,ProRat2,6,4.04,1,5,Right,Left,14,7,6,6,nan,0.09
2/20/2021 19:28:37,1.2.5,ProRat2,6,4.04,1,5,Left,Left,15,7,6,6,nan,0.35
2/20/2021 19:31:42,1.2.5,ProRat2,6,4.04,1,5,Left,Left,16,7,6,6,nan,0.24
2/20/2021 19:31:56,1.2.5,ProRat2,6,4.04,1,5,Right,Left,16,8,6,6,nan,0.08
2/20/2021 19:33:54,1.2.5,ProRat2,6,4.04,1,5,Right,Left,16,9,6,6,nan,1.20
2/20/2021 19:34:38,1.2.5,ProRat2,6,4.04,1,5,Left,Left,17,9,6,6,nan,0.37
2/20/2021 19:36:10,1.2.5,ProRat2,6,4.04,1,5,Left,Left,18,9,6,6,nan,0.77
2/20/2021 19:36:18,1.2.5,ProRat2,6,4.04,4,5,Pellet,Left,18,9,7,7,1.00,nan
2/20/2021 19:42:08,1.2.5,ProRat2,6,4.04,1,6,Left,Left,19,9,7,7,nan,0.23
2/20/2021 19:44:24,1.2.5,ProRat2,6,4.04,1,6,Left,Left,20,9,7,7,nan,0.55
2/20/2021 19:45:26,1.2.5,ProRat2,6,4.04,1,6,Left,Left,21,9,7,7,nan,0.58
2/20/2021 19:45:36,1.2.5,ProRat2,6,4.04,1,6,Right,Left,21,10,7,7,nan,0.56
2/20/2021 19:46:27,1.2.5,ProRat2,6,4.04,1,6,Left,Left,22,10,7,7,nan,0.06
2/20/2021 19:49:57,1.2.5,ProRat2,6,4.04,1,6,Left,Left,23,10,7,7,nan,0.00
2/20/2021 19:50:01,1.2.5,ProRat2,6,4.04,1,6,Left,Left,24,10,7,7,nan,0.36
2/20/2021 19:50:03,1.2.5,ProRat2,6,4.04,2,6,Pellet,Left,24,10,8,8,0.63,nan
2/20/2021 19:54:30,1.2.5,ProRat2,6,4.04,1,7,Left,Left,25,10,8,8,nan,0.28
2/20/2021 19:54:39,1.2.5,ProRat2,6,4.04,1,7,Left,Left,26,10,8,8,nan,0.74
2/20/2021 19:55:06,1.2.5,ProRat2,6,4.04,1,7,Right,Left,26,11,8,8,nan,0.08
2/20/2021 19:55:11,1.2.5,ProRat2,6,4.04,1,7,Left,Left,27,11,8,8,nan,0.28
2/20/2021 19:55:27,1.2.5,ProRat2,6,4.04,1,7,Left,Left,28,11,8,8,nan,0.39
2/20/2021 19:56:49,1.2.5,ProRat2,6,4.04,1,7,Left,Left,29,11,8,8,nan,0.03
2/20/2021 19:58:37,1.2.5,ProRat2,6,4.04,1,7,Left,Left,30,11,8,8,nan,0.38
2/20/2021 20:00:44,1.2.5,ProRat2,6,4.04,1,7,Right,Left,30,12,8,8,nan,1.20
