,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
0,3/18/2024 10:41,1.17.0,FR1,11,3.98,,1,Right,Left,0,1,0,0,,,0.01,3/18/2024 10:41
1,3/18/2024 10:47,1.17.0,FR1,11,3.98,,1,Right,Left,0,2,0,0,,,0.4,3/18/2024 10:47
2,3/18/2024 10:55,1.17.0,FR1,11,3.98,,1,Right,Left,0,3,0,0,,,0.22,3/18/2024 10:55
3,3/18/2024 11:04,1.17.0,FR1,11,3.98,,1,Left,Left,1,3,0,0,,,0,3/18/2024 11:04
4,3/18/2024 11:05,1.17.0,FR1,11,3.98,2,1,Pellet,Left,1,3,1,0,8.88,,,3/18/2024 11:05
5,3/18/2024 11:05,1.17.0,FR1,11,3.98,,1,Left,Left,2,3,1,0,,,0.09,3/18/2024 11:05
6,3/18/2024 11:05,1.17.0,FR1,11,3.98,2,1,Pellet,Left,2,3,2,0,0.12,20,,3/18/2024 11:05
7,3/18/2024 11:23,1.17.0,FR1,11,3.98,,1,Left,Left,3,3,2,0,,,0.04,3/18/2024 11:23
8,3/18/2024 11:23,1.17.0,FR1,11,3.98,1,1,Pellet,Left,3,3,3,0,2.08,1082,,3/18/2024 11:23
9,3/18/2024 11:38,1.17.0,FR1,11,3.98,,1,Left,Left,4,3,3,0,,,0.11,3/18/2024 11:38
10,3/18/2024 11:38,1.17.0,FR1,11,3.98,1,1,Pellet,Left,4,3,4,0,0.3,900,,3/18/2024 11:38
11,3/18/2024 11:38,1.17.0,FR1,11,3.98,,1,Left,Left,5,3,4,0,,,0.03,3/18/2024 11:38
12,3/18/2024 11:38,1.17.0,FR1,11,3.98,1,1,Pellet,Left,5,3,5,0,0.42,19,,3/18/2024 11:38
13,3/18/2024 11:39,1.17.0,FR1,11,3.98,,1,Left,Left,6,3,5,0,,,0.07,3/18/2024 11:39
14,3/18/2024 11:39,1.17.0,FR1,11,3.98,1,1,Pellet,Left,6,3,6,0,0.24,19,,3/18/2024 11:39
15,3/18/2024 11:43,1.17.0,FR1,11,3.98,,1,Left,Left,7,3,6,0,,,0.06,3/18/2024 11:43
16,3/18/2024 11:43,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,7,3,6,0,,,0.02,3/18/2024 11:43
17,3/18/2024 11:43,1.17.0,FR1,11,3.98,1,1,Pellet,Left,7,3,7,0,2.07,248,,3/18/2024 11:43
18,3/18/2024 11:44,1.17.0,FR1,11,3.98,,1,Left,Left,8,3,7,0,,,0.01,3/18/2024 11:44
19,3/18/2024 11:44,1.17.0,FR1,11,3.98,1,1,Pellet,Left,8,3,8,0,2.83,99,,3/18/2024 11:44
20,3/18/2024 11:49,1.17.0,FR1,11,3.98,,1,Left,Left,9,3,8,0,,,0.25,3/18/2024 11:49
21,3/18/2024 11:54,1.17.0,FR1,11,3.98,1,1,Pellet,Left,9,3,9,0,Timed_out,570,,3/18/2024 11:54
22,3/18/2024 11:54,1.17.0,FR1,11,3.98,,1,Left,Left,10,3,9,0,,,0,3/18/2024 11:54
23,3/18/2024 11:54,1.17.0,FR1,11,3.98,1,1,Pellet,Left,10,3,10,0,13.89,21,,3/18/2024 11:54
24,3/18/2024 11:58,1.17.0,FR1,11,3.98,,1,Left,Left,11,3,10,0,,,228.54,3/18/2024 11:58
25,3/18/2024 11:58,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,11,3,10,0,,,0.09,3/18/2024 11:58
26,3/18/2024 11:59,1.17.0,FR1,11,3.98,2,1,Pellet,Left,11,3,11,0,44.97,297,,3/18/2024 11:59
27,3/18/2024 12:05,1.17.0,FR1,11,3.98,,1,Left,Left,12,3,11,0,,,0.18,3/18/2024 12:05
28,3/18/2024 12:05,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,12,3,11,0,,,0.26,3/18/2024 12:05
29,3/18/2024 12:05,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,12,3,11,0,,,0.04,3/18/2024 12:05
30,3/18/2024 12:05,1.17.0,FR1,11,3.98,2,1,Pellet,Left,12,3,12,0,5.42,342,,3/18/2024 12:05
31,3/18/2024 12:05,1.17.0,FR1,11,3.98,,1,Left,Left,13,3,12,0,,,0.03,3/18/2024 12:05
32,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,36.15,3/18/2024 12:06
33,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,1.4,3/18/2024 12:06
34,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,0.37,3/18/2024 12:06
35,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,0.42,3/18/2024 12:06
36,3/18/2024 12:06,1.17.0,FR1,11,3.97,,1,LeftDuringDispense,Left,13,3,12,0,,,0.4,3/18/2024 12:06
37,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,0.04,3/18/2024 12:06
38,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,0.04,3/18/2024 12:06
39,3/18/2024 12:06,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,13,3,12,0,,,0.08,3/18/2024 12:06
40,3/18/2024 12:06,1.17.0,FR1,11,3.97,,1,LeftDuringDispense,Left,13,3,12,0,,,4.64,3/18/2024 12:06
41,3/18/2024 12:08,1.17.0,FR1,11,3.98,4,1,Pellet,Left,13,3,13,0,Timed_out,165,,3/18/2024 12:08
42,3/18/2024 12:08,1.17.0,FR1,11,3.96,,1,Left,Left,14,3,13,0,,,0,3/18/2024 12:08
43,3/18/2024 12:08,1.17.0,FR1,11,3.97,,1,LeftDuringDispense,Left,14,3,13,0,,,0.06,3/18/2024 12:08
44,3/18/2024 12:08,1.17.0,FR1,11,3.97,4,1,Pellet,Left,14,3,14,0,21.93,29,,3/18/2024 12:08
45,3/18/2024 12:36,1.17.0,FR1,11,3.98,,1,Left,Left,15,3,14,0,,,0.4,3/18/2024 12:36
46,3/18/2024 12:36,1.17.0,FR1,11,3.98,1,1,Pellet,Left,15,3,15,0,0.42,1664,,3/18/2024 12:36
47,3/18/2024 12:36,1.17.0,FR1,11,3.98,,1,Left,Left,16,3,15,0,,,0.15,3/18/2024 12:36
48,3/18/2024 12:36,1.17.0,FR1,11,3.98,1,1,Pellet,Left,16,3,16,0,0.42,25,,3/18/2024 12:36
49,3/18/2024 12:57,1.17.0,FR1,11,3.98,,1,Left,Left,17,3,16,0,,,0.23,3/18/2024 12:57
50,3/18/2024 12:57,1.17.0,FR1,11,3.98,2,1,Pellet,Left,17,3,17,0,0.24,1230,,3/18/2024 12:57
51,3/18/2024 12:57,1.17.0,FR1,11,3.97,,1,Left,Left,18,3,17,0,,,0.06,3/18/2024 12:57
52,3/18/2024 12:57,1.17.0,FR1,11,3.98,1,1,Pellet,Left,18,3,18,0,2.01,24,,3/18/2024 12:57
53,3/18/2024 13:37,1.17.0,FR1,11,3.98,,1,Left,Left,19,3,18,0,,,0.13,3/18/2024 13:37
54,3/18/2024 13:37,1.17.0,FR1,11,3.98,,1,LeftDuringDispense,Left,19,3,18,0,,,0.16,3/18/2024 13:37
55,3/18/2024 13:37,1.17.0,FR1,11,3.97,2,1,Pellet,Left,19,3,19,0,0.97,2384,,3/18/2024 13:37
56,3/18/2024 13:38,1.17.0,FR1,11,3.98,,1,Left,Left,20,3,19,0,,,0.08,3/18/2024 13:38
57,3/18/2024 13:38,1.17.0,FR1,11,3.98,1,1,Pellet,Left,20,3,20,0,0.67,37,,3/18/2024 13:38
58,3/18/2024 13:38,1.17.0,FR1,11,3.98,,1,Left,Left,21,3,20,0,,,0.14,3/18/2024 13:38
59,3/18/2024 13:38,1.17.0,FR1,11,3.98,1,1,Pellet,Left,21,3,21,0,0.42,22,,3/18/2024 13:38
60,3/18/2024 13:38,1.17.0,FR1,11,3.97,,1,Left,Left,22,3,21,0,,,0.09,3/18/2024 13:38
61,3/18/2024 13:38,1.17.0,FR1,11,3.97,2,1,Pellet,Left,22,3,22,0,0.24,19,,3/18/2024 13:38
62,3/18/2024 13:39,1.17.0,FR1,11,3.98,,1,Left,Left,23,3,22,0,,,0.2,3/18/2024 13:39
63,3/18/2024 13:39,1.17.0,FR1,11,3.98,1,1,Pellet,Left,23,3,23,0,0.18,23,,3/18/2024 13:39
64,3/18/2024 14:03,1.17.0,FR1,11,3.97,,1,Left,Left,24,3,23,0,,,0.14,3/18/2024 14:03
65,3/18/2024 14:03,1.17.0,FR1,11,3.97,1,1,Pellet,Left,24,3,24,0,0.3,1467,,3/18/2024 14:03
66,3/18/2024 14:04,1.17.0,FR1,11,3.97,,1,Left,Left,25,3,24,0,,,0.17,3/18/2024 14:04
67,3/18/2024 14:04,1.17.0,FR1,11,3.98,2,1,Pellet,Left,25,3,25,0,9.94,38,,3/18/2024 14:04
68,3/18/2024 14:08,1.17.0,FR1,11,3.97,,1,Left,Left,26,3,25,0,,,0.55,3/18/2024 14:08
69,3/18/2024 14:08,1.17.0,FR1,11,3.98,1,1,Pellet,Left,26,3,26,0,0.48,255,,3/18/2024 14:08
70,3/18/2024 14:54,1.17.0,FR1,11,3.97,,1,Left,Left,27,3,26,0,,,0.41,3/18/2024 14:54
71,3/18/2024 14:54,1.17.0,FR1,11,3.97,2,1,Pellet,Left,27,3,27,0,0.36,2787,,3/18/2024 14:54
72,3/18/2024 14:55,1.17.0,FR1,11,3.97,,1,Left,Left,28,3,27,0,,,0.14,3/18/2024 14:55
73,3/18/2024 14:55,1.17.0,FR1,11,3.97,1,1,Pellet,Left,28,3,28,0,0.24,31,,3/18/2024 14:55
74,3/18/2024 14:55,1.17.0,FR1,11,3.97,,1,Left,Left,29,3,28,0,,,0.1,3/18/2024 14:55
75,3/18/2024 14:56,1.17.0,FR1,11,3.98,2,1,Pellet,Left,29,3,29,0,11.05,34,,3/18/2024 14:56
76,3/18/2024 15:37,1.17.0,FR1,11,3.97,,1,Left,Left,30,3,29,0,,,0.26,3/18/2024 15:37
77,3/18/2024 15:37,1.17.0,FR1,11,3.96,1,1,Pellet,Left,30,3,30,0,0.3,2506,,3/18/2024 15:37
78,3/18/2024 15:44,1.17.0,FR1,11,3.97,,1,Left,Left,31,3,30,0,,,0.02,3/18/2024 15:44
79,3/18/2024 15:44,1.17.0,FR1,11,3.97,1,1,Pellet,Left,31,3,31,0,4.65,409,,3/18/2024 15:44
80,3/18/2024 15:54,1.17.0,FR1,11,3.97,,1,Left,Left,32,3,31,0,,,0.02,3/18/2024 15:54
81,3/18/2024 15:54,1.17.0,FR1,11,3.97,1,1,Pellet,Left,32,3,32,0,0.73,592,,3/18/2024 15:54
82,3/18/2024 16:08,1.17.0,FR1,11,3.97,,1,Left,Left,33,3,32,0,,,0.23,3/18/2024 16:08
83,3/18/2024 16:08,1.17.0,FR1,11,3.97,2,1,Pellet,Left,33,3,33,0,0.18,830,,3/18/2024 16:08
