MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/12/2021 16:03,1.4.2,FR1,6,3.98,1,1,Left,Left,1,0,0,0,nan,0.06
4/12/2021 16:03,1.4.2,FR1,6,3.98,3,1,Pellet,Left,1,0,1,0,0.69,nan
4/12/2021 16:03,1.4.2,FR1,6,3.98,1,1,Left,Left,2,0,1,0,nan,0.09
4/12/2021 16:03,1.4.2,FR1,6,3.98,1,1,Pellet,Left,2,0,2,0,0.56,nan
4/12/2021 16:03,1.4.2,FR1,6,3.98,1,1,Left,Left,3,0,2,0,nan,0.08
4/12/2021 16:03,1.4.2,FR1,6,3.98,2,1,Pellet,Left,3,0,3,0,0.31,nan
4/12/2021 16:04,1.4.2,FR1,6,3.99,1,1,Left,Left,4,0,3,0,nan,0.42
4/12/2021 16:04,1.4.2,FR1,6,3.99,1,1,Pellet,Left,4,0,4,0,0.25,nan
4/12/2021 16:04,1.4.2,FR1,6,3.98,1,1,Left,Left,5,0,4,0,nan,0.03
4/12/2021 16:04,1.4.2,FR1,6,3.98,1,1,Pellet,Left,5,0,5,0,0.37,nan
4/12/2021 16:04,1.4.2,FR1,6,3.98,1,1,Left,Left,6,0,5,0,nan,0.53
4/12/2021 16:04,1.4.2,FR1,6,3.98,1,1,Pellet,Left,6,0,6,0,0.31,nan
4/12/2021 16:05,1.4.2,FR1,6,3.98,1,1,Left,Left,7,0,6,0,nan,0.1
4/12/2021 16:05,1.4.2,FR1,6,3.98,1,1,Pellet,Left,7,0,7,0,0.31,nan
4/12/2021 16:05,1.4.2,FR1,6,3.98,1,1,Left,Left,8,0,7,0,nan,0.01
4/12/2021 16:05,1.4.2,FR1,6,3.98,3,1,Pellet,Left,8,0,8,0,0.5,nan
4/12/2021 16:06,1.4.2,FR1,6,3.98,1,1,Left,Left,9,0,8,0,nan,0.5
4/12/2021 16:06,1.4.2,FR1,6,3.98,1,1,Pellet,Left,9,0,9,0,0.44,nan
4/12/2021 16:06,1.4.2,FR1,6,3.98,1,1,Left,Left,10,0,9,0,nan,0.05
4/12/2021 16:06,1.4.2,FR1,6,3.98,1,1,Pellet,Left,10,0,10,0,0.31,nan
4/12/2021 16:07,1.4.2,FR1,6,3.98,1,1,Left,Left,11,0,10,0,nan,0.05
4/12/2021 16:07,1.4.2,FR1,6,3.98,1,1,Pellet,Left,11,0,11,0,0.31,nan
4/12/2021 16:07,1.4.2,FR1,6,3.98,1,1,Left,Left,12,0,11,0,nan,0.01
4/12/2021 16:07,1.4.2,FR1,6,3.98,2,1,Pellet,Left,12,0,12,0,0.25,nan
4/12/2021 16:08,1.4.2,FR1,6,3.98,1,1,Left,Left,13,0,12,0,nan,0.1
4/12/2021 16:08,1.4.2,FR1,6,3.98,2,1,Pellet,Left,13,0,13,0,0.25,nan
4/12/2021 16:09,1.4.2,FR1,6,3.98,1,1,Left,Left,14,0,13,0,nan,0
4/12/2021 16:09,1.4.2,FR1,6,3.98,1,1,Pellet,Left,14,0,14,0,0.44,nan
