Elapsed Hours (since 12:00),YHC_Melox_FED001_091823_04_MSHAM.CSV,YHC_Melox_FED002_091823_00_M_SHAM.CSV,YHC_Melox_FED005_091823_05_FSHAM.CSV,YHC_Melox_FED006_091823_07_FSHAM.CSV,FED000_032523_01_FSHAM.CSV,FED001_032523_01_FSHAM.CSV,FED001_091123_02_FSHAM.CSV,FED002_032523_01_FSHAM.CSV,FED002_052023_01_MSHAM.CSV,FED002_091123_02_FSHAM.CSV,FED003_030623_01_MSHAM.CSV,FED003_031123_00_MSHAM.CSV,FED003_052023_01_MSHAM.CSV,FED003_091123_00_FSHAM.CSV,FED004_030623_01_MSHAM.CSV,FED004_091123_01_FSHAM.CSV,FED005_030923_00_MSHAM.CSV,FED005_091223_04_FSHAM.CSV,FED006_052923_01_FSHAM.CSV,FED011_091223_00_MSHAM.CSV,FED012_091223_00_MSHAM.CSV,FED019_091223_05_MSHAM.CSV,FED021_091223_00_MSHAM.CSV,FED027_091223_00_MSHAM.CSV,JMT_cPR_FED000_060524_01_F_SHAM.CSV,JMT_cPR_FED010_060524_01_F_SHAM.CSV,JMT_cPR_FED011_011001_41_F_SHAM.CSV,JMT_cPR_FED012_060524_02_F_SHAM.CSV,JMT_cPR_FED016_060524_01_F_SHAM.CSV,JMT_cPR_FED034_060524_01_M_SHAM.CSV,F_Ctrl_FR1_Met1_FED001_031524_02_Initial.csv,F_Ctrl_FR1_Met1_FED002_031524_03_Initial.csv,F_Ctrl_FR1_Met1_FED003_031524_03_Initial.csv,F_Ctrl_FR1_Met2_FED001_041224_02_Initial.csv,F_Ctrl_FR1_Met2_FED002_041224_03_Initial.csv,F_Ctrl_FR1_Met2_FED003_041224_03_Initial.csv,F_Ctrl_FR1_Met2_FED013_041224_04_Initial.csv,F_Ctrl_FR1_Met2_FED014_041224_00_Initial.csv,M_Ctrl_FR1_Met1_FED004_031524_05_Initial.csv,M_Ctrl_FR1_Met1_FED005_031524_02_Initial.csv,M_Ctrl_FR1_Met1_FED006_031524_04_Initial.csv,M_Ctrl_FR1_Met2_FED004_041224_01_Initial.csv,M_Ctrl_FR1_Met2_FED005_041224_01_Initial.csv,M_Ctrl_FR1_Met2_FED006_041224_01_Initial.csv,Ctrl_CE1r_FED004_020821_02_FSHAM.CSV,Ctrl_F_FED005_082123_02.CSV,Ctrl_F_FED005_090623_concat_00.CSV,Ctrl_F_FED006_082123_02.CSV,Ctrl_F_FED006_090623_01.CSV,Ctrl_M_FED001_082123_03.CSV,Ctrl_M_FED001_090523_01.CSV,Ctrl_M_FED002_082223_01_concat_00.CSV,Ctrl_M_FED002_090523_00.CSV,Ctrl_M_FED003_082123_02.CSV,Ctrl_M_FED003_090523_02.CSV,Ctrl_M_FED004_082123_03.CSV,Ctrl_M_FED004_090523_02.CSV,rPR_Ctrl_M_FED001_072821_00.CSV,rPR_Ctrl_M_FED002_072823_03.CSV,rPR_Ctrl_M_FED003_073123_02.CSV,rPR_Ctrl_M_FED004_072823_03.CSV,YHC_Hal_FED001_042123_04_F_SHAM.CSV,YHC_Hal_FED002_042123_04_F_SHAM.CSV,YHC_Hal_FED003_042123_04_FSHAM.CSV,YHC_Hal_FED004_042123_05_F_SHAM.CSV,YHC_Hal_FED007_042123_02_MSHAM.CSV,YHC_Hal_FED008_042123_01_M_SHAM.CSV,RevNeu_Ctrl_F_CE6_FED000_041221_00.CSV,RevNeu_Ctrl_F_CE6_FED003_041221_00.CSV,RevNeu_Ctrl_F_CE6_FED005_041221_03.CSV,RevNeu_Ctrl_F_CE7_FED001_042221_01.CSV,YHC_Melox_FED003_091823_05_MSNI.CSV,YHC_Melox_FED004_091823_04_MSNI.CSV,YHC_Melox_FED007_091823_00_FSNI.CSV,YHC_Melox_FED008_091823_02_FSNI.CSV,JMT_2sB_FED014_091123_00_MSNI.CSV,JMT_FED022_091123_01_M_SNI.CSV,FED000_030623_01_FSNI.CSV,FED000_030923_00_FSNI.CSV,FED000_062123_01_MSNI.CSV,FED001_030623_01_FSNI.CSV,FED001_052023_01_MSNI.CSV,FED001_053023_04_FSNI.CSV,FED002_030623_01_MSNI.CSV,FED002_092623_03_MSNI.CSV,FED002_093023_00_MSNI.CSV,FED002_100523_00_MSNI.CSV,FED003_032523_01_FSNI.CSV,FED003_092623_02_MSNI.CSV,FED004_032523_01_FSNI.CSV,FED004_052223_01_MSNI.CSV,FED005_090723_Concat_MSNI.csv,FED006_091123_01_FSNI.CSV,FED007_091123_01_FSNI.CSV,FED008_091123_01_FSNI.CSV,FED009_091123_01_FSNI.CSV,FED010_091123_01_FSNI.CSV,FED015_091123_00_MSNI.CSV,FED016_091123_00_MSNI.CSV,FED018_091123_00_MSNI.CSV,FED024_091223_00_Concat_MSNI.csv,JMT_cPR_FED002_060524_01_F_SNI.CSV,JMT_cPR_FED003_060524_01_F_SNI.CSV,JMT_cPR_FED004_060524_01_F_SNI.CSV,JMT_cPR_FED005_060524_01_F_SNI.CSV,JMT_cPR_FED006_060524_01_F_SNI.CSV,JMT_cPR_FED027_060524_01_M_SNI.CSV,F_SNI_FR1_Met1_FED007_031524_05_Initial.csv,F_SNI_FR1_Met1_FED008_031624_02_Initial.csv,F_SNI_FR1_Met2_FED007_041224_02_Initial.csv,F_SNI_FR1_Met2_FED008_041224_02_Initial.csv,F_SNI_FR1_Met2_FED009_041224_02_Initial.csv,F_SNI_FR1_Met2_FED015_041224_02_Initial.csv,F_SNI_FR1_Met2_FED016_041224_01_Initial.csv,M_SNI_FR1_Met1_FED010_031524_04_Initial.csv,M_SNI_FR1_Met1_FED011_031524_01_Initial.csv,M_SNI_FR1_Met1_FED011_031824_03_Initial.csv,M_SNI_FR1_Met1_FED012_031524_03_Initial.csv,M_SNI_FR1_Met2_FED010_041224_02_Initial.csv,M_SNI_FR1_Met2_FED011_041224_02_Initial.csv,M_SNI_FR1_Met2_FED012_041224_06_Initial.csv,FED004_013021_00_MSNI.CSV,FED004_020821_02_MSNI.CSV,FED005_020821_03_FSNI.CSV,FED006_020221_02_FSNI.CSV,rPR_SNI_M_FED005_072823_03.CSV,rPR_SNI_M_FED006_072823_03.CSV,rPR_SNI_M_FED007_072823_03.CSV,rPR_SNI_M_FED008_072823_03.CSV,SNI_M_FED007_082123_02.CSV,SNI_M_FED008_082123_03.CSV,RevNeu_SNI_F_CE3r2_FED003_033121_concat_00.CSV,RevNeu_SNI_F_CE3r2_FED005_033121_01.CSV,RevNeu_SNI_F_CE3r2_FED006_033121_04.CSV,RevNeu_SNI_F_CE6_FED006_041221_00.CSV,RevNeu_SNI_F_CE6_FED022_040621_03.CSV,RevNeu_SNI_F_CE7_FED002_042221_03.CSV,RevNeu_SNI_F_CE7_FED003_042221_02.CSV,SHAM,SHAM SEM,SNI,SNI SEM
10.0,70.83333333333334,81.48148148148148,67.74193548387096,86.66666666666667,100.0,85.71428571428571,50.0,83.33333333333334,96.42857142857143,66.66666666666666,72.22222222222221,100.0,44.44444444444444,93.54838709677419,96.66666666666667,,48.717948717948715,79.06976744186046,85.71428571428571,92.0,72.0,76.19047619047619,57.14285714285714,70.0,100.0,57.89473684210527,100.0,100.0,83.33333333333334,89.1891891891892,94.44444444444444,65.625,64.58333333333334,76.92307692307693,37.096774193548384,100.0,63.38028169014085,70.83333333333334,72.41379310344827,85.0,55.55555555555556,91.30434782608695,77.77777777777779,78.26086956521739,78.04878048780488,73.91304347826086,82.75862068965517,82.6086956521739,72.72727272727273,82.75862068965517,79.16666666666666,88.88888888888889,80.0,90.19607843137256,93.33333333333333,84.0,70.83333333333334,0.0,73.68421052631578,100.0,82.6086956521739,75.92592592592592,82.8125,75.0,75.0,76.47058823529412,92.5,100.0,100.0,100.0,91.66666666666666,82.75862068965517,100.0,100.0,47.05882352941176,2.941176470588235,24.615384615384617,60.71428571428571,83.33333333333334,100.0,59.25925925925925,77.77777777777779,80.95238095238095,53.84615384615385,57.14285714285714,73.68421052631578,100.0,63.1578947368421,68.75,70.58823529411765,100.0,0.0,56.25,27.027027027027028,81.81818181818183,51.42857142857142,26.82926829268293,56.25,13.461538461538462,45.45454545454545,30.64516129032258,91.66666666666666,85.71428571428571,90.0,100.0,100.0,88.88888888888889,83.33333333333334,,68.29268292682927,96.0,91.8918918918919,80.0,65.78947368421053,77.77777777777779,76.19047619047619,,100.0,68.75,86.95652173913044,100.0,76.92307692307693,78.04878048780488,74.28571428571429,67.3469387755102,76.19047619047619,84.21052631578947,87.5,67.64705882352942,95.83333333333334,88.0,83.33333333333334,100.0,88.88888888888889,100.0,66.66666666666666,94.44444444444444,100.0,78.930015689159,2.080270664144521,73.48178346066604,3.0723080174629174
11.0,100.0,80.76923076923077,90.0,64.51612903225806,100.0,90.0,51.06382978723404,71.42857142857143,83.87096774193549,88.88888888888889,100.0,91.66666666666666,69.44444444444444,100.0,100.0,42.10526315789473,35.0,71.42857142857143,55.55555555555556,90.0,62.5,26.923076923076923,15.0,70.0,100.0,61.111111111111114,100.0,100.0,100.0,100.0,84.61538461538461,83.33333333333334,67.5,89.28571428571429,45.714285714285715,83.33333333333334,68.18181818181817,65.9090909090909,81.81818181818183,51.515151515151516,60.0,80.0,53.333333333333336,85.71428571428571,57.77777777777777,75.0,89.47368421052632,86.95652173913044,66.66666666666666,88.88888888888889,55.26315789473685,50.0,75.0,100.0,73.07692307692307,77.77777777777779,85.71428571428571,0.0,100.0,84.0,85.71428571428571,80.76923076923077,100.0,80.0,85.71428571428571,93.33333333333333,90.9090909090909,83.33333333333334,88.88888888888889,92.3076923076923,93.75,91.66666666666666,100.0,81.08108108108108,76.19047619047619,8.333333333333332,0.0,60.71428571428571,66.66666666666666,60.0,68.75,100.0,63.1578947368421,100.0,50.0,90.0,91.66666666666666,61.53846153846154,60.0,100.0,92.85714285714286,0.0,59.375,16.129032258064516,52.083333333333336,71.42857142857143,13.186813186813188,64.0,68.75,62.5,92.3076923076923,75.0,100.0,100.0,97.2972972972973,94.28571428571428,100.0,68.96551724137932,0.0,86.36363636363636,82.35294117647058,58.97435897435898,81.08108108108108,57.692307692307686,87.5,53.84615384615385,,65.21739130434783,100.0,81.48148148148148,100.0,70.0,57.77777777777777,77.41935483870968,95.23809523809523,65.21739130434783,80.0,100.0,75.0,79.41176470588235,100.0,100.0,85.71428571428571,100.0,100.0,82.14285714285714,100.0,55.55555555555556,76.78650766769303,2.525539512655884,73.2714860755733,3.270028659458029
12.0,47.82608695652174,96.15384615384616,90.0,80.76923076923077,80.0,75.0,68.0,81.48148148148148,90.0,37.735849056603776,80.95238095238095,88.88888888888889,65.78947368421053,72.41379310344827,37.5,75.0,84.21052631578947,63.63636363636363,70.0,66.66666666666666,56.25,88.88888888888889,50.0,80.0,100.0,100.0,100.0,100.0,100.0,91.66666666666666,52.94117647058824,73.07692307692307,66.66666666666666,88.23529411764706,50.0,100.0,77.27272727272727,63.33333333333333,55.55555555555556,60.71428571428571,42.10526315789473,78.37837837837837,84.21052631578947,87.5,70.73170731707317,95.23809523809523,93.75,77.27272727272727,70.96774193548387,79.48717948717949,57.14285714285714,85.0,84.21052631578947,81.08108108108108,96.0,75.0,79.16666666666666,100.0,100.0,87.5,100.0,87.17948717948718,85.29411764705883,93.33333333333333,83.33333333333334,90.47619047619048,81.25,100.0,100.0,100.0,100.0,75.0,100.0,78.57142857142857,68.96551724137932,,11.428571428571429,,,78.26086956521739,45.714285714285715,100.0,70.58823529411765,81.81818181818183,45.16129032258064,91.66666666666666,84.84848484848484,90.0,84.61538461538461,70.0,100.0,8.333333333333332,67.85714285714286,53.84615384615385,68.42105263157895,33.33333333333333,29.166666666666668,90.0,70.58823529411765,34.04255319148936,100.0,77.77777777777779,53.57142857142857,90.625,86.11111111111111,72.09302325581395,100.0,83.87096774193549,100.0,83.33333333333334,77.27272727272727,81.08108108108108,55.35714285714286,80.0,79.16666666666666,66.66666666666666,,86.95652173913044,100.0,71.42857142857143,95.23809523809523,84.0,70.73170731707317,70.83333333333334,100.0,70.83333333333334,93.75,85.71428571428571,84.61538461538461,47.22222222222222,88.88888888888889,87.87878787878788,100.0,93.75,100.0,67.85714285714286,100.0,100.0,79.6089481367202,1.9873816028150049,76.48972362130239,2.727577581264384
13.0,100.0,100.0,81.81818181818183,100.0,100.0,81.81818181818183,80.0,81.81818181818183,81.81818181818183,78.94736842105263,94.44444444444444,90.9090909090909,46.875,64.51612903225806,82.35294117647058,59.09090909090909,78.57142857142857,61.111111111111114,100.0,6.25,13.513513513513514,100.0,100.0,66.66666666666666,100.0,100.0,,100.0,85.71428571428571,92.3076923076923,85.71428571428571,62.5,,100.0,60.0,70.58823529411765,28.57142857142857,100.0,77.77777777777779,50.0,83.33333333333334,25.0,88.88888888888889,100.0,78.78787878787878,71.42857142857143,79.24528301886792,64.28571428571429,48.148148148148145,100.0,65.9090909090909,90.9090909090909,87.09677419354838,65.57377049180327,92.3076923076923,89.47368421052632,88.88888888888889,33.33333333333333,92.3076923076923,81.81818181818183,84.21052631578947,77.77777777777779,95.23809523809523,90.0,87.5,95.65217391304348,95.45454545454545,92.85714285714286,81.81818181818183,100.0,50.0,35.13513513513514,88.23529411764706,100.0,62.06896551724138,0.0,11.363636363636363,43.75,81.81818181818183,70.0,88.23529411764706,85.0,66.66666666666666,100.0,55.00000000000001,95.0,100.0,81.25,69.23076923076923,77.77777777777779,81.25,0.0,50.0,81.81818181818183,57.14285714285714,63.63636363636363,20.0,35.294117647058826,0.0,75.0,66.66666666666666,90.9090909090909,71.7948717948718,68.42105263157895,95.83333333333334,75.0,100.0,90.0,,77.77777777777779,73.07692307692307,86.36363636363636,65.38461538461539,20.0,82.35294117647058,52.17391304347826,,80.0,100.0,,,55.072463768115945,78.78787878787878,100.0,53.333333333333336,87.5,86.36363636363636,80.95238095238095,90.0,56.52173913043478,82.35294117647058,76.0,93.75,53.84615384615385,100.0,73.68421052631578,100.0,100.0,78.85419559746504,2.6372484736930417,70.45385398464013,3.307472845064253
14.0,100.0,100.0,17.391304347826086,88.23529411764706,88.88888888888889,68.75,80.0,92.3076923076923,0.0,66.66666666666666,87.5,33.33333333333333,53.333333333333336,100.0,85.71428571428571,40.0,94.11764705882352,84.61538461538461,92.3076923076923,66.66666666666666,80.0,68.42105263157895,100.0,60.0,100.0,82.35294117647058,88.88888888888889,82.14285714285714,83.33333333333334,100.0,80.0,63.63636363636363,83.33333333333334,100.0,100.0,76.92307692307693,69.23076923076923,87.5,86.95652173913044,63.1578947368421,82.6086956521739,,33.33333333333333,80.0,100.0,74.35897435897436,93.33333333333333,73.33333333333333,75.0,93.75,81.81818181818183,75.0,100.0,100.0,100.0,87.5,100.0,69.49152542372882,90.9090909090909,100.0,81.25,80.0,100.0,0.0,100.0,70.0,100.0,87.5,100.0,100.0,,64.70588235294117,92.5925925925926,100.0,73.91304347826086,18.75,13.333333333333334,52.27272727272727,,88.88888888888889,66.66666666666666,88.88888888888889,100.0,100.0,57.77777777777777,,100.0,66.66666666666666,71.42857142857143,92.3076923076923,70.0,13.88888888888889,61.904761904761905,41.66666666666667,,,,56.25,,82.35294117647058,,100.0,65.85365853658537,84.61538461538461,84.61538461538461,80.0,78.57142857142857,90.9090909090909,50.0,,90.0,,66.66666666666666,61.111111111111114,66.66666666666666,63.63636363636363,,100.0,100.0,,85.71428571428571,80.0,100.0,82.35294117647058,66.66666666666666,100.0,17.647058823529413,55.00000000000001,100.0,65.21739130434783,100.0,100.0,75.0,100.0,100.0,79.6875,100.0,80.0,80.07089406221792,2.7156069529904925,75.78906409474605,3.109852046378111
15.0,80.76923076923077,100.0,,,84.21052631578947,80.0,88.88888888888889,50.0,100.0,0.0,92.85714285714286,100.0,100.0,,100.0,,100.0,100.0,81.81818181818183,100.0,100.0,32.142857142857146,72.72727272727273,100.0,95.83333333333334,60.71428571428571,,78.57142857142857,75.0,86.95652173913044,88.88888888888889,14.285714285714285,100.0,,100.0,100.0,,83.33333333333334,100.0,70.0,83.33333333333334,78.125,12.5,100.0,95.83333333333334,58.06451612903226,93.75,66.66666666666666,75.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0,,93.33333333333333,100.0,100.0,100.0,100.0,80.0,100.0,80.0,,100.0,93.75,100.0,75.0,90.9090909090909,94.11764705882352,43.18181818181818,100.0,100.0,85.71428571428571,0.0,0.0,42.857142857142854,100.0,100.0,88.88888888888889,68.75,,66.66666666666666,78.57142857142857,100.0,100.0,82.35294117647058,,75.0,,14.285714285714285,,100.0,100.0,100.0,46.15384615384615,66.66666666666666,55.55555555555556,100.0,,100.0,88.88888888888889,100.0,100.0,100.0,100.0,100.0,63.63636363636363,100.0,100.0,93.75,84.0,83.87096774193549,100.0,100.0,,100.0,100.0,92.85714285714286,100.0,40.74074074074074,95.83333333333334,73.33333333333333,66.66666666666666,80.64516129032258,92.0,54.54545454545454,0.0,,61.53846153846154,90.47619047619048,100.0,90.0,100.0,100.0,100.0,100.0,85.04991633650609,2.8524431289723284,81.12379432945531,3.51897542328356
16.0,62.5,80.64516129032258,36.36363636363637,,100.0,81.81818181818183,39.21568627450981,80.0,76.0,40.625,,77.77777777777779,60.0,43.103448275862064,0.0,80.0,100.0,,76.92307692307693,66.66666666666666,76.92307692307693,100.0,60.0,42.30769230769231,61.53846153846154,84.21052631578947,,,78.57142857142857,88.63636363636364,96.0,83.33333333333334,75.0,96.0,100.0,100.0,67.85714285714286,100.0,83.33333333333334,57.14285714285714,92.5925925925926,85.71428571428571,69.23076923076923,100.0,81.81818181818183,90.9090909090909,100.0,56.52173913043478,90.0,100.0,100.0,86.66666666666667,100.0,97.05882352941177,92.72727272727272,92.85714285714286,100.0,90.47619047619048,100.0,100.0,91.66666666666666,0.0,100.0,25.0,95.23809523809523,76.47058823529412,100.0,100.0,100.0,88.23529411764706,100.0,0.0,100.0,90.9090909090909,50.0,,0.0,26.666666666666668,50.0,72.41379310344827,84.61538461538461,100.0,100.0,85.71428571428571,90.0,100.0,100.0,,88.88888888888889,100.0,69.23076923076923,0.0,62.5,75.0,66.66666666666666,0.0,15.384615384615385,100.0,20.0,85.0,,90.9090909090909,100.0,100.0,100.0,81.81818181818183,100.0,100.0,50.0,75.0,83.33333333333334,100.0,88.57142857142857,72.22222222222221,100.0,100.0,,100.0,100.0,86.11111111111111,100.0,58.333333333333336,81.81818181818183,76.0,100.0,95.23809523809523,47.368421052631575,75.0,95.83333333333334,,90.0,94.11764705882352,100.0,100.0,100.0,100.0,,100.0,79.63145835241296,2.921256122798395,78.27318919638662,3.7724821239252626
17.0,,,,,80.0,50.0,77.77777777777779,,50.0,42.857142857142854,68.42105263157895,,61.29032258064516,50.0,85.0,28.8135593220339,0.0,48.93617021276596,86.66666666666667,58.333333333333336,60.86956521739131,100.0,100.0,59.25925925925925,88.88888888888889,66.66666666666666,,,88.09523809523809,100.0,80.0,87.5,90.9090909090909,88.23529411764706,62.06896551724138,80.0,73.07692307692307,73.33333333333333,82.14285714285714,58.620689655172406,92.3076923076923,78.57142857142857,100.0,69.23076923076923,69.56521739130434,91.66666666666666,92.6829268292683,68.75,96.96969696969697,54.54545454545454,86.66666666666667,75.0,100.0,56.060606060606055,100.0,50.0,100.0,100.0,100.0,80.95238095238095,86.66666666666667,62.5,100.0,100.0,90.9090909090909,93.75,92.85714285714286,87.5,87.5,60.0,92.85714285714286,50.0,100.0,77.77777777777779,88.88888888888889,0.0,5.0,,,61.53846153846154,100.0,92.0,100.0,100.0,100.0,74.07407407407408,100.0,75.0,50.0,50.0,100.0,0.0,78.26086956521739,80.0,82.6086956521739,46.666666666666664,75.0,56.666666666666664,56.52173913043478,42.10526315789473,,100.0,100.0,100.0,100.0,,80.0,93.54838709677419,,80.0,88.88888888888889,84.21052631578947,54.166666666666664,80.0,80.55555555555556,73.07692307692307,,100.0,100.0,94.11764705882352,94.73684210526315,77.27272727272727,69.56521739130434,86.66666666666667,56.52173913043478,100.0,100.0,75.0,100.0,,100.0,83.33333333333334,87.5,87.5,100.0,,92.85714285714286,72.22222222222221,76.90908486894655,2.5755817198594952,78.53982353825039,3.19832080278555
18.0,40.909090909090914,0.0,80.0,100.0,100.0,76.92307692307693,87.5,100.0,100.0,80.0,57.692307692307686,100.0,100.0,75.0,100.0,33.33333333333333,84.61538461538461,0.0,100.0,50.0,55.55555555555556,44.0,75.0,40.0,66.66666666666666,,,,40.0,97.22222222222221,85.0,48.93617021276596,68.75,91.66666666666666,64.28571428571429,100.0,66.66666666666666,83.33333333333334,100.0,71.42857142857143,91.66666666666666,92.3076923076923,100.0,86.66666666666667,79.48717948717949,100.0,80.0,84.21052631578947,94.73684210526315,80.0,73.07692307692307,93.75,82.35294117647058,80.0,100.0,64.28571428571429,73.91304347826086,92.85714285714286,100.0,33.33333333333333,,46.15384615384615,93.75,83.33333333333334,91.66666666666666,72.72727272727273,75.0,100.0,100.0,100.0,70.58823529411765,20.833333333333336,81.57894736842105,84.84848484848484,90.9090909090909,7.142857142857142,5.88235294117647,,57.14285714285714,88.88888888888889,50.0,81.25,100.0,80.0,100.0,83.33333333333334,100.0,100.0,,88.88888888888889,100.0,0.0,76.66666666666667,54.54545454545454,56.00000000000001,29.411764705882355,,66.66666666666666,85.71428571428571,90.9090909090909,,92.85714285714286,87.5,,,95.83333333333334,0.0,80.0,,100.0,,100.0,81.81818181818183,,36.0,90.0,,100.0,100.0,100.0,92.3076923076923,50.0,79.48717948717949,88.23529411764706,87.5,80.0,100.0,93.33333333333333,86.20689655172413,92.5,41.17647058823529,95.0,84.61538461538461,100.0,100.0,66.66666666666666,100.0,100.0,77.31863860363725,2.883764672941662,76.87106209968248,3.729468314312671
19.0,2.941176470588235,72.41379310344827,95.23809523809523,,42.857142857142854,,100.0,92.85714285714286,,100.0,,84.61538461538461,84.61538461538461,100.0,91.66666666666666,80.0,100.0,100.0,100.0,43.75,83.33333333333334,28.57142857142857,100.0,37.5,,100.0,,,100.0,75.0,100.0,56.25,72.72727272727273,,63.63636363636363,100.0,100.0,65.0,70.0,89.47368421052632,75.0,100.0,,100.0,87.5,80.0,46.808510638297875,68.18181818181817,100.0,64.28571428571429,80.0,100.0,66.66666666666666,66.66666666666666,100.0,73.91304347826086,75.0,100.0,100.0,50.0,100.0,80.0,100.0,33.33333333333333,100.0,90.0,100.0,70.58823529411765,100.0,100.0,100.0,66.66666666666666,76.92307692307693,76.47058823529412,74.07407407407408,16.666666666666664,0.0,5.0,,100.0,52.17391304347826,100.0,100.0,75.0,87.5,88.88888888888889,,66.66666666666666,100.0,100.0,100.0,0.0,,25.0,100.0,69.23076923076923,35.483870967741936,100.0,15.625,33.33333333333333,,77.77777777777779,75.0,100.0,100.0,,100.0,93.33333333333333,100.0,83.33333333333334,,100.0,,,83.33333333333334,100.0,,,100.0,,100.0,100.0,87.5,86.66666666666667,72.22222222222221,78.78787878787878,81.81818181818183,86.36363636363636,87.5,51.85185185185185,87.5,89.47368421052632,9.75609756097561,88.88888888888889,100.0,50.0,85.71428571428571,81.81818181818183,81.29662673302667,2.8445297043591653,75.05969407817376,3.9658122574842736
20.0,52.0,,19.35483870967742,57.446808510638306,80.0,,50.0,,77.77777777777779,83.33333333333334,100.0,100.0,0.0,76.92307692307693,52.38095238095239,,100.0,75.0,100.0,,71.42857142857143,87.5,66.66666666666666,60.0,100.0,50.0,,100.0,78.26086956521739,,,73.33333333333333,73.91304347826086,100.0,42.857142857142854,60.71428571428571,69.44444444444444,100.0,90.0,100.0,92.85714285714286,,100.0,100.0,,63.63636363636363,80.0,30.952380952380953,77.77777777777779,91.66666666666666,100.0,70.0,78.57142857142857,100.0,92.85714285714286,100.0,75.0,100.0,100.0,80.0,96.15384615384616,100.0,66.66666666666666,,42.857142857142854,100.0,25.0,83.33333333333334,60.0,100.0,100.0,75.0,90.9090909090909,100.0,66.66666666666666,0.0,0.0,9.090909090909092,100.0,,81.81818181818183,,100.0,100.0,100.0,83.33333333333334,81.81818181818183,80.0,,100.0,,0.0,61.111111111111114,45.45454545454545,100.0,58.333333333333336,,61.53846153846154,11.842105263157894,57.14285714285714,100.0,87.5,77.77777777777779,100.0,,100.0,100.0,100.0,66.66666666666666,0.0,100.0,100.0,100.0,75.0,66.66666666666666,87.5,,100.0,100.0,,50.0,52.63157894736842,,92.85714285714286,84.61538461538461,83.33333333333334,31.428571428571427,,,100.0,80.0,100.0,100.0,,100.0,,100.0,100.0,77.59441729088783,3.04941116886496,75.92659073653225,4.242143643653427
21.0,0.0,100.0,,66.66666666666666,,57.14285714285714,0.0,90.9090909090909,,100.0,100.0,,83.33333333333334,50.0,57.14285714285714,88.88888888888889,100.0,88.88888888888889,90.9090909090909,46.15384615384615,14.285714285714285,30.76923076923077,,,100.0,25.0,,80.0,72.41379310344827,0.0,88.88888888888889,,100.0,76.92307692307693,80.95238095238095,66.66666666666666,0.0,,100.0,100.0,50.0,92.85714285714286,50.0,100.0,100.0,0.0,,62.5,0.0,85.71428571428571,75.0,60.0,85.71428571428571,87.5,100.0,,100.0,100.0,100.0,,,100.0,92.3076923076923,42.857142857142854,100.0,100.0,100.0,66.66666666666666,90.9090909090909,100.0,100.0,25.0,100.0,,83.33333333333334,0.0,,,100.0,66.66666666666666,,75.0,100.0,75.0,100.0,100.0,100.0,,,35.714285714285715,100.0,0.0,80.0,,100.0,50.0,,66.66666666666666,,,,80.0,58.82352941176471,100.0,,,,100.0,60.0,,83.33333333333334,100.0,100.0,61.53846153846154,,75.0,,100.0,100.0,100.0,83.33333333333334,76.47058823529412,100.0,100.0,42.10526315789473,,40.0,,100.0,73.33333333333333,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,72.37864790777988,4.311108496830192,80.652474890091,3.848405204868754
22.0,18.181818181818183,100.0,,100.0,80.0,62.5,58.82352941176471,,71.42857142857143,60.0,100.0,100.0,100.0,,,,90.9090909090909,,100.0,,80.0,50.0,,,,62.5,,11.11111111111111,100.0,,100.0,100.0,52.94117647058824,87.5,0.0,100.0,100.0,72.22222222222221,100.0,35.294117647058826,,100.0,,,100.0,93.33333333333333,61.53846153846154,89.47368421052632,26.47058823529412,83.33333333333334,80.0,72.72727272727273,25.0,71.42857142857143,100.0,100.0,100.0,100.0,100.0,100.0,96.0,85.71428571428571,100.0,84.21052631578947,100.0,100.0,64.28571428571429,100.0,35.714285714285715,50.0,100.0,75.0,100.0,100.0,100.0,,,,40.0,,54.54545454545454,,100.0,83.33333333333334,100.0,100.0,100.0,100.0,75.0,,78.57142857142857,0.0,75.0,91.66666666666666,80.0,100.0,28.57142857142857,100.0,,85.71428571428571,,,0.0,0.0,,28.947368421052634,100.0,100.0,50.0,100.0,,100.0,100.0,,100.0,100.0,,100.0,90.9090909090909,,,47.82608695652174,100.0,66.66666666666666,62.5,95.0,50.0,,,30.0,,100.0,58.333333333333336,100.0,100.0,69.6969696969697,90.9090909090909,,78.79717311105524,3.618938244940977,77.25398342281925,4.327668070855515
