Elapsed Hours (since 12:00),YHC_Melox_FED001_091823_04_MSHAM.CSV,YHC_Melox_FED002_091823_00_M_SHAM.CSV,YHC_Melox_FED005_091823_05_FSHAM.CSV,YHC_Melox_FED006_091823_07_FSHAM.CSV,FED000_032523_01_FSHAM.CSV,FED001_032523_01_FSHAM.CSV,FED001_091123_02_FSHAM.CSV,FED002_032523_01_FSHAM.CSV,FED002_052023_01_MSHAM.CSV,FED002_091123_02_FSHAM.CSV,FED003_030623_01_MSHAM.CSV,FED003_031123_00_MSHAM.CSV,FED003_052023_01_MSHAM.CSV,FED003_091123_00_FSHAM.CSV,FED004_030623_01_MSHAM.CSV,FED004_091123_01_FSHAM.CSV,FED005_030923_00_MSHAM.CSV,FED005_091223_04_FSHAM.CSV,FED006_052923_01_FSHAM.CSV,FED011_091223_00_MSHAM.CSV,FED012_091223_00_MSHAM.CSV,FED019_091223_05_MSHAM.CSV,FED021_091223_00_MSHAM.CSV,FED027_091223_00_MSHAM.CSV,JMT_cPR_FED000_060524_01_F_SHAM.CSV,JMT_cPR_FED010_060524_01_F_SHAM.CSV,JMT_cPR_FED011_011001_41_F_SHAM.CSV,JMT_cPR_FED012_060524_02_F_SHAM.CSV,JMT_cPR_FED016_060524_01_F_SHAM.CSV,JMT_cPR_FED034_060524_01_M_SHAM.CSV,F_Ctrl_FR1_Met1_FED001_031524_02_Initial.csv,F_Ctrl_FR1_Met1_FED002_031524_03_Initial.csv,F_Ctrl_FR1_Met1_FED003_031524_03_Initial.csv,F_Ctrl_FR1_Met2_FED001_041224_02_Initial.csv,F_Ctrl_FR1_Met2_FED002_041224_03_Initial.csv,F_Ctrl_FR1_Met2_FED003_041224_03_Initial.csv,F_Ctrl_FR1_Met2_FED013_041224_04_Initial.csv,F_Ctrl_FR1_Met2_FED014_041224_00_Initial.csv,M_Ctrl_FR1_Met1_FED004_031524_05_Initial.csv,M_Ctrl_FR1_Met1_FED005_031524_02_Initial.csv,M_Ctrl_FR1_Met1_FED006_031524_04_Initial.csv,M_Ctrl_FR1_Met2_FED004_041224_01_Initial.csv,M_Ctrl_FR1_Met2_FED005_041224_01_Initial.csv,M_Ctrl_FR1_Met2_FED006_041224_01_Initial.csv,Ctrl_CE1r_FED004_020821_02_FSHAM.CSV,Ctrl_F_FED005_082123_02.CSV,Ctrl_F_FED005_090623_concat_00.CSV,Ctrl_F_FED006_082123_02.CSV,Ctrl_F_FED006_090623_01.CSV,Ctrl_M_FED001_082123_03.CSV,Ctrl_M_FED001_090523_01.CSV,Ctrl_M_FED002_082223_01_concat_00.CSV,Ctrl_M_FED002_090523_00.CSV,Ctrl_M_FED003_082123_02.CSV,Ctrl_M_FED003_090523_02.CSV,Ctrl_M_FED004_082123_03.CSV,Ctrl_M_FED004_090523_02.CSV,rPR_Ctrl_M_FED001_072821_00.CSV,rPR_Ctrl_M_FED002_072823_03.CSV,rPR_Ctrl_M_FED003_073123_02.CSV,rPR_Ctrl_M_FED004_072823_03.CSV,YHC_Hal_FED001_042123_04_F_SHAM.CSV,YHC_Hal_FED002_042123_04_F_SHAM.CSV,YHC_Hal_FED003_042123_04_FSHAM.CSV,YHC_Hal_FED004_042123_05_F_SHAM.CSV,YHC_Hal_FED007_042123_02_MSHAM.CSV,YHC_Hal_FED008_042123_01_M_SHAM.CSV,RevNeu_Ctrl_F_CE6_FED000_041221_00.CSV,RevNeu_Ctrl_F_CE6_FED003_041221_00.CSV,RevNeu_Ctrl_F_CE6_FED005_041221_03.CSV,RevNeu_Ctrl_F_CE7_FED001_042221_01.CSV,YHC_Melox_FED003_091823_05_MSNI.CSV,YHC_Melox_FED004_091823_04_MSNI.CSV,YHC_Melox_FED007_091823_00_FSNI.CSV,YHC_Melox_FED008_091823_02_FSNI.CSV,JMT_2sB_FED014_091123_00_MSNI.CSV,JMT_FED022_091123_01_M_SNI.CSV,FED000_030623_01_FSNI.CSV,FED000_030923_00_FSNI.CSV,FED000_062123_01_MSNI.CSV,FED001_030623_01_FSNI.CSV,FED001_052023_01_MSNI.CSV,FED001_053023_04_FSNI.CSV,FED002_030623_01_MSNI.CSV,FED002_092623_03_MSNI.CSV,FED002_093023_00_MSNI.CSV,FED002_100523_00_MSNI.CSV,FED003_032523_01_FSNI.CSV,FED003_092623_02_MSNI.CSV,FED004_032523_01_FSNI.CSV,FED004_052223_01_MSNI.CSV,FED005_090723_Concat_MSNI.csv,FED006_091123_01_FSNI.CSV,FED007_091123_01_FSNI.CSV,FED008_091123_01_FSNI.CSV,FED009_091123_01_FSNI.CSV,FED010_091123_01_FSNI.CSV,FED015_091123_00_MSNI.CSV,FED016_091123_00_MSNI.CSV,FED018_091123_00_MSNI.CSV,FED024_091223_00_Concat_MSNI.csv,JMT_cPR_FED002_060524_01_F_SNI.CSV,JMT_cPR_FED003_060524_01_F_SNI.CSV,JMT_cPR_FED004_060524_01_F_SNI.CSV,JMT_cPR_FED005_060524_01_F_SNI.CSV,JMT_cPR_FED006_060524_01_F_SNI.CSV,JMT_cPR_FED027_060524_01_M_SNI.CSV,F_SNI_FR1_Met1_FED007_031524_05_Initial.csv,F_SNI_FR1_Met1_FED008_031624_02_Initial.csv,F_SNI_FR1_Met2_FED007_041224_02_Initial.csv,F_SNI_FR1_Met2_FED008_041224_02_Initial.csv,F_SNI_FR1_Met2_FED009_041224_02_Initial.csv,F_SNI_FR1_Met2_FED015_041224_02_Initial.csv,F_SNI_FR1_Met2_FED016_041224_01_Initial.csv,M_SNI_FR1_Met1_FED010_031524_04_Initial.csv,M_SNI_FR1_Met1_FED011_031524_01_Initial.csv,M_SNI_FR1_Met1_FED011_031824_03_Initial.csv,M_SNI_FR1_Met1_FED012_031524_03_Initial.csv,M_SNI_FR1_Met2_FED010_041224_02_Initial.csv,M_SNI_FR1_Met2_FED011_041224_02_Initial.csv,M_SNI_FR1_Met2_FED012_041224_06_Initial.csv,FED004_013021_00_MSNI.CSV,FED004_020821_02_MSNI.CSV,FED005_020821_03_FSNI.CSV,FED006_020221_02_FSNI.CSV,rPR_SNI_M_FED005_072823_03.CSV,rPR_SNI_M_FED006_072823_03.CSV,rPR_SNI_M_FED007_072823_03.CSV,rPR_SNI_M_FED008_072823_03.CSV,SNI_M_FED007_082123_02.CSV,SNI_M_FED008_082123_03.CSV,RevNeu_SNI_F_CE3r2_FED003_033121_concat_00.CSV,RevNeu_SNI_F_CE3r2_FED005_033121_01.CSV,RevNeu_SNI_F_CE3r2_FED006_033121_04.CSV,RevNeu_SNI_F_CE6_FED006_041221_00.CSV,RevNeu_SNI_F_CE6_FED022_040621_03.CSV,RevNeu_SNI_F_CE7_FED002_042221_03.CSV,RevNeu_SNI_F_CE7_FED003_042221_02.CSV,SHAM,SHAM SEM,SNI,SNI SEM
23.0,0.0,60.0,,,,,50.0,83.33333333333334,50.0,50.0,100.0,,100.0,66.66666666666666,69.23076923076923,78.57142857142857,100.0,76.92307692307693,70.0,100.0,66.66666666666666,,,42.857142857142854,100.0,,,,100.0,,100.0,56.00000000000001,61.53846153846154,,100.0,100.0,100.0,100.0,90.0,45.45454545454545,71.42857142857143,,32.142857142857146,100.0,100.0,,50.0,70.0,75.0,100.0,100.0,100.0,87.5,,100.0,33.33333333333333,88.88888888888889,100.0,100.0,76.47058823529412,92.85714285714286,45.45454545454545,87.5,100.0,0.0,85.71428571428571,100.0,,33.33333333333333,100.0,88.88888888888889,37.5,100.0,,71.42857142857143,0.0,25.0,,,100.0,85.71428571428571,90.0,100.0,100.0,100.0,100.0,100.0,16.666666666666664,,100.0,,0.0,100.0,,80.0,,0.0,100.0,100.0,65.0,,91.66666666666666,80.0,,100.0,,100.0,100.0,,76.92307692307693,100.0,100.0,75.0,,100.0,100.0,,100.0,100.0,,93.75,,100.0,,40.0,100.0,100.0,,,0.0,85.71428571428571,100.0,100.0,,100.0,,,85.71428571428571,77.01371866398605,3.568103027343279,80.43647475712693,4.779670479588755
24.0,24.444444444444443,88.88888888888889,,100.0,100.0,85.71428571428571,46.666666666666664,87.5,0.0,0.0,88.88888888888889,87.5,,66.66666666666666,,,80.0,,,,100.0,100.0,100.0,25.0,100.0,100.0,,100.0,100.0,73.33333333333333,92.85714285714286,25.0,,,100.0,,83.87096774193549,77.77777777777779,100.0,63.63636363636363,100.0,100.0,,100.0,100.0,0.0,,66.66666666666666,70.37037037037037,88.88888888888889,50.0,88.88888888888889,100.0,77.77777777777779,100.0,100.0,100.0,100.0,0.0,,,70.0,37.5,76.92307692307693,,55.55555555555556,0.0,,,100.0,100.0,0.0,100.0,100.0,33.33333333333333,,,,100.0,,57.14285714285714,100.0,100.0,85.71428571428571,100.0,80.0,80.0,66.66666666666666,66.66666666666666,80.0,0.0,10.0,81.81818181818183,62.5,100.0,75.0,,66.66666666666666,28.57142857142857,100.0,,50.0,77.77777777777779,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,83.33333333333334,100.0,70.0,,100.0,,70.0,,0.0,100.0,88.88888888888889,61.904761904761905,100.0,0.0,61.111111111111114,85.71428571428571,73.68421052631578,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.10031418278527,4.451002407769747,78.11808101521021,4.074339077968612
25.0,,91.66666666666666,,40.0,100.0,100.0,12.5,,50.0,16.666666666666664,,100.0,83.33333333333334,47.82608695652174,55.55555555555556,75.0,87.5,,,33.33333333333333,87.5,33.33333333333333,50.0,,100.0,100.0,,,100.0,100.0,72.72727272727273,75.0,100.0,88.88888888888889,69.56521739130434,100.0,,,100.0,100.0,33.33333333333333,,100.0,,100.0,,,66.66666666666666,,100.0,100.0,0.0,,20.0,100.0,100.0,100.0,100.0,62.5,100.0,100.0,33.33333333333333,,0.0,,100.0,66.66666666666666,83.33333333333334,92.3076923076923,100.0,100.0,61.111111111111114,83.33333333333334,93.33333333333333,66.66666666666666,9.090909090909092,,0.0,100.0,66.66666666666666,50.0,70.0,100.0,100.0,,100.0,100.0,,75.0,,,0.0,,71.42857142857143,80.0,33.33333333333333,71.42857142857143,,,,85.71428571428571,,87.5,100.0,,66.66666666666666,100.0,100.0,100.0,100.0,100.0,,66.66666666666666,42.857142857142854,100.0,100.0,,100.0,100.0,,100.0,74.19354838709677,100.0,100.0,100.0,100.0,14.285714285714285,,,0.0,100.0,93.33333333333333,62.5,90.0,88.88888888888889,,100.0,100.0,75.54879577872889,4.283319577560646,78.07997486384582,4.253876900285295
26.0,,100.0,,,,100.0,,80.0,81.81818181818183,,90.0,100.0,33.33333333333333,,,,100.0,75.0,100.0,23.076923076923077,50.0,100.0,,,100.0,70.0,,94.73684210526315,62.5,100.0,,62.5,,100.0,,93.33333333333333,,100.0,100.0,25.0,58.333333333333336,75.0,,100.0,100.0,80.0,100.0,53.84615384615385,75.0,100.0,100.0,16.216216216216218,100.0,,87.5,95.83333333333334,100.0,100.0,,100.0,100.0,62.5,26.31578947368421,71.42857142857143,77.77777777777779,,100.0,,64.28571428571429,100.0,0.0,0.0,75.0,100.0,100.0,,0.0,0.0,100.0,,100.0,77.77777777777779,100.0,100.0,100.0,83.33333333333334,83.33333333333334,85.71428571428571,0.0,71.42857142857143,81.25,0.0,66.66666666666666,100.0,100.0,,100.0,66.66666666666666,33.33333333333333,40.0,43.75,100.0,100.0,,,85.71428571428571,10.44776119402985,100.0,,100.0,,100.0,80.0,50.0,100.0,100.0,,100.0,,100.0,100.0,56.52173913043478,100.0,100.0,,100.0,0.0,69.23076923076923,0.0,66.66666666666666,,91.66666666666666,100.0,80.0,83.33333333333334,94.44444444444444,50.0,100.0,79.70671006723639,3.794025707479146,73.68356490418925,4.630643400448434
27.0,95.83333333333334,100.0,,,,75.0,45.45454545454545,,,50.0,,100.0,75.0,50.0,90.0,80.0,100.0,50.0,100.0,22.22222222222222,13.333333333333334,100.0,60.0,33.33333333333333,100.0,45.0,,,100.0,100.0,100.0,66.66666666666666,85.71428571428571,70.58823529411765,100.0,91.66666666666666,62.5,87.5,100.0,88.88888888888889,50.0,88.88888888888889,81.25,100.0,100.0,10.0,0.0,33.33333333333333,28.57142857142857,87.5,80.0,,87.5,91.66666666666666,100.0,80.0,97.05882352941177,100.0,57.14285714285714,,71.42857142857143,0.0,53.333333333333336,41.17647058823529,100.0,85.71428571428571,100.0,63.1578947368421,45.45454545454545,100.0,100.0,91.66666666666666,80.0,100.0,75.0,,,,37.5,,100.0,100.0,100.0,50.0,,77.77777777777779,,,87.5,87.5,,,87.5,88.88888888888889,71.42857142857143,75.0,,50.0,55.55555555555556,80.0,40.0,,77.77777777777779,100.0,,100.0,0.0,100.0,,80.0,100.0,50.0,77.77777777777779,0.0,100.0,100.0,,100.0,82.75862068965517,85.71428571428571,90.9090909090909,2.941176470588235,100.0,100.0,,88.88888888888889,100.0,,95.23809523809523,62.5,57.14285714285714,90.0,50.0,75.0,100.0,89.28571428571429,100.0,,73.30948541468513,3.695830218357688,77.82503490424384,3.7546098916494106
28.0,,100.0,,33.33333333333333,100.0,33.33333333333333,71.42857142857143,57.89473684210527,85.71428571428571,20.0,100.0,,100.0,83.33333333333334,,,81.81818181818183,100.0,90.0,0.0,53.333333333333336,,37.5,33.33333333333333,42.857142857142854,100.0,,100.0,100.0,100.0,75.0,88.88888888888889,100.0,100.0,100.0,100.0,83.33333333333334,50.0,100.0,100.0,62.5,,100.0,31.914893617021278,100.0,66.66666666666666,,77.77777777777779,75.0,100.0,33.33333333333333,50.0,25.925925925925924,100.0,100.0,100.0,100.0,56.00000000000001,100.0,71.42857142857143,100.0,60.0,,85.71428571428571,100.0,100.0,82.35294117647058,92.85714285714286,88.23529411764706,100.0,100.0,33.33333333333333,100.0,100.0,54.54545454545454,,,48.0,75.0,100.0,57.14285714285714,62.5,100.0,85.71428571428571,100.0,53.333333333333336,100.0,75.0,95.45454545454545,,100.0,100.0,66.66666666666666,62.5,77.77777777777779,50.0,71.42857142857143,91.66666666666666,37.5,80.0,100.0,100.0,87.5,100.0,100.0,100.0,80.0,80.0,55.55555555555556,66.66666666666666,,100.0,100.0,71.42857142857143,,71.42857142857143,,100.0,50.0,62.5,,82.35294117647058,100.0,100.0,,85.71428571428571,83.33333333333334,,,83.33333333333334,87.5,100.0,,100.0,90.0,,100.0,100.0,78.37391213383637,3.4412322111080784,82.08866819455056,2.600005436091796
29.0,,100.0,,100.0,81.81818181818183,80.0,50.0,50.0,33.33333333333333,90.0,100.0,100.0,100.0,,55.55555555555556,80.0,60.0,80.0,57.14285714285714,100.0,100.0,66.66666666666666,,85.71428571428571,,,,,,,77.77777777777779,84.61538461538461,66.66666666666666,100.0,85.71428571428571,100.0,75.0,100.0,87.5,50.0,90.0,100.0,100.0,100.0,100.0,90.9090909090909,,100.0,72.72727272727273,100.0,75.0,63.1578947368421,100.0,100.0,100.0,100.0,93.93939393939394,50.0,100.0,,100.0,55.00000000000001,75.0,28.57142857142857,100.0,100.0,66.66666666666666,100.0,100.0,100.0,58.333333333333336,,100.0,100.0,100.0,,,45.45454545454545,76.92307692307693,50.0,90.9090909090909,100.0,88.88888888888889,88.88888888888889,,85.71428571428571,100.0,,100.0,69.23076923076923,90.9090909090909,,85.71428571428571,100.0,85.71428571428571,,88.88888888888889,80.0,100.0,86.66666666666667,,,,,,,,100.0,83.33333333333334,100.0,100.0,84.21052631578947,100.0,80.0,87.5,90.0,,100.0,88.88888888888889,100.0,77.77777777777779,,100.0,82.85714285714286,,100.0,,77.77777777777779,77.77777777777779,55.55555555555556,87.5,57.14285714285714,100.0,57.14285714285714,100.0,100.0,100.0,100.0,83.33576399811903,2.580661762703929,87.78300527494945,2.087974244327224
30.0,,100.0,,,100.0,100.0,50.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,,83.33333333333334,100.0,80.0,87.5,85.71428571428571,83.33333333333334,85.71428571428571,88.88888888888889,75.0,,,,,,,100.0,55.55555555555556,42.857142857142854,72.72727272727273,58.333333333333336,100.0,75.0,80.0,100.0,82.35294117647058,100.0,93.75,86.66666666666667,100.0,85.71428571428571,100.0,89.65517241379311,100.0,100.0,100.0,,0.0,,86.66666666666667,100.0,91.66666666666666,,57.14285714285714,100.0,100.0,100.0,0.0,86.66666666666667,100.0,72.72727272727273,100.0,100.0,94.11764705882352,88.88888888888889,100.0,100.0,72.72727272727273,100.0,81.81818181818183,100.0,,,26.666666666666668,100.0,83.33333333333334,100.0,100.0,100.0,85.71428571428571,100.0,90.9090909090909,100.0,100.0,90.9090909090909,100.0,66.66666666666666,,100.0,72.72727272727273,100.0,63.63636363636363,90.0,72.72727272727273,100.0,100.0,,,,,,,,87.5,81.81818181818183,90.0,50.0,88.88888888888889,43.24324324324324,83.33333333333334,85.71428571428571,50.0,,100.0,92.85714285714286,100.0,100.0,68.75,85.71428571428571,68.75,,90.0,77.77777777777779,81.81818181818183,,100.0,80.0,100.0,92.85714285714286,100.0,100.0,84.84848484848484,100.0,100.0,86.20643384907741,2.8515224126282623,86.69826753160088,2.2734515914025337
31.0,,100.0,,,88.88888888888889,100.0,90.9090909090909,100.0,76.92307692307693,14.285714285714285,100.0,66.66666666666666,75.0,57.89473684210527,100.0,28.57142857142857,100.0,66.66666666666666,100.0,100.0,62.5,55.55555555555556,77.77777777777779,55.55555555555556,,,,,,,100.0,100.0,100.0,93.75,88.88888888888889,80.0,84.0,67.64705882352942,100.0,95.45454545454545,90.9090909090909,93.75,29.411764705882355,66.66666666666666,100.0,100.0,85.71428571428571,100.0,,100.0,90.0,100.0,100.0,87.5,100.0,90.9090909090909,93.33333333333333,,80.0,100.0,71.42857142857143,,85.71428571428571,50.0,90.0,94.11764705882352,92.85714285714286,100.0,90.0,100.0,,100.0,100.0,,60.0,,,52.459016393442624,61.904761904761905,88.88888888888889,,100.0,100.0,65.38461538461539,100.0,93.75,90.9090909090909,100.0,100.0,100.0,78.26086956521739,,100.0,84.61538461538461,85.71428571428571,66.66666666666666,66.66666666666666,78.57142857142857,50.0,100.0,100.0,,,,,,,44.11764705882353,83.33333333333334,100.0,90.0,81.25,59.375,80.0,81.25,85.71428571428571,,100.0,78.57142857142857,44.44444444444444,65.21739130434783,83.33333333333334,100.0,85.71428571428571,,80.0,69.23076923076923,77.77777777777779,88.88888888888889,100.0,,75.0,66.66666666666666,75.0,94.73684210526315,86.36363636363636,100.0,81.81818181818183,84.64219881218388,2.630344225402033,82.67161486048897,2.2132300184778826
32.0,81.08108108108108,81.81818181818183,0.0,83.33333333333334,93.33333333333333,62.5,13.043478260869565,100.0,92.3076923076923,31.25,83.33333333333334,88.88888888888889,69.23076923076923,56.25,73.33333333333333,20.0,,92.85714285714286,100.0,38.46153846153847,60.0,79.41176470588235,50.0,55.88235294117647,,,,,,,57.89473684210527,63.1578947368421,57.14285714285714,70.0,58.82352941176471,26.31578947368421,72.3404255319149,63.888888888888886,28.735632183908045,76.19047619047619,66.66666666666666,78.78787878787878,81.25,80.76923076923077,92.5925925925926,71.42857142857143,86.36363636363636,92.5925925925926,92.3076923076923,73.68421052631578,100.0,78.57142857142857,50.0,88.23529411764706,88.88888888888889,92.3076923076923,100.0,,100.0,100.0,100.0,60.0,29.411764705882355,63.1578947368421,75.0,70.0,100.0,86.66666666666667,66.66666666666666,100.0,94.44444444444444,66.66666666666666,50.0,100.0,100.0,,,72.0,100.0,54.54545454545454,88.88888888888889,100.0,85.18518518518519,95.0,100.0,100.0,100.0,100.0,94.44444444444444,90.9090909090909,92.85714285714286,,100.0,8.0,48.148148148148145,52.94117647058824,100.0,54.166666666666664,67.85714285714286,77.77777777777779,,,,,,,,69.56521739130434,100.0,86.66666666666667,100.0,100.0,66.66666666666666,67.74193548387096,50.0,77.77777777777779,,27.27272727272727,69.6969696969697,82.35294117647058,72.22222222222221,71.42857142857143,92.5925925925926,76.0,,80.0,77.27272727272727,100.0,85.0,88.88888888888889,58.82352941176471,93.75,86.66666666666667,93.75,100.0,79.3103448275862,100.0,75.0,72.07302011794184,3.003171128141974,80.50607692473946,2.742886933990148
33.0,87.09677419354838,100.0,73.77049180327869,78.57142857142857,100.0,84.61538461538461,23.52941176470588,90.0,100.0,53.333333333333336,94.73684210526315,90.0,72.41379310344827,37.5,85.0,76.92307692307693,100.0,73.91304347826086,88.88888888888889,37.93103448275862,27.027027027027028,58.333333333333336,70.58823529411765,44.44444444444444,,,,,,,100.0,75.0,52.0,85.71428571428571,66.66666666666666,61.904761904761905,59.09090909090909,68.18181818181817,45.0,80.0,63.33333333333333,89.47368421052632,73.07692307692307,100.0,65.85365853658537,72.72727272727273,100.0,77.77777777777779,93.75,85.0,52.94117647058824,92.85714285714286,87.5,90.9090909090909,65.0,82.35294117647058,78.57142857142857,88.88888888888889,100.0,72.41379310344827,100.0,79.16666666666666,68.18181818181817,83.87096774193549,78.26086956521739,90.9090909090909,85.71428571428571,90.9090909090909,100.0,100.0,100.0,46.42857142857143,68.75,75.0,78.57142857142857,,,66.66666666666666,72.72727272727273,66.66666666666666,70.83333333333334,95.0,92.0,100.0,100.0,93.75,100.0,85.0,100.0,91.66666666666666,100.0,,20.689655172413794,14.814814814814813,67.64705882352942,41.02564102564102,20.588235294117645,60.60606060606061,100.0,54.83870967741935,6.122448979591836,,,,,,,56.52173913043478,61.29032258064516,77.27272727272727,82.6086956521739,74.19354838709677,51.85185185185185,73.91304347826086,87.5,100.0,,66.66666666666666,85.18518518518519,91.30434782608695,97.22222222222221,62.96296296296296,65.85365853658537,83.87096774193549,,70.83333333333334,95.23809523809523,100.0,81.81818181818183,61.53846153846154,95.0,100.0,100.0,100.0,100.0,86.79245283018868,83.33333333333334,87.5,77.71715209612802,2.362090359482153,76.24401835786828,3.116030279846554
34.0,100.0,88.23529411764706,65.68627450980392,81.48148148148148,83.33333333333334,66.66666666666666,19.230769230769234,55.55555555555556,86.36363636363636,39.130434782608695,90.9090909090909,63.63636363636363,78.94736842105263,26.190476190476193,80.95238095238095,31.25,80.0,65.51724137931035,59.25925925925925,53.333333333333336,26.666666666666668,81.81818181818183,54.54545454545454,27.27272727272727,,,,,,,69.23076923076923,56.75675675675676,69.04761904761905,91.66666666666666,61.53846153846154,73.68421052631578,55.88235294117647,54.6875,55.88235294117647,65.51724137931035,66.66666666666666,100.0,86.95652173913044,100.0,84.84848484848484,71.42857142857143,71.42857142857143,85.0,71.42857142857143,84.21052631578947,81.48148148148148,87.5,89.28571428571429,94.44444444444444,100.0,60.86956521739131,80.76923076923077,0.0,80.0,66.66666666666666,100.0,85.0,88.57142857142857,78.78787878787878,81.08108108108108,90.9090909090909,95.65217391304348,,90.0,100.0,60.0,57.14285714285714,93.75,100.0,57.14285714285714,,,68.29268292682927,86.66666666666667,73.33333333333333,75.0,100.0,100.0,100.0,89.47368421052632,100.0,95.83333333333334,80.95238095238095,86.95652173913044,85.71428571428571,91.66666666666666,,20.930232558139537,28.125,61.53846153846154,55.00000000000001,23.076923076923077,60.0,76.19047619047619,27.11864406779661,100.0,,,,,,,73.91304347826086,85.0,61.111111111111114,95.65217391304348,92.0,70.83333333333334,81.25,72.72727272727273,100.0,,80.0,80.76923076923077,90.0,88.46153846153845,64.70588235294117,84.84848484848484,75.75757575757575,,100.0,62.5,92.85714285714286,86.20689655172413,71.42857142857143,50.0,100.0,100.0,100.0,100.0,75.0,100.0,91.66666666666666,71.76347799120765,2.722870429788326,78.93917734852789,2.780746148438905
35.0,100.0,83.33333333333334,40.74074074074074,83.33333333333334,100.0,86.66666666666667,42.42424242424242,83.33333333333334,68.42105263157895,37.5,100.0,77.77777777777779,51.162790697674424,38.095238095238095,72.22222222222221,80.0,90.9090909090909,25.0,92.85714285714286,5.555555555555555,32.142857142857146,73.33333333333333,80.0,28.57142857142857,,,,,,,59.09090909090909,73.33333333333333,71.875,95.0,50.0,91.30434782608695,77.27272727272727,51.85185185185185,78.26086956521739,42.857142857142854,28.57142857142857,62.5,84.21052631578947,77.27272727272727,100.0,60.86956521739131,100.0,64.0,81.57894736842105,92.85714285714286,68.42105263157895,,63.63636363636363,82.35294117647058,100.0,82.6086956521739,82.6086956521739,100.0,100.0,93.33333333333333,100.0,75.0,83.33333333333334,56.41025641025641,70.83333333333334,68.18181818181817,92.3076923076923,100.0,92.5925925925926,100.0,90.9090909090909,69.23076923076923,68.75,73.52941176470588,62.96296296296296,,,62.16216216216216,54.54545454545454,61.111111111111114,68.42105263157895,84.61538461538461,96.0,44.44444444444444,100.0,100.0,100.0,80.0,94.11764705882352,73.33333333333333,95.65217391304348,,38.63636363636363,51.61290322580645,88.88888888888889,75.0,23.52941176470588,88.88888888888889,14.563106796116504,36.53846153846153,,,,,,,,85.71428571428571,92.0,78.57142857142857,100.0,91.66666666666666,64.28571428571429,81.81818181818183,73.07692307692307,66.66666666666666,,100.0,90.47619047619048,0.0,94.11764705882352,44.44444444444444,100.0,76.92307692307693,,90.0,60.0,100.0,82.6086956521739,90.9090909090909,80.95238095238095,87.5,83.33333333333334,87.5,100.0,91.30434782608695,84.61538461538461,75.0,73.7283727839989,2.8578668242859773,75.63669802734289,3.0689224302179707
36.0,100.0,100.0,43.859649122807014,100.0,75.0,75.0,46.875,100.0,93.33333333333333,33.33333333333333,92.5925925925926,100.0,75.0,33.33333333333333,92.3076923076923,61.53846153846154,75.0,78.48101265822784,69.23076923076923,88.23529411764706,81.25,20.689655172413794,75.0,90.0,,,,,,,94.73684210526315,47.61904761904761,80.95238095238095,87.5,88.88888888888889,56.86274509803921,58.333333333333336,40.0,33.33333333333333,29.72972972972973,62.5,56.25,68.0,87.5,83.33333333333334,59.09090909090909,93.75,12.121212121212121,100.0,78.57142857142857,85.71428571428571,100.0,57.14285714285714,90.9090909090909,75.0,57.57575757575758,100.0,66.66666666666666,76.92307692307693,100.0,88.88888888888889,50.0,65.625,78.57142857142857,62.5,66.66666666666666,75.86206896551724,80.0,18.181818181818183,100.0,100.0,60.0,74.07407407407408,76.47058823529412,32.69230769230769,,,42.857142857142854,85.71428571428571,50.0,85.71428571428571,100.0,66.66666666666666,85.71428571428571,,100.0,100.0,65.51724137931035,90.9090909090909,38.23529411764706,88.88888888888889,,77.77777777777779,45.45454545454545,28.57142857142857,90.0,35.13513513513514,10.714285714285714,39.130434782608695,33.33333333333333,,,,,,,,77.77777777777779,0.0,61.904761904761905,83.33333333333334,94.44444444444444,80.0,86.66666666666667,87.5,85.0,,100.0,100.0,90.47619047619048,77.77777777777779,70.37037037037037,83.33333333333334,90.9090909090909,,94.44444444444444,78.26086956521739,88.46153846153845,33.33333333333333,100.0,95.83333333333334,66.66666666666666,33.33333333333333,66.66666666666666,80.0,100.0,90.9090909090909,,72.5440141095933,2.86864186458792,71.71649276301447,3.5092887785478766
