TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,519.019,597.149,0,0
66.667,,519.274,593.734,0,0
133.334,,522.315,593.546,0,0
199.999,,521.586,594.861,0,0
266.669,,521.964,593.725,0,0
333.331,,520.956,591.823,0,0
399.997,,518.842,589.345,0,0
466.665,,520.177,586.273,0,0
533.331,,518.948,583.841,0,0
600.0,,517.045,578.694,0,0
666.669,,515.305,574.399,0,0
733.336,,514.585,575.079,0,0
799.999,,513.455,572.218,0,0
866.665,,511.187,568.594,0,0
933.334,,510.16,570.248,0,0
1000.0,,509.049,570.914,0,0
1066.664,,510.072,565.266,0,0
1133.33,,509.741,568.389,0,0
1199.996,,509.988,569.543,0,0
1266.667,,510.32,568.916,0,0
1333.335,,508.231,571.291,0,0
1400.002,,509.01,571.426,0,0
1466.664,,507.502,570.827,0,0
1533.33,,507.562,562.795,0,0
1599.998,,502.421,556.794,0,0
1666.664,,500.583,554.778,0,0
1733.335,,497.898,554.491,0,0
1799.996,,497.938,554.065,0,0
1866.668,,499.985,552.37,0,0
1933.33,,499.917,552.686,0,0
1999.999,,498.864,552.575,0,0
2066.665,,502.007,546.324,0,0
2133.333,,494.935,547.664,0,0
2200.0,,498.34,547.639,0,0
2266.666,,499.637,547.027,0,0
2333.334,,500.081,546.824,0,0
2399.999,,496.225,551.915,0,0
2466.666,,496.955,558.928,0,0
2533.33,,495.556,572.08,0,0
2600.001,,495.163,577.467,0,0
2666.666,,493.882,582.278,0,0
2733.331,,492.603,586.405,0,0
2800.002,,494.744,585.944,0,0
2866.663,,495.169,583.423,0,0
2933.336,,495.106,577.029,0,0
2999.999,,495.282,573.26,0,0
3066.669,,492.249,573.854,0,0
3133.334,,493.201,586.697,0,0
3199.998,,491.03,607.907,0,0
3266.666,,490.431,623.255,0,0
3333.329,,490.491,635.255,0,0
3399.998,,488.964,643.75,0,0
3466.666,,494.682,642.281,0,0
3533.33,,496.679,647.076,0,0
3599.999,,495.865,647.041,0,0
3666.668,,496.445,639.819,0,0
3733.335,,496.861,636.168,0,0
3799.999,,496.986,623.017,0,0
3866.663,,495.77,620.624,0,0
3933.331,,502.74,622.682,0,0
3999.996,,493.844,615.241,0,0
4066.665,,497.264,606.785,0,0
4133.334,,493.371,604.504,0,0
4200.002,,494.064,595.753,0,0
4266.666,,493.697,594.017,0,0
4333.334,,493.294,582.709,0,0
4399.996,,497.068,586.249,0,0
4466.664,,498.9,573.279,0,0
4533.332,,493.521,574.538,0,0
4600.0,,494.719,566.496,0,0
4666.666,,493.2,563.089,0,0
4733.332,,496.073,566.604,0,0
4800.0,,496.617,562.442,0,0
4866.663,,495.969,562.358,0,0
4933.333,,494.043,560.967,0,0
5000.002,,495.547,561.344,0,0
5066.663,,494.725,557.494,0,0
5133.335,,494.102,560.476,0,0
5199.997,,497.287,562.842,0,0
5266.664,,501.987,568.197,0,0
5333.332,,503.991,562.344,0,0
5399.998,,499.801,557.819,0,0
5466.669,,500.447,558.015,0,0
5533.33,,495.318,553.48,0,0
5600.0,,499.286,554.175,0,0
5666.667,,500.624,555.032,0,0
5733.33,,500.441,555.427,0,0
5799.998,,497.513,550.873,0,0
5866.668,,492.74,550.599,0,0
5933.33,,493.541,550.916,0,0
5999.997,,492.921,553.514,0,0
6066.663,,491.491,554.448,0,0
6133.334,,492.874,559.112,0,0
6199.997,,491.347,556.004,0,0
6266.665,,491.727,556.971,0,0
6333.332,,490.056,556.504,0,0
6399.996,,495.273,560.276,0,0
6466.665,,497.743,565.707,0,0
6533.33,,501.51,565.362,0,0
6600.001,,499.793,567.612,0,0
6666.665,,497.288,565.058,0,0
6733.334,,498.192,563.259,0,0
6799.996,,495.633,556.387,0,0
6866.664,,493.26,551.028,0,0
6933.333,,491.615,546.415,0,0
6999.999,,492.033,543.286,0,0
7066.668,,489.973,542.769,0,0
