TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,870.801,1016.866,0,0
66.664,,864.031,1026.982,0,0
133.333,,858.924,1028.806,0,0
200.002,,851.186,1021.721,0,0
266.666,,850.297,1010.655,0,0
333.335,,854.701,1005.163,0,0
399.999,,854.668,1007.896,0,0
466.669,,857.657,1004.43,0,0
533.335,,857.169,1001.542,0,0
600.002,,854.222,995.566,0,0
666.665,,843.329,982.185,0,0
733.332,,827.342,975.709,0,0
799.998,,826.436,977.988,0,0
866.669,,819.915,968.478,0,0
933.332,,818.027,974.326,0,0
999.998,,816.747,975.099,0,0
1066.67,,819.026,981.075,0,0
1133.332,,822.731,975.517,0,0
1199.999,,834.706,980.073,0,0
1266.666,,841.476,975.879,0,0
1333.331,,844.401,980.011,0,0
1399.998,,852.716,980.935,0,0
1466.669,,849.065,980.374,0,0
1533.335,,844.146,960.402,0,0
1600.002,,825.011,957.877,0,0
1666.667,,825.655,961.683,0,0
1733.33,,827.842,961.517,0,0
1799.997,,825.445,958.952,0,0
1866.664,,828.399,957.475,0,0
1933.333,,828.82,955.986,0,0
1999.997,,831.692,959.201,0,0
2066.667,,824.413,948.57,0,0
2133.332,,814.095,956.64,0,0
2200.0,,815.414,951.28,0,0
2266.664,,806.806,953.261,0,0
2333.333,,813.236,949.427,0,0
2400.003,,813.193,941.367,0,0
2466.668,,811.041,943.993,0,0
2533.334,,813.347,940.211,0,0
2600.002,,827.692,949.738,0,0
2666.669,,830.243,947.653,0,0
2733.332,,824.034,951.418,0,0
2800.001,,823.916,952.704,0,0
2866.664,,817.955,956.626,0,0
2933.335,,814.982,960.492,0,0
3000.001,,811.944,972.535,0,0
3066.667,,815.069,982.556,0,0
3133.331,,811.219,990.098,0,0
3200.001,,811.437,1003.609,0,0
3266.669,,816.652,1002.655,0,0
3333.336,,826.063,1001.331,0,0
3400.001,,845.251,991.975,0,0
3466.666,,842.538,982.253,0,0
3533.332,,845.378,979.319,0,0
3600.003,,873.085,985.541,0,0
3666.664,,856.574,953.919,0,0
3733.332,,850.546,948.102,0,0
3799.999,,847.001,940.693,0,0
3866.665,,837.653,939.323,0,0
3933.332,,837.03,943.096,0,0
4000.002,,834.955,939.711,0,0
4066.668,,835.177,938.507,0,0
4133.336,,829.751,936.33,0,0
4199.998,,823.115,919.561,0,0
4266.666,,808.408,905.846,0,0
4333.331,,797.901,894.99,0,0
4399.998,,790.858,892.509,0,0
4466.666,,785.405,897.391,0,0
4533.336,,790.619,902.354,0,0
4600.001,,789.567,906.844,0,0
4666.666,,785.682,895.1,0,0
4733.334,,781.459,899.168,0,0
4800.003,,785.198,915.208,0,0
4866.667,,781.191,908.773,0,0
4933.334,,774.856,916.922,0,0
4999.998,,769.855,940.007,0,0
5066.668,,769.155,949.025,0,0
5133.336,,770.181,941.941,0,0
5199.999,,776.953,931.754,0,0
5266.665,,766.31,910.653,0,0
5333.332,,765.551,900.843,0,0
5399.998,,755.681,904.534,0,0
5466.668,,758.692,921.488,0,0
5533.332,,755.515,926.331,0,0
5600.001,,753.358,923.774,0,0
5666.67,,756.447,937.493,0,0
5733.334,,770.575,933.751,0,0
5799.997,,761.19,932.892,0,0
5866.665,,761.472,926.17,0,0
5933.334,,758.351,925.963,0,0
6000.001,,757.073,916.91,0,0
6066.667,,754.126,909.914,0,0
6133.333,,753.002,907.405,0,0
6200.003,,750.471,910.901,0,0
6266.666,,752.045,914.454,0,0
6333.334,,750.087,907.031,0,0
6400.002,,752.697,909.088,0,0
6466.668,,757.221,901.37,0,0
6533.332,,758.331,907.737,0,0
6599.999,,766.128,909.513,0,0
6666.666,,769.784,906.126,0,0
6733.333,,764.879,896.218,0,0
6799.997,,764.105,887.527,0,0
6866.667,,766.984,884.126,0,0
6933.331,,762.01,883.298,0,0
7000.0,,761.056,880.707,0,0
7066.667,,759.042,886.739,0,0
7133.336,,759.68,903.043,0,0
7200.003,,763.474,905.821,0,0
7266.664,,762.179,911.146,0,0
7333.335,,771.431,908.375,0,0
7400.0,,773.485,911.654,0,0
7466.665,,775.283,907.434,0,0
7533.336,,785.921,913.87,0,0
7600.001,,795.135,925.183,0,0
7666.664,,807.929,927.46,0,0
7733.331,,810.518,935.814,0,0
7800.001,,809.334,920.546,0,0
7866.666,,782.46,910.029,0,0
7933.332,,775.124,905.87,0,0
7999.997,,765.453,903.452,0,0
8066.668,,765.467,911.532,0,0
8133.33,,765.262,915.85,0,0
8199.997,,769.269,917.195,0,0
8266.668,,769.348,918.683,0,0
8333.33,,772.732,917.442,0,0
8400.001,,772.701,917.62,0,0
8466.666,,772.347,913.717,0,0
8533.332,,773.824,905.651,0,0
8600.001,,773.409,908.028,0,0
8666.666,,775.509,909.455,0,0
