TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,577.427,551.638,0,0
66.669,,575.165,546.626,0,0
133.332,,569.864,545.697,0,0
200.002,,570.521,548.099,0,0
266.668,,571.478,551.392,0,0
333.335,,568.129,558.278,0,0
400.0,,569.637,565.242,0,0
466.669,,569.602,573.168,0,0
533.336,,568.511,573.996,0,0
600.003,,565.598,570.6,0,0
666.665,,564.2,572.292,0,0
733.331,,564.669,572.178,0,0
800.0,,563.721,569.82,0,0
866.664,,564.06,568.108,0,0
933.335,,564.895,566.966,0,0
1000.003,,563.502,567.303,0,0
1066.667,,561.833,572.598,0,0
1133.33,,561.551,576.149,0,0
1200.0,,561.729,575.132,0,0
1266.668,,562.542,571.906,0,0
1333.333,,561.727,567.448,0,0
1399.999,,561.694,561.764,0,0
1466.668,,560.926,555.512,0,0
1533.336,,559.6,550.001,0,0
1600.002,,559.871,546.65,0,0
1666.666,,559.7,542.3,0,0
1733.335,,559.161,539.405,0,0
1800.0,,558.664,535.552,0,0
1866.668,,558.721,533.538,0,0
1933.333,,558.736,532.728,0,0
1999.999,,558.319,534.004,0,0
2066.664,,559.121,539.901,0,0
2133.334,,557.877,543.013,0,0
2199.999,,557.826,541.366,0,0
2266.664,,556.817,542.885,0,0
2333.332,,556.228,546.335,0,0
2399.999,,555.743,546.289,0,0
2466.664,,555.551,550.985,0,0
2533.331,,555.693,554.776,0,0
2599.999,,555.519,557.55,0,0
2666.669,,555.312,555.864,0,0
2733.335,,554.961,552.584,0,0
2800.002,,554.534,556.453,0,0
2866.666,,554.261,554.554,0,0
2933.337,,554.763,549.696,0,0
3000.004,,554.75,545.985,0,0
3066.665,,554.207,544.978,0,0
3133.336,,554.177,541.5,0,0
3199.998,,554.159,539.185,0,0
3266.666,,553.769,542.205,0,0
3333.335,,553.825,539.958,0,0
3399.999,,553.273,538.244,0,0
3466.666,,553.389,538.884,0,0
3533.334,,553.554,539.501,0,0
3599.999,,553.333,537.58,0,0
3666.669,,553.285,534.06,0,0
3733.336,,553.136,533.666,0,0
3799.997,,552.591,536.564,0,0
3866.67,,552.405,534.804,0,0
3933.336,,552.046,533.813,0,0
4000.001,,551.137,534.509,0,0
4066.666,,551.406,531.721,0,0
4133.332,,551.458,534.401,0,0
4200.004,,551.376,536.741,0,0
4266.67,,551.065,542.589,0,0
4333.336,,550.721,547.256,0,0
4399.999,,551.369,554.829,0,0
4466.665,,551.871,557.825,0,0
4533.335,,552.464,557.257,0,0
4600.001,,551.714,552.69,0,0
4666.666,,551.143,545.261,0,0
4733.331,,548.432,540.025,0,0
4799.999,,549.775,541.178,0,0
4866.668,,550.495,538.042,0,0
4933.333,,550.418,541.857,0,0
4999.999,,550.203,548.385,0,0
5066.67,,550.287,547.131,0,0
5133.334,,550.671,542.742,0,0
5200.0,,551.116,538.457,0,0
5266.67,,550.645,535.597,0,0
5333.331,,550.178,533.918,0,0
5400.001,,549.467,538.254,0,0
5466.67,,549.404,539.342,0,0
5533.332,,549.292,536.924,0,0
5600.001,,549.17,533.821,0,0
5666.668,,548.437,530.412,0,0
5733.337,,548.582,531.264,0,0
5800.0,,548.513,529.627,0,0
5866.669,,548.135,531.408,0,0
5933.334,,548.738,533.047,0,0
6000.0,,548.619,538.563,0,0
6066.67,,548.146,552.175,0,0
6133.332,,547.784,557.633,0,0
6199.997,,547.474,555.145,0,0
6266.665,,547.53,553.959,0,0
6333.332,,547.823,552.801,0,0
6400.003,,547.58,555.153,0,0
6466.666,,547.884,556.672,0,0
6533.336,,547.162,555.245,0,0
6599.998,,546.995,556.875,0,0
6666.668,,547.261,553.982,0,0
6733.335,,547.525,548.529,0,0
6799.999,,547.199,542.49,0,0
6866.666,,546.622,536.609,0,0
6933.33,,545.611,532.771,0,0
7000.0,,545.758,529.815,0,0
7066.667,,546.03,526.336,0,0
7133.337,,545.832,523.485,0,0
7200.0,,545.77,522.293,0,0
7266.668,,545.77,520.961,0,0
7333.331,,545.36,522.466,0,0
7399.999,,545.295,525.876,0,0
7466.666,,545.38,530.638,0,0
7533.335,,545.191,535.121,0,0
7599.999,,545.249,539.506,0,0
7666.664,,544.7,544.085,0,0
7733.33,,544.872,546.491,0,0
7800.002,,545.103,544.599,0,0
7866.669,,544.837,542.788,0,0
7933.334,,544.847,543.702,0,0
8000.0,,544.585,546.558,0,0
8066.665,,544.01,552.46,0,0
8133.335,,544.188,556.86,0,0
8200.0,,544.075,554.204,0,0
8266.665,,545.25,548.967,0,0
8333.337,,544.398,543.89,0,0
8400.0,,544.277,540.132,0,0
8466.67,,544.351,535.393,0,0
8533.333,,544.51,532.81,0,0
8600.002,,543.823,532.167,0,0
8666.664,,542.923,532.314,0,0
8733.331,,543.54,532.872,0,0
8800.0,,543.138,531.811,0,0
8866.67,,543.254,534.816,0,0
8933.335,,543.146,534.983,0,0
9000.002,,543.159,534.562,0,0
9066.669,,543.077,535.166,0,0
9133.336,,542.592,533.275,0,0
9200.002,,542.447,537.661,0,0
9266.67,,542.685,536.226,0,0
9333.337,,542.708,537.39,0,0
9399.999,,542.666,542.655,0,0
9466.67,,542.474,544.057,0,0
9533.333,,542.259,545.135,0,0
9600.0,,542.214,544.776,0,0
9666.666,,542.697,543.723,0,0
9733.334,,543.473,539.219,0,0
9800.0,,542.542,533.086,0,0
9866.668,,541.592,529.243,0,0
9933.334,,540.985,524.494,0,0
10000.002,,540.946,520.571,0,0
10066.665,,540.528,517.083,0,0
10133.335,,540.796,516.01,0,0
10200.001,,541.296,519.29,0,0
10266.67,,540.849,521.056,0,0
10333.335,,541.161,524.513,0,0
10400.003,,540.855,527.909,0,0
10466.668,,540.857,531.09,0,0
10533.336,,541.118,535.075,0,0
10600.004,,540.627,539.375,0,0
10666.663,,540.209,540.372,0,0
10733.333,,540.266,538.41,0,0
10799.999,,540.429,537.403,0,0
10866.664,,540.452,534.188,0,0
10933.336,,540.517,530.937,0,0
11000.0,,540.086,527.251,0,0
11066.666,,539.89,525.038,0,0
11133.333,,539.779,529.803,0,0
11199.999,,539.358,535.901,0,0
11266.666,,539.277,540.462,0,0
11333.335,,538.906,539.679,0,0
11399.999,,538.563,536.061,0,0
11466.666,,538.583,532.821,0,0
11533.33,,538.556,529.194,0,0
11600.002,,538.762,525.651,0,0
11666.665,,539.255,526.938,0,0
11733.333,,538.969,529.064,0,0
11800.003,,538.6,528.437,0,0
11866.666,,538.732,527.699,0,0
11933.335,,538.889,525.339,0,0
11999.997,,538.556,523.213,0,0
12066.665,,539.371,522.503,0,0
12133.332,,539.289,521.863,0,0
12200.002,,538.952,521.555,0,0
12266.665,,538.534,521.793,0,0
12333.333,,538.499,521.232,0,0
12400.004,,539.397,519.123,0,0
12466.668,,539.107,517.265,0,0
12533.333,,538.502,517.42,0,0
12599.999,,538.685,519.761,0,0
12666.67,,538.157,523.288,0,0
12733.336,,537.925,525.571,0,0
12800.004,,538.12,528.035,0,0
12866.67,,538.05,532.711,0,0
12933.332,,538.058,532.323,0,0
12999.999,,537.957,528.789,0,0
13066.667,,537.504,527.298,0,0
13133.337,,537.703,527.939,0,0
13200.002,,537.828,527.187,0,0
13266.664,,538.401,523.971,0,0
13333.33,,538.692,520.715,0,0
13399.999,,538.09,519.992,0,0
13466.666,,538.024,520.271,0,0
13533.333,,538.22,519.335,0,0
