TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,474.024,504.355,0,0
66.669,,470.48,500.952,0,0
133.334,,468.425,498.575,0,0
199.999,,468.078,495.583,0,0
266.666,,466.504,492.639,0,0
333.334,,462.818,490.447,0,0
400.003,,460.89,488.672,0,0
466.667,,459.61,489.562,0,0
533.337,,459.501,489.882,0,0
600.004,,457.772,489.717,0,0
666.668,,456.264,489.756,0,0
733.337,,455.965,488.784,0,0
800.0,,455.515,487.906,0,0
866.671,,453.881,487.91,0,0
933.332,,453.329,488.706,0,0
1000.005,,453.023,488.393,0,0
1066.669,,453.301,489.503,0,0
1133.332,,452.782,491.869,0,0
1200.0,,452.252,493.224,0,0
1266.668,,452.197,494.663,0,0
1333.333,,451.261,495.169,0,0
1399.999,,450.005,496.298,0,0
1466.668,,450.509,496.366,0,0
1533.338,,451.126,495.318,0,0
1600.003,,450.65,494.736,0,0
1666.665,,450.849,493.83,0,0
1733.335,,450.415,493.681,0,0
1800.004,,450.673,493.014,0,0
1866.665,,450.697,492.383,0,0
1933.333,,450.607,491.335,0,0
2000.002,,450.417,489.832,0,0
2066.671,,450.673,488.382,0,0
2133.332,,450.75,486.773,0,0
2200.001,,450.764,484.902,0,0
2266.671,,449.571,482.695,0,0
2333.334,,448.219,480.372,0,0
2400.004,,447.276,478.825,0,0
2466.67,,447.246,478.533,0,0
2533.337,,446.344,477.574,0,0
2600.001,,445.091,477.078,0,0
2666.666,,443.652,476.178,0,0
2733.332,,443.916,476.368,0,0
2800.003,,442.755,475.064,0,0
2866.667,,442.099,475.068,0,0
2933.338,,441.678,474.363,0,0
2999.999,,442.033,473.795,0,0
3066.665,,441.151,473.974,0,0
3133.332,,442.562,473.204,0,0
3200.002,,441.221,472.757,0,0
3266.67,,441.278,471.766,0,0
3333.338,,440.392,470.932,0,0
3400.0,,440.304,470.964,0,0
3466.665,,440.704,472.189,0,0
3533.335,,441.159,476.66,0,0
3600.004,,439.742,478.191,0,0
3666.668,,438.521,477.624,0,0
3733.334,,438.68,477.418,0,0
3799.999,,437.675,477.731,0,0
3866.671,,441.071,479.721,0,0
3933.331,,441.999,480.635,0,0
4000.002,,444.174,481.883,0,0
4066.668,,444.416,481.241,0,0
4133.334,,443.709,482.96,0,0
4199.999,,443.632,485.936,0,0
4266.666,,444.032,488.192,0,0
4333.336,,443.585,490.282,0,0
4399.998,,442.861,492.603,0,0
4466.665,,444.04,496.029,0,0
4533.332,,444.156,501.416,0,0
4599.998,,443.868,503.055,0,0
4666.669,,443.495,503.422,0,0
4733.337,,443.289,504.076,0,0
4800.004,,443.856,504.367,0,0
4866.669,,443.782,503.651,0,0
4933.336,,444.052,502.353,0,0
5000.005,,443.262,499.744,0,0
5066.668,,442.286,497.505,0,0
5133.333,,442.513,499.236,0,0
5200.001,,443.111,501.081,0,0
5266.672,,443.431,502.373,0,0
5333.338,,443.399,501.769,0,0
5400.004,,443.149,500.901,0,0
5466.665,,443.936,500.222,0,0
5533.333,,443.015,501.301,0,0
5600.004,,442.972,500.548,0,0
5666.669,,441.839,499.606,0,0
5733.335,,441.732,499.849,0,0
5799.999,,442.453,500.17,0,0
5866.67,,443.731,500.641,0,0
5933.335,,443.69,499.892,0,0
6000.001,,443.636,499.379,0,0
