TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,913.879,1042.617,0,0
66.668,,905.111,1035.268,0,0
133.334,,897.702,1020.776,0,0
199.997,,893.871,1010.943,0,0
266.662,,889.386,996.894,0,0
333.334,,888.218,984.446,0,0
399.995,,884.569,974.664,0,0
466.665,,874.106,957.823,0,0
533.334,,859.557,956.444,0,0
599.996,,866.562,960.434,0,0
666.663,,867.587,955.787,0,0
733.328,,865.903,954.119,0,0
799.995,,864.217,949.902,0,0
866.667,,865.168,950.973,0,0
933.328,,860.202,953.846,0,0
999.996,,865.408,965.833,0,0
1066.666,,871.265,982.326,0,0
1133.332,,870.931,989.842,0,0
1199.995,,864.561,991.111,0,0
1266.661,,866.277,995.417,0,0
1333.332,,861.228,999.316,0,0
1400.0,,860.352,1005.298,0,0
1466.665,,863.766,1007.704,0,0
1533.332,,860.428,1002.859,0,0
1600.001,,855.788,996.486,0,0
1666.664,,854.738,990.465,0,0
1733.333,,852.084,986.694,0,0
1800.0,,850.543,985.997,0,0
1866.666,,851.673,986.567,0,0
1933.33,,855.78,989.736,0,0
1999.994,,855.868,989.24,0,0
2066.663,,852.276,985.638,0,0
2133.332,,851.881,976.451,0,0
2199.995,,849.844,969.705,0,0
2266.661,,846.978,960.68,0,0
2333.328,,847.999,960.226,0,0
2399.996,,852.418,958.876,0,0
2466.665,,850.923,952.303,0,0
2533.329,,852.16,957.389,0,0
2599.996,,848.707,951.793,0,0
2666.664,,847.299,950.173,0,0
2733.332,,847.6,957.019,0,0
2799.995,,849.661,968.642,0,0
2866.662,,851.013,983.985,0,0
2933.328,,845.761,994.807,0,0
2999.996,,845.61,1007.49,0,0
3066.666,,847.309,1018.393,0,0
3133.331,,848.937,1015.414,0,0
3200.0,,842.629,1019.26,0,0
3266.663,,843.784,1024.649,0,0
3333.331,,848.445,1026.374,0,0
3399.999,,846.064,1023.461,0,0
3466.663,,848.435,1018.738,0,0
3533.334,,851.714,1019.776,0,0
