TimeStamp,Name,State
270770.694,Input1,0
270866.684,Input1,1
704451.021,Input1,0
704961.607,Input1,1
844096.260,Input1,0
844192.555,Input1,1
1132102.688,Input1,0
1132614.592,Input1,1
1268856.482,Input1,0
1268952.482,Input1,1
1511752.906,Input1,0
1511864.783,Input1,1
2240283.351,Input1,0
2240779.576,Input1,1
2370571.601,Input1,0
2370666.967,Input1,1
2728304.310,Input1,0
2728816.307,Input1,1
2865143.948,Input1,0
2865239.318,Input1,1
3175217.749,Input1,0
3175329.745,Input1,1
3281670.960,Input1,0
3282182.553,Input1,1
3571812.822,Input1,0
3571908.821,Input1,1
3949471.769,Input1,0
3949982.267,Input1,1
4146022.320,Input1,0
4146118.324,Input1,1
