MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2/6/2021 7:33,1.2.5,ProRat2,1,3.78,1,1,Right,Left,3302,568,402,0,nan,0.23
2/6/2021 7:33,1.2.5,ProRat2,1,3.78,1,1,Left,Left,3303,568,402,0,nan,0.41
2/6/2021 7:33,1.2.5,ProRat2,1,3.78,2,1,Pellet,Left,3303,568,403,1,0.56,nan
2/6/2021 7:34,1.2.5,ProRat2,1,3.78,1,1,Right,Left,3303,569,403,1,nan,0.34
2/6/2021 7:34,1.2.5,ProRat2,1,3.78,1,1,Left,Left,3304,569,403,1,nan,0.22
2/6/2021 7:34,1.2.5,ProRat2,1,3.78,1,1,Pellet,Left,3304,569,404,2,0.63,nan
2/6/2021 7:36,1.2.5,ProRat2,1,3.78,1,2,Right,Left,3304,570,404,2,nan,0
2/6/2021 7:36,1.2.5,ProRat2,1,3.78,1,2,Left,Left,3305,570,404,2,nan,0.3
2/6/2021 7:37,1.2.5,ProRat2,1,3.78,1,2,Left,Left,3306,570,404,2,nan,0.33
2/6/2021 7:37,1.2.5,ProRat2,1,3.78,1,2,Pellet,Left,3306,570,405,3,0.75,nan
2/6/2021 7:38,1.2.5,ProRat2,1,3.78,1,2,Left,Left,3307,570,405,3,nan,0.1
2/6/2021 7:38,1.2.5,ProRat2,1,3.78,1,2,Left,Left,3308,570,405,3,nan,0.33
2/6/2021 7:38,1.2.5,ProRat2,1,3.78,3,2,Pellet,Left,3308,570,406,4,0.31,nan
2/6/2021 7:39,1.2.5,ProRat2,1,3.78,1,3,Left,Left,3309,570,406,4,nan,0
2/6/2021 7:39,1.2.5,ProRat2,1,3.78,1,3,Left,Left,3310,570,406,4,nan,0.25
2/6/2021 7:39,1.2.5,ProRat2,1,3.78,1,3,Left,Left,3311,570,406,4,nan,0
2/6/2021 7:39,1.2.5,ProRat2,1,3.78,1,3,Pellet,Left,3311,570,407,5,1.26,nan
2/6/2021 7:41,1.2.5,ProRat2,1,3.78,1,4,Left,Left,3312,570,407,5,nan,0.15
