Unnamed: 0,Unnamed: 0.1,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
11985,11985,2023-02-22 13:55:36,1.12.0,PRexp,4,4.02,,297,Left,Left,11419,215,352,40,,,0.19,2023-02-22 13:55:36
11986,11986,2023-02-22 13:55:37,1.12.0,PRexp,4,4.02,,297,Left,Left,11420,215,352,40,,,0.0,2023-02-22 13:55:37
11987,11987,2023-02-22 13:55:42,1.12.0,PRexp,4,4.02,,297,Left,Left,11421,215,352,40,,,1.01,2023-02-22 13:55:42
11988,11988,2023-02-22 13:55:44,1.12.0,PRexp,4,4.02,,297,Left,Left,11422,215,352,40,,,0.13,2023-02-22 13:55:44
11989,11989,2023-02-22 13:56:27,1.12.0,PRexp,4,4.02,,297,Left,Left,11423,215,352,40,,,0.04,2023-02-22 13:56:27
11990,11990,2023-02-22 13:57:06,1.12.0,PRexp,4,4.02,,297,Left,Left,11424,215,352,40,,,0.02,2023-02-22 13:57:06
11991,11991,2023-02-22 13:57:07,1.12.0,PRexp,4,4.02,,297,Left,Left,11425,215,352,40,,,0.04,2023-02-22 13:57:07
11992,11992,2023-02-22 13:57:22,1.12.0,PRexp,4,4.02,,297,Left,Left,11426,215,352,40,,,0.12,2023-02-22 13:57:22
11993,11993,2023-02-22 13:58:05,1.12.0,PRexp,4,4.02,,297,Left,Left,11427,215,352,40,,,0.0,2023-02-22 13:58:05
11994,11994,2023-02-22 14:01:58,1.12.0,PRexp,4,4.02,,297,Left,Left,11428,215,352,40,,,0.49,2023-02-22 14:01:58
11995,11995,2023-02-22 14:02:00,1.12.0,PRexp,4,4.02,,297,Left,Left,11429,215,352,40,,,0.06,2023-02-22 14:02:00
11996,11996,2023-02-22 14:02:02,1.12.0,PRexp,4,4.02,,297,Left,Left,11430,215,352,40,,,0.14,2023-02-22 14:02:02
11997,11997,2023-02-22 14:02:03,1.12.0,PRexp,4,4.02,,297,Left,Left,11431,215,352,40,,,0.09,2023-02-22 14:02:03
11998,11998,2023-02-22 14:02:25,1.12.0,PRexp,4,4.02,,297,Left,Left,11432,215,352,40,,,1.18,2023-02-22 14:02:25
11999,11999,2023-02-22 14:02:53,1.12.0,PRexp,4,4.02,,297,Left,Left,11433,215,352,40,,,0.02,2023-02-22 14:02:53
12000,12000,2023-02-22 14:02:54,1.12.0,PRexp,4,4.02,,297,Left,Left,11434,215,352,40,,,0.02,2023-02-22 14:02:54
12001,12001,2023-02-22 14:03:04,1.12.0,PRexp,4,4.02,,297,Left,Left,11435,215,352,40,,,0.04,2023-02-22 14:03:04
12002,12002,2023-02-22 14:03:10,1.12.0,PRexp,4,4.02,,297,Left,Left,11436,215,352,40,,,1.51,2023-02-22 14:03:10
12003,12003,2023-02-22 14:03:13,1.12.0,PRexp,4,4.02,,297,Left,Left,11437,215,352,40,,,2.15,2023-02-22 14:03:13
12004,12004,2023-02-22 14:03:18,1.12.0,PRexp,4,4.02,,297,Left,Left,11438,215,352,40,,,0.04,2023-02-22 14:03:18
12005,12005,2023-02-22 14:03:22,1.12.0,PRexp,4,4.02,,297,Left,Left,11439,215,352,40,,,1.15,2023-02-22 14:03:22
12006,12006,2023-02-22 14:03:26,1.12.0,PRexp,4,4.02,,297,Left,Left,11440,215,352,40,,,0.02,2023-02-22 14:03:26
12007,12007,2023-02-22 14:03:28,1.12.0,PRexp,4,4.02,,297,Left,Left,11441,215,352,40,,,0.08,2023-02-22 14:03:28
12008,12008,2023-02-22 14:03:31,1.12.0,PRexp,4,4.02,,297,Left,Left,11442,215,352,40,,,0.08,2023-02-22 14:03:31
12009,12009,2023-02-22 14:03:45,1.12.0,PRexp,4,4.02,,297,Left,Left,11443,215,352,40,,,0.25,2023-02-22 14:03:45
12010,12010,2023-02-22 14:03:51,1.12.0,PRexp,4,4.02,,297,Left,Left,11444,215,352,40,,,0.19,2023-02-22 14:03:51
12011,12011,2023-02-22 14:04:39,1.12.0,PRexp,4,4.02,,297,Left,Left,11445,215,352,40,,,1.11,2023-02-22 14:04:39
12012,12012,2023-02-22 14:04:43,1.12.0,PRexp,4,4.02,,297,Left,Left,11446,215,352,40,,,0.01,2023-02-22 14:04:43
12013,12013,2023-02-22 14:04:58,1.12.0,PRexp,4,4.02,,297,Left,Left,11447,215,352,40,,,0.17,2023-02-22 14:04:58
12014,12014,2023-02-22 14:05:02,1.12.0,PRexp,4,4.02,,297,Left,Left,11448,215,352,40,,,1.37,2023-02-22 14:05:02
12015,12015,2023-02-22 14:05:45,1.12.0,PRexp,4,4.02,,297,Left,Left,11449,215,352,40,,,0.35,2023-02-22 14:05:45
12016,12016,2023-02-22 14:05:46,1.12.0,PRexp,4,4.02,,297,Left,Left,11450,215,352,40,,,0.01,2023-02-22 14:05:46
12017,12017,2023-02-22 14:05:49,1.12.0,PRexp,4,4.02,,297,Left,Left,11451,215,352,40,,,0.1,2023-02-22 14:05:49
12018,12018,2023-02-22 14:05:50,1.12.0,PRexp,4,4.02,,297,Left,Left,11452,215,352,40,,,0.0,2023-02-22 14:05:50
12019,12019,2023-02-22 14:05:52,1.12.0,PRexp,4,4.02,,297,Left,Left,11453,215,352,40,,,0.59,2023-02-22 14:05:52
12020,12020,2023-02-22 14:05:53,1.12.0,PRexp,4,4.02,,297,Left,Left,11454,215,352,40,,,0.09,2023-02-22 14:05:53
12021,12021,2023-02-22 14:05:57,1.12.0,PRexp,4,4.02,,297,Left,Left,11455,215,352,40,,,1.06,2023-02-22 14:05:57
12022,12022,2023-02-22 14:06:00,1.12.0,PRexp,4,4.02,,297,Left,Left,11456,215,352,40,,,0.68,2023-02-22 14:06:00
12023,12023,2023-02-22 14:06:03,1.12.0,PRexp,4,4.02,,297,Left,Left,11457,215,352,40,,,0.67,2023-02-22 14:06:03
12024,12024,2023-02-22 14:06:05,1.12.0,PRexp,4,4.02,,297,Left,Left,11458,215,352,40,,,1.46,2023-02-22 14:06:05
12025,12025,2023-02-22 14:06:07,1.12.0,PRexp,4,4.02,,297,Left,Left,11459,215,352,40,,,0.17,2023-02-22 14:06:07
12026,12026,2023-02-22 14:06:10,1.12.0,PRexp,4,4.02,,297,Left,Left,11460,215,352,40,,,0.06,2023-02-22 14:06:10
12027,12027,2023-02-22 14:06:11,1.12.0,PRexp,4,4.02,,297,Left,Left,11461,215,352,40,,,0.0,2023-02-22 14:06:11
12028,12028,2023-02-22 14:06:17,1.12.0,PRexp,4,4.02,,297,Left,Left,11462,215,352,40,,,0.0,2023-02-22 14:06:17
12029,12029,2023-02-22 14:06:18,1.12.0,PRexp,4,4.02,,297,Left,Left,11463,215,352,40,,,0.0,2023-02-22 14:06:18
12030,12030,2023-02-22 14:06:20,1.12.0,PRexp,4,4.02,,297,Left,Left,11464,215,352,40,,,0.25,2023-02-22 14:06:20
12031,12031,2023-02-22 14:06:21,1.12.0,PRexp,4,4.02,,297,Left,Left,11465,215,352,40,,,0.07,2023-02-22 14:06:21
12032,12032,2023-02-22 14:16:13,1.12.0,PRexp,4,4.02,,297,Left,Left,11466,215,352,40,,,0.23,2023-02-22 14:16:13
12033,12033,2023-02-22 14:16:15,1.12.0,PRexp,4,4.02,,297,Left,Left,11467,215,352,40,,,0.61,2023-02-22 14:16:15
12034,12034,2023-02-22 14:16:17,1.12.0,PRexp,4,4.02,,297,Left,Left,11468,215,352,40,,,0.18,2023-02-22 14:16:17
12035,12035,2023-02-22 14:16:19,1.12.0,PRexp,4,4.02,,297,Left,Left,11469,215,352,40,,,0.92,2023-02-22 14:16:19
12036,12036,2023-02-22 14:16:21,1.12.0,PRexp,4,4.02,,297,Left,Left,11470,215,352,40,,,0.35,2023-02-22 14:16:21
12037,12037,2023-02-22 14:16:23,1.12.0,PRexp,4,4.02,,297,Left,Left,11471,215,352,40,,,0.71,2023-02-22 14:16:23
12038,12038,2023-02-22 14:16:25,1.12.0,PRexp,4,4.02,,297,Left,Left,11472,215,352,40,,,0.04,2023-02-22 14:16:25
12039,12039,2023-02-22 14:16:31,1.12.0,PRexp,4,4.02,,297,Left,Left,11473,215,352,40,,,0.56,2023-02-22 14:16:31
12040,12040,2023-02-22 14:16:33,1.12.0,PRexp,4,4.01,,297,Left,Left,11474,215,352,40,,,0.03,2023-02-22 14:16:33
12041,12041,2023-02-22 14:16:35,1.12.0,PRexp,4,4.02,,297,Left,Left,11475,215,352,40,,,0.02,2023-02-22 14:16:35
12042,12042,2023-02-22 14:19:29,1.12.0,PRexp,4,4.02,,297,Left,Left,11476,215,352,40,,,0.91,2023-02-22 14:19:29
12043,12043,2023-02-22 14:19:32,1.12.0,PRexp,4,4.02,,297,Left,Left,11477,215,352,40,,,0.08,2023-02-22 14:19:32
12044,12044,2023-02-22 14:19:34,1.12.0,PRexp,4,4.02,,297,Left,Left,11478,215,352,40,,,1.2,2023-02-22 14:19:34
12045,12045,2023-02-22 14:19:36,1.12.0,PRexp,4,4.02,,297,Left,Left,11479,215,352,40,,,0.06,2023-02-22 14:19:36
12046,12046,2023-02-22 14:19:40,1.12.0,PRexp,4,4.02,,297,Left,Left,11480,215,352,40,,,0.89,2023-02-22 14:19:40
12047,12047,2023-02-22 14:19:47,1.12.0,PRexp,4,4.02,,297,Left,Left,11481,215,352,40,,,0.07,2023-02-22 14:19:47
12048,12048,2023-02-22 14:19:49,1.12.0,PRexp,4,4.02,,297,Left,Left,11482,215,352,40,,,0.07,2023-02-22 14:19:49
12049,12049,2023-02-22 14:19:58,1.12.0,PRexp,4,4.02,,297,Left,Left,11483,215,352,40,,,0.32,2023-02-22 14:19:58
12050,12050,2023-02-22 14:19:59,1.12.0,PRexp,4,4.02,,297,Left,Left,11484,215,352,40,,,0.04,2023-02-22 14:19:59
12051,12051,2023-02-22 14:20:00,1.12.0,PRexp,4,4.02,,297,Left,Left,11485,215,352,40,,,0.0,2023-02-22 14:20:00
12052,12052,2023-02-22 14:20:05,1.12.0,PRexp,4,4.02,,297,Left,Left,11486,215,352,40,,,1.03,2023-02-22 14:20:05
12053,12053,2023-02-22 14:36:39,1.12.0,PRexp,4,4.02,,297,Left,Left,11487,215,352,40,,,0.33,2023-02-22 14:36:39
12054,12054,2023-02-22 14:36:41,1.12.0,PRexp,4,4.02,,297,Left,Left,11488,215,352,40,,,1.25,2023-02-22 14:36:41
12055,12055,2023-02-22 14:36:42,1.12.0,PRexp,4,4.02,,297,Left,Left,11489,215,352,40,,,0.04,2023-02-22 14:36:42
12056,12056,2023-02-22 14:36:44,1.12.0,PRexp,4,4.02,,297,Left,Left,11490,215,352,40,,,1.2,2023-02-22 14:36:44
12057,12057,2023-02-22 14:36:47,1.12.0,PRexp,4,4.02,,297,Left,Left,11491,215,352,40,,,0.1,2023-02-22 14:36:47
12058,12058,2023-02-22 14:36:49,1.12.0,PRexp,4,4.02,,297,Left,Left,11492,215,352,40,,,0.66,2023-02-22 14:36:49
12059,12059,2023-02-22 14:36:52,1.12.0,PRexp,4,4.02,,297,Left,Left,11493,215,352,40,,,0.97,2023-02-22 14:36:52
12060,12060,2023-02-22 14:36:53,1.12.0,PRexp,4,4.02,,297,Left,Left,11494,215,352,40,,,0.47,2023-02-22 14:36:53
12061,12061,2023-02-22 14:36:55,1.12.0,PRexp,4,4.02,,297,Left,Left,11495,215,352,40,,,0.0,2023-02-22 14:36:55
12062,12062,2023-02-22 14:36:58,1.12.0,PRexp,4,4.02,,297,Left,Left,11496,215,352,40,,,0.63,2023-02-22 14:36:58
12063,12063,2023-02-22 14:37:09,1.12.0,PRexp,4,4.02,,297,Left,Left,11497,215,352,40,,,0.17,2023-02-22 14:37:09
12064,12064,2023-02-22 14:37:34,1.12.0,PRexp,4,4.02,,297,Left,Left,11498,215,352,40,,,0.11,2023-02-22 14:37:34
12065,12065,2023-02-22 14:41:30,1.12.0,PRexp,4,4.02,,297,Left,Left,11499,215,352,40,,,0.06,2023-02-22 14:41:30
12066,12066,2023-02-22 14:41:31,1.12.0,PRexp,4,4.02,,297,Left,Left,11500,215,352,40,,,0.0,2023-02-22 14:41:31
12067,12067,2023-02-22 14:41:32,1.12.0,PRexp,4,4.02,,297,Left,Left,11501,215,352,40,,,0.14,2023-02-22 14:41:32
12068,12068,2023-02-22 14:41:35,1.12.0,PRexp,4,4.02,,297,Left,Left,11502,215,352,40,,,1.3,2023-02-22 14:41:35
12069,12069,2023-02-22 14:41:38,1.12.0,PRexp,4,4.02,,297,Left,Left,11503,215,352,40,,,2.75,2023-02-22 14:41:38
12070,12070,2023-02-22 14:41:40,1.12.0,PRexp,4,4.03,,297,Left,Left,11504,215,352,40,,,0.42,2023-02-22 14:41:40
12071,12071,2023-02-22 14:41:46,1.12.0,PRexp,4,4.02,,297,Left,Left,11505,215,352,40,,,2.18,2023-02-22 14:41:46
12072,12072,2023-02-22 14:41:50,1.12.0,PRexp,4,4.02,,297,Left,Left,11506,215,352,40,,,2.41,2023-02-22 14:41:50
12073,12073,2023-02-22 14:41:51,1.12.0,PRexp,4,4.02,,297,Left,Left,11507,215,352,40,,,0.32,2023-02-22 14:41:51
12074,12074,2023-02-22 14:41:54,1.12.0,PRexp,4,4.02,,297,Left,Left,11508,215,352,40,,,0.58,2023-02-22 14:41:54
12075,12075,2023-02-22 14:41:55,1.12.0,PRexp,4,4.02,,297,Left,Left,11509,215,352,40,,,0.22,2023-02-22 14:41:55
12076,12076,2023-02-22 14:41:57,1.12.0,PRexp,4,4.02,,297,Left,Left,11510,215,352,40,,,0.04,2023-02-22 14:41:57
12077,12077,2023-02-22 14:41:58,1.12.0,PRexp,4,4.02,,297,Left,Left,11511,215,352,40,,,0.0,2023-02-22 14:41:58
12078,12078,2023-02-22 14:42:03,1.12.0,PRexp,4,4.02,,297,Left,Left,11512,215,352,40,,,1.97,2023-02-22 14:42:03
12079,12079,2023-02-22 14:42:10,1.12.0,PRexp,4,4.02,,297,Left,Left,11513,215,352,40,,,0.38,2023-02-22 14:42:10
12080,12080,2023-02-22 14:42:13,1.12.0,PRexp,4,4.02,,297,Left,Left,11514,215,352,40,,,0.38,2023-02-22 14:42:13
12081,12081,2023-02-22 14:42:19,1.12.0,PRexp,4,4.02,,297,Left,Left,11515,215,352,40,,,1.02,2023-02-22 14:42:19
12082,12082,2023-02-22 14:42:31,1.12.0,PRexp,4,4.02,,297,Left,Left,11516,215,352,40,,,0.0,2023-02-22 14:42:31
12083,12083,2023-02-22 14:42:42,1.12.0,PRexp,4,4.02,,297,Left,Left,11517,215,352,40,,,0.33,2023-02-22 14:42:42
12084,12084,2023-02-22 14:42:45,1.12.0,PRexp,4,4.02,,297,Left,Left,11518,215,352,40,,,0.36,2023-02-22 14:42:45
12085,12085,2023-02-22 14:43:00,1.12.0,PRexp,4,4.02,,297,Left,Left,11519,215,352,40,,,0.89,2023-02-22 14:43:00
12086,12086,2023-02-22 14:43:02,1.12.0,PRexp,4,4.02,,297,Left,Left,11520,215,352,40,,,0.5,2023-02-22 14:43:02
12087,12087,2023-02-22 14:43:11,1.12.0,PRexp,4,4.02,,297,Left,Left,11521,215,352,40,,,0.11,2023-02-22 14:43:11
12088,12088,2023-02-22 14:52:51,1.12.0,PRexp,4,4.02,,297,Left,Left,11522,215,352,40,,,0.89,2023-02-22 14:52:51
12089,12089,2023-02-22 14:52:52,1.12.0,PRexp,4,4.02,2.0,297,Pellet,Left,11522,215,353,41,0.41,7564.0,,2023-02-22 14:52:52
12090,12090,2023-02-22 14:54:45,1.12.0,PRexp,4,4.02,,328,Left,Left,11523,215,353,41,,,0.1,2023-02-22 14:54:45
12091,12091,2023-02-22 14:54:59,1.12.0,PRexp,4,4.02,,328,Left,Left,11524,215,353,41,,,0.77,2023-02-22 14:54:59
12092,12092,2023-02-22 14:55:02,1.12.0,PRexp,4,4.02,,328,Left,Left,11525,215,353,41,,,0.05,2023-02-22 14:55:02
12093,12093,2023-02-22 14:56:02,1.12.0,PRexp,4,4.02,,328,Left,Left,11526,215,353,41,,,0.11,2023-02-22 14:56:02
12094,12094,2023-02-22 14:56:03,1.12.0,PRexp,4,4.02,,328,Left,Left,11527,215,353,41,,,0.03,2023-02-22 14:56:03
12095,12095,2023-02-22 14:56:06,1.12.0,PRexp,4,4.02,,328,Left,Left,11528,215,353,41,,,1.25,2023-02-22 14:56:06
12096,12096,2023-02-22 14:56:07,1.12.0,PRexp,4,4.02,,328,Left,Left,11529,215,353,41,,,0.0,2023-02-22 14:56:07
12097,12097,2023-02-22 14:56:10,1.12.0,PRexp,4,4.02,,328,Left,Left,11530,215,353,41,,,0.81,2023-02-22 14:56:10
12098,12098,2023-02-22 14:56:14,1.12.0,PRexp,4,4.02,,328,Left,Left,11531,215,353,41,,,0.81,2023-02-22 14:56:14
12099,12099,2023-02-22 14:56:15,1.12.0,PRexp,4,4.02,,328,Left,Left,11532,215,353,41,,,0.04,2023-02-22 14:56:15
12100,12100,2023-02-22 14:56:16,1.12.0,PRexp,4,4.02,,328,Left,Left,11533,215,353,41,,,0.0,2023-02-22 14:56:16
12101,12101,2023-02-22 14:56:18,1.12.0,PRexp,4,4.02,,328,Left,Left,11534,215,353,41,,,0.96,2023-02-22 14:56:18
12102,12102,2023-02-22 14:56:23,1.12.0,PRexp,4,4.02,,328,Left,Left,11535,215,353,41,,,0.09,2023-02-22 14:56:23
12103,12103,2023-02-22 14:56:24,1.12.0,PRexp,4,4.02,,328,Left,Left,11536,215,353,41,,,0.04,2023-02-22 14:56:24
12104,12104,2023-02-22 14:56:27,1.12.0,PRexp,4,4.01,,328,Left,Left,11537,215,353,41,,,0.1,2023-02-22 14:56:27
12105,12105,2023-02-22 14:56:30,1.12.0,PRexp,4,4.02,,328,Left,Left,11538,215,353,41,,,1.45,2023-02-22 14:56:30
12106,12106,2023-02-22 14:56:46,1.12.0,PRexp,4,4.02,,328,Left,Left,11539,215,353,41,,,0.02,2023-02-22 14:56:46
12107,12107,2023-02-22 14:57:15,1.12.0,PRexp,4,4.02,,328,Left,Left,11540,215,353,41,,,0.07,2023-02-22 14:57:15
12108,12108,2023-02-22 14:57:17,1.12.0,PRexp,4,4.02,,328,Left,Left,11541,215,353,41,,,1.11,2023-02-22 14:57:17
12109,12109,2023-02-22 14:57:19,1.12.0,PRexp,4,4.02,,328,Left,Left,11542,215,353,41,,,1.39,2023-02-22 14:57:19
12110,12110,2023-02-22 14:57:54,1.12.0,PRexp,4,4.02,,328,Left,Left,11543,215,353,41,,,0.04,2023-02-22 14:57:54
12111,12111,2023-02-22 14:57:59,1.12.0,PRexp,4,4.02,,328,Left,Left,11544,215,353,41,,,0.07,2023-02-22 14:57:59
12112,12112,2023-02-22 14:58:09,1.12.0,PRexp,4,4.02,,328,Left,Left,11545,215,353,41,,,0.14,2023-02-22 14:58:09
12113,12113,2023-02-22 14:58:11,1.12.0,PRexp,4,4.02,,328,Left,Left,11546,215,353,41,,,0.37,2023-02-22 14:58:11
12114,12114,2023-02-22 14:58:13,1.12.0,PRexp,4,4.02,,328,Left,Left,11547,215,353,41,,,0.17,2023-02-22 14:58:13
12115,12115,2023-02-22 14:58:22,1.12.0,PRexp,4,4.02,,328,Left,Left,11548,215,353,41,,,0.09,2023-02-22 14:58:22
12116,12116,2023-02-22 14:58:27,1.12.0,PRexp,4,4.02,,328,Left,Left,11549,215,353,41,,,0.76,2023-02-22 14:58:27
12117,12117,2023-02-22 14:58:29,1.12.0,PRexp,4,4.02,,328,Left,Left,11550,215,353,41,,,0.0,2023-02-22 14:58:29
12118,12118,2023-02-22 14:58:34,1.12.0,PRexp,4,4.02,,328,Left,Left,11551,215,353,41,,,0.33,2023-02-22 14:58:34
12119,12119,2023-02-22 14:58:37,1.12.0,PRexp,4,4.02,,328,Left,Left,11552,215,353,41,,,0.67,2023-02-22 14:58:37
12120,12120,2023-02-22 14:58:44,1.12.0,PRexp,4,4.02,,328,Left,Left,11553,215,353,41,,,1.71,2023-02-22 14:58:44
12121,12121,2023-02-22 14:58:50,1.12.0,PRexp,4,4.01,,328,Left,Left,11554,215,353,41,,,0.12,2023-02-22 14:58:50
12122,12122,2023-02-22 14:58:51,1.12.0,PRexp,4,4.02,,328,Left,Left,11555,215,353,41,,,0.02,2023-02-22 14:58:51
12123,12123,2023-02-22 14:58:52,1.12.0,PRexp,4,4.02,,328,Left,Left,11556,215,353,41,,,0.05,2023-02-22 14:58:52
12124,12124,2023-02-22 14:59:04,1.12.0,PRexp,4,4.02,,328,Right,Left,11556,216,353,41,,,0.18,2023-02-22 14:59:04
12125,12125,2023-02-22 14:59:16,1.12.0,PRexp,4,4.02,,328,Left,Left,11557,216,353,41,,,0.44,2023-02-22 14:59:16
12126,12126,2023-02-22 14:59:18,1.12.0,PRexp,4,4.02,,328,Left,Left,11558,216,353,41,,,0.02,2023-02-22 14:59:18
12127,12127,2023-02-22 14:59:21,1.12.0,PRexp,4,4.02,,328,Left,Left,11559,216,353,41,,,0.67,2023-02-22 14:59:21
12128,12128,2023-02-22 14:59:22,1.12.0,PRexp,4,4.02,,328,Left,Left,11560,216,353,41,,,0.28,2023-02-22 14:59:22
12129,12129,2023-02-22 14:59:30,1.12.0,PRexp,4,4.02,,328,Left,Left,11561,216,353,41,,,0.35,2023-02-22 14:59:30
12130,12130,2023-02-22 14:59:32,1.12.0,PRexp,4,4.02,,328,Left,Left,11562,216,353,41,,,0.07,2023-02-22 14:59:32
12131,12131,2023-02-22 14:59:33,1.12.0,PRexp,4,4.02,,328,Left,Left,11563,216,353,41,,,0.12,2023-02-22 14:59:33
12132,12132,2023-02-22 14:59:34,1.12.0,PRexp,4,4.02,,328,Left,Left,11564,216,353,41,,,0.49,2023-02-22 14:59:34
12133,12133,2023-02-22 14:59:36,1.12.0,PRexp,4,4.01,,328,Left,Left,11565,216,353,41,,,0.26,2023-02-22 14:59:36
12134,12134,2023-02-22 14:59:38,1.12.0,PRexp,4,4.02,,328,Left,Left,11566,216,353,41,,,0.65,2023-02-22 14:59:38
12135,12135,2023-02-22 14:59:39,1.12.0,PRexp,4,4.02,,328,Left,Left,11567,216,353,41,,,0.03,2023-02-22 14:59:39
12136,12136,2023-02-22 14:59:40,1.12.0,PRexp,4,4.02,,328,Left,Left,11568,216,353,41,,,0.0,2023-02-22 14:59:40
12137,12137,2023-02-22 14:59:44,1.12.0,PRexp,4,4.02,,328,Left,Left,11569,216,353,41,,,0.02,2023-02-22 14:59:44
12138,12138,2023-02-22 15:00:00,1.12.0,PRexp,4,4.02,,328,Left,Left,11570,216,353,41,,,0.04,2023-02-22 15:00:00
12139,12139,2023-02-22 15:00:01,1.12.0,PRexp,4,4.02,,328,Left,Left,11571,216,353,41,,,0.0,2023-02-22 15:00:01
12140,12140,2023-02-22 15:00:02,1.12.0,PRexp,4,4.02,,328,Left,Left,11572,216,353,41,,,0.03,2023-02-22 15:00:02
12141,12141,2023-02-22 15:00:04,1.12.0,PRexp,4,4.02,,328,Left,Left,11573,216,353,41,,,0.19,2023-02-22 15:00:04
12142,12142,2023-02-22 15:00:05,1.12.0,PRexp,4,4.02,,328,Left,Left,11574,216,353,41,,,0.13,2023-02-22 15:00:05
12143,12143,2023-02-22 15:00:07,1.12.0,PRexp,4,4.02,,328,Left,Left,11575,216,353,41,,,0.35,2023-02-22 15:00:07
12144,12144,2023-02-22 15:00:08,1.12.0,PRexp,4,4.02,,328,Left,Left,11576,216,353,41,,,0.31,2023-02-22 15:00:08
12145,12145,2023-02-22 15:00:10,1.12.0,PRexp,4,4.02,,328,Left,Left,11577,216,353,41,,,0.1,2023-02-22 15:00:10
12146,12146,2023-02-22 15:00:11,1.12.0,PRexp,4,4.02,,328,Left,Left,11578,216,353,41,,,0.0,2023-02-22 15:00:11
12147,12147,2023-02-22 15:00:13,1.12.0,PRexp,4,4.02,,328,Left,Left,11579,216,353,41,,,0.15,2023-02-22 15:00:13
12148,12148,2023-02-22 15:00:22,1.12.0,PRexp,4,4.02,,328,Left,Left,11580,216,353,41,,,0.41,2023-02-22 15:00:22
12149,12149,2023-02-22 15:03:24,1.12.0,PRexp,4,4.02,,328,Left,Left,11581,216,353,41,,,0.15,2023-02-22 15:03:24
12150,12150,2023-02-22 15:06:07,1.12.0,PRexp,4,4.02,,328,Left,Left,11582,216,353,41,,,0.05,2023-02-22 15:06:07
12151,12151,2023-02-22 15:06:08,1.12.0,PRexp,4,4.02,,328,Left,Left,11583,216,353,41,,,0.18,2023-02-22 15:06:08
12152,12152,2023-02-22 15:06:12,1.12.0,PRexp,4,4.02,,328,Left,Left,11584,216,353,41,,,1.43,2023-02-22 15:06:12
12153,12153,2023-02-22 15:06:13,1.12.0,PRexp,4,4.02,,328,Left,Left,11585,216,353,41,,,0.06,2023-02-22 15:06:13
12154,12154,2023-02-22 15:06:15,1.12.0,PRexp,4,4.02,,328,Left,Left,11586,216,353,41,,,0.53,2023-02-22 15:06:15
12155,12155,2023-02-22 15:06:17,1.12.0,PRexp,4,4.02,,328,Left,Left,11587,216,353,41,,,0.18,2023-02-22 15:06:17
12156,12156,2023-02-22 15:06:22,1.12.0,PRexp,4,4.02,,328,Left,Left,11588,216,353,41,,,0.0,2023-02-22 15:06:22
12157,12157,2023-02-22 15:06:43,1.12.0,PRexp,4,4.02,,328,Left,Left,11589,216,353,41,,,0.04,2023-02-22 15:06:43
12158,12158,2023-02-22 15:06:48,1.12.0,PRexp,4,4.02,,328,Left,Left,11590,216,353,41,,,0.05,2023-02-22 15:06:48
12159,12159,2023-02-22 15:07:15,1.12.0,PRexp,4,4.02,,328,Left,Left,11591,216,353,41,,,0.08,2023-02-22 15:07:15
12160,12160,2023-02-22 15:07:17,1.12.0,PRexp,4,4.02,,328,Left,Left,11592,216,353,41,,,0.55,2023-02-22 15:07:17
12161,12161,2023-02-22 15:07:18,1.12.0,PRexp,4,4.02,,328,Left,Left,11593,216,353,41,,,0.18,2023-02-22 15:07:18
12162,12162,2023-02-22 15:07:20,1.12.0,PRexp,4,4.02,,328,Left,Left,11594,216,353,41,,,0.38,2023-02-22 15:07:20
12163,12163,2023-02-22 15:07:21,1.12.0,PRexp,4,4.02,,328,Left,Left,11595,216,353,41,,,0.0,2023-02-22 15:07:21
12164,12164,2023-02-22 15:07:22,1.12.0,PRexp,4,4.02,,328,Left,Left,11596,216,353,41,,,0.39,2023-02-22 15:07:22
12165,12165,2023-02-22 15:07:48,1.12.0,PRexp,4,4.02,,328,Left,Left,11597,216,353,41,,,0.1,2023-02-22 15:07:48
12166,12166,2023-02-22 15:08:17,1.12.0,PRexp,4,4.02,,328,Right,Left,11597,217,353,41,,,0.31,2023-02-22 15:08:17
12167,12167,2023-02-22 15:08:45,1.12.0,PRexp,4,4.02,,328,Left,Left,11598,217,353,41,,,0.2,2023-02-22 15:08:45
12168,12168,2023-02-22 15:08:48,1.12.0,PRexp,4,4.02,,328,Left,Left,11599,217,353,41,,,0.51,2023-02-22 15:08:48
12169,12169,2023-02-22 15:08:49,1.12.0,PRexp,4,4.02,,328,Left,Left,11600,217,353,41,,,0.03,2023-02-22 15:08:49
12170,12170,2023-02-22 15:08:52,1.12.0,PRexp,4,4.02,,328,Left,Left,11601,217,353,41,,,0.65,2023-02-22 15:08:52
12171,12171,2023-02-22 15:08:58,1.12.0,PRexp,4,4.02,,328,Left,Left,11602,217,353,41,,,0.54,2023-02-22 15:08:58
12172,12172,2023-02-22 15:08:59,1.12.0,PRexp,4,4.02,,328,Left,Left,11603,217,353,41,,,0.16,2023-02-22 15:08:59
12173,12173,2023-02-22 15:09:02,1.12.0,PRexp,4,4.02,,328,Left,Left,11604,217,353,41,,,0.57,2023-02-22 15:09:02
