MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time,UnixTime,TimeDiff,ElapseTime,hours,mins
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Left,Left,14006,507,710,24,nan,0.43,###############################################################################################################################################################################################################################################################,60,445860,123,
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Left,Left,14007,507,710,24,nan,0.17,###############################################################################################################################################################################################################################################################,0,445860,123,
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Left,Left,14008,507,710,24,nan,0.68,###############################################################################################################################################################################################################################################################,0,445860,123,
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Left,Left,14009,507,710,24,nan,0,###############################################################################################################################################################################################################################################################,0,445860,123,
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Left,Left,14010,507,710,24,nan,0,###############################################################################################################################################################################################################################################################,0,445860,123,
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Left,Left,14011,507,710,24,nan,0,###############################################################################################################################################################################################################################################################,0,445860,123,
2/15/2021 20:35,1.2.5,ProRat,1,3.71,1,56,Pellet,Left,14011,507,711,25,0.19,nan,###############################################################################################################################################################################################################################################################,0,445860,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14012,507,711,25,nan,0.17,###############################################################################################################################################################################################################################################################,120,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14013,507,711,25,nan,0.12,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14014,507,711,25,nan,0.21,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14015,507,711,25,nan,0.25,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14016,507,711,25,nan,0.5,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14017,507,711,25,nan,0.08,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14018,507,711,25,nan,0.16,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14019,507,711,25,nan,0.13,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14020,507,711,25,nan,0.05,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:37,1.2.5,ProRat,1,3.71,1,62,Left,Left,14021,507,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,445980,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14022,507,711,25,nan,0.13,###############################################################################################################################################################################################################################################################,60,446040,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14023,507,711,25,nan,0.04,###############################################################################################################################################################################################################################################################,0,446040,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14024,507,711,25,nan,0.13,###############################################################################################################################################################################################################################################################,0,446040,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14025,507,711,25,nan,0.2,###############################################################################################################################################################################################################################################################,0,446040,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14026,507,711,25,nan,0.28,###############################################################################################################################################################################################################################################################,0,446040,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14027,507,711,25,nan,0.19,###############################################################################################################################################################################################################################################################,0,446040,123,
2/15/2021 20:38,1.2.5,ProRat,1,3.71,1,62,Left,Left,14028,507,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446040,123,
2/15/2021 20:39,1.2.5,ProRat,1,3.71,1,62,Right,Left,14028,508,711,25,nan,0.02,###############################################################################################################################################################################################################################################################,60,446100,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14029,508,711,25,nan,0.07,###############################################################################################################################################################################################################################################################,60,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14030,508,711,25,nan,0.05,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14031,508,711,25,nan,0.09,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14032,508,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14033,508,711,25,nan,0.2,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14034,508,711,25,nan,0.05,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14035,508,711,25,nan,0.21,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14036,508,711,25,nan,0.02,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14037,508,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14038,508,711,25,nan,0.31,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14039,508,711,25,nan,0.11,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14040,508,711,25,nan,0.33,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14041,508,711,25,nan,0.41,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14042,508,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14043,508,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:40,1.2.5,ProRat,1,3.71,1,62,Left,Left,14044,508,711,25,nan,0.11,###############################################################################################################################################################################################################################################################,0,446160,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14045,508,711,25,nan,0.03,###############################################################################################################################################################################################################################################################,120,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14046,508,711,25,nan,0.55,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14047,508,711,25,nan,0.95,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14048,508,711,25,nan,0.29,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14049,508,711,25,nan,0.06,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14050,508,711,25,nan,0.41,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14051,508,711,25,nan,0.68,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14052,508,711,25,nan,1.16,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14053,508,711,25,nan,0.49,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14054,508,711,25,nan,0.21,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:42,1.2.5,ProRat,1,3.71,1,62,Left,Left,14055,508,711,25,nan,0.01,###############################################################################################################################################################################################################################################################,0,446280,123,
2/15/2021 20:43,1.2.5,ProRat,1,3.71,1,62,Left,Left,14056,508,711,25,nan,0.04,###############################################################################################################################################################################################################################################################,60,446340,123,
2/15/2021 20:43,1.2.5,ProRat,1,3.71,1,62,Left,Left,14057,508,711,25,nan,0.27,###############################################################################################################################################################################################################################################################,0,446340,123,
2/15/2021 20:43,1.2.5,ProRat,1,3.71,1,62,Left,Left,14058,508,711,25,nan,0.27,###############################################################################################################################################################################################################################################################,0,446340,123,
2/15/2021 20:43,1.2.5,ProRat,1,3.71,1,62,Left,Left,14059,508,711,25,nan,0.11,###############################################################################################################################################################################################################################################################,0,446340,123,
2/15/2021 20:43,1.2.5,ProRat,1,3.71,1,62,Left,Left,14060,508,711,25,nan,0.07,###############################################################################################################################################################################################################################################################,0,446340,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Right,Left,14060,509,711,25,nan,0.1,###############################################################################################################################################################################################################################################################,60,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14061,509,711,25,nan,0.1,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14062,509,711,25,nan,0.82,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14063,509,711,25,nan,0.02,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14064,509,711,25,nan,0.12,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14065,509,711,25,nan,0.49,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14066,509,711,25,nan,0.51,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14067,509,711,25,nan,0.7,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14068,509,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14069,509,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14070,509,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14071,509,711,25,nan,0,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14072,509,711,25,nan,1.08,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,1,62,Left,Left,14073,509,711,25,nan,0.28,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:44,1.2.5,ProRat,1,3.71,2,62,Pellet,Left,14073,509,712,26,0.12,nan,###############################################################################################################################################################################################################################################################,0,446400,123,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14074,509,712,26,nan,0.07,###############################################################################################################################################################################################################################################################,120,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14075,509,712,26,nan,0.07,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14076,509,712,26,nan,0.08,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14077,509,712,26,nan,1.07,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14078,509,712,26,nan,0,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14079,509,712,26,nan,0.17,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14080,509,712,26,nan,0.27,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:46,1.2.5,ProRat,1,3.71,1,69,Left,Left,14081,509,712,26,nan,0.32,###############################################################################################################################################################################################################################################################,0,446520,124,
2/15/2021 20:48,1.2.5,ProRat,1,3.71,1,69,Left,Left,14082,509,712,26,nan,1.72,###############################################################################################################################################################################################################################################################,120,446640,124,
2/15/2021 20:49,1.2.5,ProRat,1,3.71,1,69,Left,Left,14083,509,712,26,nan,4.17,###############################################################################################################################################################################################################################################################,60,446700,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14084,509,712,26,nan,88.97,###############################################################################################################################################################################################################################################################,60,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14085,509,712,26,nan,0.06,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14086,509,712,26,nan,0,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14087,509,712,26,nan,0.07,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14088,509,712,26,nan,2.35,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14089,509,712,26,nan,1.2,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14090,509,712,26,nan,0.31,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:50,1.2.5,ProRat,1,3.71,1,69,Left,Left,14091,509,712,26,nan,0.16,###############################################################################################################################################################################################################################################################,0,446760,124,
2/15/2021 20:53,1.2.5,ProRat,1,3.71,1,69,Left,Left,14092,509,712,26,nan,0.19,###############################################################################################################################################################################################################################################################,180,446940,124,
2/15/2021 20:53,1.2.5,ProRat,1,3.71,1,69,Left,Left,14093,509,712,26,nan,0.23,###############################################################################################################################################################################################################################################################,0,446940,124,
2/15/2021 20:53,1.2.5,ProRat,1,3.71,1,69,Left,Left,14094,509,712,26,nan,0.15,###############################################################################################################################################################################################################################################################,0,446940,124,
2/15/2021 20:53,1.2.5,ProRat,1,3.71,1,69,Left,Left,14095,509,712,26,nan,0.32,###############################################################################################################################################################################################################################################################,0,446940,124,
2/15/2021 20:54,1.2.5,ProRat,1,3.71,1,69,Left,Left,14096,509,712,26,nan,0.37,###############################################################################################################################################################################################################################################################,60,447000,124,
2/15/2021 20:54,1.2.5,ProRat,1,3.71,1,69,Left,Left,14097,509,712,26,nan,0.54,###############################################################################################################################################################################################################################################################,0,447000,124,
2/15/2021 20:54,1.2.5,ProRat,1,3.71,1,69,Left,Left,14098,509,712,26,nan,0.24,###############################################################################################################################################################################################################################################################,0,447000,124,
2/15/2021 20:54,1.2.5,ProRat,1,3.71,1,69,Left,Left,14099,509,712,26,nan,0.21,###############################################################################################################################################################################################################################################################,0,447000,124,
2/15/2021 20:54,1.2.5,ProRat,1,3.71,1,69,Left,Left,14100,509,712,26,nan,0.33,###############################################################################################################################################################################################################################################################,0,447000,124,
2/15/2021 20:54,1.2.5,ProRat,1,3.71,1,69,Left,Left,14101,509,712,26,nan,0.1,###############################################################################################################################################################################################################################################################,0,447000,124,
2/15/2021 20:55,1.2.5,ProRat,1,3.71,1,69,Left,Left,14102,509,712,26,nan,0.93,###############################################################################################################################################################################################################################################################,60,447060,124,
2/15/2021 20:56,1.2.5,ProRat,1,3.71,1,69,Left,Left,14103,509,712,26,nan,0.34,###############################################################################################################################################################################################################################################################,60,447120,124,
2/15/2021 20:56,1.2.5,ProRat,1,3.71,1,69,Left,Left,14104,509,712,26,nan,0.09,###############################################################################################################################################################################################################################################################,0,447120,124,
2/15/2021 20:57,1.2.5,ProRat,1,3.71,1,69,Left,Left,14105,509,712,26,nan,0.61,###############################################################################################################################################################################################################################################################,60,447180,124,
2/15/2021 20:57,1.2.5,ProRat,1,3.71,1,69,Left,Left,14106,509,712,26,nan,0.13,###############################################################################################################################################################################################################################################################,0,447180,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14107,509,712,26,nan,0.12,###############################################################################################################################################################################################################################################################,60,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14108,509,712,26,nan,1.41,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14109,509,712,26,nan,0.79,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14110,509,712,26,nan,0.64,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14111,509,712,26,nan,0.03,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14112,509,712,26,nan,0.2,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14113,509,712,26,nan,0.02,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14114,509,712,26,nan,0.66,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14115,509,712,26,nan,0.42,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14116,509,712,26,nan,1.39,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14117,509,712,26,nan,0.79,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14118,509,712,26,nan,1.32,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14119,509,712,26,nan,0,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14120,509,712,26,nan,0.08,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14121,509,712,26,nan,0.68,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14122,509,712,26,nan,0.42,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14123,509,712,26,nan,2.41,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14124,509,712,26,nan,0.3,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14125,509,712,26,nan,0.7,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 20:58,1.2.5,ProRat,1,3.71,1,69,Left,Left,14126,509,712,26,nan,0.26,###############################################################################################################################################################################################################################################################,0,447240,124,
2/15/2021 21:00,1.2.5,ProRat,1,3.71,1,69,Left,Left,14127,509,712,26,nan,0,###############################################################################################################################################################################################################################################################,120,447360,124,
2/15/2021 21:00,1.2.5,ProRat,1,3.71,1,69,Left,Left,14128,509,712,26,nan,0.17,###############################################################################################################################################################################################################################################################,0,447360,124,
2/15/2021 21:00,1.2.5,ProRat,1,3.71,1,69,Left,Left,14129,509,712,26,nan,0,###############################################################################################################################################################################################################################################################,0,447360,124,
2/15/2021 21:00,1.2.5,ProRat,1,3.71,1,69,Left,Left,14130,509,712,26,nan,1.55,###############################################################################################################################################################################################################################################################,0,447360,124,
2/15/2021 21:00,1.2.5,ProRat,1,3.71,1,69,Left,Left,14131,509,712,26,nan,0.3,###############################################################################################################################################################################################################################################################,0,447360,124,
