Unnamed: 0,Unnamed: 0.1,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
6416,6416,2023-03-07 08:17:16,1.12.0,PRexp,5,4.2,,40,Left,Left,5711,345,361,21,,,2.0,2023-03-07 08:17:16
6417,6417,2023-03-07 08:17:25,1.12.0,PRexp,5,4.2,,40,Left,Left,5712,345,361,21,,,0.7,2023-03-07 08:17:25
6418,6418,2023-03-07 08:17:26,1.12.0,PRexp,5,4.2,,40,Left,Left,5713,345,361,21,,,0.0,2023-03-07 08:17:26
6419,6419,2023-03-07 08:17:32,1.12.0,PRexp,5,4.19,,40,Left,Left,5714,345,361,21,,,0.22,2023-03-07 08:17:32
6420,6420,2023-03-07 08:17:37,1.12.0,PRexp,5,4.2,,40,Left,Left,5715,345,361,21,,,0.53,2023-03-07 08:17:37
6421,6421,2023-03-07 08:31:56,1.12.0,PRexp,5,4.2,,40,Left,Left,5716,345,361,21,,,0.03,2023-03-07 08:31:56
6422,6422,2023-03-07 08:32:01,1.12.0,PRexp,5,4.2,,40,Left,Left,5717,345,361,21,,,0.37,2023-03-07 08:32:01
6423,6423,2023-03-07 08:35:05,1.12.0,PRexp,5,4.2,,40,Left,Left,5718,345,361,21,,,0.13,2023-03-07 08:35:05
6424,6424,2023-03-07 08:35:07,1.12.0,PRexp,5,4.19,,40,Left,Left,5719,345,361,21,,,0.02,2023-03-07 08:35:07
6425,6425,2023-03-07 08:35:09,1.12.0,PRexp,5,4.19,1.0,40,Pellet,Left,5719,345,362,22,1.84,2862.0,,2023-03-07 08:35:09
6426,6426,2023-03-07 08:37:04,1.12.0,PRexp,5,4.2,,45,Left,Left,5720,345,362,22,,,1.25,2023-03-07 08:37:04
6427,6427,2023-03-07 08:37:08,1.12.0,PRexp,5,4.2,,45,Left,Left,5721,345,362,22,,,0.01,2023-03-07 08:37:08
6428,6428,2023-03-07 08:37:10,1.12.0,PRexp,5,4.2,,45,Left,Left,5722,345,362,22,,,0.75,2023-03-07 08:37:10
6429,6429,2023-03-07 08:37:12,1.12.0,PRexp,5,4.2,,45,Left,Left,5723,345,362,22,,,0.94,2023-03-07 08:37:12
6430,6430,2023-03-07 08:37:17,1.12.0,PRexp,5,4.2,,45,Left,Left,5724,345,362,22,,,0.22,2023-03-07 08:37:17
6431,6431,2023-03-07 08:37:19,1.12.0,PRexp,5,4.2,,45,Left,Left,5725,345,362,22,,,0.08,2023-03-07 08:37:19
6432,6432,2023-03-07 08:37:19,1.12.0,PRexp,5,4.2,,45,Left,Left,5726,345,362,22,,,0.02,2023-03-07 08:37:19
6433,6433,2023-03-07 08:37:21,1.12.0,PRexp,5,4.2,,45,Left,Left,5727,345,362,22,,,0.44,2023-03-07 08:37:21
6434,6434,2023-03-07 08:37:23,1.12.0,PRexp,5,4.2,,45,Left,Left,5728,345,362,22,,,0.64,2023-03-07 08:37:23
6435,6435,2023-03-07 08:37:24,1.12.0,PRexp,5,4.2,,45,Left,Left,5729,345,362,22,,,0.23,2023-03-07 08:37:24
6436,6436,2023-03-07 08:37:26,1.12.0,PRexp,5,4.2,,45,Left,Left,5730,345,362,22,,,0.28,2023-03-07 08:37:26
6437,6437,2023-03-07 08:37:27,1.12.0,PRexp,5,4.2,,45,Left,Left,5731,345,362,22,,,0.0,2023-03-07 08:37:27
6438,6438,2023-03-07 08:37:30,1.12.0,PRexp,5,4.2,,45,Left,Left,5732,345,362,22,,,0.84,2023-03-07 08:37:30
6439,6439,2023-03-07 08:37:36,1.12.0,PRexp,5,4.2,,45,Left,Left,5733,345,362,22,,,1.86,2023-03-07 08:37:36
6440,6440,2023-03-07 08:37:37,1.12.0,PRexp,5,4.2,,45,Left,Left,5734,345,362,22,,,0.0,2023-03-07 08:37:37
6441,6441,2023-03-07 08:37:39,1.12.0,PRexp,5,4.2,,45,Left,Left,5735,345,362,22,,,0.04,2023-03-07 08:37:39
6442,6442,2023-03-07 08:37:40,1.12.0,PRexp,5,4.2,,45,Left,Left,5736,345,362,22,,,0.56,2023-03-07 08:37:40
6443,6443,2023-03-07 08:37:52,1.12.0,PRexp,5,4.2,,45,Left,Left,5737,345,362,22,,,0.11,2023-03-07 08:37:52
6444,6444,2023-03-07 08:37:57,1.12.0,PRexp,5,4.19,,45,Left,Left,5738,345,362,22,,,0.84,2023-03-07 08:37:57
6445,6445,2023-03-07 08:38:00,1.12.0,PRexp,5,4.2,,45,Left,Left,5739,345,362,22,,,0.0,2023-03-07 08:38:00
6446,6446,2023-03-07 08:38:03,1.12.0,PRexp,5,4.2,,45,Left,Left,5740,345,362,22,,,0.72,2023-03-07 08:38:03
6447,6447,2023-03-07 08:38:06,1.12.0,PRexp,5,4.2,,45,Left,Left,5741,345,362,22,,,0.7,2023-03-07 08:38:06
6448,6448,2023-03-07 08:38:07,1.12.0,PRexp,5,4.2,,45,Left,Left,5742,345,362,22,,,0.0,2023-03-07 08:38:07
6449,6449,2023-03-07 08:38:10,1.12.0,PRexp,5,4.2,,45,Left,Left,5743,345,362,22,,,0.09,2023-03-07 08:38:10
6450,6450,2023-03-07 08:38:12,1.12.0,PRexp,5,4.2,,45,Left,Left,5744,345,362,22,,,0.59,2023-03-07 08:38:12
6451,6451,2023-03-07 08:38:15,1.12.0,PRexp,5,4.2,,45,Left,Left,5745,345,362,22,,,0.41,2023-03-07 08:38:15
6452,6452,2023-03-07 08:38:17,1.12.0,PRexp,5,4.2,,45,Left,Left,5746,345,362,22,,,0.77,2023-03-07 08:38:17
6453,6453,2023-03-07 08:38:19,1.12.0,PRexp,5,4.19,,45,Left,Left,5747,345,362,22,,,0.08,2023-03-07 08:38:19
6454,6454,2023-03-07 08:39:41,1.12.0,PRexp,5,4.2,,45,Left,Left,5748,345,362,22,,,0.04,2023-03-07 08:39:41
6455,6455,2023-03-07 08:39:45,1.12.0,PRexp,5,4.2,,45,Left,Left,5749,345,362,22,,,0.27,2023-03-07 08:39:45
6456,6456,2023-03-07 08:39:47,1.12.0,PRexp,5,4.2,,45,Left,Left,5750,345,362,22,,,0.12,2023-03-07 08:39:47
6457,6457,2023-03-07 08:39:48,1.12.0,PRexp,5,4.2,,45,Left,Left,5751,345,362,22,,,0.13,2023-03-07 08:39:48
6458,6458,2023-03-07 08:39:50,1.12.0,PRexp,5,4.2,,45,Left,Left,5752,345,362,22,,,0.1,2023-03-07 08:39:50
6459,6459,2023-03-07 08:40:01,1.12.0,PRexp,5,4.2,,45,Right,Left,5752,346,362,22,,,0.04,2023-03-07 08:40:01
6460,6460,2023-03-07 08:40:05,1.12.0,PRexp,5,4.2,,45,Left,Left,5753,346,362,22,,,0.03,2023-03-07 08:40:05
6461,6461,2023-03-07 08:40:05,1.12.0,PRexp,5,4.2,,45,Left,Left,5754,346,362,22,,,0.0,2023-03-07 08:40:05
6462,6462,2023-03-07 08:40:07,1.12.0,PRexp,5,4.2,,45,Left,Left,5755,346,362,22,,,0.11,2023-03-07 08:40:07
6463,6463,2023-03-07 08:40:09,1.12.0,PRexp,5,4.2,,45,Left,Left,5756,346,362,22,,,0.16,2023-03-07 08:40:09
6464,6464,2023-03-07 08:40:13,1.12.0,PRexp,5,4.2,,45,Left,Left,5757,346,362,22,,,0.01,2023-03-07 08:40:13
6465,6465,2023-03-07 08:40:14,1.12.0,PRexp,5,4.2,,45,Left,Left,5758,346,362,22,,,0.75,2023-03-07 08:40:14
6466,6466,2023-03-07 08:40:15,1.12.0,PRexp,5,4.2,,45,Left,Left,5759,346,362,22,,,0.22,2023-03-07 08:40:15
6467,6467,2023-03-07 08:40:22,1.12.0,PRexp,5,4.2,,45,Left,Left,5760,346,362,22,,,0.22,2023-03-07 08:40:22
6468,6468,2023-03-07 08:41:08,1.12.0,PRexp,5,4.2,,45,Left,Left,5761,346,362,22,,,0.09,2023-03-07 08:41:08
6469,6469,2023-03-07 08:41:37,1.12.0,PRexp,5,4.2,,45,Right,Left,5761,347,362,22,,,0.05,2023-03-07 08:41:37
6470,6470,2023-03-07 08:41:52,1.12.0,PRexp,5,4.2,,45,Left,Left,5762,347,362,22,,,0.14,2023-03-07 08:41:52
6471,6471,2023-03-07 08:41:55,1.12.0,PRexp,5,4.2,,45,Left,Left,5763,347,362,22,,,0.65,2023-03-07 08:41:55
6472,6472,2023-03-07 08:41:58,1.12.0,PRexp,5,4.2,,45,Left,Left,5764,347,362,22,,,1.47,2023-03-07 08:41:58
6473,6473,2023-03-07 08:41:59,1.12.0,PRexp,5,4.2,1.0,45,Pellet,Left,5764,347,363,23,0.61,410.0,,2023-03-07 08:41:59
6474,6474,2023-03-07 08:44:09,1.12.0,PRexp,5,4.2,,50,Left,Left,5765,347,363,23,,,0.96,2023-03-07 08:44:09
6475,6475,2023-03-07 08:44:11,1.12.0,PRexp,5,4.2,,50,Left,Left,5766,347,363,23,,,0.0,2023-03-07 08:44:11
6476,6476,2023-03-07 08:44:14,1.12.0,PRexp,5,4.2,,50,Left,Left,5767,347,363,23,,,0.88,2023-03-07 08:44:14
6477,6477,2023-03-07 08:44:19,1.12.0,PRexp,5,4.2,,50,Left,Left,5768,347,363,23,,,0.12,2023-03-07 08:44:19
6478,6478,2023-03-07 08:44:20,1.12.0,PRexp,5,4.2,,50,Left,Left,5769,347,363,23,,,0.54,2023-03-07 08:44:20
6479,6479,2023-03-07 08:44:22,1.12.0,PRexp,5,4.2,,50,Left,Left,5770,347,363,23,,,0.8,2023-03-07 08:44:22
6480,6480,2023-03-07 08:44:26,1.12.0,PRexp,5,4.2,,50,Left,Left,5771,347,363,23,,,0.38,2023-03-07 08:44:26
6481,6481,2023-03-07 08:44:29,1.12.0,PRexp,5,4.2,,50,Left,Left,5772,347,363,23,,,0.11,2023-03-07 08:44:29
6482,6482,2023-03-07 08:44:31,1.12.0,PRexp,5,4.2,,50,Left,Left,5773,347,363,23,,,0.32,2023-03-07 08:44:31
6483,6483,2023-03-07 08:44:34,1.12.0,PRexp,5,4.2,,50,Left,Left,5774,347,363,23,,,0.36,2023-03-07 08:44:34
6484,6484,2023-03-07 08:44:34,1.12.0,PRexp,5,4.2,,50,Left,Left,5775,347,363,23,,,0.02,2023-03-07 08:44:34
6485,6485,2023-03-07 08:44:36,1.12.0,PRexp,5,4.2,,50,Left,Left,5776,347,363,23,,,0.52,2023-03-07 08:44:36
6486,6486,2023-03-07 08:44:38,1.12.0,PRexp,5,4.2,,50,Left,Left,5777,347,363,23,,,0.03,2023-03-07 08:44:38
6487,6487,2023-03-07 08:44:40,1.12.0,PRexp,5,4.2,,50,Left,Left,5778,347,363,23,,,0.02,2023-03-07 08:44:40
6488,6488,2023-03-07 08:44:42,1.12.0,PRexp,5,4.19,,50,Left,Left,5779,347,363,23,,,0.67,2023-03-07 08:44:42
6489,6489,2023-03-07 08:44:44,1.12.0,PRexp,5,4.2,,50,Left,Left,5780,347,363,23,,,0.38,2023-03-07 08:44:44
6490,6490,2023-03-07 08:44:46,1.12.0,PRexp,5,4.2,,50,Left,Left,5781,347,363,23,,,0.1,2023-03-07 08:44:46
6491,6491,2023-03-07 08:44:47,1.12.0,PRexp,5,4.2,,50,Left,Left,5782,347,363,23,,,0.16,2023-03-07 08:44:47
6492,6492,2023-03-07 08:44:48,1.12.0,PRexp,5,4.2,,50,Left,Left,5783,347,363,23,,,0.03,2023-03-07 08:44:48
6493,6493,2023-03-07 08:44:49,1.12.0,PRexp,5,4.19,,50,Left,Left,5784,347,363,23,,,0.56,2023-03-07 08:44:49
6494,6494,2023-03-07 08:44:51,1.12.0,PRexp,5,4.2,,50,Left,Left,5785,347,363,23,,,0.28,2023-03-07 08:44:51
6495,6495,2023-03-07 08:46:50,1.12.0,PRexp,5,4.2,,50,Left,Left,5786,347,363,23,,,0.29,2023-03-07 08:46:50
6496,6496,2023-03-07 08:47:31,1.12.0,PRexp,5,4.2,,50,Left,Left,5787,347,363,23,,,0.1,2023-03-07 08:47:31
6497,6497,2023-03-07 08:47:32,1.12.0,PRexp,5,4.2,,50,Left,Left,5788,347,363,23,,,0.06,2023-03-07 08:47:32
6498,6498,2023-03-07 08:48:08,1.12.0,PRexp,5,4.2,,50,Left,Left,5789,347,363,23,,,0.14,2023-03-07 08:48:08
6499,6499,2023-03-07 08:48:10,1.12.0,PRexp,5,4.2,,50,Left,Left,5790,347,363,23,,,0.05,2023-03-07 08:48:10
6500,6500,2023-03-07 08:48:12,1.12.0,PRexp,5,4.2,,50,Left,Left,5791,347,363,23,,,0.09,2023-03-07 08:48:12
6501,6501,2023-03-07 08:48:13,1.12.0,PRexp,5,4.2,,50,Left,Left,5792,347,363,23,,,0.25,2023-03-07 08:48:13
6502,6502,2023-03-07 08:48:15,1.12.0,PRexp,5,4.2,,50,Left,Left,5793,347,363,23,,,0.46,2023-03-07 08:48:15
6503,6503,2023-03-07 08:48:16,1.12.0,PRexp,5,4.2,,50,Left,Left,5794,347,363,23,,,0.22,2023-03-07 08:48:16
6504,6504,2023-03-07 08:48:18,1.12.0,PRexp,5,4.2,,50,Left,Left,5795,347,363,23,,,0.47,2023-03-07 08:48:18
6505,6505,2023-03-07 08:48:22,1.12.0,PRexp,5,4.19,,50,Left,Left,5796,347,363,23,,,0.98,2023-03-07 08:48:22
6506,6506,2023-03-07 08:48:23,1.12.0,PRexp,5,4.2,,50,Left,Left,5797,347,363,23,,,0.4,2023-03-07 08:48:23
6507,6507,2023-03-07 08:48:25,1.12.0,PRexp,5,4.2,,50,Left,Left,5798,347,363,23,,,0.14,2023-03-07 08:48:25
6508,6508,2023-03-07 08:48:28,1.12.0,PRexp,5,4.2,,50,Right,Left,5798,348,363,23,,,0.02,2023-03-07 08:48:28
6509,6509,2023-03-07 08:48:32,1.12.0,PRexp,5,4.2,,50,Right,Left,5798,349,363,23,,,1.38,2023-03-07 08:48:32
6510,6510,2023-03-07 08:49:31,1.12.0,PRexp,5,4.2,,50,Left,Left,5799,349,363,23,,,0.19,2023-03-07 08:49:31
6511,6511,2023-03-07 08:53:40,1.12.0,PRexp,5,4.2,,50,Left,Left,5800,349,363,23,,,0.11,2023-03-07 08:53:40
6512,6512,2023-03-07 08:53:52,1.12.0,PRexp,5,4.2,,50,Left,Left,5801,349,363,23,,,0.86,2023-03-07 08:53:52
6513,6513,2023-03-07 08:55:06,1.12.0,PRexp,5,4.2,,50,Left,Left,5802,349,363,23,,,0.02,2023-03-07 08:55:06
6514,6514,2023-03-07 08:55:08,1.12.0,PRexp,5,4.19,,50,Left,Left,5803,349,363,23,,,0.74,2023-03-07 08:55:08
6515,6515,2023-03-07 08:55:11,1.12.0,PRexp,5,4.2,,50,Left,Left,5804,349,363,23,,,0.05,2023-03-07 08:55:11
6516,6516,2023-03-07 08:55:13,1.12.0,PRexp,5,4.2,,50,Left,Left,5805,349,363,23,,,0.02,2023-03-07 08:55:13
6517,6517,2023-03-07 08:55:16,1.12.0,PRexp,5,4.2,,50,Left,Left,5806,349,363,23,,,0.03,2023-03-07 08:55:16
6518,6518,2023-03-07 08:55:19,1.12.0,PRexp,5,4.2,,50,Left,Left,5807,349,363,23,,,0.1,2023-03-07 08:55:19
6519,6519,2023-03-07 08:55:20,1.12.0,PRexp,5,4.2,,50,Left,Left,5808,349,363,23,,,0.13,2023-03-07 08:55:20
6520,6520,2023-03-07 08:55:21,1.12.0,PRexp,5,4.19,,50,Left,Left,5809,349,363,23,,,0.08,2023-03-07 08:55:21
6521,6521,2023-03-07 08:55:24,1.12.0,PRexp,5,4.2,,50,Left,Left,5810,349,363,23,,,0.07,2023-03-07 08:55:24
6522,6522,2023-03-07 08:55:26,1.12.0,PRexp,5,4.2,,50,Left,Left,5811,349,363,23,,,0.03,2023-03-07 08:55:26
6523,6523,2023-03-07 08:55:27,1.12.0,PRexp,5,4.2,,50,Left,Left,5812,349,363,23,,,0.05,2023-03-07 08:55:27
6524,6524,2023-03-07 08:55:28,1.12.0,PRexp,5,4.2,,50,Left,Left,5813,349,363,23,,,0.23,2023-03-07 08:55:28
6525,6525,2023-03-07 08:55:29,1.12.0,PRexp,5,4.2,,50,Left,Left,5814,349,363,23,,,0.04,2023-03-07 08:55:29
6526,6526,2023-03-07 08:55:30,1.12.0,PRexp,5,4.2,1.0,50,Pellet,Left,5814,349,364,24,0.61,811.0,,2023-03-07 08:55:30
6527,6527,2023-03-07 08:58:09,1.12.0,PRexp,5,4.2,,56,Left,Left,5815,349,364,24,,,0.06,2023-03-07 08:58:09
6528,6528,2023-03-07 09:59:12,1.12.0,PRexp,5,4.19,,1,Left,Left,5816,349,364,0,,,0.16,2023-03-07 09:59:12
