TimeStamp,Name,State
801342.916,Input1,0
801439.588,Input1,1
810863.429,Input1,0
811374.688,Input1,1
1217222.308,Input1,0
1217317.987,Input1,1
1236374.874,Input1,0
1236870.309,Input1,1
1507696.584,Input1,0
1507792.630,Input1,1
1518861.745,Input1,0
1519357.089,Input1,1
1766030.913,Input1,0
1766126.595,Input1,1
1774049.350,Input1,0
1774561.227,Input1,1
1993311.663,Input1,0
1993407.398,Input1,1
2005963.362,Input1,0
2006479.211,Input1,1
2266629.981,Input1,0
2266741.612,Input1,1
2273705.813,Input1,0
2274217.772,Input1,1
2441769.879,Input1,0
2441865.877,Input1,1
2448917.570,Input1,0
2449428.465,Input1,1
2535354.732,Input1,0
2535450.531,Input1,1
2545865.473,Input1,0
2546377.003,Input1,1
2653155.068,Input1,0
2653251.700,Input1,1
2660838.248,Input1,0
2661333.535,Input1,1
2829552.496,Input1,0
2829649.170,Input1,1
2836502.312,Input1,0
2837012.673,Input1,1
2969320.097,Input1,0
2969428.669,Input1,1
2976472.394,Input1,0
2976967.571,Input1,1
3157335.565,Input1,0
3157431.245,Input1,1
3163933.423,Input1,0
3164427.918,Input1,1
3257227.163,Input1,0
3257322.891,Input1,1
3264719.478,Input1,0
3265214.758,Input1,1
3477293.549,Input1,0
3477389.232,Input1,1
3484034.218,Input1,0
3484545.330,Input1,1
3596507.281,Input1,0
3596603.475,Input1,1
3610772.470,Input1,0
3611283.281,Input1,1
3747628.921,Input1,0
3747724.540,Input1,1
3766477.745,Input1,0
3766989.073,Input1,1
