File,Group,Pellets,PPP1,PPP2,Accuracy
filtered_FED002_111124_01.CSV,SHAM,517,10.868471953578336,11.16247582205029,0.9736614105007798
filtered_FED004_111224_00.CSV,SHAM,228,24.736842105263158,26.20175438596491,0.9440910612654838
filtered_FED008_111224_00.CSV,SHAM,343,13.941690962099125,14.68804664723032,0.9491861849940453
filtered_FED009_112524_00.CSV,SHAM,450,11.277777777777779,11.844444444444445,0.9521575984990619
filtered_FED005_112524_00.CSV,SNI,253,30.007905138339922,30.774703557312254,0.9750834831749293
filtered_FED009_112524_00.CSV,SNI,459,10.969498910675382,11.766884531590414,0.932234771338641
filtered_FED011_112524_00.CSV,SNI,225,47.48,49.54222222222222,0.9583744505248049
