File,Sex,Group,Pellets,PPP1,PPP2,Accuracy
June24_FED0_MSNI_1Week.csv,M,SNI,361,18.889196675900276,19.257617728531855,0.9808688147295742
June24_FED10_MSHAM_1Week.csv,M,SHAM,522,7.2701149425287355,7.371647509578544,0.9862266112266113
June24_FED12_MSHAM_1Week.csv,M,SNI,285,32.459649122807015,33.084210526315786,0.9811220702089299
June24_FED16_MSHAM_1Week.csv,M,SHAM,227,76.87665198237886,78,0.9855981023381905
June24_FED27_FSNI_1Week.csv,F,SNI,506,8.640316205533598,9.209486166007904,0.9381974248927039
June24_FED2_MSNI_1Week.csv,M,SHAM,456,8.646929824561404,8.807017543859649,0.9818227091633466
June24_FED37_FSNI_1Week.csv,F,SNI,496,7.935483870967742,8.508064516129032,0.9327014218009478
June24_FED3_MSNI_1Week.csv,M,SNI,341,19.65982404692082,20.173020527859236,0.9745602558511411
June24_FED4_MSNI_1Week.csv,M,SNI,507,8.102564102564102,8.355029585798816,0.9697828139754485
June24_FED5_MSNI_1Week.csv,M,SNI,454,14.700440528634362,15.061674008810572,0.9760163790582042
June24_FED6_MSHAM_1Week.csv,M,SHAM,171,61.07017543859649,63.05263157894737,0.9685587089593768
May24_FED10_FSHAM_1Week.csv,F,SHAM,502,10.627490039840637,11.111553784860558,0.9564359985657942
May24_FED11_FSHAM_1Week.csv,F,SHAM,305,7.144262295081967,8.367213115,0.8538401253918495
May24_FED12_FSHAM_1Week.csv,F,SHAM,477,9.622641509433961,10.285115303983229,0.9355890746025275
May24_FED16_FSHAM_1Week.csv,F,SHAM,509,10.275049115913555,10.734774066797643,0.9571742313323572
May24_FED27_MSNI_1Week.csv,M,SNI,371,13.164420485175203,13.641509433962264,0.965026675
May24_FED2_FSNI_1Week.csv,F,SNI,404,5.685643564356436,6.391089108910891,0.8896204492641363
May24_FED34_MSHAM_1Week.csv,M,SHAM,387,11.322997416020671,11.493540051679586,0.9851618705035972
May24_FED3_FSNI_1Week.csv,F,SNI,431,7.477958236658933,7.937354988399072,0.9421221864951769
May24_FED4_FSNI_1Week.csv,F,SNI,432,7.907407407407407,8.418981481481481,0.9392356337640912
May24_FED5_FSNI_1Week.csv,F,SNI,312,6.128205128205129,6.913461538461538,0.8864163189615206
May24_FED6_FSNI_1Week.csv,F,SNI,426,6.779342723004695,7.657276995305164,0.8853464132434089
May24_FED7_FSHAM_1Week.csv,F,SHAM,478,6.169456066945607,6.625523012552302,0.9311651405115251
Oct24_FED000_FSHAM_1Week.csv,F,SHAM,376,24.138297872340427,24.502659574468087,0.9851297080212743
Oct24_FED001_MSNI_1Week.csv,M,SNI,422,14.462085308056873,14.848341232227488,0.9739865943185445
Oct24_FED002_FSNI_1Week.csv,F,SNI,360,9.058333333333334,9.908333333333333,0.9142136248948697
Oct24_FED003_FSNI_1Week.csv,F,SNI,240,41.75833333333333,44.3125,0.9423601316408087
Oct24_FED005_MSHAM_1Week.csv,M,SHAM,275,40.2,41.305454545454545,0.9732370807289374
Oct24_FED006_FSNI_1Week.csv,F,SNI,288,30.9375,32.03819444444444,0.9656443047577761
Oct24_FED007_MSHAM_1Week.csv,M,SHAM,303,32.87788778877888,33.32343234323432,0.9866296919877191
Oct24_FED008f2_FSHAM_1Week.csv,F,SHAM,379,19.543535620052772,21.45910290237467,0.9107340464773146
Oct24_FED008_FSHAM_1Week.csv,F,SHAM,313,19.900958466453673,20.405750798722046,0.9752622514482543
Oct24_FED009_MSHAM_1Week.csv,M,SHAM,366,12.83879781420765,13.308743169398907,0.9646889755696982
Oct24_FED009_MSNI_1Week.csv,M,SNI,450,7.748888888888889,7.977777777777778,0.9713091922005571
Oct24_FED010_FSHAM_1Week.csv,F,SHAM,356,29.941011235955056,31.367977528089888,0.954508821
Oct24_FED011_MSNI_1Week.csv,M,SNI,422,18.79383886255924,19.24170616113744,0.9767241379310345
Oct24_FED012_MSHAM_1Week.csv,M,SHAM,236,56.478813559322035,57.317796610169495,0.9853626081170991
