TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD
0.0,,566.473,587.27,,0,0,0,0,0
66.671,,560.931,582.517,,0,0,0,0,0
133.338,,560.734,582.82,,0,0,0,0,0
200.001,,559.01,578.719,,0,0,0,0,0
266.667,,565.313,585.828,,0,0,0,0,0
333.335,,553.722,576.704,,0,0,0,0,0
400.003,,558.983,578.534,,0,0,0,0,0
466.67,,553.131,579.144,,0,0,0,0,0
533.338,,549.928,579.479,,0,0,0,0,0
600.005,,556.441,579.212,,0,0,0,0,0
666.669,,555.248,580.438,,0,0,0,0,0
733.336,,560.718,573.91,,0,0,0,0,0
800.003,,550.621,577.55,,0,0,0,0,0
866.671,,552.231,569.225,,0,0,0,0,0
933.338,,549.392,578.478,,0,0,0,0,0
999.999,,559.582,577.505,,0,0,0,0,0
1066.667,,558.636,571.449,,0,0,0,0,0
1133.336,,547.343,568.458,,0,0,0,0,0
1200.003,,551.533,576.806,,0,0,0,0,0
1266.669,,549.76,566.839,,0,0,0,0,0
1333.338,,549.602,568.283,,0,0,0,0,0
1400.005,,547.197,566.727,,0,0,0,0,0
1466.671,,548.488,568.769,,0,0,0,0,0
1533.337,,550.63,569.81,,0,0,0,0,0
1600.004,,555.535,569.702,,0,0,0,0,0
1666.669,,563.421,578.104,,0,0,0,0,0
1733.336,,555.392,574.648,,0,0,0,0,0
1800.0,,561.264,569.237,,0,0,0,0,0
1866.67,,551.51,568.783,,0,0,0,0,0
1933.335,,556.094,576.378,,0,0,0,0,0
2000.005,,566.676,572.6,,0,0,0,0,0
2066.665,,555.473,572.524,,0,0,0,0,0
2133.337,,557.123,576.9,,0,0,0,0,0
2200.0,,560.292,576.054,,0,0,0,0,0
2266.668,,553.09,575.283,,0,0,0,0,0
2333.338,,552.889,578.563,,0,0,0,0,0
2400.005,,567.539,579.731,,0,0,0,0,0
2466.67,,560.302,578.509,,0,0,0,0,0
2533.335,,565.958,574.775,,0,0,0,0,0
2599.999,,562.382,567.251,,0,0,0,0,0
2666.667,,558.76,573.289,,0,0,0,0,0
2733.337,,560.086,568.934,,0,0,0,0,0
2800.005,,569.097,567.342,,0,0,0,0,0
2866.669,,567.893,564.424,,0,0,0,0,0
2933.337,,564.43,572.044,,0,0,0,0,0
3000.002,,557.19,565.793,,0,0,0,0,0
3066.668,,568.838,564.694,,0,0,0,0,0
3133.338,,570.068,569.291,,0,0,0,0,0
3200.001,,564.875,570.702,,0,0,0,0,0
3266.669,,570.04,566.343,,0,0,0,0,0
3333.332,,560.05,571.842,,0,0,0,0,0
3400.002,,561.974,591.529,,0,0,0,0,0
3466.67,,568.893,606.905,,0,0,0,0,0
3533.335,,572.845,616.423,,0,0,0,0,0
3599.998,,563.24,622.408,,0,0,0,0,0
3666.671,,561.983,617.751,,0,0,0,0,0
3733.334,,556.012,608.008,,0,0,0,0,0
3800.004,,556.526,611.463,,0,0,0,0,0
3866.668,,560.973,612.284,,0,0,0,0,0
3933.335,,569.23,609.661,,0,0,0,0,0
4000.003,,570.895,596.642,,0,0,0,0,0
4066.667,,558.106,595.648,,0,0,0,0,0
4133.335,,554.807,586.032,,0,0,0,0,0
4199.998,,553.598,585.074,,0,0,0,0,0
4266.665,,554.639,575.702,,0,0,0,0,0
4333.334,,549.798,570.38,,0,0,0,0,0
4399.999,,552.562,574.287,,0,0,0,0,0
4466.669,,554.598,585.421,,0,0,0,0,0
4533.334,,556.243,588.916,,0,0,0,0,0
4600.002,,553.863,589.373,,0,0,0,0,0
4666.666,,557.558,583.629,,0,0,0,0,0
4733.331,,552.516,572.716,,0,0,0,0,0
4800.0,,543.265,571.912,,0,0,0,0,0
4866.666,,548.184,572.927,,0,0,0,0,0
4933.338,,548.308,571.215,,0,0,0,0,0
5000.003,,563.343,566.816,,0,0,0,0,0
5066.668,,551.401,568.882,,0,0,0,0,0
5133.336,,552.755,569.818,,0,0,0,0,0
5200.002,,554.859,569.96,,0,0,0,0,0
5266.67,,551.15,568.833,,0,0,0,0,0
5333.338,,555.647,570.584,,0,0,0,0,0
5400.001,,559.476,567.535,,0,0,0,0,0
5466.671,,558.928,576.005,,0,0,0,0,0
5533.334,,560.855,573.103,,0,0,0,0,0
5599.998,,566.914,575.011,,0,0,0,0,0
5666.671,,568.871,573.409,,0,0,0,0,0
5733.337,,563.787,576.313,,0,0,0,0,0
5800.001,,564.423,577.804,,0,0,0,0,0
5866.666,,564.702,577.175,,0,0,0,0,0
5933.337,,566.666,571.755,,0,0,0,0,0
6000.003,,556.861,572.501,,0,0,0,0,0
6066.671,,553.07,565.897,,0,0,0,0,0
6133.334,,551.316,564.698,,0,0,0,0,0
6200.0,,547.362,564.06,,0,0,0,0,0
6266.665,,551.326,561.833,,0,0,0,0,0
6333.333,,550.181,566.575,,0,0,0,0,0
6399.998,,548.365,559.071,,0,0,0,0,0
6466.668,,543.846,560.552,,0,0,0,0,0
6533.333,,546.757,562.622,,0,0,0,0,0
6600.003,,562.901,569.169,,0,0,0,0,0
6666.67,,550.871,562.777,,0,0,0,0,0
6733.332,,555.346,562.756,,0,0,0,0,0
6799.998,,554.109,562.347,,0,0,0,0,0
6866.672,,547.217,557.644,,0,0,0,0,0
6933.336,,546.707,556.759,,0,0,0,0,0
7000.001,,545.775,551.126,,0,0,0,0,0
7066.666,,539.952,549.823,,0,0,0,0,0
7133.338,,538.213,548.617,,0,0,0,0,0
7200.001,,546.282,558.063,,0,0,0,0,0
7266.668,,548.032,561.959,,0,0,0,0,0
7333.335,,550.786,560.199,,0,0,0,0,0
7399.998,,546.719,566.642,,0,0,0,0,0
7466.671,,547.434,571.075,,0,0,0,0,0
7533.337,,558.474,570.818,,0,0,0,0,0
7599.999,,556.595,570.654,,0,0,0,0,0
7666.668,,550.762,569.922,,0,0,0,0,0
7733.334,,552.48,576.857,,0,0,0,0,0
7800.005,,556.268,592.635,,0,0,0,0,0
7866.671,,548.516,603.729,,0,0,0,0,0
7933.338,,547.605,611.551,,0,0,0,0,0
8000.002,,546.868,603.269,,0,0,0,0,0
8066.667,,553.2,603.764,,0,0,0,0,0
8133.333,,549.299,595.971,,0,0,0,0,0
8200.0,,548.844,599.925,,0,0,0,0,0
8266.671,,554.027,598.903,,0,0,0,0,0
8333.335,,552.602,593.133,,0,0,0,0,0
8400.004,,550.472,587.896,,0,0,0,0,0
8466.666,,552.196,581.407,,0,0,0,0,0
8533.337,,553.117,580.745,,0,0,0,0,0
8599.999,,550.659,582.498,,0,0,0,0,0
8666.666,,547.968,576.685,,0,0,0,0,0
8733.338,,556.466,579.273,,0,0,0,0,0
8799.999,,558.57,580.848,,0,0,0,0,0
8866.67,,551.047,573.678,,0,0,0,0,0
8933.338,,561.74,578.871,,0,0,0,0,0
9000.002,,558.765,574.562,,0,0,0,0,0
9066.667,,551.528,573.862,,0,0,0,0,0
9133.334,,548.597,566.765,,0,0,0,0,0
9200.001,,556.294,565.155,,0,0,0,0,0
9266.666,,548.862,566.591,,0,0,0,0,0
9333.337,,559.2,568.387,,0,0,0,0,0
9400.004,,555.902,560.43,,0,0,0,0,0
9466.666,,545.183,577.668,,0,0,0,0,0
9533.337,,552.583,628.661,,0,0,0,0,0
9600.0,,561.41,655.833,,0,0,0,0,0
9666.666,,560.199,671.574,,0,0,0,0,0
9733.334,,556.451,680.447,,0,0,0,0,0
9800.004,,553.33,688.927,,0,0,0,0,0
9866.669,,554.705,681.825,,0,0,0,0,0
9933.335,,556.042,670.0,,0,0,0,0,0
10000.004,,554.506,656.701,,0,0,0,0,0
10066.666,,550.204,646.403,,0,0,0,0,0
10133.331,,551.166,633.789,,0,0,0,0,0
10200.0,,556.094,634.601,,0,0,0,0,0
10266.665,,555.757,620.028,,0,0,0,0,0
10333.335,,556.262,611.441,,0,0,0,0,0
10399.998,,555.865,611.857,,0,0,0,0,0
10466.671,,561.115,602.649,,0,0,0,0,0
10533.336,,553.581,595.053,,0,0,0,0,0
10600.002,,554.936,583.733,,0,0,0,0,0
10666.667,,552.22,581.727,,0,0,0,0,0
10733.336,,551.008,579.879,,0,0,0,0,0
10800.004,,562.578,581.941,,0,0,0,0,0
10866.666,,562.137,579.828,,0,0,0,0,0
10933.338,,559.063,574.487,,0,0,0,0,0
10999.999,,556.183,564.637,,0,0,0,0,0
11066.665,,554.339,565.21,,0,0,0,0,0
11133.338,,558.974,568.415,,0,0,0,0,0
11200.002,,557.755,573.57,,0,0,0,0,0
11266.67,,553.754,576.609,,0,0,0,0,0
11333.336,,560.42,579.501,,0,0,0,0,0
11400.003,,563.346,572.129,,0,0,0,0,0
11466.666,,551.163,569.3,,0,0,0,0,0
11533.334,,554.064,575.759,,0,0,0,0,0
