TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD
0.0,,465.687,611.985,,0,0,0,0,0
66.669,,467.202,612.555,,0,0,0,0,0
133.332,,462.723,602.658,,0,0,0,0,0
199.999,,461.135,610.031,,0,0,0,0,0
266.666,,461.886,601.498,,0,0,0,0,0
333.333,,456.491,597.741,,0,0,0,0,0
399.998,,459.286,598.678,,0,0,0,0,0
466.663,,454.976,592.546,,0,0,0,0,0
533.333,,454.772,588.832,,0,0,0,0,0
600.001,,452.413,582.687,,0,0,0,0,0
666.667,,451.075,580.081,,0,0,0,0,0
733.331,,450.925,578.403,,0,0,0,0,0
800.0,,452.997,580.376,,0,0,0,0,0
866.669,,455.959,578.703,,0,0,0,0,0
933.332,,451.179,570.663,,0,0,0,0,0
999.998,,451.775,567.499,,0,0,0,0,0
1066.663,,451.222,565.297,,0,0,0,0,0
1133.335,,449.27,555.377,,0,0,0,0,0
1199.997,,446.919,554.565,,0,0,0,0,0
1266.669,,448.035,556.551,,0,0,0,0,0
1333.33,,438.142,538.307,,0,0,0,0,0
1400.002,,445.014,551.89,,0,0,0,0,0
1466.663,,445.243,551.265,,0,0,0,0,0
1533.335,,447.86,556.336,,0,0,0,0,0
1599.999,,449.138,553.187,,0,0,0,0,0
1666.667,,446.597,551.488,,0,0,0,0,0
1733.332,,443.883,550.853,,0,0,0,0,0
1800.003,,444.246,556.142,,0,0,0,0,0
1866.664,,446.048,555.675,,0,0,0,0,0
1933.331,,446.429,550.079,,0,0,0,0,0
1999.997,,443.939,552.946,,0,0,0,0,0
2066.664,,443.728,551.492,,0,0,0,0,0
2133.332,,447.26,554.518,,0,0,0,0,0
2200.001,,448.543,547.27,,0,0,0,0,0
2266.667,,447.925,549.168,,0,0,0,0,0
2333.336,,445.876,545.939,,0,0,0,0,0
2400.003,,445.948,545.825,,0,0,0,0,0
2466.666,,442.958,544.564,,0,0,0,0,0
2533.334,,441.382,545.494,,0,0,0,0,0
2599.996,,445.549,545.204,,0,0,0,0,0
2666.667,,444.847,549.117,,0,0,0,0,0
2733.335,,444.421,547.744,,0,0,0,0,0
2800.0,,446.609,556.75,,0,0,0,0,0
2866.665,,448.011,554.017,,0,0,0,0,0
2933.334,,442.914,553.337,,0,0,0,0,0
3000.001,,443.736,550.431,,0,0,0,0,0
3066.664,,443.586,549.233,,0,0,0,0,0
3133.332,,442.233,545.119,,0,0,0,0,0
3200.002,,443.878,552.768,,0,0,0,0,0
3266.662,,445.794,549.16,,0,0,0,0,0
3333.335,,441.249,551.197,,0,0,0,0,0
3400.0,,445.032,552.133,,0,0,0,0,0
3466.668,,441.772,554.54,,0,0,0,0,0
3533.332,,443.093,559.602,,0,0,0,0,0
3599.996,,444.513,558.646,,0,0,0,0,0
3666.663,,441.369,559.882,,0,0,0,0,0
3733.331,,442.452,561.468,,0,0,0,0,0
3799.997,,439.689,561.055,,0,0,0,0,0
3866.665,,440.832,566.768,,0,0,0,0,0
3933.333,,440.65,568.914,,0,0,0,0,0
4000.002,,442.001,571.868,,0,0,0,0,0
4066.663,,440.929,565.63,,0,0,0,0,0
4133.335,,440.886,566.486,,0,0,0,0,0
4200.001,,443.463,567.225,,0,0,0,0,0
4266.664,,442.307,569.39,,0,0,0,0,0
4333.329,,441.759,563.312,,0,0,0,0,0
4399.997,,441.178,560.453,,0,0,0,0,0
4466.667,,441.964,563.187,,0,0,0,0,0
4533.334,,441.616,570.784,,0,0,0,0,0
4599.997,,440.44,579.41,,0,0,0,0,0
4666.668,,441.099,589.929,,0,0,0,0,0
4733.335,,441.931,598.032,,0,0,0,0,0
4799.999,,442.177,606.424,,0,0,0,0,0
4866.667,,441.639,611.482,,0,0,0,0,0
4933.331,,439.511,625.954,,0,0,0,0,0
5000.002,,441.848,631.886,,0,0,0,0,0
5066.663,,441.918,629.677,,0,0,0,0,0
5133.331,,441.051,635.929,,0,0,0,0,0
5200.001,,440.482,628.739,,0,0,0,0,0
5266.662,,443.081,629.223,,0,0,0,0,0
5333.331,,439.484,625.475,,0,0,0,0,0
5399.999,,439.047,621.875,,0,0,0,0,0
