TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,Expected_Dispense_RWD
0.0,,837.623,984.617,,0,0,0,0,0,0
66.667,,824.853,968.564,,0,0,0,0,0,0
133.331,,817.65,955.904,,0,0,0,0,0,0
199.997,,814.783,960.023,,0,0,0,0,0,0
266.667,,818.347,966.588,,0,0,0,0,0,0
333.335,,799.093,971.298,,0,0,0,0,0,0
400.0,,793.98,961.479,,0,0,0,0,0,0
466.669,,795.848,1041.655,,0,0,0,0,0,0
533.334,,800.344,1187.986,,0,0,0,0,0,0
599.999,,790.462,1249.595,,0,0,0,0,0,0
666.669,,786.808,1229.315,,0,0,0,0,0,0
733.335,,790.812,1187.7,,0,0,0,0,0,0
799.998,,790.153,1195.294,,0,0,0,0,0,0
866.667,,788.655,1157.477,,0,0,0,0,0,0
933.331,,791.625,1120.473,,0,0,0,0,0,0
999.996,,785.706,1088.35,,0,0,0,0,0,0
1066.664,,788.124,1056.009,,0,0,0,0,0,0
1133.331,,797.911,1027.994,,0,0,0,0,0,0
1199.999,,787.403,1001.899,,0,0,0,0,0,0
1266.666,,788.622,979.62,,0,0,0,0,0,0
1333.329,,788.805,965.451,,0,0,0,0,0,0
1400.002,,782.991,959.952,,0,0,0,0,0,0
1466.663,,787.051,963.192,,0,0,0,0,0,0
1533.334,,782.942,963.589,,0,0,0,0,0,0
1599.999,,781.729,963.21,,0,0,0,0,0,0
1666.669,,778.185,948.28,,0,0,0,0,0,0
1733.329,,781.148,934.554,,0,0,0,0,0,0
1800.001,,781.212,921.193,,0,0,0,0,0,0
1866.667,,775.756,910.623,,0,0,0,0,0,0
1933.335,,772.563,906.711,,0,0,0,0,0,0
1999.996,,772.989,903.858,,0,0,0,0,0,0
2066.665,,770.483,901.745,,0,0,0,0,0,0
2133.334,,767.958,892.47,,0,0,0,0,0,0
2199.996,,769.451,887.851,,0,0,0,0,0,0
2266.663,,774.568,886.769,,0,0,0,0,0,0
2333.332,,773.86,882.812,,0,0,0,0,0,0
2399.999,,770.553,875.743,,0,0,0,0,0,0
2466.665,,780.47,872.327,,0,0,0,0,0,0
2533.331,,782.581,874.288,,0,0,0,0,0,0
2600.002,,783.157,880.979,,0,0,0,0,0,0
2666.666,,790.278,895.246,,0,0,0,0,0,0
2733.335,,788.544,897.102,,0,0,0,0,0,0
2799.999,,784.308,901.666,,0,0,0,0,0,0
2866.667,,798.475,895.565,,0,0,0,0,0,0
2933.336,,785.763,886.749,,0,0,0,0,0,0
3000.001,,792.491,912.568,,0,0,0,0,0,0
3066.666,,792.171,915.284,,0,0,0,0,0,0
3133.332,,779.52,918.82,,0,0,0,0,0,0
3199.999,,785.09,912.286,,0,0,0,0,0,0
3266.655,,786.978,907.785,,0,0,0,0,0,0
3333.335,,789.204,898.192,,0,0,0,0,0,0
3400.0,,792.862,897.443,,0,0,0,0,0,0
3466.668,,789.717,892.756,,0,0,0,0,0,0
3533.331,,786.72,883.479,,0,0,0,0,0,0
3600.001,,784.265,874.133,,0,0,0,0,0,0
3666.664,,790.765,864.416,,0,0,0,0,0,0
3733.336,,790.379,854.913,,0,0,0,0,0,0
3799.997,,791.438,848.71,,0,0,0,0,0,0
3866.666,,785.27,852.026,,0,0,0,0,0,0
3933.335,,789.317,845.516,,0,0,0,0,0,0
4000.002,,776.023,845.448,,0,0,0,0,0,0
4066.669,,791.78,858.01,,0,0,0,0,0,0
4133.335,,790.214,867.729,,0,0,0,0,0,0
4199.998,,790.815,873.652,,0,0,0,0,0,0
4266.665,,790.538,878.824,,0,0,0,0,0,0
4333.335,,791.073,876.832,,0,0,0,0,0,0
4399.999,,789.242,873.94,,0,0,0,0,0,0
4466.668,,794.419,866.134,,0,0,0,0,0,0
4533.329,,789.127,869.877,,0,0,0,0,0,0
4599.997,,786.695,870.274,,0,0,0,0,0,0
4666.667,,786.234,871.379,,0,0,0,0,0,0
4733.331,,787.549,875.021,,0,0,0,0,0,0
4800.0,,789.283,918.803,,0,0,0,0,0,0
4866.669,,790.827,1012.476,,0,0,0,0,0,0
4933.336,,787.935,1038.62,,0,0,0,0,0,0
5000.0,,783.728,1044.185,,0,0,0,0,0,0
5066.663,,781.959,1058.513,,0,0,0,0,0,0
5133.335,,785.441,1060.433,,0,0,0,0,0,0
5199.998,,789.401,1037.744,,0,0,0,0,0,0
5266.663,,793.595,1017.531,,0,0,0,0,0,0
5333.33,,787.041,992.275,,0,0,0,0,0,0
5400.002,,790.934,978.86,,0,0,0,0,0,0
5466.666,,789.443,974.231,,0,0,0,0,0,0
5533.336,,788.241,1025.622,,0,0,0,0,0,0
5600.0,,789.709,1072.979,,0,0,0,0,0,0
5666.667,,786.738,1074.641,,0,0,0,0,0,0
5733.332,,784.309,1097.152,,0,0,0,0,0,0
5800.001,,785.652,1125.433,,0,0,0,0,0,0
5866.664,,780.034,1125.243,,0,0,0,0,0,0
5933.332,,783.487,1101.08,,0,0,0,0,0,0
6000.002,,786.47,1070.106,,0,0,0,0,0,0
6066.663,,790.385,1053.537,,0,0,0,0,0,0
6133.333,,782.36,1025.54,,0,0,0,0,0,0
6199.998,,787.421,998.129,,0,0,0,0,0,0
6266.668,,780.001,970.571,,0,0,0,0,0,0
6333.331,,782.484,949.535,,0,0,0,0,0,0
6399.997,,782.395,932.1,,0,0,0,0,0,0
6466.663,,783.306,915.401,,0,0,0,0,0,0
6533.334,,781.257,911.434,,0,0,0,0,0,0
6600.002,,779.438,901.731,,0,0,0,0,0,0
6666.666,,779.466,899.579,,0,0,0,0,0,0
6733.329,,782.282,891.726,,0,0,0,0,0,0
6799.998,,773.301,882.606,,0,0,0,0,0,0
6866.664,,776.608,877.849,,0,0,0,0,0,0
6933.335,,770.874,874.196,,0,0,0,0,0,0
6999.999,,776.525,883.634,,0,0,0,0,0,0
7066.663,,771.584,879.659,,0,0,0,0,0,0
7133.335,,781.774,879.478,,0,0,0,0,0,0
7199.997,,779.015,858.401,,0,0,0,0,0,0
7266.668,,778.576,855.755,,0,0,0,0,0,0
7333.329,,778.383,852.885,,0,0,0,0,0,0
7399.997,,781.872,893.591,,0,0,0,0,0,0
7466.668,,783.157,908.017,,0,0,0,0,0,0
7533.329,,777.135,910.841,,0,0,0,0,0,0
7599.999,,783.723,896.423,,0,0,0,0,0,0
7666.663,,783.982,890.734,,0,0,0,0,0,0
7733.333,,783.075,898.675,,0,0,0,0,0,0
7799.997,,786.148,894.354,,0,0,0,0,0,0
7866.667,,771.95,885.11,,0,0,0,0,0,0
7933.333,,775.796,875.081,,0,0,0,0,0,0
7999.998,,774.361,867.478,,0,0,0,0,0,0
8066.667,,774.185,854.765,,0,0,0,0,0,0
8133.334,,787.335,853.415,,0,0,0,0,0,0
8200.001,,782.312,844.824,,0,0,0,0,0,0
8266.667,,783.834,834.864,,0,0,0,0,0,0
8333.33,,783.729,834.855,,0,0,0,0,0,0
8400.001,,782.739,832.039,,0,0,0,0,0,0
8466.668,,775.924,833.949,,0,0,0,0,0,0
8533.335,,780.475,838.049,,0,0,0,0,0,0
8600.002,,790.774,831.599,,0,0,0,0,0,0
8666.666,,791.926,838.374,,0,0,0,0,0,0
8733.329,,794.59,841.969,,0,0,0,0,0,0
8800.001,,797.877,853.508,,0,0,0,0,0,0
8866.666,,795.253,850.156,,0,0,0,0,0,0
8933.336,,789.289,858.692,,0,0,0,0,0,0
9000.002,,788.99,919.644,,0,0,0,0,0,0
9066.666,,790.342,992.453,,0,0,0,0,0,0
9133.333,,791.183,970.838,,0,0,0,0,0,0
9200.001,,782.064,937.462,,0,0,0,0,0,0
9266.666,,776.248,916.347,,0,0,0,0,0,0
9333.332,,780.107,894.019,,0,0,0,0,0,0
9400.003,,777.951,875.266,,0,0,0,0,0,0
9466.663,,779.152,874.474,,0,0,0,0,0,0
9533.335,,773.097,871.005,,0,0,0,0,0,0
