TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD
0.0,,431.386,456.401,,0,0,0,0,0
66.663,,430.323,454.083,,0,0,0,0,0
133.333,,425.808,453.158,,0,0,0,0,0
199.996,,424.45,450.567,,0,0,0,0,0
266.666,,425.137,450.895,,0,0,0,0,0
333.333,,422.274,449.697,,0,0,0,0,0
399.998,,422.042,447.033,,0,0,0,0,0
466.666,,420.131,447.608,,0,0,0,0,0
533.333,,420.416,445.619,,0,0,0,0,0
600.002,,421.47,447.628,,0,0,0,0,0
666.664,,422.108,447.533,,0,0,0,0,0
733.334,,422.907,445.951,,0,0,0,0,0
799.996,,419.781,441.58,,0,0,0,0,0
866.664,,419.784,445.859,,0,0,0,0,0
933.334,,420.792,439.202,,0,0,0,0,0
1000.0,,413.307,441.712,,0,0,0,0,0
1066.666,,417.825,440.605,,0,0,0,0,0
1133.334,,415.332,441.892,,0,0,0,0,0
1200.001,,413.731,442.837,,0,0,0,0,0
1266.669,,415.441,444.412,,0,0,0,0,0
1333.335,,419.803,452.436,,0,0,0,0,0
1399.999,,417.343,452.788,,0,0,0,0,0
1466.664,,415.225,452.536,,0,0,0,0,0
1533.334,,418.506,454.796,,0,0,0,0,0
1599.999,,418.101,458.74,,0,0,0,0,0
1666.667,,421.486,460.007,,0,0,0,0,0
1733.331,,422.512,461.427,,0,0,0,0,0
1800.001,,420.001,460.165,,0,0,0,0,0
1866.667,,418.891,458.683,,0,0,0,0,0
1933.332,,418.72,458.693,,0,0,0,0,0
1999.998,,420.718,460.137,,0,0,0,0,0
2066.668,,418.91,457.243,,0,0,0,0,0
2133.336,,418.325,453.887,,0,0,0,0,0
2199.996,,417.769,454.476,,0,0,0,0,0
2266.664,,415.947,453.779,,0,0,0,0,0
2333.331,,415.482,453.132,,0,0,0,0,0
2399.997,,416.249,452.215,,0,0,0,0,0
2466.665,,418.686,453.103,,0,0,0,0,0
2533.332,,418.513,453.138,,0,0,0,0,0
2600.0,,415.502,449.425,,0,0,0,0,0
2666.668,,414.507,448.456,,0,0,0,0,0
2733.333,,415.741,448.434,,0,0,0,0,0
2799.999,,414.784,443.611,,0,0,0,0,0
2866.664,,411.942,450.26,,0,0,0,0,0
2933.331,,414.918,444.7,,0,0,0,0,0
3000.001,,413.116,444.138,,0,0,0,0,0
3066.667,,412.17,444.492,,0,0,0,0,0
3133.334,,411.616,448.21,,0,0,0,0,0
3200.0,,413.122,442.162,,0,0,0,0,0
3266.662,,412.782,442.546,,0,0,0,0,0
3333.331,,409.789,442.552,,0,0,0,0,0
3399.997,,411.195,446.358,,0,0,0,0,0
3466.664,,414.604,442.761,,0,0,0,0,0
3533.331,,411.529,444.402,,0,0,0,0,0
3600.001,,409.862,446.856,,0,0,0,0,0
3666.665,,412.371,445.224,,0,0,0,0,0
3733.335,,413.304,446.667,,0,0,0,0,0
3800.001,,413.617,449.332,,0,0,0,0,0
3866.664,,415.843,447.398,,0,0,0,0,0
3933.334,,413.968,448.029,,0,0,0,0,0
3999.999,,410.925,438.968,,0,0,0,0,0
4066.664,,411.292,445.903,,0,0,0,0,0
4133.336,,419.654,447.752,,0,0,0,0,0
4199.998,,417.884,444.934,,0,0,0,0,0
4266.666,,415.031,444.453,,0,0,0,0,0
4333.335,,414.436,444.193,,0,0,0,0,0
4399.998,,413.745,441.552,,0,0,0,0,0
4466.664,,410.623,441.724,,0,0,0,0,0
4533.332,,409.051,441.255,,0,0,0,0,0
4599.998,,410.534,441.932,,0,0,0,0,0
4666.669,,409.61,442.957,,0,0,0,0,0
4733.33,,412.4,443.471,,0,0,0,0,0
4799.997,,413.829,445.169,,0,0,0,0,0
4866.665,,412.863,443.775,,0,0,0,0,0
4933.333,,413.952,442.473,,0,0,0,0,0
4999.997,,415.18,445.757,,0,0,0,0,0
5066.669,,416.221,444.555,,0,0,0,0,0
5133.335,,415.547,443.524,,0,0,0,0,0
5200.001,,415.694,443.584,,0,0,0,0,0
5266.667,,412.025,442.876,,0,0,0,0,0
5333.331,,411.201,443.876,,0,0,0,0,0
5399.999,,412.396,444.855,,0,0,0,0,0
5466.665,,412.809,447.518,,0,0,0,0,0
5533.329,,410.61,448.279,,0,0,0,0,0
5600.001,,411.604,447.957,,0,0,0,0,0
5666.662,,413.54,450.531,,0,0,0,0,0
5733.331,,414.403,453.473,,0,0,0,0,0
5800.002,,414.242,453.568,,0,0,0,0,0
5866.668,,414.624,457.186,,0,0,0,0,0
5933.335,,416.098,456.087,,0,0,0,0,0
5999.998,,419.387,457.514,,0,0,0,0,0
6066.663,,420.485,456.754,,0,0,0,0,0
6133.335,,417.142,451.035,,0,0,0,0,0
6200.0,,415.954,448.602,,0,0,0,0,0
6266.668,,418.101,451.735,,0,0,0,0,0
6333.335,,422.673,451.47,,0,0,0,0,0
6400.001,,425.111,453.235,,0,0,0,0,0
6466.667,,416.307,449.254,,0,0,0,0,0
6533.334,,416.747,447.54,,0,0,0,0,0
6600.002,,413.094,445.724,,0,0,0,0,0
6666.665,,413.048,452.527,,0,0,0,0,0
6733.331,,415.352,449.594,,0,0,0,0,0
6799.995,,410.349,445.181,,0,0,0,0,0
6866.662,,406.135,443.794,,0,0,0,0,0
6933.335,,405.846,449.837,,0,0,0,0,0
6999.997,,411.421,451.562,,0,0,0,0,0
7066.668,,412.233,451.956,,0,0,0,0,0
7133.334,,411.73,454.58,,0,0,0,0,0
7199.997,,417.71,461.457,,0,0,0,0,0
7266.665,,421.607,455.094,,0,0,0,0,0
7333.331,,410.02,452.823,,0,0,0,0,0
7399.996,,409.395,455.189,,0,0,0,0,0
7466.663,,409.119,454.694,,0,0,0,0,0
7533.332,,408.802,456.766,,0,0,0,0,0
7600.001,,405.894,451.341,,0,0,0,0,0
7666.667,,406.089,457.221,,0,0,0,0,0
7733.333,,410.069,463.318,,0,0,0,0,0
7800.001,,424.286,475.934,,0,0,0,0,0
7866.666,,416.857,453.395,,0,0,0,0,0
7933.331,,407.679,463.058,,0,0,0,0,0
7999.999,,410.821,453.758,,0,0,0,0,0
8066.668,,411.157,455.152,,0,0,0,0,0
8133.334,,416.028,467.598,,0,0,0,0,0
8200.0,,433.198,461.221,,0,0,0,0,0
8266.668,,423.223,474.549,,0,0,0,0,0
8333.334,,415.952,460.955,,0,0,0,0,0
8400.0,,415.15,459.1,,0,0,0,0,0
8466.669,,412.442,454.413,,0,0,0,0,0
8533.331,,408.997,451.493,,0,0,0,0,0
8599.999,,410.313,454.312,,0,0,0,0,0
8666.666,,409.971,449.475,,0,0,0,0,0
8733.329,,410.895,453.593,,0,0,0,0,0
8799.998,,411.331,450.232,,0,0,0,0,0
8866.666,,410.872,449.081,,0,0,0,0,0
8933.335,,412.613,448.858,,0,0,0,0,0
8999.998,,410.659,446.342,,0,0,0,0,0
9066.667,,411.137,447.692,,0,0,0,0,0
9133.331,,409.992,447.129,,0,0,0,0,0
9199.995,,409.385,444.239,,0,0,0,0,0
9266.668,,409.995,442.673,,0,0,0,0,0
9333.33,,410.543,441.422,,0,0,0,0,0
9399.999,,407.108,439.958,,0,0,0,0,0
9466.668,,406.509,438.961,,0,0,0,0,0
9533.335,,404.603,437.431,,0,0,0,0,0
9599.998,,407.281,437.625,,0,0,0,0,0
9666.664,,406.487,436.46,,0,0,0,0,0
9733.333,,405.802,439.793,,0,0,0,0,0
9799.997,,410.366,438.582,,0,0,0,0,0
9866.664,,410.113,436.833,,0,0,0,0,0
9933.33,,408.094,437.558,,0,0,0,0,0
9999.996,,408.34,435.625,,0,0,0,0,0
10066.662,,409.256,436.375,,0,0,0,0,0
10133.33,,413.744,440.279,,0,0,0,0,0
10200.0,,409.077,437.13,,0,0,0,0,0
10266.663,,413.596,439.273,,0,0,0,0,0
10333.329,,412.553,434.164,,0,0,0,0,0
10399.997,,402.226,430.718,,0,0,0,0,0
10466.669,,403.817,431.093,,0,0,0,0,0
10533.33,,402.895,434.701,,0,0,0,0,0
10599.996,,406.811,438.095,,0,0,0,0,0
10666.667,,409.986,441.911,,0,0,0,0,0
10733.332,,410.465,440.733,,0,0,0,0,0
10799.997,,413.541,442.635,,0,0,0,0,0
10866.664,,409.181,444.013,,0,0,0,0,0
10933.329,,408.643,445.573,,0,0,0,0,0
11000.001,,412.784,444.69,,0,0,0,0,0
11066.668,,408.942,443.579,,0,0,0,0,0
11133.334,,408.358,443.357,,0,0,0,0,0
11199.996,,409.867,446.388,,0,0,0,0,0
11266.668,,412.08,446.254,,0,0,0,0,0
11333.333,,411.837,445.085,,0,0,0,0,0
11399.996,,413.685,443.815,,0,0,0,0,0
11466.664,,414.463,446.371,,0,0,0,0,0
11533.333,,413.212,446.414,,0,0,0,0,0
11599.996,,414.201,442.808,,0,0,0,0,0
11666.668,,412.306,443.682,,0,0,0,0,0
11733.334,,411.169,442.168,,0,0,0,0,0
11799.997,,411.647,440.045,,0,0,0,0,0
11866.669,,410.792,441.265,,0,0,0,0,0
11933.333,,412.374,441.599,,0,0,0,0,0
11999.997,,414.716,441.084,,0,0,0,0,0
12066.665,,413.579,442.121,,0,0,0,0,0
12133.334,,414.825,442.67,,0,0,0,0,0
12200.001,,416.63,442.844,,0,0,0,0,0
12266.667,,416.625,443.989,,0,0,0,0,0
12333.335,,413.576,441.141,,0,0,0,0,0
12400.001,,413.799,438.794,,0,0,0,0,0
12466.668,,413.478,438.504,,0,0,0,0,0
12533.333,,412.494,436.477,,0,0,0,0,0
12600.002,,410.493,435.782,,0,0,0,0,0
12666.663,,409.929,435.153,,0,0,0,0,0
12733.332,,409.019,434.875,,0,0,0,0,0
12800.002,,411.485,435.377,,0,0,0,0,0
12866.667,,409.162,435.634,,0,0,0,0,0
12933.335,,408.478,437.381,,0,0,0,0,0
12999.997,,412.941,439.157,,0,0,0,0,0
13066.667,,415.47,439.145,,0,0,0,0,0
13133.33,,414.36,438.445,,0,0,0,0,0
13200.001,,409.436,437.329,,0,0,0,0,0
13266.665,,409.114,437.782,,0,0,0,0,0
13333.333,,408.013,438.729,,0,0,0,0,0
13399.998,,408.057,439.123,,0,0,0,0,0
13466.665,,408.965,437.88,,0,0,0,0,0
13533.33,,409.877,436.949,,0,0,0,0,0
13600.002,,408.088,436.667,,0,0,0,0,0
13666.663,,407.699,434.934,,0,0,0,0,0
13733.329,,410.959,438.518,,0,0,0,0,0
13800.001,,410.656,436.339,,0,0,0,0,0
13866.664,,409.399,435.392,,0,0,0,0,0
13933.332,,412.436,435.345,,0,0,0,0,0
13999.998,,410.243,435.329,,0,0,0,0,0
14066.663,,411.219,434.514,,0,0,0,0,0
14133.332,,412.34,435.691,,0,0,0,0,0
14200.0,,414.434,436.882,,0,0,0,0,0
14266.665,,413.218,435.643,,0,0,0,0,0
14333.332,,408.556,434.11,,0,0,0,0,0
14399.998,,410.871,433.959,,0,0,0,0,0
14466.668,,411.795,435.983,,0,0,0,0,0
14533.335,,411.679,435.832,,0,0,0,0,0
14600.002,,409.927,434.5,,0,0,0,0,0
14666.664,,409.595,432.825,,0,0,0,0,0
14733.332,,408.813,431.221,,0,0,0,0,0
14799.998,,407.508,430.655,,0,0,0,0,0
14866.667,,408.509,432.03,,0,0,0,0,0
14933.335,,409.001,431.3,,0,0,0,0,0
15000.001,,409.608,432.292,,0,0,0,0,0
15066.665,,411.515,435.234,,0,0,0,0,0
15133.332,,409.664,434.941,,0,0,0,0,0
15199.997,,409.436,436.902,,0,0,0,0,0
15266.667,,408.394,436.221,,0,0,0,0,0
15333.329,,411.498,437.085,,0,0,0,0,0
15399.997,,411.736,438.574,,0,0,0,0,0
15466.668,,414.743,439.88,,0,0,0,0,0
15533.332,,414.559,438.813,,0,0,0,0,0
15599.998,,410.265,438.268,,0,0,0,0,0
15666.664,,409.071,438.217,,0,0,0,0,0
15733.331,,410.219,436.824,,0,0,0,0,0
15800.001,,409.152,435.402,,0,0,0,0,0
15866.664,,409.37,434.643,,0,0,0,0,0
15933.334,,409.349,436.596,,0,0,0,0,0
15999.978,,407.256,438.531,,0,0,0,0,0
16066.623,,406.627,436.802,,0,0,0,0,0
16133.271,,407.686,437.32,,0,0,0,0,0
16199.921,,407.616,439.036,,0,0,0,0,0
16266.564,,408.688,439.558,,0,0,0,0,0
16333.212,,408.19,440.76,,0,0,0,0,0
16399.858,,408.059,441.379,,0,0,0,0,0
16466.504,,409.048,442.164,,0,0,0,0,0
16533.145,,410.334,443.518,,0,0,0,0,0
16599.791,,410.244,443.353,,0,0,0,0,0
16666.435,,412.929,440.769,,0,0,0,0,0
16733.085,,409.733,441.368,,0,0,0,0,0
16799.726,,409.118,440.472,,0,0,0,0,0
16866.376,,407.772,438.091,,0,0,0,0,0
16933.021,,408.65,439.587,,0,0,0,0,0
16999.659,,411.433,439.468,,0,0,0,0,0
17066.305,,410.676,438.927,,0,0,0,0,0
17132.95,,407.189,439.451,,0,0,0,0,0
17199.597,,409.526,440.726,,0,0,0,0,0
17266.241,,408.699,443.652,,0,0,0,0,0
17332.884,,411.283,441.73,,0,0,0,0,0
17399.527,,410.799,441.605,,0,0,0,0,0
17466.165,,410.461,440.652,,0,0,0,0,0
17532.81,,410.831,439.29,,0,0,0,0,0
17599.454,,412.259,440.33,,0,0,0,0,0
17666.097,,410.517,441.409,,0,0,0,0,0
17732.738,,410.712,438.986,,0,0,0,0,0
17799.384,,412.002,438.457,,0,0,0,0,0
17866.024,,410.958,438.689,,0,0,0,0,0
17932.665,,409.368,438.062,,0,0,0,0,0
17999.306,,410.539,431.658,,0,0,0,0,0
18065.948,,405.343,438.158,,0,0,0,0,0
18132.59,,415.4,434.055,,0,0,0,0,0
18199.234,,402.284,433.337,,0,0,0,0,0
18265.872,,409.99,437.125,,0,0,0,0,0
18332.518,,409.882,436.137,,0,0,0,0,0
18399.158,,408.985,436.234,,0,0,0,0,0
18465.798,,410.409,442.027,,0,0,0,0,0
18532.434,,415.159,443.743,,0,0,0,0,0
18599.074,,408.707,442.266,,0,0,0,0,0
18665.717,,401.774,442.29,,0,0,0,0,0
18732.354,,395.227,444.202,,0,0,0,0,0
18798.997,,402.697,455.197,,0,0,0,0,0
18865.635,,412.66,455.666,,0,0,0,0,0
18932.279,,406.43,457.533,,0,0,0,0,0
18998.912,,410.109,456.03,,0,0,0,0,0
19065.555,,406.851,455.843,,0,0,0,0,0
19132.195,,404.85,454.034,,0,0,0,0,0
19198.835,,405.049,453.028,,0,0,0,0,0
19265.471,,406.592,451.957,,0,0,0,0,0
19332.111,,407.564,453.39,,0,0,0,0,0
19398.748,,408.773,452.082,,0,0,0,0,0
