TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD
0.0,,612.948,588.883,,0,0,0,0,0
66.666,,606.957,585.438,,0,0,0,0,0
133.327,,603.788,582.773,,0,0,0,0,0
200.0,,600.635,581.445,,0,0,0,0,0
266.662,,595.654,578.002,,0,0,0,0,0
333.328,,593.784,579.642,,0,0,0,0,0
399.994,,597.497,581.111,,0,0,0,0,0
466.661,,595.078,578.187,,0,0,0,0,0
533.327,,589.412,576.802,,0,0,0,0,0
599.999,,591.527,579.047,,0,0,0,0,0
666.662,,589.619,576.804,,0,0,0,0,0
733.327,,586.388,577.59,,0,0,0,0,0
799.996,,586.287,577.167,,0,0,0,0,0
866.662,,583.093,579.371,,0,0,0,0,0
933.329,,583.311,580.201,,0,0,0,0,0
999.998,,584.983,579.638,,0,0,0,0,0
1066.662,,587.567,579.478,,0,0,0,0,0
1133.328,,582.865,576.417,,0,0,0,0,0
1199.996,,582.006,576.607,,0,0,0,0,0
1266.66,,581.88,579.365,,0,0,0,0,0
1333.329,,586.044,586.231,,0,0,0,0,0
1399.995,,587.939,595.994,,0,0,0,0,0
1466.66,,588.067,601.159,,0,0,0,0,0
1533.329,,588.549,602.168,,0,0,0,0,0
1599.995,,587.67,601.753,,0,0,0,0,0
1666.665,,588.633,599.434,,0,0,0,0,0
1733.327,,588.347,598.603,,0,0,0,0,0
1799.998,,587.567,599.836,,0,0,0,0,0
1866.662,,588.566,604.191,,0,0,0,0,0
1933.328,,588.256,604.704,,0,0,0,0,0
2000.0,,588.077,601.426,,0,0,0,0,0
2066.662,,585.577,596.81,,0,0,0,0,0
2133.327,,585.765,594.759,,0,0,0,0,0
2199.998,,584.072,594.567,,0,0,0,0,0
2266.66,,584.871,594.88,,0,0,0,0,0
2333.331,,584.196,590.723,,0,0,0,0,0
2399.995,,584.163,585.539,,0,0,0,0,0
2466.662,,582.763,581.808,,0,0,0,0,0
2533.332,,582.316,585.814,,0,0,0,0,0
2599.994,,584.655,584.862,,0,0,0,0,0
2666.66,,578.096,581.166,,0,0,0,0,0
2733.332,,576.061,576.956,,0,0,0,0,0
2799.999,,573.333,571.353,,0,0,0,0,0
2866.667,,573.544,569.243,,0,0,0,0,0
2933.332,,572.485,568.753,,0,0,0,0,0
2999.995,,569.802,566.815,,0,0,0,0,0
3066.664,,569.162,566.233,,0,0,0,0,0
3133.329,,569.678,564.888,,0,0,0,0,0
3199.995,,572.124,568.476,,0,0,0,0,0
3266.662,,571.803,569.104,,0,0,0,0,0
3333.331,,569.657,568.088,,0,0,0,0,0
3399.999,,571.078,568.83,,0,0,0,0,0
3466.66,,567.405,567.006,,0,0,0,0,0
3533.328,,566.861,568.376,,0,0,0,0,0
3599.994,,568.353,567.264,,0,0,0,0,0
3666.662,,565.14,564.156,,0,0,0,0,0
3733.33,,565.335,564.768,,0,0,0,0,0
3799.997,,567.513,563.079,,0,0,0,0,0
3866.667,,568.464,559.967,,0,0,0,0,0
3933.33,,565.014,562.835,,0,0,0,0,0
3999.994,,564.997,559.612,,0,0,0,0,0
4066.662,,563.606,560.145,,0,0,0,0,0
4133.327,,562.51,561.617,,0,0,0,0,0
4199.996,,563.489,564.663,,0,0,0,0,0
4266.661,,562.985,562.476,,0,0,0,0,0
4333.331,,561.524,565.232,,0,0,0,0,0
4399.998,,562.075,561.24,,0,0,0,0,0
4466.665,,562.349,561.917,,0,0,0,0,0
4533.332,,563.133,561.389,,0,0,0,0,0
4600.0,,562.173,560.713,,0,0,0,0,0
4666.663,,562.689,559.965,,0,0,0,0,0
4733.331,,563.603,557.145,,0,0,0,0,0
4799.999,,566.557,558.305,,0,0,0,0,0
4866.661,,564.242,557.769,,0,0,0,0,0
4933.332,,567.247,557.103,,0,0,0,0,0
4999.995,,564.345,557.473,,0,0,0,0,0
5066.661,,568.379,555.408,,0,0,0,0,0
5133.329,,563.414,558.961,,0,0,0,0,0
