TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD
0.0,,440.104,471.701,,0,0,0,0,0
66.671,,437.736,469.179,,0,0,0,0,0
133.333,,435.4,468.245,,0,0,0,0,0
200.003,,433.677,469.42,,0,0,0,0,0
266.667,,431.651,469.973,,0,0,0,0,0
333.333,,431.489,470.479,,0,0,0,0,0
400.003,,430.615,470.106,,0,0,0,0,0
466.667,,428.642,469.217,,0,0,0,0,0
533.332,,427.63,470.621,,0,0,0,0,0
600.0,,427.545,469.541,,0,0,0,0,0
666.666,,427.122,468.222,,0,0,0,0,0
733.332,,426.536,465.964,,0,0,0,0,0
799.999,,426.082,463.686,,0,0,0,0,0
866.667,,425.613,461.472,,0,0,0,0,0
933.337,,425.438,460.262,,0,0,0,0,0
1000.001,,424.899,459.049,,0,0,0,0,0
1066.665,,424.681,459.504,,0,0,0,0,0
1133.335,,424.461,459.276,,0,0,0,0,0
1200.002,,424.815,459.004,,0,0,0,0,0
1266.669,,424.009,458.321,,0,0,0,0,0
1333.338,,423.585,456.98,,0,0,0,0,0
1400.004,,423.095,456.051,,0,0,0,0,0
1466.67,,423.36,455.226,,0,0,0,0,0
1533.338,,423.393,453.68,,0,0,0,0,0
1600.005,,423.32,452.722,,0,0,0,0,0
1666.67,,423.268,451.531,,0,0,0,0,0
1733.335,,422.739,450.215,,0,0,0,0,0
1800.001,,422.245,450.051,,0,0,0,0,0
1866.671,,421.709,450.128,,0,0,0,0,0
1933.332,,420.772,449.625,,0,0,0,0,0
2000.005,,420.312,448.976,,0,0,0,0,0
2066.671,,420.99,448.478,,0,0,0,0,0
2133.334,,421.614,448.595,,0,0,0,0,0
2200.003,,421.988,448.732,,0,0,0,0,0
2266.666,,421.703,448.674,,0,0,0,0,0
2333.335,,421.565,450.811,,0,0,0,0,0
2400.005,,422.147,452.587,,0,0,0,0,0
2466.668,,422.057,453.151,,0,0,0,0,0
2533.337,,422.481,453.886,,0,0,0,0,0
2600.0,,421.864,455.944,,0,0,0,0,0
2666.665,,421.662,458.74,,0,0,0,0,0
2733.332,,421.775,460.257,,0,0,0,0,0
2800.0,,421.567,460.216,,0,0,0,0,0
2866.666,,421.779,459.705,,0,0,0,0,0
2933.332,,421.301,459.799,,0,0,0,0,0
3000.002,,420.908,460.236,,0,0,0,0,0
3066.666,,419.729,460.573,,0,0,0,0,0
3133.333,,420.314,459.382,,0,0,0,0,0
3200.002,,419.778,457.964,,0,0,0,0,0
3266.669,,419.299,457.028,,0,0,0,0,0
3333.336,,419.563,457.065,,0,0,0,0,0
3400.003,,419.716,456.549,,0,0,0,0,0
3466.669,,418.927,455.516,,0,0,0,0,0
3533.336,,419.179,455.874,,0,0,0,0,0
3600.003,,419.397,454.621,,0,0,0,0,0
3666.668,,419.462,453.255,,0,0,0,0,0
3733.338,,419.307,451.952,,0,0,0,0,0
3800.004,,419.538,450.898,,0,0,0,0,0
3866.671,,419.917,450.503,,0,0,0,0,0
3933.334,,419.662,449.041,,0,0,0,0,0
3999.999,,418.974,448.257,,0,0,0,0,0
4066.67,,418.926,447.723,,0,0,0,0,0
4133.334,,419.602,447.067,,0,0,0,0,0
4200.001,,419.497,446.152,,0,0,0,0,0
4266.672,,419.983,445.846,,0,0,0,0,0
4333.335,,420.641,445.887,,0,0,0,0,0
4400.0,,421.075,446.74,,0,0,0,0,0
4466.667,,421.079,448.34,,0,0,0,0,0
4533.333,,420.927,448.772,,0,0,0,0,0
4600.002,,420.67,448.192,,0,0,0,0,0
4666.666,,420.527,446.91,,0,0,0,0,0
4733.337,,420.672,446.679,,0,0,0,0,0
4800.004,,421.327,446.535,,0,0,0,0,0
4866.667,,420.708,445.835,,0,0,0,0,0
4933.333,,420.175,445.537,,0,0,0,0,0
5000.003,,420.115,446.114,,0,0,0,0,0
5066.667,,420.363,447.318,,0,0,0,0,0
5133.335,,419.395,447.322,,0,0,0,0,0
5200.001,,418.219,446.215,,0,0,0,0,0
5266.67,,417.419,446.287,,0,0,0,0,0
5333.333,,417.984,445.557,,0,0,0,0,0
5400.001,,417.554,444.725,,0,0,0,0,0
5466.668,,417.655,443.516,,0,0,0,0,0
5533.333,,417.004,442.983,,0,0,0,0,0
5600.003,,417.467,443.425,,0,0,0,0,0
5666.665,,417.564,443.624,,0,0,0,0,0
5733.332,,417.813,445.363,,0,0,0,0,0
5800.002,,418.231,446.86,,0,0,0,0,0
5866.666,,418.713,447.96,,0,0,0,0,0
5933.337,,419.037,450.243,,0,0,0,0,0
6000.003,,418.855,452.8,,0,0,0,0,0
