x	y	name	color	
950.4605712890625	849.1688232421875	TH-only	-16711681
748.3982543945312	130.3569793701172	TH-only	-16711681
501.6393127441406	130.2355194091797	TH-only	-16711681
511.6761779785156	165.9221649169922	TH-only	-16711681
560.7453002929688	351.04656982421875	TH-only	-16711681
597.547119140625	323.1663818359375	TH-only	-16711681
617.620849609375	346.58575439453125	TH-only	-16711681
680.0724487304688	363.3138427734375	TH-only	-16711681
675.6116333007812	454.7608642578125	TH-only	-16711681
636.5794067382812	504.9451904296875	TH-only	-16711681
654.4227294921875	518.3276977539062	TH-only	-16711681
674.4964599609375	552.8991088867188	TH-only	-16711681
771.5194702148438	637.6548461914062	TH-only	-16711681
722.4503784179688	371.12030029296875	TH-only	-16711681
677.842041015625	150.30926513671875	TH-only	-16711681
896.4226684570312	328.742431640625	TH-only	-16711681
874.1185302734375	367.7746887207031	TH-only	-16711681
905.3443603515625	256.25396728515625	TH-only	-16711681
845.1231689453125	196.0327606201172	TH-only	-16711681
959.989501953125	152.5396728515625	TH-only	-16711681
774.8651123046875	219.45211791992188	TH-only	-16711681
569.6669311523438	252.9083251953125	TH-only	-16711681
594.2015380859375	202.7239990234375	TH-only	-16711681
544.0172119140625	207.18482971191406	TH-only	-16711681
500.52410888671875	221.68252563476562	TH-only	-16711681
784.9019775390625	697.8760375976562	TH-only	-16711681
771.5194702148438	722.4105834960938	TH-only	-16711681
821.7037963867188	785.9774169921875	TH-only	-16711681
856.2752075195312	725.7562255859375	TH-only	-16711681
752.5609741210938	774.8253784179688	TH-only	-16711681
720.9235229492188	856.9190673828125	TH-only	-16711681
767.9865112304688	831.1102905273438	TH-only	-16711681
739.1414794921875	905.500244140625	TH-only	-16711681
657.1607055664062	932.8271484375	TH-only	-16711681
306.4652099609375	793.15625	TH-only	-16711681
342.9010925292969	770.3837890625	TH-only	-16711681
289.7654113769531	721.8026123046875	TH-only	-16711681
306.4652099609375	688.4030151367188	TH-only	-16711681
248.77503967285156	738.5023803710938	TH-only	-16711681
465.87225341796875	653.4852905273438	TH-only	-16711681
479.53570556640625	601.8677978515625	TH-only	-16711681
235.111572265625	263.3175964355469	TH-only	-16711681
235.111572265625	226.88169860839844	TH-only	-16711681
172.86692810058594	213.21823120117188	TH-only	-16711681
146.1472625732422	94.80157470703125	TH-only	-16711681
118.82034301757812	290.6445007324219	TH-only	-16711681
93.01158905029297	324.0440673828125	TH-only	-16711681
44.43039321899414	311.8987731933594	TH-only	-16711681
149.18359375	509.2598876953125	TH-only	-16711681
36.83958053588867	576.0590209960938	TH-only	-16711681
29.248769760131836	536.5867919921875	TH-only	-16711681
297.9635009765625	855.40087890625	TH-only	-16711681
258.49127197265625	846.2919311523438	TH-only	-16711681
533.2786254882812	995.07177734375	TH-only	-16711681
896.1194458007812	427.27911376953125	TH-only	-16711681
811.1023559570312	456.12420654296875	TH-only	-16711681
757.9666748046875	468.2695007324219	TH-only	-16711681
800.4752197265625	849.3282470703125	TH-only	-16711681
797.4389038085938	970.7811889648438	TH-only	-16711681
970.5093994140625	870.58251953125	TH-only	-16711681
917.3737182617188	632.2310180664062	TH-only	-16711681
902.1920776367188	606.4222412109375	TH-only	-16711681
899.15576171875	553.2865600585938	TH-only	-16711681
955.3277587890625	377.17974853515625	TH-only	-16711681
981.1365356445312	357.4436340332031	TH-only	-16711681
624.368408203125	990.517333984375	TH-only	-16711681
597.0414428710938	948.0087890625	TH-only	-16711681
574.26904296875	834.1466064453125	TH-only	-16711681
571.2327270507812	879.6914672851562	TH-only	-16711681
531.760498046875	888.8004150390625	TH-only	-16711681
749.3549194335938	13.613872528076172	FLAG+TH	-256
230.84393310546875	50.312137603759766	FLAG+TH	-256
114.8300552368164	139.0982666015625	FLAG+TH	-256
335.0196533203125	105.95144653320312	FLAG+TH	-256
305.4242858886719	149.75259399414062	FLAG+TH	-256
62.74219512939453	231.4358367919922	FLAG+TH	-256
230.84393310546875	598.4185180664062	FLAG+TH	-256
207.16763305664062	598.4185180664062	FLAG+TH	-256
190.59422302246094	664.712158203125	FLAG+TH	-256
215.45433044433594	714.432373046875	FLAG+TH	-256
333.8358459472656	790.196533203125	FLAG+TH	-256
377.6369934082031	850.5711059570312	FLAG+TH	-256
18.9410400390625	644.5872802734375	FLAG+TH	-256
61.558380126953125	723.9028930664062	FLAG+TH	-256
30.779190063476562	783.0936279296875	FLAG+TH	-256
107.72716522216797	816.240478515625	FLAG+TH	-256
114.8300552368164	918.048583984375	FLAG+TH	-256
195.32948303222656	828.07861328125	FLAG+TH	-256
335.0196533203125	635.1167602539062	FLAG+TH	-256
443.9306335449219	139.0982666015625	FLAG+TH	-256
576.5179443359375	120.1572265625	FLAG+TH	-256
529.1653442382812	268.13409423828125	FLAG+TH	-256
454.5849609375	287.07513427734375	FLAG+TH	-256
436.8277587890625	333.2439270019531	FLAG+TH	-256
436.8277587890625	393.6184997558594	FLAG+TH	-256
441.5630187988281	423.2138671875	FLAG+TH	-256
402.4971008300781	446.8901672363281	FLAG+TH	-256
340.938720703125	855.3063354492188	FLAG+TH	-256
456.9526062011719	1000.9155883789062	FLAG+TH	-256
449.8497009277344	897.9237060546875	FLAG+TH	-256
532.7167358398438	715.6162109375	FLAG+TH	-256
546.9225463867188	779.5421752929688	FLAG+TH	-256
411.9676208496094	740.476318359375	FLAG+TH	-256
516.1433715820312	585.3965454101562	FLAG+TH	-256
417.88671875	574.7421875	FLAG+TH	-256
465.23931884765625	513.183837890625	FLAG+TH	-256
436.8277587890625	515.5514526367188	FLAG+TH	-256
603.7456665039062	287.07513427734375	FLAG+TH	-256
589.5398559570312	506.0809326171875	FLAG+TH	-256
583.6207885742188	731.0057983398438	FLAG+TH	-256
688.9803466796875	984.3422241210938	FLAG+TH	-256
716.2080688476562	667.0797729492188	FLAG+TH	-256
694.8994140625	334.427734375	FLAG+TH	-256
968.3607177734375	111.87052154541016	FLAG+TH	-256
801.398193359375	302.6068115234375	FLAG+TH	-256
768.2732543945312	438.419189453125	FLAG+TH	-256
747.2940673828125	704.5231323242188	FLAG+TH	-256
874.2731323242188	837.0230102539062	FLAG+TH	-256
921.7522583007812	755.3147583007812	FLAG+TH	-256
935.0022583007812	705.6272583007812	FLAG+TH	-256
906.2939453125	381.0025939941406	FLAG+TH	-256
982.4813842773438	291.5651550292969	FLAG+TH	-256
890.8356323242188	914.3145751953125	FLAG+TH	-256
120.33850860595703	477.37847900390625	FLAG+TH	-256
146.1472625732422	465.233154296875	FLAG+TH	-256
126.4111557006836	978.3720092773438	FLAG+TH	-256
609.186767578125	788.6017456054688	FLAG+TH	-256
770.1119384765625	1013.2897338867188	FLAG+TH	-256
979.6183471679688	70.51097869873047	FLAG+TH	-256
