x	y	name	color	
1826.199951171875	76.56546020507812	TH+FLAG	-256
1854.1341552734375	345.48529052734375	TH+FLAG	-256
1904.9986572265625	1169.489501953125	TH+FLAG	-256
2013.509521484375	1857.855224609375	TH+FLAG	-256
1966.0360107421875	2007.0576171875	TH+FLAG	-256
1881.261962890625	1895.15576171875	TH+FLAG	-256
1837.1793212890625	1732.3895263671875	TH+FLAG	-256
1833.03759765625	1342.2828369140625	TH+FLAG	-256
1625.4671630859375	214.72659301757812	TH+FLAG	-256
1667.1827392578125	354.193603515625	TH+FLAG	-256
1471.798828125	1948.2518310546875	TH+FLAG	-256
1440.68896484375	1817.5906982421875	TH+FLAG	-256
1527.79638671875	1537.6026611328125	TH+FLAG	-256
1180.1522216796875	743.5482788085938	TH+FLAG	-256
1154.59912109375	331.20880126953125	TH+FLAG	-256
1070.734375	235.7765350341797	TH+FLAG	-256
1021.5723266601562	429.5329284667969	TH+FLAG	-256
1143.0316162109375	1103.342529296875	TH+FLAG	-256
1090.9659423828125	1239.658935546875	TH+FLAG	-256
1033.3211669921875	1274.7177734375	TH+FLAG	-256
904.039306640625	293.5635986328125	TH+FLAG	-256
709.9879150390625	405.4795227050781	TH+FLAG	-256
458.8072509765625	1936.3765869140625	TH+FLAG	-256
590.9967041015625	1242.3819580078125	TH+FLAG	-256
543.2615966796875	1157.9276123046875	TH+FLAG	-256
458.8072509765625	1224.0223388671875	TH+FLAG	-256
502.8703918457031	507.9962158203125	TH+FLAG	-256
297.24237060546875	559.4032592773438	TH+FLAG	-256
198.10028076171875	1646.294189453125	TH+FLAG	-256
256.85113525390625	1840.906494140625	TH+FLAG	-256
1367.3826904296875	356.0079345703125	TH+FLAG	-256
1797.75927734375	1982.4136962890625	TH+FLAG	-256
1080.4033203125	1051.3314208984375	FLAG-only	-16711681
935.4724731445312	345.44354248046875	FLAG-only	-16711681
1465.080810546875	566.6944580078125	FLAG-only	-16711681
1241.620849609375	736.753173828125	FLAG-only	-16711681
1911.5179443359375	1802.5570068359375	TH-only	-16711936
1807.2093505859375	1143.604248046875	TH-only	-16711936
1189.454345703125	1936.603759765625	TH-only	-16711936
107.90373229980469	1998.577880859375	TH-only	-16711936
91.34165954589844	1933.0196533203125	TH-only	-16711936
72.01923370361328	1815.7049560546875	TH-only	-16711936
896.3172607421875	1157.111328125	TH-only	-16711936
811.2340698242188	1090.142578125	TH-only	-16711936
720.6616821289062	1074.7728271484375	TH-only	-16711936
