TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z
0.0,,1374.787,1504.358,0,0,0.0,222.852421,95.732078,-2.102125,224.954546,23.799417,4.545524
66.667,,1371.305,1503.588,0,0,0.066667,222.088479,92.257729,-2.025831,224.114309,23.725461,4.528546
133.337,,1396.793,1488.125,0,0,0.133337,206.631536,117.75338,-2.585697,209.217233,22.414247,4.22753
199.999,,1338.955,1473.82,0,0,0.199999,192.332593,59.92303,-1.315784,193.648377,21.043904,3.912939
266.668,,1339.434,1459.424,0,0,0.266668,177.94265,60.40968,-1.326471,179.269121,19.778268,3.622386
333.337,,1327.751,1420.854,0,0,0.333337,139.378708,48.734331,-1.070088,140.448796,16.361373,2.837966
400.001,,1328.205,1402.203,0,0,0.400001,120.733764,49.19598,-1.080226,121.81399,14.721171,2.461424
466.67,,1315.989,1390.632,0,0,0.46667,109.168821,36.98763,-0.812139,109.98096,13.679649,2.222321
533.332,,1311.624,1374.748,0,0,0.533332,93.290877,32.630279,-0.716455,94.007332,12.273678,1.899551
600.002,,1308.65,1379.236,0,0,0.600002,97.784934,29.663929,-0.651316,98.43625,12.663504,1.989043
666.669,,1320.108,1368.031,0,0,0.666669,86.58599,41.129578,-0.903094,87.489084,11.699954,1.767841
733.337,,1315.858,1384.975,0,0,0.733337,103.536047,36.887227,-0.809935,104.345981,13.183668,2.108458
800.003,,1338.23,1372.65,0,0,0.800003,91.217103,59.266876,-1.301375,92.518478,12.142632,1.869467
866.669,,1298.744,1355.424,0,0,0.866669,73.997159,19.788525,-0.43446,74.431618,10.550659,1.503996
933.336,,1283.792,1340.808,0,0,0.933336,59.387215,4.844173,-0.106293,59.493507,9.235833,1.20215
1000.001,,1286.45,1330.341,0,0,1.000001,48.92627,7.509821,-0.164828,49.091098,8.320232,0.991955
1066.668,,1280.137,1314.148,0,0,1.066668,32.739326,1.204469,-0.026367,32.765693,6.883299,0.662077
1133.338,,1278.722,1299.901,0,0,1.133338,18.498382,-0.202883,0.004537,18.493845,5.627117,0.373694
1200.002,,1278.212,1285.424,0,0,1.200002,4.027437,-0.705235,0.015568,4.011868,4.352439,0.081065
1266.672,,1268.154,1274.806,0,0,1.266672,-6.584507,-10.755587,0.236267,-6.820774,3.398969,-0.137823
1333.334,,1264.365,1267.167,0,0,1.333334,-14.217453,-14.53694,0.319303,-14.536755,2.719823,-0.293736
1400.002,,1273.497,1255.409,0,0,1.400002,-25.969398,-5.397293,0.118603,-26.088,1.703103,-0.527145
1466.672,,1273.183,1251.029,0,0,1.466672,-30.343342,-5.703646,0.12533,-30.468672,1.317524,-0.615663
1533.334,,1267.526,1247.211,0,0,1.533334,-34.155288,-11.352999,0.249386,-34.404674,0.971084,-0.695195
1600.004,,1269.273,1238.145,0,0,1.600004,-43.215233,-9.598352,0.210855,-43.426088,0.177035,-0.877485
1666.67,,1276.905,1239.061,0,0,1.66667,-42.293178,-1.958706,0.043094,-42.336272,0.272959,-0.855464
1733.335,,1274.242,1245.724,0,0,1.733335,-35.624124,-4.61406,0.101403,-35.725528,0.854825,-0.721885
1800.0,,1265.117,1242.937,0,0,1.8,-38.40507,-13.731414,0.301614,-38.706684,0.592429,-0.782123
1866.668,,1265.001,1246.408,0,0,1.866668,-34.928016,-13.839768,0.303993,-35.232009,0.898264,-0.711913
1933.334,,1265.719,1254.287,0,0,1.933334,-27.042962,-13.114122,0.288059,-27.33102,1.593694,-0.552262
2000.005,,1261.164,1258.495,0,0,2.000005,-22.828907,-17.661476,0.387915,-23.216822,1.955819,-0.469129
2066.667,,1267.515,1252.718,0,0,2.066667,-28.599854,-11.302832,0.248284,-28.848138,1.46016,-0.582917
2133.339,,1262.018,1255.443,0,0,2.133339,-25.8688,-16.792186,0.368826,-26.237626,1.689933,-0.530168
2200.002,,1260.526,1263.053,0,0,2.200002,-18.252746,-18.276541,0.401422,-18.654168,2.357415,-0.376934
2266.669,,1270.463,1270.474,0,0,2.266669,-10.825693,-8.331896,0.183044,-11.008737,3.030352,-0.222447
2333.335,,1263.732,1281.302,0,0,2.333335,0.00836,-15.055252,0.330684,-0.322324,3.970951,-0.006513
2400.002,,1256.92,1279.086,0,0,2.400002,-2.201586,-21.859607,0.480103,-2.681689,3.763284,-0.054187
2466.671,,1264.604,1286.875,0,0,2.466671,5.593467,-14.167963,0.3112,5.282267,4.464257,0.106736
2533.336,,1272.055,1306.484,0,0,2.533336,25.20852,-6.709319,0.147414,25.061106,6.205155,0.506395
2599.999,,1269.771,1317.029,0,0,2.599999,35.759572,-8.985675,0.197401,35.562172,7.12944,0.718584
2666.666,,1269.005,1316.848,0,0,2.666666,35.584625,-9.744032,0.214054,35.370571,7.112576,0.714712
2733.334,,1272.928,1311.24,0,0,2.733334,29.982678,-5.813388,0.12774,29.854938,6.6271,0.603261
2800.0,,1274.069,1310.163,0,0,2.8,28.91173,-4.664745,0.102516,28.809214,6.535057,0.582131
2866.671,,1264.687,1314.416,0,0,2.866671,33.170783,-14.039101,0.30837,32.862413,6.891812,0.664031
2933.337,,1271.825,1319.531,0,0,2.933337,38.291836,-6.893458,0.151457,38.140378,7.356369,0.77068
3000.006,,1280.132,1322.075,0,0,3.000006,40.841888,1.421185,-0.031126,40.873014,7.596891,0.825897
3066.667,,1276.117,1329.016,0,0,3.066667,47.788939,-2.586173,0.056872,47.732067,8.200613,0.964494
3133.335,,1262.766,1326.416,0,0,3.133335,45.194991,-15.929531,0.349883,44.845109,7.946508,0.906159
3200.002,,1241.906,1305.083,0,0,3.200002,23.868043,-36.781888,0.807786,23.060258,6.029044,0.465965
3266.669,,1263.165,1321.101,0,0,3.266669,39.892095,-15.515246,0.340786,39.55131,7.480557,0.79919
3333.334,,1269.955,1304.55,0,0,3.333334,23.347146,-8.717605,0.191514,23.155632,6.037439,0.467892
3400.0,,1260.5,1302.632,0,0,3.4,21.435198,-18.164963,0.398971,21.036226,5.850893,0.425067
3466.667,,1268.287,1287.56,0,0,3.466667,6.369249,-10.370321,0.227807,6.141442,4.53988,0.124097
3533.337,,1274.15,1280.274,0,0,3.533337,-0.910699,-4.49968,0.098892,-1.009591,3.910459,-0.0204
3600.0,,1273.156,1275.602,0,0,3.6,-5.576649,-5.486039,0.120551,-5.6972,3.497864,-0.11512
3666.671,,1275.175,1271.694,0,0,3.666671,-9.478597,-3.459397,0.076048,-9.554645,3.158339,-0.193065
3733.336,,1271.965,1277.857,0,0,3.733336,-3.309546,-6.661757,0.146369,-3.455916,3.695138,-0.069832
3800.002,,1268.604,1283.815,0,0,3.800002,2.654504,-10.015116,0.220007,2.434498,4.213602,0.049192
3866.666,,1265.903,1276.581,0,0,3.866666,-4.573445,-12.708476,0.279151,-4.852596,3.572205,-0.098054
3933.333,,1271.73,1278.646,0,0,3.933333,-2.502395,-6.873836,0.151026,-2.653421,3.765772,-0.053616
3999.999,,1267.289,1280.104,0,0,3.999999,-1.038345,-11.307196,0.24838,-1.286724,3.886067,-0.026
4066.672,,1266.87,1276.902,0,0,4.066672,-4.234294,-11.718555,0.257413,-4.491707,3.60397,-0.090761
4133.336,,1269.147,1272.77,0,0,4.133336,-8.360244,-9.433916,0.207244,-8.567488,3.245227,-0.173118
4200.001,,1270.239,1269.641,0,0,4.200001,-11.483194,-8.334277,0.183097,-11.666291,2.972476,-0.235734
4266.666,,1270.888,1269.239,0,0,4.266666,-11.879144,-7.677638,0.168677,-12.047822,2.938894,-0.243443
4333.339,,1273.749,1254.338,0,0,4.333339,-26.774094,-4.808998,0.105684,-26.879778,1.633412,-0.543144
4400.001,,1266.534,1252.933,0,0,4.400001,-28.173045,-12.016359,0.263953,-28.436997,1.496348,-0.57461
4466.671,,1272.686,1248.161,0,0,4.466671,-32.938995,-5.85672,0.128691,-33.067686,1.088763,-0.668179
4533.337,,1274.893,1236.632,0,0,4.533337,-44.461945,-3.642082,0.080059,-44.542005,0.078814,-0.900034
4600.002,,1273.363,1231.092,0,0,4.600002,-49.995896,-5.164443,0.113489,-50.109386,-0.411216,-1.012531
4666.667,,1277.689,1229.69,0,0,4.666667,-51.391847,-0.830805,0.018326,-51.410173,-0.525709,-1.038815
4733.332,,1271.07,1231.909,0,0,4.733332,-49.166798,-7.442167,0.163507,-49.330305,-0.342643,-0.996788
4800.005,,1269.083,1230.52,0,0,4.800005,-50.549749,-9.421529,0.206972,-50.756721,-0.468194,-1.025611
4866.67,,1275.733,1236.197,0,0,4.86667,-44.8667,-2.763891,0.060775,-44.927475,0.044886,-0.907823
4933.339,,1280.428,1249.831,0,0,4.933339,-31.226651,1.938746,-0.042491,-31.18416,1.254548,-0.63012
5000.005,,1278.661,1261.348,0,0,5.000005,-19.703603,0.179384,-0.003857,-19.699746,2.265385,-0.398061
5066.667,,1279.089,1265.287,0,0,5.066667,-15.758555,0.61502,-0.013423,-15.745131,2.613464,-0.318153
5133.333,,1283.489,1274.924,0,0,5.133333,-6.115506,5.022657,-0.110212,-6.005295,3.470746,-0.121345
5200.001,,1275.949,1290.684,0,0,5.200001,9.650542,-2.509706,0.055193,9.595349,4.843887,0.193888
5266.671,,1265.218,1286.827,0,0,5.266671,5.79959,-13.233069,0.290671,5.50892,4.484207,0.111316
5333.335,,1254.775,1282.807,0,0,5.333335,1.785638,-23.668433,0.519824,1.265815,4.110736,0.025578
5400.001,,1261.263,1274.472,0,0,5.400001,-6.543314,-17.172797,0.377184,-6.920498,3.390192,-0.139838
5466.667,,1266.863,1264.982,0,0,5.466667,-16.027266,-11.565161,0.254045,-16.281311,2.56627,-0.328987
5533.332,,1273.183,1264.052,0,0,5.533332,-16.951219,-5.237525,0.115094,-17.066313,2.497175,-0.344849
5600.006,,1277.759,1259.805,0,0,5.600006,-21.192171,-0.653889,0.014441,-21.206612,2.132754,-0.42851
5666.666,,1281.917,1255.317,0,0,5.666666,-25.674124,3.511746,-0.077033,-25.597091,1.746312,-0.517225
5733.337,,1285.504,1247.94,0,0,5.733337,-33.045076,7.106382,-0.155969,-32.889107,1.104482,-0.664571
5800.0,,1279.837,1239.453,0,0,5.8,-41.52603,1.447017,-0.031693,-41.494336,0.347065,-0.838452
5866.669,,1281.19,1237.661,0,0,5.866669,-43.311982,2.807652,-0.061572,-43.25041,0.192498,-0.873936
5933.333,,1282.957,1232.157,0,0,5.933333,-48.809936,4.582286,-0.100542,-48.709394,-0.287992,-0.984242
6000.004,,1282.944,1231.262,0,0,6.000004,-49.698888,4.576922,-0.100424,-49.598465,-0.366246,-1.002207
6066.672,,1280.415,1223.401,0,0,6.066672,-57.553842,2.055556,-0.045057,-57.508785,-1.062498,-1.162046
6133.338,,1279.16,1215.357,0,0,6.133338,-65.591795,0.80819,-0.017665,-65.57413,-1.772396,-1.325018
6200.003,,1280.275,1216.141,0,0,6.200003,-64.801749,1.930824,-0.042317,-64.759431,-1.700687,-1.308556
6266.671,,1268.447,1224.497,0,0,6.266671,-56.439702,-9.889542,0.217249,-56.656952,-0.987521,-1.144834
6333.336,,1270.686,1223.976,0,0,6.333336,-56.954656,-7.642908,0.167915,-57.122571,-1.028504,-1.154242
6400.0,,1272.401,1228.122,0,0,6.4,-52.802611,-5.920275,0.130087,-52.932698,-0.659719,-1.06958
6466.666,,1275.547,1248.246,0,0,6.466666,-32.672565,-2.766642,0.060835,-32.7334,1.118187,-0.661425
6533.334,,1274.716,1274.539,0,0,6.533334,-6.373519,-3.590009,0.078916,-6.452435,3.43139,-0.130381
6600.004,,1274.948,1289.601,0,0,6.600004,8.694527,-3.350375,0.073654,8.620873,4.758116,0.174197
6666.67,,1278.114,1297.618,0,0,6.66667,16.717573,-0.176743,0.003963,16.71361,5.470424,0.337722
6733.334,,1270.07,1300.792,0,0,6.733334,19.897618,-8.21311,0.180436,19.717182,5.734793,0.398414
6800.004,,1262.351,1292.046,0,0,6.800004,11.157664,-15.924478,0.349772,10.807892,4.950613,0.218389
6866.666,,1264.65,1282.164,0,0,6.866666,1.281708,-13.617846,0.29912,0.982588,4.085807,0.019855
6933.339,,1257.305,1276.281,0,0,6.933339,-4.595246,-20.955213,0.460243,-5.055489,3.554347,-0.102153
7000.002,,1271.462,1279.826,0,0,7.000002,-1.044201,-6.790582,0.149198,-1.193399,3.894281,-0.024114
7066.67,,1272.487,1275.022,0,0,7.06667,-5.842156,-5.75795,0.126522,-5.968679,3.473969,-0.120606
7133.339,,1270.292,1266.875,0,0,7.133339,-13.983111,-7.945318,0.174555,-14.157667,2.753189,-0.286076
7200.004,,1270.322,1260.263,0,0,7.200004,-20.589067,-7.907687,0.173729,-20.762796,2.171818,-0.419542
7266.668,,1272.536,1271.49,0,0,7.266668,-9.356022,-5.686056,0.124944,-9.480966,3.164824,-0.191576
7333.339,,1275.207,1278.302,0,0,7.333339,-2.537978,-3.007425,0.066123,-2.604101,3.770113,-0.05262
7400.004,,1281.364,1278.434,0,0,7.400004,-2.399934,3.157206,-0.069248,-2.330686,3.794179,-0.047095
7466.671,,1286.523,1292.247,0,0,7.466671,11.419111,8.323836,-0.182703,11.601814,5.020493,0.234431
7533.339,,1286.821,1314.123,0,0,7.533339,33.301155,8.629467,-0.189415,33.49057,6.947102,0.676724
7600.003,,1283.959,1309.496,0,0,7.600003,28.680198,5.775097,-0.126735,28.806933,6.534856,0.582085
7666.667,,1280.85,1310.544,0,0,7.666667,29.734242,2.673727,-0.058631,29.792873,6.621637,0.602007
7733.337,,1275.933,1308.636,0,0,7.733337,27.832286,-2.235643,0.049175,27.783111,6.444741,0.561397
7800.003,,1283.717,1324.636,0,0,7.800003,43.83833,5.555986,-0.121923,43.960253,7.868624,0.888279
7866.668,,1293.228,1348.092,0,0,7.866668,67.300373,15.074616,-0.330946,67.631318,9.952109,1.366586
7933.334,,1289.939,1375.539,0,0,7.933334,94.753416,11.793245,-0.258889,95.012305,12.362134,1.919858
8000.003,,1285.487,1413.173,0,0,8.000003,132.393459,7.348874,-0.161294,132.554753,15.666553,2.678456
8066.671,,1283.494,1442.14,0,0,8.066671,161.366503,5.363503,-0.117697,161.484199,18.212871,3.263016
