TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,835.855,841.725,0,0,0.0,92.464366,66.134122,28.739173,63.725193,17.713597,2.665265,,,,,,0,0,0,0,,,
66.669,,826.596,828.343,0,0,0.066669,79.084325,56.877798,24.716699,54.367626,15.721958,2.273891,,,,,,0,0,0,0,,,
133.339,,812.75,815.821,0,0,0.133339,66.564284,43.034473,18.700876,47.863408,14.337618,2.001856,,,,,,0,0,0,0,,,
200.001,,801.684,811.823,0,0,0.200001,62.568242,31.971148,13.893143,48.6751,14.510376,2.035805,,,,,,0,0,0,0,,,
266.667,,796.952,809.095,0,0,0.266667,59.842201,27.241823,11.837944,48.004257,14.367596,2.007747,,,,,,0,0,0,0,,,
333.339,,796.588,804.862,0,0,0.333339,55.61116,26.880498,11.680925,43.930235,13.500492,1.837354,,,,,,0,0,0,0,,,
400.005,,793.478,806.614,0,0,0.400005,57.365119,23.773173,10.33059,47.034528,14.161202,1.967189,,,,,,0,0,0,0,,,
466.669,,789.555,810.555,0,0,0.466669,61.308077,19.852848,8.626955,52.681123,15.363007,2.203354,,,,,,0,0,0,0,,,
533.336,,791.544,811.259,0,0,0.533336,62.014036,21.844523,9.492467,52.521569,15.329049,2.196681,,,,,,0,0,0,0,,,
600.004,,797.044,810.956,0,0,0.600004,61.712995,27.347198,11.883736,49.829258,14.756024,2.084077,,,,,,0,0,0,0,,,
666.669,,794.192,815.51,0,0,0.666669,66.268953,24.497873,10.64552,55.623434,15.989241,2.326414,,,,,,0,0,0,0,,,
733.339,,791.594,815.827,0,0,0.733339,66.587912,21.902548,9.517682,57.07023,16.297173,2.386926,,,,,,0,0,0,0,,,
800.005,,796.543,817.387,0,0,0.800005,68.149871,26.854223,11.669507,56.480364,16.171628,2.362255,,,,,,0,0,0,0,,,
866.669,,793.301,817.188,0,0,0.866669,67.95283,23.614898,10.26181,57.69102,16.4293,2.41289,,,,,,0,0,0,0,,,
933.339,,795.062,824.797,0,0,0.933339,75.563788,25.378573,11.028241,64.535547,17.886071,2.699158,,,,,,0,0,0,0,,,
1000.005,,798.16,816.763,0,0,1.000005,67.531747,28.479248,12.375686,55.156061,15.889767,2.306867,,,,,,0,0,0,0,,,
