TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,675.323,810.375,0,0,0.0,52.295708,-3.668077,-0.884076,53.179784,8.811506,1.324293,,,,,,0,0,0,0,,,
66.662,,672.191,802.77,0,0,0.066662,44.693649,-6.799023,-1.638655,46.332304,8.177434,1.153776,,,,,,0,0,0,0,,,
133.328,,674.356,813.393,0,0,0.133328,55.319591,-4.632968,-1.116621,56.436212,9.113049,1.405385,,,,,,0,0,0,0,,,
199.998,,664.976,819.731,0,0,0.199998,61.660533,-14.011914,-3.377009,65.037542,9.909527,1.619577,,,,,,0,0,0,0,,,
266.664,,662.183,832.107,0,0,0.266664,74.039474,-16.803859,-4.049886,78.089361,11.118116,1.944596,,,,,,0,0,0,0,,,
333.333,,662.014,835.543,0,0,0.333333,77.478416,-16.971804,-4.090362,81.568779,11.440308,2.031241,,,,,,0,0,0,0,,,
400.001,,658.736,838.002,0,0,0.400001,79.940358,-20.24875,-4.880128,84.820486,11.741414,2.112216,,,,,,0,0,0,0,,,
466.662,,664.033,834.41,0,0,0.466662,76.351299,-14.950695,-3.603262,79.954561,11.290832,1.991043,,,,,,0,0,0,0,,,
533.33,,663.227,823.568,0,0,0.53333,65.512241,-15.755641,-3.797259,69.309499,10.305107,1.725958,,,,,,0,0,0,0,,,
599.995,,655.685,808.779,0,0,0.599995,50.726182,-23.296586,-5.614677,56.340859,9.104219,1.403011,,,,,,0,0,0,0,,,
666.666,,653.702,809.125,0,0,0.666666,51.075123,-25.278531,-6.092339,57.167462,9.180762,1.423595,,,,,,0,0,0,0,,,
733.329,,660.226,803.996,0,0,0.733329,45.949065,-18.753477,-4.519757,50.468822,8.560473,1.256784,,,,,,0,0,0,0,,,
800.001,,655.419,788.623,0,0,0.800001,30.579006,-23.559422,-5.678022,36.257028,7.24447,0.902879,,,,,,0,0,0,0,,,
866.664,,649.772,787.122,0,0,0.866664,29.080947,-29.205368,-7.038732,36.119679,7.231752,0.899459,,,,,,0,0,0,0,,,
933.33,,646.044,784.767,0,0,0.93333,26.728888,-32.932313,-7.936951,34.665839,7.097127,0.863255,,,,,,0,0,0,0,,,
1000.001,,647.772,798.2,0,0,1.000001,40.16483,-31.203258,-7.520237,47.685066,8.302699,1.187462,,,,,,0,0,0,0,,,
1066.668,,647.921,796.431,0,0,1.066668,38.398771,-31.053204,-7.484073,45.882843,8.135814,1.142583,,,,,,0,0,0,0,,,
1133.335,,653.134,792.044,0,0,1.133335,34.014712,-25.839149,-6.227451,40.242163,7.613491,1.002118,,,,,,0,0,0,0,,,
1199.996,,651.379,794.044,0,0,1.199996,36.017652,-27.593095,-6.650164,42.667816,7.838105,1.062522,,,,,,0,0,0,0,,,
1266.664,,644.058,824.857,0,0,1.266664,66.833593,-34.91304,-8.414319,75.247912,10.855,1.873838,,,,,,0,0,0,0,,,
1333.333,,646.134,878.809,0,0,1.333333,120.788534,-32.835986,-7.913735,128.702269,15.804837,3.204968,,,,,,0,0,0,0,,,
1399.998,,651.34,879.062,0,0,1.399998,121.044475,-27.628931,-6.6588,127.703275,15.712331,3.180091,,,,,,0,0,0,0,,,
1466.663,,649.391,861.751,0,0,1.466663,103.736416,-29.576876,-7.128268,110.864684,14.153089,2.760773,,,,,,0,0,0,0,,,
1533.331,,642.629,836.696,0,0,1.533331,78.684356,-36.337822,-8.757701,87.442057,11.98417,2.177498,,,,,,0,0,0,0,,,
1600.001,,641.85,814.931,0,0,1.600001,56.922297,-37.115767,-8.945191,65.867488,9.986379,1.640245,,,,,,0,0,0,0,,,
1666.666,,640.261,803.851,0,0,1.666666,45.845238,-38.703713,-9.327896,55.173134,8.996089,1.373932,,,,,,0,0,0,0,,,
1733.334,,644.286,799.731,0,0,1.733334,41.728178,-34.677658,-8.35759,50.085768,8.525002,1.247245,,,,,,0,0,0,0,,,
1799.997,,644.858,806.855,0,0,1.799997,48.855118,-34.104604,-8.21948,57.074599,9.172163,1.421282,,,,,,0,0,0,0,,,
1866.668,,645.315,793.542,0,0,1.866668,35.545059,-33.646549,-8.109086,43.654145,7.929438,1.087084,,,,,,0,0,0,0,,,
1933.332,,644.043,777.291,0,0,1.933332,19.296999,-34.917495,-8.415392,27.712392,6.453243,0.690099,,,,,,0,0,0,0,,,
2000.0,,640.927,770.846,0,0,2.0,12.85494,-38.03244,-9.166115,22.021054,5.926229,0.548372,,,,,,0,0,0,0,,,
2066.666,,640.816,763.469,0,0,2.066666,5.48088,-38.142385,-9.192612,14.673492,5.245849,0.365402,,,,,,0,0,0,0,,,
2133.329,,644.037,759.704,0,0,2.133329,1.71882,-34.920331,-8.416076,10.134896,4.825578,0.252381,,,,,,0,0,0,0,,,
2199.996,,644.62,754.9,0,0,2.199996,-3.08224,-34.336276,-8.275315,5.193075,4.367969,0.129319,,,,,,0,0,0,0,,,
2266.664,,629.154,719.266,0,0,2.266664,-38.7133,-49.801222,-12.002469,-26.710831,1.413689,-0.665158,,,,,,0,0,0,0,,,
2333.332,,625.783,750.807,0,0,2.333332,-7.16936,-53.171167,-12.814648,5.645289,4.409844,0.14058,,,,,,0,0,0,0,,,
2399.997,,626.337,723.473,0,0,2.399997,-34.50042,-52.616113,-12.680876,-21.819543,1.866619,-0.543354,,,,,,0,0,0,0,,,
2466.665,,636.984,760.313,0,0,2.466665,2.34252,-41.968058,-10.114625,12.457145,5.040617,0.31021,,,,,,0,0,0,0,,,
2533.328,,640.82,784.927,0,0,2.533328,26.95946,-38.131004,-9.189869,36.149329,7.234497,0.900197,,,,,,0,0,0,0,,,
2599.997,,644.937,804.085,0,0,2.599997,46.1204,-34.012949,-8.197391,54.317791,8.916885,1.352632,,,,,,0,0,0,0,,,
2666.668,,639.423,820.226,0,0,2.666668,62.26434,-39.525895,-9.526047,71.790387,10.534835,1.787738,,,,,,0,0,0,0,,,
