TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,1343.153,1242.676,0,0,0.0,-34.975868,68.769561,0.975242,-35.95111,0.539524,-0.747485,,,,,,0,0,0,0,,,
66.669,,1350.352,1243.725,0,0,0.066669,-33.903247,75.979452,1.077492,-34.980738,0.602388,-0.727309,,,,,,0,0,0,0,,,
133.336,,1342.61,1254.226,0,0,0.133336,-23.378629,68.248342,0.96785,-24.34648,1.291319,-0.506205,,,,,,0,0,0,0,,,
200.001,,1330.648,1240.06,0,0,0.200001,-37.521016,56.297231,0.798362,-38.319377,0.386098,-0.796725,,,,,,0,0,0,0,,,
266.664,,1322.918,1245.254,0,0,0.266664,-32.303406,48.578119,0.68889,-32.992296,0.731208,-0.685966,,,,,,0,0,0,0,,,
333.331,,1321.849,1255.356,0,0,0.333331,-22.177797,47.520007,0.673884,-22.851681,1.388158,-0.475125,,,,,,0,0,0,0,,,
399.998,,1318.818,1252.593,0,0,0.399998,-24.917191,44.499895,0.631054,-25.548245,1.213463,-0.531191,,,,,,0,0,0,0,,,
466.667,,1313.565,1244.5,0,0,0.466667,-32.986588,39.257782,0.556711,-33.543299,0.695512,-0.697422,,,,,,0,0,0,0,,,
533.331,,1314.651,1245.697,0,0,0.533331,-31.76599,40.354669,0.572267,-32.338256,0.773579,-0.672367,,,,,,0,0,0,0,,,
599.997,,1312.106,1245.909,0,0,0.599997,-31.530393,37.820555,0.536328,-32.066722,0.79117,-0.666722,,,,,,0,0,0,0,,,
666.667,,1310.855,1241.28,0,0,0.666667,-36.135798,36.580441,0.518741,-36.65454,0.493953,-0.76211,,,,,,0,0,0,0,,,
733.333,,1313.237,1234.508,0,0,0.733333,-42.884208,38.973326,0.552677,-43.436885,0.054565,-0.903127,,,,,,0,0,0,0,,,
800.002,,1306.362,1218.15,0,0,0.800002,-59.218619,32.109211,0.455331,-59.67395,-0.997337,-1.240723,,,,,,0,0,0,0,,,
866.666,,1307.296,1226.628,0,0,0.866666,-50.717036,33.054095,0.468731,-51.185767,-0.447438,-1.064239,,,,,,0,0,0,0,,,
933.332,,1300.26,1216.739,0,0,0.933332,-60.582454,26.028979,0.369102,-60.951556,-1.080105,-1.267286,,,,,,0,0,0,0,,,
1000.002,,1305.569,1217.398,0,0,1.000002,-59.899874,31.348862,0.444548,-60.344422,-1.040773,-1.254663,,,,,,0,0,0,0,,,
1066.667,,1307.185,1220.669,0,0,1.066667,-56.605299,32.975745,0.46762,-57.072919,-0.828832,-1.186643,,,,,,0,0,0,0,,,
1133.33,,1313.702,1220.437,0,0,1.13333,-56.813727,39.503626,0.560197,-57.373925,-0.848332,-1.192901,,,,,,0,0,0,0,,,
1199.996,,1320.278,1211.129,0,0,1.199996,-66.098157,46.090508,0.653612,-66.751769,-1.455867,-1.387883,,,,,,0,0,0,0,,,
1266.664,,1314.536,1206.396,0,0,1.266664,-70.80759,40.35939,0.572334,-71.379924,-1.755697,-1.48411,,,,,,0,0,0,0,,,
1333.335,,1294.711,1206.308,0,0,1.333335,-70.872024,20.545271,0.291333,-71.163357,-1.741667,-1.479607,,,,,,0,0,0,0,,,
1400.002,,1288.276,1211.593,0,0,1.400002,-65.563463,14.121151,0.200227,-65.76369,-1.391855,-1.367339,,,,,,0,0,0,0,,,
1466.669,,1294.638,1217.204,0,0,1.466669,-59.928905,20.494031,0.290606,-60.219511,-1.032681,-1.252066,,,,,,0,0,0,0,,,
1533.332,,1294.225,1227.68,0,0,1.533332,-49.429351,20.09191,0.284904,-49.714254,-0.352108,-1.033644,,,,,,0,0,0,0,,,
