TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,792.436,1015.591,0,0,0.0,218.214926,49.911779,38.572319,179.642607,21.303555,5.035583,,,,,,0,0,0,0,,,
66.661,,778.711,1011.223,0,0,0.066661,213.852029,36.190561,27.968427,185.883601,21.922029,5.210525,,,,,,0,0,0,0,,,
133.328,,770.937,998.001,0,0,0.133328,200.635132,28.420344,21.963527,178.671605,21.20733,5.008364,,,,,,0,0,0,0,,,
199.996,,766.95,985.694,0,0,0.199996,188.333234,24.437126,18.885257,169.447978,20.293281,4.749816,,,,,,0,0,0,0,,,
266.663,,760.279,990.843,0,0,0.266663,193.487337,17.769908,13.732765,179.754572,21.31465,5.038721,,,,,,0,0,0,0,,,
333.333,,759.521,977.603,0,0,0.333333,180.25244,17.015691,13.149899,167.102541,20.060852,4.684071,,,,,,0,0,0,0,,,
399.995,,759.469,947.087,0,0,0.399995,149.741542,16.967473,13.112635,136.628907,17.040957,3.829861,,,,,,0,0,0,0,,,
466.665,,760.724,922.302,0,0,0.466665,124.961644,18.226255,14.085434,110.87621,14.488901,3.107984,,,,,,0,0,0,0,,,
533.331,,749.374,902.411,0,0,0.533331,105.075746,6.880037,5.316966,99.758781,13.38718,2.79635,,,,,,0,0,0,0,,,
600.0,,754.22,887.338,0,0,0.6,90.007849,11.729819,9.064925,80.942924,11.522555,2.26892,,,,,,0,0,0,0,,,
666.667,,760.36,880.309,0,0,0.666667,82.98395,17.873601,13.8129,69.17105,10.355979,1.938942,,,,,,0,0,0,0,,,
733.329,,757.695,868.589,0,0,0.733329,71.269052,15.212383,11.756284,59.512767,9.398856,1.668209,,,,,,0,0,0,0,,,
800.0,,754.751,852.439,0,0,0.8,55.124154,12.272165,9.484055,45.640099,8.024094,1.279343,,,,,,0,0,0,0,,,
866.666,,753.829,840.517,0,0,0.866666,43.207255,11.353947,8.774447,34.432808,6.913468,0.96519,,,,,,0,0,0,0,,,
933.331,,749.804,843.829,0,0,0.933331,46.524356,7.332728,5.66681,40.857547,7.55015,1.145283,,,,,,0,0,0,0,,,
999.996,,750.801,853.13,0,0,0.999996,55.830457,8.33351,6.440223,49.390234,8.395727,1.384463,,,,,,0,0,0,0,,,
1066.663,,750.181,860.242,0,0,1.066663,62.947558,7.717291,5.964004,56.983554,9.148215,1.597313,,,,,,0,0,0,0,,,
1133.33,,749.809,856.336,0,0,1.13333,59.046659,7.349073,5.679441,53.367218,8.789841,1.495943,,,,,,0,0,0,0,,,
1200.0,,749.764,848.136,0,0,1.2,50.85176,7.307854,5.647587,45.204173,7.980895,1.267123,,,,,,0,0,0,0,,,
1266.665,,749.567,839.545,0,0,1.266665,42.265861,7.114636,5.498266,36.767595,7.144842,1.030637,,,,,,0,0,0,0,,,
1333.334,,744.891,829.224,0,0,1.333334,31.949961,2.442417,1.887529,30.062432,6.480369,0.842683,,,,,,0,0,0,0,,,
1399.995,,741.787,830.906,0,0,1.399995,33.637061,-0.657802,-0.508351,34.145412,6.884987,0.957134,,,,,,0,0,0,0,,,
1466.661,,736.708,831.666,0,0,1.466661,34.402161,-5.733021,-4.43053,38.832691,7.34949,1.088524,,,,,,0,0,0,0,,,
1533.332,,733.429,834.569,0,0,1.533332,37.310262,-9.008239,-6.961651,44.271913,7.888509,1.240991,,,,,,0,0,0,0,,,
1599.999,,731.427,840.535,0,0,1.599999,43.281362,-11.006458,-8.505894,51.787256,8.633269,1.451655,,,,,,0,0,0,0,,,
