TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,913.879,1042.617,0,0,0.0,52.25095,62.034541,5.567962,46.682988,8.760524,1.257492,,,,,,0,0,0,0,,,
66.668,,905.111,1035.268,0,0,0.066668,44.950784,53.292008,4.783269,40.167515,8.076739,1.081985,,,,,,0,0,0,0,,,
133.334,,897.702,1020.776,0,0,0.133334,30.507601,45.908464,4.120553,26.387047,6.63051,0.710783,,,,,,0,0,0,0,,,
199.997,,893.871,1010.943,0,0,0.199997,20.723399,42.102908,3.778983,16.944416,5.639528,0.456429,,,,,,0,0,0,0,,,
266.662,,889.386,996.894,0,0,0.266662,6.723182,37.643341,3.378711,3.344472,4.212244,0.090089,,,,,,0,0,0,0,,,
333.334,,888.218,984.446,0,0,0.333334,-5.676045,36.500766,3.276158,-8.952203,2.921736,-0.241144,,,,,,0,0,0,0,,,
399.995,,884.569,974.664,0,0,0.399995,-15.409296,32.877176,2.95092,-18.360216,1.934386,-0.494566,,,,,,0,0,0,0,,,
466.665,,874.106,957.823,0,0,0.466665,-32.201557,22.439578,2.014085,-34.215642,0.270395,-0.921661,,,,,,0,0,0,0,,,
533.334,,859.557,956.444,0,0,0.533334,-33.531835,7.915969,0.710507,-34.242342,0.267593,-0.92238,,,,,,0,0,0,0,,,
599.996,,866.562,960.434,0,0,0.599996,-29.493133,14.946346,1.341524,-30.834658,0.625222,-0.830588,,,,,,0,0,0,0,,,
666.663,,867.587,955.787,0,0,0.666663,-34.091444,15.996714,1.435801,-35.527245,0.132745,-0.956991,,,,,,0,0,0,0,,,
733.328,,865.903,954.119,0,0,0.733328,-35.710773,14.33807,1.286928,-36.997701,-0.021576,-0.996601,,,,,,0,0,0,0,,,
799.995,,864.217,949.902,0,0,0.799995,-39.879116,12.677415,1.137875,-41.01699,-0.443391,-1.104868,,,,,,0,0,0,0,,,
866.667,,865.168,950.973,0,0,0.866667,-38.759471,13.653752,1.225506,-39.984978,-0.335084,-1.077068,,,,,,0,0,0,0,,,
933.328,,860.202,953.846,0,0,0.933328,-35.837851,8.713074,0.782052,-36.619903,0.018073,-0.986424,,,,,,0,0,0,0,,,
999.996,,865.408,965.833,0,0,0.999996,-23.802241,13.944387,1.251593,-25.053833,1.231906,-0.674871,,,,,,0,0,0,0,,,
1066.666,,871.265,982.326,0,0,1.066666,-7.260645,19.82669,1.779563,-9.040209,2.9125,-0.243515,,,,,,0,0,0,0,,,
1133.332,,870.931,989.842,0,0,1.133332,0.303931,19.51798,1.751855,-1.447924,3.709293,-0.039002,,,,,,0,0,0,0,,,
1199.995,,864.561,991.111,0,0,1.199995,1.621489,13.173259,1.182379,0.43911,3.907333,0.011828,,,,,,0,0,0,0,,,
1266.661,,866.277,995.417,0,0,1.266661,5.976034,14.914527,1.338668,4.637365,4.34793,0.124916,,,,,,0,0,0,0,,,
1333.332,,861.228,999.316,0,0,1.333332,9.923566,9.890787,0.887759,9.035807,4.809537,0.243396,,,,,,0,0,0,0,,,
1400.0,,860.352,1005.298,0,0,1.4,15.95408,9.040034,0.811399,15.142681,5.45044,0.407896,,,,,,0,0,0,0,,,
1466.665,,863.766,1007.704,0,0,1.466665,18.408576,12.47927,1.12009,17.288486,5.675637,0.465697,,,,,,0,0,0,0,,,
1533.332,,860.428,1002.859,0,0,1.533332,13.612057,9.166495,0.822749,12.789308,5.203458,0.344503,,,,,,0,0,0,0,,,
1600.001,,855.788,996.486,0,0,1.600001,7.287524,4.55171,0.408545,6.878979,4.583183,0.185298,,,,,,0,0,0,0,,,
1666.664,,854.738,990.465,0,0,1.666664,1.314971,3.526911,0.316564,0.998407,3.96603,0.026894,,,,,,0,0,0,0,,,
1733.333,,852.084,986.694,0,0,1.733333,-2.407594,0.898104,0.080613,-2.488207,3.600118,-0.067024,,,,,,0,0,0,0,,,
1800.0,,850.543,985.997,0,0,1.8,-3.056176,-0.617714,-0.05544,-3.000736,3.546329,-0.08083,,,,,,0,0,0,0,,,
1866.666,,851.673,986.567,0,0,1.866666,-2.437774,0.537456,0.048243,-2.486017,3.600347,-0.066965,,,,,,0,0,0,0,,,
1933.33,,855.78,989.736,0,0,1.93333,0.779609,4.669614,0.419128,0.360481,3.899081,0.00971,,,,,,0,0,0,0,,,
1999.994,,855.868,989.24,0,0,1.999994,0.331977,4.782762,0.429284,-0.097306,3.851037,-0.002621,,,,,,0,0,0,0,,,
2066.663,,852.276,985.638,0,0,2.066663,-3.221667,1.2159,0.109137,-3.330804,3.511689,-0.089721,,,,,,0,0,0,0,,,
2133.332,,851.881,976.451,0,0,2.133332,-12.360327,0.846028,0.075939,-12.436266,2.556091,-0.334994,,,,,,0,0,0,0,,,
2199.995,,849.844,969.705,0,0,2.199995,-19.058007,-1.165858,-0.104639,-18.953368,1.872136,-0.510544,,,,,,0,0,0,0,,,
2266.661,,846.978,960.68,0,0,2.266661,-28.034701,-4.006753,-0.359626,-27.675075,0.956813,-0.745479,,,,,,0,0,0,0,,,
2333.328,,847.999,960.226,0,0,2.333328,-28.440411,-2.960659,-0.265733,-28.174677,0.90438,-0.758936,,,,,,0,0,0,0,,,
2399.996,,852.418,958.876,0,0,2.399996,-29.742135,1.483425,0.133149,-29.875284,0.725906,-0.804745,,,,,,0,0,0,0,,,
2466.665,,850.923,952.303,0,0,2.466665,-36.266874,0.013498,0.001215,-36.268089,0.054995,-0.976947,,,,,,0,0,0,0,,,
2533.329,,852.16,957.389,0,0,2.533329,-31.132633,1.275559,0.114492,-31.247125,0.581934,-0.841698,,,,,,0,0,0,0,,,
2599.996,,848.707,951.793,0,0,2.599996,-36.680406,-2.152391,-0.193186,-36.487219,0.031998,-0.98285,,,,,,0,0,0,0,,,
2666.664,,847.299,950.173,0,0,2.666664,-38.252193,-3.53535,-0.317315,-37.934878,-0.119931,-1.021845,,,,,,0,0,0,0,,,
2733.332,,847.6,957.019,0,0,2.733332,-31.357997,-3.209321,-0.288052,-31.069945,0.600529,-0.836926,,,,,,0,0,0,0,,,
2799.995,,849.661,968.642,0,0,2.799995,-19.68682,-1.123304,-0.10082,-19.586,1.805743,-0.527585,,,,,,0,0,0,0,,,
2866.662,,851.013,983.985,0,0,2.866662,-4.295655,0.253703,0.022775,-4.31843,3.40804,-0.116325,,,,,,0,0,0,0,,,
2933.328,,845.761,994.807,0,0,2.933328,6.574492,-4.973301,-0.446379,7.020871,4.598074,0.18912,,,,,,0,0,0,0,,,
2999.996,,845.61,1007.49,0,0,2.999996,19.305625,-5.099315,-0.45769,19.763315,5.935365,0.532361,,,,,,0,0,0,0,,,
3066.666,,847.309,1018.393,0,0,3.066666,30.256744,-3.375338,-0.302953,30.559697,7.068421,0.823181,,,,,,0,0,0,0,,,
3133.331,,848.937,1015.414,0,0,3.133331,27.325844,-1.722375,-0.15459,27.480434,6.745259,0.740236,,,,,,0,0,0,0,,,
3200.0,,842.629,1019.26,0,0,3.2,31.219931,-8.005421,-0.71853,31.93846,7.213119,0.860321,,,,,,0,0,0,0,,,
3266.663,,843.784,1024.649,0,0,3.266663,36.656997,-6.82548,-0.612623,37.26962,7.772612,1.003925,,,,,,0,0,0,0,,,
3333.331,,848.445,1026.374,0,0,3.333331,38.430052,-2.139548,-0.192034,38.622085,7.91455,1.040356,,,,,,0,0,0,0,,,
3399.999,,846.064,1023.461,0,0,3.399999,35.56509,-4.495627,-0.403505,35.968595,7.636072,0.96888,,,,,,0,0,0,0,,,
3466.663,,848.435,1018.738,0,0,3.466663,30.89011,-2.099717,-0.188459,31.078569,7.122875,0.837158,,,,,,0,0,0,0,,,
3533.334,,851.714,1019.776,0,0,3.533334,31.976119,1.204183,0.108086,31.868034,7.205728,0.858424,,,,,,0,0,0,0,,,
3599.997,,849.281,1012.299,0,0,3.599997,24.547107,-1.203929,-0.108056,24.655164,6.448753,0.664132,,,,,,0,0,0,0,,,
3666.662,,853.965,1004.851,0,0,3.666662,17.147081,3.504948,0.314593,16.832488,5.627781,0.453414,,,,,,0,0,0,0,,,
3733.33,,854.736,997.448,0,0,3.73333,9.79204,4.300815,0.386026,9.406014,4.848389,0.253368,,,,,,0,0,0,0,,,
3799.994,,851.341,986.087,0,0,3.799994,-1.521018,0.930671,0.083536,-1.604555,3.692855,-0.043222,,,,,,0,0,0,0,,,
3866.666,,856.575,979.335,0,0,3.866666,-8.225087,6.189518,0.555548,-8.780635,2.939741,-0.236522,,,,,,0,0,0,0,,,
3933.329,,854.595,969.767,0,0,3.933329,-17.745178,4.234351,0.380061,-18.125239,1.959046,-0.488236,,,,,,0,0,0,0,,,
4000.0,,856.66,958.454,0,0,4.0,-29.010279,6.324177,0.567635,-29.577914,0.757114,-0.796735,,,,,,0,0,0,0,,,
4066.666,,855.014,954.113,0,0,4.066666,-33.303399,4.70299,0.422124,-33.725523,0.321832,-0.908459,,,,,,0,0,0,0,,,
4133.33,,853.493,948.421,0,0,4.13333,-38.947536,3.206792,0.287831,-39.235368,-0.256414,-1.056876,,,,,,0,0,0,0,,,
4200.0,,847.607,947.651,0,0,4.2,-39.669685,-2.654415,-0.238246,-39.431439,-0.276991,-1.062158,,,,,,0,0,0,0,,,
4266.663,,846.208,948.631,0,0,4.266663,-38.641854,-4.028635,-0.36159,-38.280264,-0.156178,-1.031149,,,,,,0,0,0,0,,,
4333.334,,847.992,962.372,0,0,4.333334,-24.853034,-2.219863,-0.199242,-24.653792,1.27389,-0.664095,,,,,,0,0,0,0,,,
4399.995,,845.402,965.269,0,0,4.399995,-21.908236,-4.785106,-0.429488,-21.478748,1.607103,-0.578569,,,,,,0,0,0,0,,,
4466.665,,849.67,981.221,0,0,4.466665,-5.908448,-0.492355,-0.044188,-5.864259,3.245809,-0.157965,,,,,,0,0,0,0,,,
4533.333,,853.042,997.018,0,0,4.533333,9.936324,2.904384,0.260688,9.675635,4.876685,0.260631,,,,,,0,0,0,0,,,
4600.001,,851.545,1026.127,0,0,4.600001,39.09308,1.432112,0.128544,38.964536,7.95049,1.049581,,,,,,0,0,0,0,,,
4666.665,,850.662,1050.168,0,0,4.666665,63.181817,0.573828,0.051508,63.130309,10.486633,1.70053,,,,,,0,0,0,0,,,
4733.331,,847.676,1060.647,0,0,4.733331,73.70854,-2.387466,-0.214286,73.922826,11.619283,1.991246,,,,,,0,0,0,0,,,
4800.001,,852.957,1065.774,0,0,4.800001,78.88325,2.918231,0.261931,78.621319,12.112379,2.117809,,,,,,0,0,0,0,,,
4866.667,,855.332,1058.944,0,0,4.866667,72.100942,5.317916,0.477317,71.623625,11.377987,1.929313,,,,,,0,0,0,0,,,
4933.334,,855.128,1052.903,0,0,4.933334,66.107619,5.13859,0.461221,65.646397,10.750691,1.768306,,,,,,0,0,0,0,,,
4999.995,,853.336,1046.382,0,0,4.999995,59.634276,3.371252,0.302593,59.331683,10.087976,1.598207,,,,,,0,0,0,0,,,
5066.663,,853.384,1041.223,0,0,5.066663,54.522922,3.443906,0.309114,54.213808,9.550866,1.460348,,,,,,0,0,0,0,,,
5133.331,,855.34,1037.376,0,0,5.133331,50.723553,5.424549,0.486888,50.236665,9.133474,1.353216,,,,,,0,0,0,0,,,
5199.998,,856.721,1040.101,0,0,5.199998,53.496167,6.830181,0.613051,52.883115,9.411213,1.424503,,,,,,0,0,0,0,,,
5266.667,,851.385,1041.038,0,0,5.266667,54.480767,1.518803,0.136325,54.344442,9.564576,1.463867,,,,,,0,0,0,0,,,
5333.33,,850.122,1041.875,0,0,5.33333,55.365347,0.280412,0.025172,55.340175,9.669076,1.490689,,,,,,0,0,0,0,,,
5399.996,,852.596,1041.17,0,0,5.399996,54.707914,2.779012,0.249436,54.458478,9.576544,1.466939,,,,,,0,0,0,0,,,
5466.661,,856.309,1036.78,0,0,5.466661,50.365465,6.516601,0.584906,49.780559,9.085607,1.34093,,,,,,0,0,0,0,,,
5533.334,,859.828,1026.864,0,0,5.533334,40.497005,10.060182,0.902963,39.594042,8.016555,1.066538,,,,,,0,0,0,0,,,
5600.001,,858.811,1018.315,0,0,5.600001,31.995526,9.06775,0.813886,31.18164,7.133692,0.839934,,,,,,0,0,0,0,,,
5666.664,,859.022,1003.593,0,0,5.666664,17.321028,9.303306,0.835029,16.485999,5.591418,0.444081,,,,,,0,0,0,0,,,
5733.334,,857.078,995.483,0,0,5.733334,9.25852,7.383855,0.662747,8.595773,4.763356,0.231543,,,,,,0,0,0,0,,,
5799.997,,857.737,987.348,0,0,5.799997,1.170991,8.06739,0.724098,0.446893,3.90815,0.012038,,,,,,0,0,0,0,,,
5866.665,,854.498,982.352,0,0,5.866665,-3.77755,4.852916,0.435581,-4.21313,3.419091,-0.113488,,,,,,0,0,0,0,,,
5933.33,,853.524,982.03,0,0,5.93333,-4.052108,3.903431,0.350359,-4.402467,3.39922,-0.118588,,,,,,0,0,0,0,,,
6000.001,,849.393,981.692,0,0,6.000001,-4.342678,-0.203063,-0.018223,-4.324455,3.407408,-0.116487,,,,,,0,0,0,0,,,
6066.664,,857.095,984.318,0,0,6.066664,-1.669269,7.52343,0.675275,-2.344543,3.615195,-0.063155,,,,,,0,0,0,0,,,
6133.334,,854.984,983.402,0,0,6.133334,-2.53787,5.436915,0.487998,-3.025868,3.543691,-0.081507,,,,,,0,0,0,0,,,
6199.998,,855.343,979.92,0,0,6.199998,-5.972492,5.820387,0.522417,-6.494908,3.179623,-0.174952,,,,,,0,0,0,0,,,
6266.666,,854.201,981.211,0,0,6.266666,-4.634126,4.70285,0.422111,-5.056237,3.330609,-0.136199,,,,,,0,0,0,0,,,
6333.329,,852.512,972.7,0,0,6.333329,-13.097779,3.038301,0.272708,-13.370487,2.458047,-0.360159,150.535166,626.721977,7.313673,233.700777,12.595991,0,0,0,0,19.761158,-7.500097,-10.119661
6399.998,,855.885,971.687,0,0,6.399998,-14.063443,6.435743,0.577648,-14.641092,2.3247,-0.394385,140.571198,621.297342,6.97098,222.750387,12.722208,0,0,0,0,19.669146,-7.820929,-10.034324
6466.662,,852.208,968.567,0,0,6.466662,-17.136127,2.783173,0.249809,-17.385936,2.036635,-0.468322,128.471081,612.476795,7.364128,235.313026,12.84634,0,0,0,0,19.498114,-8.225985,-9.867199
