TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,474.024,504.355,0,0,0.0,17.755308,27.199769,-22.906873,40.662181,18.101974,3.195237,310.263284,59.034546,0.554221,16.405071,1.233735,0,0,0,0,1.755113,1.218198,0.195181
66.669,,470.48,500.952,0,0,0.066669,14.397518,23.680117,-19.942722,34.34024,15.892122,2.698458,310.762622,59.19084,0.654508,19.373581,1.252792,0,0,0,0,1.766348,1.236919,0.198795
133.334,,468.425,498.575,0,0,0.133334,12.065655,21.649437,-18.23254,30.298195,14.479215,2.380834,309.981367,59.58375,0.297806,8.815119,1.229403,0,0,0,0,1.76894,1.21024,0.216224
199.999,,468.078,495.583,0,0,0.199999,9.118722,21.32673,-17.960765,27.079486,13.354107,2.127908,310.264198,59.554492,0.054965,1.626983,1.238983,0,0,0,0,1.771462,1.220361,0.214005
266.666,,466.504,492.639,0,0,0.266666,6.219718,19.776996,-16.655622,22.875341,11.884536,1.797546,304.73361,62.538195,6.704086,198.442524,1.088352,0,0,0,0,1.80979,1.03232,0.34471
333.334,,462.818,490.447,0,0,0.333334,4.072645,16.115235,-13.571791,17.644436,10.05606,1.386501,295.667277,66.44893,3.872135,114.616096,0.890219,0,0,0,0,1.889021,0.720046,0.523473
400.003,,460.89,488.672,0,0,0.400003,2.342502,14.211448,-11.968474,14.310977,8.89084,1.124558,297.660998,68.316344,0.944562,27.959255,0.989761,0,0,0,0,1.958337,0.799892,0.582924
466.667,,459.61,489.562,0,0,0.466667,3.277286,12.955632,-10.910861,14.188147,8.847905,1.114906,303.645267,69.539791,3.928186,116.275225,1.186137,0,0,0,0,2.032786,1.021601,0.602704
533.337,,459.501,489.882,0,0,0.533337,3.642003,12.870791,-10.839411,14.481413,8.950417,1.13795,301.714381,67.679878,1.278089,37.831727,1.089215,0,0,0,0,1.957125,0.944061,0.543267
600.004,,457.772,489.717,0,0,0.600004,3.521647,11.165922,-9.403618,12.925265,8.406461,1.015668,300.701975,67.902749,0.400338,11.850105,1.064706,0,0,0,0,1.958619,0.908314,0.555486
666.668,,456.264,489.756,0,0,0.666668,3.60522,9.682024,-8.153921,11.759142,7.998839,0.924034,297.703115,69.352017,1.669278,49.411019,1.016762,0,0,0,0,1.993206,0.805661,0.620254
733.337,,455.965,488.784,0,0,0.733337,2.677726,9.407102,-7.92239,10.600116,7.593699,0.832958,297.693337,71.461819,1.683769,49.839966,1.0714,0,0,0,0,2.064025,0.813953,0.696691
