TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,741.689,726.093,0,0,0.0,69.050576,53.477712,14.465934,54.584642,12.872763,1.799727,,,,,,0,0,0,0,,,
66.667,,734.083,721.111,0,0,0.066667,64.077352,45.874291,12.409829,51.667523,12.425988,1.703546,,,,,,0,0,0,0,,,
133.334,,727.186,709.25,0,0,0.133334,52.225127,38.97987,10.54545,41.679677,10.896288,1.374234,,,,,,0,0,0,0,,,
200.002,,718.246,702.117,0,0,0.200002,45.100901,30.042449,8.128607,36.972294,10.175324,1.219025,,,,,,0,0,0,0,,,
266.667,,716.386,698.835,0,0,0.266667,41.827672,28.185028,7.626326,34.201346,9.750936,1.127663,,,,,,0,0,0,0,,,
333.337,,714.414,696.744,0,0,0.333337,39.745443,26.215607,7.093758,32.651685,9.513596,1.076569,,,,,,0,0,0,0,,,
400.004,,709.846,691.918,0,0,0.400004,34.928213,21.650185,5.859184,29.069028,8.96489,0.958444,,,,,,0,0,0,0,,,
466.669,,708.112,686.277,0,0,0.466669,29.29598,19.918764,5.390976,23.905004,8.173989,0.788179,,,,,,0,0,0,0,,,
533.332,,705.125,680.278,0,0,0.533332,23.305746,16.934343,4.583933,18.721813,7.380151,0.617283,,,,,,0,0,0,0,,,
600.002,,703.963,675.118,0,0,0.600002,18.154512,15.774922,4.270405,13.884107,6.639227,0.457777,,,,,,0,0,0,0,,,
666.669,,703.262,668.779,0,0,0.666669,11.824275,15.076501,4.081539,7.742737,5.698638,0.255288,,,,,,0,0,0,0,,,
733.333,,699.654,664.751,0,0,0.733333,7.805037,11.471079,3.106566,4.698471,5.232391,0.154915,,,,,,0,0,0,0,,,
800.003,,699.209,662.033,0,0,0.800003,5.095798,11.028658,2.986927,2.108871,4.835778,0.069532,,,,,,0,0,0,0,,,
866.667,,699.412,659.952,0,0,0.866667,3.023558,11.234237,3.04252,-0.018962,4.509887,-0.000625,,,,,,0,0,0,0,,,
933.337,,698.782,658.167,0,0,0.933337,1.247316,10.606815,2.872853,-1.625537,4.26383,-0.053596,,,,,,0,0,0,0,,,
1000.002,,698.081,652.789,0,0,1.000002,-4.121927,9.908394,2.683987,-6.805914,3.470424,-0.2244,,,,,,0,0,0,0,,,
1066.669,,695.837,649.792,0,0,1.066669,-7.110172,7.666973,2.077866,-9.188037,3.105587,-0.302942,,,,,,0,0,0,0,,,
1133.331,,693.981,649.223,0,0,1.133331,-7.670418,5.813551,1.576666,-9.247085,3.096543,-0.304888,,,,,,0,0,0,0,,,
1200.004,,694.739,653.483,0,0,1.200004,-3.401665,6.57413,1.782341,-5.184006,3.718829,-0.170923,,,,,,0,0,0,0,,,
1266.664,,697.831,651.997,0,0,1.266664,-4.878915,9.668708,2.619172,-7.498086,3.364413,-0.247222,,,,,,0,0,0,0,,,
1333.331,,696.344,650.359,0,0,1.333331,-6.508165,8.184287,2.217757,-8.725922,3.176363,-0.287705,,,,,,0,0,0,0,,,
1400.0,,701.578,648.133,0,0,1.4,-8.725416,13.420865,3.633824,-12.35924,2.619898,-0.4075,,,,,,0,0,0,0,,,
1466.668,,695.406,635.86,0,0,1.466668,-20.989669,7.251444,1.965499,-22.955168,0.997067,-0.756862,,,,,,0,0,0,0,,,
1533.335,,690.454,634.396,0,0,1.533335,-22.444923,2.302022,0.627084,-23.072007,0.979172,-0.760714,,,,,,0,0,0,0,,,
1600.002,,691.531,636.314,0,0,1.600002,-20.518179,3.381601,0.919022,-21.437201,1.229553,-0.706813,,,,,,0,0,0,0,,,
1666.664,,690.329,634.65,0,0,1.666664,-22.173436,2.182179,0.594676,-22.768112,1.025715,-0.750694,,,,,,0,0,0,0,,,
1733.331,,690.046,639.911,0,0,1.733331,-16.903695,1.901757,0.518845,-17.42254,1.844423,-0.574444,,,,,,0,0,0,0,,,
1800.003,,688.832,652.961,0,0,1.800003,-3.844954,0.690336,0.191254,-4.036208,3.894621,-0.133079,,,,,,0,0,0,0,,,
1866.668,,693.242,652.826,0,0,1.866668,-3.971215,5.102914,1.384497,-5.355712,3.692531,-0.176585,,,,,,0,0,0,0,,,
1933.332,,691.742,654.584,0,0,1.933332,-2.204478,3.605492,0.979566,-3.184044,4.025135,-0.104982,,,,,,0,0,0,0,,,
1999.999,,691.085,657.487,0,0,1.999999,0.707258,2.951071,0.802599,-0.095341,4.498189,-0.003144,,,,,,0,0,0,0,,,
2066.667,,689.607,659.833,0,0,2.066667,3.061993,1.475649,0.403617,2.658375,4.919937,0.08765,,,,,,0,0,0,0,,,
2133.337,,690.477,657.743,0,0,2.133337,0.980727,2.348227,0.639579,0.341148,4.56504,0.011248,,,,,,0,0,0,0,,,
2199.999,,688.788,657.655,0,0,2.199999,0.901458,0.661805,0.183539,0.717919,4.622745,0.023671,,,,,,0,0,0,0,,,
2266.666,,688.944,659.353,0,0,2.266666,2.608189,0.820383,0.226422,2.381767,4.877573,0.07853,,,,,,0,0,0,0,,,
2333.335,,689.781,662.028,0,0,2.333335,5.291918,1.659962,0.453459,4.838459,5.253831,0.15953,,,,,,0,0,0,0,,,
2400.003,,690.305,660.38,0,0,2.400003,3.652646,2.18654,0.595856,3.056791,4.980957,0.100786,,,,,,0,0,0,0,,,
2466.67,,690.577,658.007,0,0,2.46667,1.288373,2.461118,0.670107,0.618266,4.607482,0.020385,,,,,,0,0,0,0,,,
2533.332,,688.353,660.791,0,0,2.533332,4.081097,0.239696,0.069393,4.011704,5.127208,0.132271,,,,,,0,0,0,0,,,
2599.998,,688.927,661.882,0,0,2.599998,5.180821,0.816274,0.22531,4.95551,5.271758,0.16339,,,,,,0,0,0,0,,,
2666.666,,687.641,664.816,0,0,2.666666,8.123543,-0.467148,-0.121751,8.245294,5.775608,0.271858,,,,,,0,0,0,0,,,
2733.334,,690.134,673.134,0,0,2.733334,16.450264,2.02843,0.5531,15.897165,6.947539,0.52415,,,,,,0,0,0,0,,,
2799.997,,692.567,676.737,0,0,2.799997,20.061983,4.464008,1.211725,18.850259,7.399823,0.621518,,,,,,0,0,0,0,,,
2866.664,,691.175,677.545,0,0,2.866664,20.878702,3.074586,0.836,20.042702,7.582453,0.660834,,,,,,0,0,0,0,,,
2933.334,,690.719,674.21,0,0,2.933334,17.552419,2.621164,0.713386,16.839033,7.091792,0.555205,,,,,,0,0,0,0,,,
3000.003,,690.927,668.534,0,0,3.000003,11.885135,2.831742,0.77033,11.114805,6.215091,0.36647,,,,,,0,0,0,0,,,
3066.666,,688.9,668.78,0,0,3.066666,12.139848,0.80732,0.222889,11.916959,6.337946,0.392918,,,,,,0,0,0,0,,,
3133.337,,688.155,664.981,0,0,3.133337,8.349562,0.064898,0.022124,8.327437,5.788189,0.274567,,,,,,0,0,0,0,,,
3200.001,,689.373,663.323,0,0,3.200001,6.700273,1.285476,0.352191,6.348081,5.485038,0.209305,,,,,,0,0,0,0,,,
3266.664,,686.844,668.081,0,0,3.266664,11.466982,-1.240946,-0.331,11.797982,6.319724,0.388995,,,,,,0,0,0,0,,,
3333.336,,686.191,668.277,0,0,3.333336,11.671691,-1.891368,-0.506886,12.178578,6.378015,0.401544,,,,,,0,0,0,0,,,
3400.0,,686.67,664.988,0,0,3.4,8.391398,-1.409791,-0.376659,8.768057,5.855673,0.289094,,,,,,0,0,0,0,,,
3466.669,,687.662,663.328,0,0,3.466669,6.740105,-0.415213,-0.107706,6.847811,5.561575,0.225781,,,,,,0,0,0,0,,,
3533.336,,687.216,660.58,0,0,3.533336,4.000809,-0.858635,-0.227616,4.228425,5.1604,0.139417,,,,,,0,0,0,0,,,
3600.004,,687.851,659.224,0,0,3.600004,2.653512,-0.221057,-0.055203,2.708716,4.927647,0.08931,,,,,,0,0,0,0,,,
3666.666,,688.415,662.773,0,0,3.666666,6.211213,0.34552,0.09801,6.113204,5.449066,0.20156,,,,,,0,0,0,0,,,
3733.334,,688.921,663.733,0,0,3.733334,7.179914,0.854098,0.235539,6.944375,5.576365,0.228965,,,,,,0,0,0,0,,,
3799.998,,690.037,662.791,0,0,3.799998,6.246613,1.972675,0.538023,5.70859,5.387096,0.18822,,,,,,0,0,0,0,,,
3866.666,,693.023,661.559,0,0,3.866666,5.023311,4.961253,1.346189,3.677121,5.075965,0.12124,,,,,,0,0,0,0,,,
3933.337,,692.705,660.582,0,0,3.933337,4.055007,4.645831,1.260893,2.794114,4.940727,0.092126,,,,,,0,0,0,0,,,
4000.003,,690.677,655.705,0,0,4.000003,-0.813298,2.620409,0.713182,-1.526479,4.279001,-0.05033,,,,,,0,0,0,0,,,
4066.669,,690.734,652.532,0,0,4.066669,-3.977604,2.679986,0.729292,-4.706897,3.791901,-0.155193,,,,,,0,0,0,0,,,
4133.334,,690.973,649.245,0,0,4.133334,-7.255912,2.921564,0.794619,-8.050532,3.279803,-0.265437,,,,,,0,0,0,0,,,
4200.0,,688.958,644.292,0,0,4.2,-12.200222,0.909141,0.250423,-12.450645,2.605899,-0.410514,,,,,,0,0,0,0,,,
4266.666,,688.414,643.384,0,0,4.266666,-13.099532,0.367718,0.104013,-13.203545,2.490587,-0.435338,,,,,,0,0,0,0,,,
4333.334,,686.973,643.402,0,0,4.333334,-13.072844,-1.070704,-0.284963,-12.787881,2.554249,-0.421633,,,,,,0,0,0,0,,,
4399.997,,686.381,640.8,0,0,4.399997,-15.666158,-1.660127,-0.444354,-15.221804,2.181479,-0.501883,,,,,,0,0,0,0,,,
4466.669,,687.471,641.256,0,0,4.466669,-15.201472,-0.567549,-0.148901,-15.052571,2.207398,-0.496303,,,,,,0,0,0,0,,,
