TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,531.145,588.928,0,0,0.0,33.107886,28.602532,11.673734,21.434152,9.75296,0.911589,,,,,,0,0,0,0,,,
66.667,,534.685,584.582,0,0,0.066667,28.763106,32.143562,13.11898,15.644126,8.347581,0.665341,,,,,,0,0,0,0,,,
133.336,,516.28,560.466,0,0,0.133336,4.648326,13.739593,5.607533,-0.959207,4.317551,-0.040795,,,,,,0,0,0,0,,,
199.999,,506.422,565.782,0,0,0.199999,9.965546,3.882623,1.584482,8.381064,6.58466,0.356444,,,,,,0,0,0,0,,,
266.666,,509.875,565.44,0,0,0.266666,9.624766,7.336653,2.99422,6.630546,6.159768,0.281995,,,,,,0,0,0,0,,,
333.336,,515.695,571.926,0,0,0.333336,16.111986,13.157684,5.370031,10.741954,7.157706,0.456853,,,,,,0,0,0,0,,,
399.999,,511.87,555.871,0,0,0.399999,0.058205,9.333714,3.809306,-3.7511,3.639891,-0.159533,,,,,,0,0,0,0,,,
466.668,,507.01,561.636,0,0,0.466668,5.824425,4.474744,1.826152,3.998273,5.520851,0.170046,,,,,,0,0,0,0,,,
533.334,,507.147,561.9,0,0,0.533334,6.089645,4.612775,1.882488,4.207157,5.571552,0.178929,,,,,,0,0,0,0,,,
600.003,,511.292,566.131,0,0,0.600003,10.321865,8.758805,3.574661,6.747204,6.188083,0.286957,,,,,,0,0,0,0,,,
666.665,,510.717,562.364,0,0,0.666665,6.556085,8.184835,3.340399,3.215686,5.330898,0.136762,,,,,,0,0,0,0,,,
733.337,,507.9,564.731,0,0,0.733337,8.924304,5.368866,2.191081,6.733223,6.18469,0.286362,,,,,,0,0,0,0,,,
800.002,,509.468,567.441,0,0,0.800002,11.635524,6.937896,2.83147,8.804055,6.687331,0.374434,,,,,,0,0,0,0,,,
866.668,,503.998,562.498,0,0,0.866668,6.693744,1.468926,0.599349,6.094395,6.029631,0.259193,,,,,,0,0,0,0,,,
933.332,,501.077,563.903,0,0,0.933332,8.099964,-1.451043,-0.592415,8.692379,6.660224,0.369685,,,,,,0,0,0,0,,,
999.999,,503.687,568.634,0,0,0.999999,12.832184,1.159987,0.473258,12.358926,7.550184,0.525622,,,,,,0,0,0,0,,,
1066.67,,508.335,575.173,0,0,1.06667,19.372404,5.809017,2.370726,17.001678,8.677092,0.723077,,,,,,0,0,0,0,,,
1133.334,,514.595,578.744,0,0,1.133334,22.944623,12.070047,4.92612,18.018503,8.9239,0.766322,,,,,,0,0,0,0,,,
1200.005,,510.601,579.822,0,0,1.200005,24.023843,8.077078,3.296419,20.727425,9.581421,0.881532,,,,,,0,0,0,0,,,
1266.669,,517.589,578.287,0,0,1.266669,22.490063,15.066108,6.148941,16.341122,8.516759,0.694984,,,,,,0,0,0,0,,,
1333.338,,507.45,573.325,0,0,1.333338,17.529283,4.928138,2.011202,15.518081,8.316987,0.65998,,,,,,0,0,0,0,,,
1400.004,,509.696,574.648,0,0,1.400004,18.853503,7.175169,2.928311,15.925192,8.415803,0.677294,,,,,,0,0,0,0,,,
1466.665,,511.509,583.322,0,0,1.466665,27.528722,8.989199,3.668694,23.860028,10.341779,1.014761,,,,,,0,0,0,0,,,
1533.338,,516.024,575.421,0,0,1.533338,19.628942,13.505229,5.511879,14.117063,7.976926,0.600395,,,,,,0,0,0,0,,,
1600.0,,517.253,580.363,0,0,1.6,24.572162,14.735259,6.013907,18.558255,9.054911,0.789278,,,,,,0,0,0,0,,,
1666.666,,510.776,574.011,0,0,1.666666,18.221382,8.25929,3.370787,14.850595,8.154972,0.631592,,,,,,0,0,0,0,,,
1733.335,,519.642,587.95,0,0,1.733335,32.161601,17.12632,6.989801,25.1718,10.660178,1.07055,,,,,,0,0,0,0,,,
1800.001,,513.223,580.867,0,0,1.800001,25.079821,10.70835,4.370353,20.709468,9.577062,0.880768,,,,,,0,0,0,0,,,
1866.668,,523.301,588.39,0,0,1.866668,32.604041,20.787381,8.484037,24.120004,10.404882,1.025818,,,,,,0,0,0,0,,,
1933.333,,514.53,578.502,0,0,1.933333,22.717261,12.017411,4.904637,17.812624,8.873928,0.757566,,,,,,0,0,0,0,,,
2000.005,,509.918,580.095,0,0,2.000005,24.311481,7.406441,3.022703,21.288778,9.717675,0.905406,,,,,,0,0,0,0,,,
2066.665,,513.599,581.106,0,0,2.066665,25.3237,11.088471,4.525497,20.798203,9.5986,0.884542,,,,,,0,0,0,0,,,
2133.333,,514.44,589.639,0,0,2.133333,33.85792,11.930502,4.869166,28.988754,11.586645,1.232884,,,,,,0,0,0,0,,,
2199.999,,517.776,580.805,0,0,2.199999,25.02514,15.267532,6.23115,18.793989,9.112129,0.799304,,,,,,0,0,0,0,,,
2266.666,,513.149,582.573,0,0,2.266666,26.794359,10.641562,4.343094,22.451265,9.999838,0.954847,,,,,,0,0,0,0,,,
2333.338,,513.749,575.799,0,0,2.333338,20.021579,11.242592,4.5884,15.433179,8.296379,0.656369,,,,,,0,0,0,0,,,
2400.003,,514.456,588.015,0,0,2.400003,32.238799,11.950623,4.877378,27.361421,11.191652,1.163674,,,,,,0,0,0,0,,,
2466.671,,516.037,576.224,0,0,2.466671,20.449019,13.532653,5.523072,14.925947,8.173262,0.634797,,,,,,0,0,0,0,,,
2533.338,,514.247,579.6,0,0,2.533338,23.826239,11.743683,4.792917,19.033322,9.170221,0.809482,,,,,,0,0,0,0,,,
2600.004,,519.09,576.068,0,0,2.600004,20.295458,16.587713,6.769973,13.525485,7.833336,0.575235,,,,,,0,0,0,0,,,
2666.665,,516.46,586.866,0,0,2.666665,31.094678,13.958744,5.696978,25.3977,10.715009,1.080158,,,,,,0,0,0,0,,,
2733.334,,519.192,578.899,0,0,2.733334,23.128898,16.691774,6.812444,16.316453,8.510771,0.693935,,,,,,0,0,0,0,,,
2800.0,,520.519,585.633,0,0,2.8,29.864117,18.019804,7.35447,22.509647,10.014009,0.957329,,,,,,0,0,0,0,,,
