TimeStamp,Events,UV,Fluorescence,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart,PelletGrab,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,768.962,876.062,0.0,92.869219,66.0727,16.624728,76.244491,15.259464,2.215798,0,0,,,,,,0,0,0,0,,,
66.666,,764.409,873.416,0.066666,90.295929,61.529004,15.481469,74.81446,15.050982,2.174239,0,0,,,,,,0,0,0,0,,,
133.333,,760.073,879.768,0.133333,96.720547,57.202307,14.39281,82.327737,16.146333,2.392588,0,0,,,,,,0,0,0,0,,,
199.997,,756.311,870.039,0.199997,87.064069,53.449608,13.448578,73.615491,14.876186,2.139395,0,0,,,,,,0,0,0,0,,,
266.664,,752.57,864.385,0.266664,81.482501,49.71791,12.509629,68.972872,14.199344,2.004472,0,0,,,,,,0,0,0,0,,,
333.331,,749.632,859.234,0.333331,76.40384,46.78921,11.772726,64.631114,13.566365,1.878293,0,0,,,,,,0,0,0,0,,,
399.995,,746.692,859.077,0.399995,76.319084,43.85851,11.03532,65.283763,13.661514,1.89726,0,0,,,,,,0,0,0,0,,,
466.666,,743.681,858.734,0.466666,76.048242,40.85681,10.28005,65.768192,13.732138,1.911339,0,0,,,,,,0,0,0,0,,,
533.329,,740.636,851.895,0.533329,69.281299,37.821108,9.516224,59.765075,12.856951,1.736878,0,0,,,,,,0,0,0,0,,,
599.997,,738.739,846.883,0.599997,64.34127,35.933406,9.041251,55.300019,12.205996,1.607115,0,0,,,,,,0,0,0,0,,,
666.661,,732.397,842.388,0.666661,59.918144,29.600702,7.447853,52.470291,11.793454,1.524878,0,0,,,,,,0,0,0,0,,,
733.334,,726.641,830.987,0.733334,48.588935,23.853999,6.0019,42.587035,10.352587,1.237654,0,0,,,,,,0,0,0,0,,,
799.994,,725.844,819.593,0.799994,37.266621,23.066294,5.803702,31.462918,8.730816,0.914367,0,0,,,,,,0,0,0,0,,,
866.667,,726.964,811.204,0.866667,28.949228,24.19559,6.087849,22.861379,7.476809,0.664392,0,0,,,,,,0,0,0,0,,,
933.329,,729.181,803.507,0.933329,21.323733,26.421883,6.648016,14.675716,6.283431,0.426502,0,0,,,,,,0,0,0,0,,,
999.997,,730.388,794.695,0.999997,12.583152,27.638177,6.954053,5.629099,4.964536,0.163591,0,0,,,,,,0,0,0,0,,,
1066.663,,726.732,787.85,1.066663,5.809477,23.99147,6.03649,-0.227012,4.110781,-0.006597,0,0,,,,,,0,0,0,0,,,
1133.328,,721.798,780.838,1.133328,-1.13129,19.066761,4.797363,-5.928652,3.279547,-0.172297,0,0,,,,,,0,0,0,0,,,
1199.995,,724.876,782.479,1.199995,0.580855,22.154053,5.574169,-4.993315,3.415908,-0.145114,0,0,,,,,,0,0,0,0,,,
1266.663,,722.022,780.29,1.266663,-1.537091,19.309344,4.8584,-6.395491,3.211487,-0.185864,0,0,,,,,,0,0,0,0,,,
1333.328,,720.14,777.782,1.333328,-3.974131,17.436633,4.387199,-8.361331,2.92489,-0.242995,0,0,,,,,,0,0,0,0,,,
1399.999,,722.518,773.095,1.399999,-8.590256,19.823923,4.987875,-13.578131,2.164339,-0.394604,0,0,,,,,,0,0,0,0,,,
1466.665,,724.072,767.618,1.466665,-13.996476,21.387211,5.381221,-19.377698,1.318828,-0.56315,0,0,,,,,,0,0,0,0,,,
1533.334,,723.972,766.951,1.533334,-14.592784,21.296499,5.358397,-19.951181,1.23522,-0.579816,0,0,,,,,,0,0,0,0,,,
1599.998,,727.856,764.649,1.599998,-16.824188,25.189786,6.338003,-23.162191,0.767091,-0.673134,0,0,,,,,,0,0,0,0,,,
1666.661,,727.403,765.635,1.666661,-15.767683,24.746072,6.226358,-21.994041,0.937394,-0.639185,0,0,,,,,,0,0,0,0,,,
1733.328,,727.156,768.786,1.733328,-12.546264,24.508357,6.166546,-18.71281,1.415761,-0.543827,0,0,,,,,,0,0,0,0,,,
1799.997,,726.339,768.829,1.799997,-12.432933,23.700642,5.963313,-18.396247,1.461912,-0.534627,0,0,,,,,,0,0,0,0,,,
1866.662,,726.946,771.157,1.866662,-10.034696,24.316926,6.118379,-16.153076,1.788941,-0.469437,0,0,,,,,,0,0,0,0,,,
1933.331,,727.015,775.509,1.933331,-5.612545,24.39521,6.138076,-11.750622,2.430769,-0.341494,0,0,,,,,,0,0,0,0,,,
1999.995,,726.415,776.044,1.999995,-5.007489,23.804492,5.989443,-10.996933,2.540649,-0.31959,0,0,,,,,,0,0,0,0,,,
2066.662,,724.722,778.285,2.066662,-2.696519,22.120774,5.565796,-8.262315,2.939325,-0.240117,0,0,,,,,,0,0,0,0,,,
2133.328,,724.479,783.727,2.133328,2.81536,21.887055,5.506989,-2.691629,3.751468,-0.078223,0,0,,,,,,0,0,0,0,,,
2199.995,,724.583,786.804,2.199995,5.962151,22.000336,5.535492,0.426659,4.206079,0.012399,0,0,,,,,,0,0,0,0,,,
2266.667,,724.403,791.432,2.266667,10.659858,21.829616,5.492537,5.167321,4.897214,0.150171,0,0,,,,,,0,0,0,0,,,
2333.329,,724.414,797.146,2.333329,16.443465,21.849895,5.497639,10.945826,5.739655,0.318105,0,0,,,,,,0,0,0,0,,,
2399.996,,725.038,800.673,2.399996,20.039988,22.483173,5.656981,14.383008,6.240758,0.417995,0,0,,,,,,0,0,0,0,,,
2466.667,,725.539,808.409,2.466667,27.845427,22.993452,5.785374,22.060053,7.359984,0.641104,0,0,,,,,,0,0,0,0,,,
2533.333,,724.509,807.82,2.533333,27.325772,21.972728,5.528546,21.797226,7.321667,0.633465,0,0,,,,,,0,0,0,0,,,
2599.994,,724.091,804.665,2.599994,24.240023,21.564004,5.425705,18.814318,6.886793,0.546777,0,0,,,,,,0,0,0,0,,,
2666.664,,724.279,807.276,2.666664,26.920195,21.76128,5.475342,21.444853,7.270295,0.623225,0,0,,,,,,0,0,0,0,,,
2733.331,,724.795,812.896,2.733331,32.609275,22.286555,5.607509,27.001766,8.08043,0.784719,0,0,,,,,,0,0,0,0,,,
2800.0,,724.255,812.62,2.8,32.402269,21.755829,5.473971,26.928299,8.06972,0.782583,0,0,,,,,,0,0,0,0,,,
2866.666,,724.218,815.267,2.866666,35.118172,21.728102,5.466994,29.651178,8.466685,0.861715,0,0,,,,,,0,0,0,0,,,
2933.329,,724.595,810.976,2.933329,30.895984,22.114374,5.564186,25.331798,7.836968,0.736186,0,0,,,,,,0,0,0,0,,,
2999.998,,724.258,802.627,2.999998,22.615714,21.786647,5.481725,17.133989,6.64182,0.497944,0,0,,,,,,0,0,0,0,,,
3066.661,,723.049,806.104,3.066661,26.16135,20.586917,5.179856,20.981494,7.202743,0.609759,0,0,,,,,,0,0,0,0,,,
3133.33,,723.09,804.13,3.13333,24.255904,20.637188,5.192505,19.0634,6.923106,0.554016,0,0,,,,,,0,0,0,0,,,
3199.996,,724.015,796.629,3.199996,16.823368,21.571458,5.42758,11.395788,5.805255,0.331182,0,0,,,,,,0,0,0,0,,,
3266.666,,724.181,794.226,3.266666,14.488749,21.746727,5.47168,9.017068,5.458464,0.262052,0,0,,,,,,0,0,0,0,,,
3333.327,,722.439,791.94,3.333327,12.271033,20.013995,5.0357,7.235333,5.198707,0.210271,0,0,,,,,,0,0,0,0,,,
3399.996,,722.919,793.027,3.399996,13.426238,20.503263,5.158807,8.267431,5.349175,0.240266,0,0,,,,,,0,0,0,0,,,
3466.665,,722.297,790.797,3.466665,11.264356,19.89053,5.004635,6.259721,5.056474,0.181918,0,0,,,,,,0,0,0,0,,,
3533.332,,723.034,786.884,3.533332,7.419385,20.636796,5.192406,2.226979,4.468546,0.06472,0,0,,,,,,0,0,0,0,,,
3599.999,,723.023,786.264,3.599999,6.867327,20.635062,5.19197,1.675357,4.388125,0.048689,0,0,,,,,,0,0,0,0,,,
3666.663,,722.18,784.246,3.666663,4.917179,19.801326,4.98219,-0.065011,4.134399,-0.001889,0,0,,,,,,0,0,0,0,,,
3733.333,,720.674,782.585,3.733333,3.32395,18.304591,4.60559,-1.281639,3.957029,-0.037247,0,0,,,,,,0,0,0,0,,,
3799.999,,719.667,775.567,3.799999,-3.626368,17.306854,4.354545,-7.980913,2.98035,-0.231939,0,0,,,,,,0,0,0,0,,,
3866.663,,715.933,770.74,3.866663,-8.385776,13.582116,3.417348,-11.803124,2.423115,-0.343019,0,0,,,,,,0,0,0,0,,,
3933.33,,715.718,771.556,3.93333,-7.502266,13.376378,3.365581,-10.867847,2.559468,-0.315839,0,0,,,,,,0,0,0,0,,,
3999.998,,714.132,768.059,3.999998,-10.931842,11.799639,2.968851,-13.900693,2.117313,-0.403978,0,0,,,,,,0,0,0,0,,,
4066.666,,714.844,763.697,4.066666,-15.226504,12.5209,3.150331,-18.376834,1.464742,-0.534063,0,0,,,,,,0,0,0,0,,,
4133.329,,712.558,758.445,4.133329,-20.411256,10.244159,2.57747,-22.988727,0.79238,-0.668093,0,0,,,,,,0,0,0,0,,,
4200.0,,713.063,756.24,4.2,-22.549087,10.758419,2.706865,-25.255952,0.461844,-0.733982,0,0,,,,,,0,0,0,0,,,
4266.662,,713.446,756.135,4.266662,-22.587012,11.150676,2.805563,-25.392575,0.441926,-0.737953,0,0,,,,,,0,0,0,0,,,
4333.327,,714.334,759.805,4.333327,-18.85002,12.047934,3.031326,-21.881345,0.953824,-0.63591,0,0,,,,,,0,0,0,0,,,
4399.998,,715.12,762.293,4.399998,-16.295107,12.843191,3.231424,-19.52653,1.297129,-0.567475,0,0,,,,,,0,0,0,0,,,
4466.661,,717.07,763.75,4.466661,-14.771287,14.802447,3.7244,-18.495688,1.447415,-0.537517,0,0,,,,,,0,0,0,0,,,
4533.334,,717.949,770.328,4.533334,-8.126543,15.690703,3.947898,-12.074441,2.38356,-0.350904,0,0,,,,,,0,0,0,0,,,
4599.999,,718.442,773.509,4.599999,-4.878892,16.192958,4.074273,-8.953164,2.838607,-0.260195,0,0,,,,,,0,0,0,0,,,
4666.667,,719.81,772.64,4.666667,-5.681322,17.570212,4.42081,-10.102132,2.6711,-0.293586,0,0,,,,,,0,0,0,0,,,
4733.327,,718.855,769.885,4.733327,-8.369846,16.624464,4.182846,-12.552692,2.313836,-0.364803,0,0,,,,,,0,0,0,0,,,
4800.0,,719.355,770.298,4.8,-7.890441,17.133718,4.310981,-12.201423,2.365047,-0.354595,0,0,,,,,,0,0,0,0,,,
4866.662,,718.262,768.189,4.866662,-9.933133,16.049969,4.038295,-13.971427,2.107001,-0.406034,0,0,,,,,,0,0,0,0,,,
4933.328,,715.067,766.036,4.933328,-12.019904,12.86422,3.236715,-15.256619,1.919634,-0.443384,0,0,,,,,,0,0,0,0,,,
5000.001,,713.937,762.878,5.000001,-15.111753,11.743471,2.954719,-18.066472,1.50999,-0.525043,0,0,,,,,,0,0,0,0,,,
5066.666,,712.202,760.148,5.066666,-17.775695,10.017721,2.520495,-20.29619,1.184922,-0.589843,0,0,,,,,,0,0,0,0,,,
5133.333,,714.14,757.99,5.133333,-19.867718,11.96497,3.010451,-22.878169,0.808498,-0.66488,0,0,,,,,,0,0,0,0,,,
5199.998,,715.429,756.725,5.199998,-21.066828,13.263218,3.337108,-24.403936,0.586059,-0.709221,0,0,,,,,,0,0,0,0,,,
5266.662,,712.89,755.458,5.266662,-22.268022,10.733465,2.700587,-24.968609,0.503736,-0.725631,0,0,,,,,,0,0,0,0,,,
5333.33,,711.949,755.812,5.33333,-21.848297,9.801712,2.466144,-24.314441,0.599106,-0.70662,0,0,,,,,,0,0,0,0,,,
5399.999,,709.789,762.407,5.399999,-15.187654,7.650959,1.924984,-17.112638,1.649048,-0.497323,0,0,,,,,,0,0,0,0,,,
5466.667,,710.476,769.318,5.466667,-8.211096,8.347204,2.100169,-10.311265,2.640611,-0.299663,0,0,,,,,,0,0,0,0,,,
5533.327,,712.375,782.03,5.533327,4.566371,10.255448,2.580311,1.986061,4.433423,0.057718,0,0,,,,,,0,0,0,0,,,
5599.998,,713.558,796.789,5.599998,19.390765,11.447693,2.880296,16.510469,6.550917,0.479823,0,0,,,,,,0,0,0,0,,,
5666.665,,713.981,805.49,5.666665,28.157073,11.879936,2.989055,25.168018,7.81309,0.731427,0,0,,,,,,0,0,0,0,,,
5733.333,,715.19,812.494,5.733333,35.226297,13.098179,3.295582,31.930715,8.799015,0.927962,0,0,,,,,,0,0,0,0,,,
5799.995,,713.85,811.793,5.799995,34.590433,11.76742,2.960744,31.629689,8.755129,0.919214,0,0,,,,,,0,0,0,0,,,
5866.665,,714.727,805.144,5.866665,28.006494,12.653662,3.183735,24.822759,7.762756,0.721393,0,0,,,,,,0,0,0,0,,,
5933.329,,715.55,799.877,5.933329,22.804466,13.485902,3.393139,19.411327,6.97383,0.564127,0,0,,,,,,0,0,0,0,,,
5999.997,,716.737,796.259,5.999997,19.251359,14.682142,3.69413,15.55723,6.411946,0.45212,0,0,,,,,,0,0,0,0,,,
6066.663,,716.934,791.0,6.066663,14.057168,14.88838,3.746023,10.311146,5.647126,0.29966,0,0,,,,,,0,0,0,0,,,
6133.333,,715.242,784.547,6.133333,7.668898,13.205619,3.322616,4.346283,4.777516,0.126311,0,0,,,,,,0,0,0,0,,,
6199.996,,715.388,784.432,6.199996,7.618539,13.360856,3.361676,4.256864,4.76448,0.123712,0,0,,,,,,0,0,0,0,,,
6266.665,,713.892,784.48,6.266665,7.731104,11.874094,2.987585,4.743519,4.835429,0.137855,0,0,,,,,,0,0,0,0,,,
6333.33,,714.004,781.751,6.33333,5.066582,11.995329,3.01809,2.048493,4.442524,0.059533,0,0,,,,,,0,0,0,0,,,
6399.997,,712.707,781.547,6.399997,4.926981,10.707565,2.69407,2.232911,4.469411,0.064892,0,0,,,,,,0,0,0,0,,,
6466.666,,710.167,783.552,6.466666,6.996299,8.1768,2.057293,4.939006,4.863929,0.143536,0,0,,,,,,0,0,0,0,,,
6533.334,,712.229,787.161,6.533334,10.669534,10.248034,2.578445,8.091089,5.323467,0.235141,0,0,,,,,,0,0,0,0,,,
6600.0,,710.144,786.027,6.6,9.599686,8.172267,2.056153,7.543534,5.243639,0.219228,0,0,,,,,,0,0,0,0,,,
6666.661,,707.559,787.925,6.666661,11.561752,5.596499,1.408053,10.153699,5.624172,0.295084,0,0,,,,,,0,0,0,0,,,
6733.329,,711.28,803.991,6.733329,27.691742,9.326731,2.346632,25.34511,7.838908,0.736573,0,0,,,,,,0,0,0,0,,,
6799.996,,713.565,807.003,6.799996,30.767651,11.620962,2.923894,27.843757,8.203183,0.809188,0,0,,,,,,0,0,0,0,,,
6866.661,,712.064,810.336,6.866661,34.164476,10.129193,2.548543,31.615933,8.753124,0.918814,0,0,,,,,,0,0,0,0,,,
6933.332,,712.604,812.874,6.933332,36.766226,10.678423,2.686737,34.079488,9.112282,0.990409,0,0,,,,,,0,0,0,0,,,
6999.997,,711.008,817.627,6.999997,41.582889,9.091652,2.287483,39.295406,9.872704,1.141993,0,0,,,,,,0,0,0,0,,,
7066.662,,714.563,831.588,7.066662,55.607471,12.65588,3.184294,52.423177,11.786585,1.523509,0,0,,,,,,0,0,0,0,,,
7133.33,,716.059,862.233,7.13333,86.315975,14.161108,3.56303,82.752944,16.208323,2.404945,0,0,,,,,,0,0,0,0,,,
7199.995,,717.374,878.371,7.199995,102.517395,15.485334,3.896225,98.62117,18.521732,2.866104,0,0,,,,,,0,0,0,0,,,
7266.666,,717.466,873.442,7.266666,97.651741,15.586561,3.921695,93.730046,17.808661,2.723959,0,0,,,,,,0,0,0,0,,,
7333.333,,718.665,855.357,7.333333,79.630002,16.794787,4.225702,75.4043,15.136974,2.191381,0,0,,,,,,0,0,0,0,,,
7399.996,,718.567,845.408,7.399996,69.744179,16.706011,4.203364,65.540815,13.698989,1.904731,0,0,,,,,,0,0,0,0,,,
7466.666,,718.059,838.944,7.466666,63.343282,16.207235,4.077865,59.265417,12.784107,1.722357,0,0,,,,,,0,0,0,0,,,
7533.333,,717.678,833.364,7.533333,57.826302,15.835459,3.984321,53.841982,11.993431,1.564742,0,0,,,,,,0,0,0,0,,,
7599.995,,715.895,824.045,7.599995,48.570238,14.061681,3.538013,45.032225,10.709068,1.308715,0,0,,,,,,0,0,0,0,,,
7666.666,,713.16,814.008,7.666666,38.596102,11.335903,2.852169,35.743934,9.35494,1.038781,0,0,,,,,,0,0,0,0,,,
7733.332,,710.062,801.332,7.733332,25.982882,8.247124,2.074988,23.907894,7.629379,0.694805,0,0,,,,,,0,0,0,0,,,
7799.997,,704.701,792.23,7.799997,16.94358,2.895344,0.728404,16.215177,6.507867,0.471241,0,0,,,,,,0,0,0,0,,,
7866.666,,704.103,789.481,7.866666,14.257203,2.306564,0.580258,13.676945,6.137822,0.397476,0,0,,,,,,0,0,0,0,,,
7933.329,,708.038,790.74,7.933329,15.578741,6.250783,1.57268,14.006061,6.185803,0.407041,0,0,,,,,,0,0,0,0,,,
7999.999,,710.042,785.916,7.999999,10.817206,8.264002,2.079234,8.737972,5.417775,0.253941,0,0,,,,,,0,0,0,0,,,
8066.663,,706.877,778.869,8.066663,3.832586,5.108219,1.285194,2.547391,4.515258,0.074032,0,0,,,,,,0,0,0,0,,,
8133.334,,707.552,777.907,8.133334,2.932893,5.792437,1.457353,1.47554,4.358994,0.042882,0,0,,,,,,0,0,0,0,,,
8199.995,,707.296,772.255,8.199995,-2.656888,5.545652,1.395259,-4.052147,3.55312,-0.117762,0,0,,,,,,0,0,0,0,,,
8266.665,,707.087,766.83,8.266665,-8.01974,5.345868,1.34499,-9.36473,2.778605,-0.272155,0,0,,,,,,0,0,0,0,,,
8333.332,,704.261,768.75,8.333332,-6.037673,2.529083,0.636247,-6.67392,3.170895,-0.193956,0,0,,,,,,0,0,0,0,,,
8399.999,,703.164,768.283,8.399999,-6.442685,1.441297,0.362544,-6.80523,3.151752,-0.197772,0,0,,,,,,0,0,0,0,,,
8466.664,,702.388,768.934,8.466664,-5.729778,0.67451,0.16961,-5.899388,3.283813,-0.171447,0,0,,,,,,0,0,0,0,,,
8533.332,,704.822,766.586,8.533332,-8.015947,3.117723,0.784357,-8.800304,2.860892,-0.255752,0,0,,,,,,0,0,0,0,,,
8599.994,,704.64,766.353,8.599994,-8.187199,2.944934,0.740881,-8.92808,2.842264,-0.259466,0,0,,,,,,0,0,0,0,,,
8666.667,,702.127,770.822,8.666667,-3.65652,0.441146,0.110892,-3.767412,3.594631,-0.109488,0,0,,,,,,0,0,0,0,,,
8733.33,,706.376,770.467,8.73333,-3.949928,4.699356,1.182319,-5.132247,3.395654,-0.149152,0,0,,,,,,0,0,0,0,,,
8799.997,,707.682,770.499,8.799997,-3.856411,6.014566,1.513244,-5.369655,3.361042,-0.156052,0,0,,,,,,0,0,0,0,,,
8866.667,,707.76,773.439,8.866667,-0.854969,6.101776,1.535187,-2.390156,3.795419,-0.069462,0,0,,,,,,0,0,0,0,,,
8933.328,,709.794,786.476,8.933328,12.243387,8.144983,2.049288,10.194099,5.630062,0.296258,0,0,,,,,,0,0,0,0,,,
8999.997,,712.235,790.108,8.999997,15.936672,10.595191,2.665795,13.270877,6.078622,0.385675,0,0,,,,,,0,0,0,0,,,
9066.664,,712.276,785.744,9.066664,11.633878,10.645398,2.678428,8.95545,5.449481,0.260261,0,0,,,,,,0,0,0,0,,,
9133.331,,715.131,783.847,9.133331,9.798006,13.509604,3.399103,6.398903,5.076765,0.185963,0,0,,,,,,0,0,0,0,,,
9199.998,,714.601,777.842,9.199998,3.854057,12.98881,3.268064,0.585993,4.229309,0.01703,0,0,,,,,,0,0,0,0,,,
9266.665,,714.246,770.94,9.266665,-2.98697,12.643015,3.181057,-6.168027,3.244649,-0.179254,0,0,,,,,,0,0,0,0,,,
9333.329,,711.497,762.794,9.333329,-11.072077,9.903219,2.491685,-13.563762,2.166434,-0.394187,0,0,,,,,,0,0,0,0,,,
9399.999,,709.186,754.946,9.399999,-18.859256,7.601422,1.91252,-20.771776,1.115587,-0.603664,0,0,,,,,,0,0,0,0,,,
9466.662,,704.196,748.115,9.466662,-25.629518,2.620625,0.65928,-26.288798,0.311267,-0.763998,0,0,,,,,,0,0,0,0,,,
9533.331,,704.131,747.559,9.533331,-26.124851,2.564827,0.645241,-26.770092,0.2411,-0.777986,0,0,,,,,,0,0,0,0,,,
9599.998,,707.404,750.731,9.599998,-22.892263,5.847028,1.471089,-24.363353,0.591975,-0.708042,0,0,,,,,,0,0,0,0,,,
9666.664,,708.611,754.128,9.666664,-19.434753,7.063229,1.777103,-21.211856,1.051428,-0.616454,0,0,,,,,,0,0,0,0,,,
9733.329,,706.017,746.736,9.733329,-26.766321,4.478428,1.12673,-27.893051,0.077385,-0.810621,0,0,,,,,,0,0,0,0,,,
9799.998,,699.711,745.229,9.799998,-28.212961,-1.818372,-0.457635,-27.755327,0.097464,-0.806618,0,0,,,,,,0,0,0,0,,,
9866.665,,702.475,744.24,9.866665,-29.14168,0.954826,0.240142,-29.381822,-0.139661,-0.853887,0,0,,,,,,0,0,0,0,,,
9933.328,,697.935,746.655,9.933328,-26.666479,-3.575977,-0.899873,-25.766606,0.387397,-0.748823,0,0,,,,,,0,0,0,0,,,
10000.0,,700.351,750.052,10.0,-23.209346,-1.150779,-0.289659,-22.919687,0.802445,-0.666086,0,0,,,,,,0,0,0,0,,,
10066.663,,700.508,749.282,10.066663,-23.919297,-0.984583,-0.247842,-23.671455,0.692846,-0.687934,0,0,,,,,,0,0,0,0,,,
10133.334,,699.006,754.445,10.133334,-18.696317,-2.477387,-0.623452,-18.072865,1.509058,-0.525229,0,0,,,,,,0,0,0,0,,,
10199.999,,696.441,767.435,10.199999,-5.646418,-5.033192,-1.266529,-4.379889,3.505339,-0.127287,0,0,,,,,,0,0,0,0,,,
10266.667,,695.94,773.979,10.266667,0.957407,-5.524998,-1.390275,2.347682,4.486143,0.068228,0,0,,,,,,0,0,0,0,,,
10333.332,,695.248,776.81,10.333332,3.848154,-6.207805,-1.562079,5.410233,4.932628,0.157231,0,0,,,,,,0,0,0,0,,,
10399.997,,696.222,776.16,10.399997,3.257826,-5.224612,-1.314693,4.572519,4.810499,0.132885,0,0,,,,,,0,0,0,0,,,
10466.663,,697.26,774.281,10.466663,1.438422,-4.17742,-1.051205,2.489627,4.506837,0.072353,0,0,,,,,,0,0,0,0,,,
10533.329,,697.778,773.94,10.533329,1.156944,-3.650229,-0.918556,2.0755,4.446462,0.060318,0,0,,,,,,0,0,0,0,,,
10599.998,,700.025,769.858,10.599998,-2.865608,-1.394038,-0.350866,-2.514742,3.777256,-0.073083,0,0,,,,,,0,0,0,0,,,
10666.663,,700.296,766.325,10.666663,-6.339238,-1.113849,-0.280367,-6.058871,3.260562,-0.176081,0,0,,,,,,0,0,0,0,,,
10733.328,,699.489,761.356,10.733328,-11.248943,-1.91166,-0.481107,-10.767836,2.574048,-0.312932,0,0,,,,,,0,0,0,0,,,
10799.996,,700.471,756.237,10.799996,-16.308721,-0.920471,-0.23171,-16.077011,1.80003,-0.467226,0,0,,,,,,0,0,0,0,,,
10866.666,,702.375,752.491,10.866666,-19.995572,0.992717,0.249675,-20.245247,1.192349,-0.588362,0,0,,,,,,0,0,0,0,,,
10933.328,,702.9,750.7,10.933328,-21.727505,1.526904,0.384084,-22.111589,0.920257,-0.642601,0,0,,,,,,0,0,0,0,,,
10999.999,,704.107,746.016,10.999999,-26.352504,2.743091,0.690094,-27.042598,0.201372,-0.785905,0,0,,,,,,0,0,0,0,,,
11066.664,,702.951,744.007,11.066664,-28.302583,1.596276,0.401539,-28.704123,-0.04086,-0.834192,0,0,,,,,,0,0,0,0,,,
11133.328,,705.387,738.479,11.133328,-33.771738,4.041461,1.016783,-34.788521,-0.927897,-1.011015,0,0,,,,,,0,0,0,0,,,
11199.999,,697.912,737.816,11.199999,-34.375961,-3.424354,-0.861723,-33.514239,-0.742121,-0.973982,0,0,,,,,,0,0,0,0,,,
11266.661,,702.617,734.989,11.266661,-37.144267,1.289828,0.324433,-37.4687,-1.318636,-1.088906,0,0,,,,,,0,0,0,0,,,
11333.327,,706.585,733.605,11.333327,-38.469643,5.267011,1.325149,-39.794792,-1.657754,-1.156506,0,0,,,,,,0,0,0,0,,,
11399.996,,705.909,731.942,11.399996,-40.07409,4.600194,1.157368,-41.231458,-1.867204,-1.198258,0,0,,,,,,0,0,0,0,,,
11466.662,,708.752,732.711,11.466662,-39.246615,7.452375,1.875017,-41.121632,-1.851193,-1.195066,0,0,,,,,,0,0,0,0,,,
11533.333,,711.891,735.013,11.533333,-36.886208,10.600556,2.667145,-39.553353,-1.622555,-1.14949,0,0,,,,,,0,0,0,0,,,
11599.998,,711.285,738.426,11.599998,-33.414881,10.003736,2.516976,-35.931858,-1.094582,-1.044243,0,0,,,,,,0,0,0,0,,,
11666.666,,709.714,737.335,11.666666,-34.447625,8.441915,2.124,-36.571625,-1.187853,-1.062835,0,0,,,,,,0,0,0,0,,,
11733.33,,703.61,739.842,11.73333,-31.882446,2.347093,0.590456,-32.472902,-0.590306,-0.943719,0,0,,,,,,0,0,0,0,,,
11800.0,,706.373,747.578,11.8,-24.088336,5.119272,1.287975,-25.376311,0.444297,-0.73748,0,0,,,,,,0,0,0,0,,,
11866.666,,706.739,753.467,11.866666,-18.141302,5.494449,1.382375,-19.523677,1.297545,-0.567392,0,0,,,,,,0,0,0,0,,,
11933.33,,706.996,761.871,11.93333,-9.679343,5.760625,1.449349,-11.128692,2.52144,-0.323419,0,0,,,,,,0,0,0,0,,,
11999.999,,708.792,764.045,11.999999,-7.447454,7.565801,1.903557,-9.351011,2.780605,-0.271757,0,0,,,,,,0,0,0,0,,,
12066.665,,707.581,764.738,12.066665,-6.69664,6.363976,1.601161,-8.2978,2.934152,-0.241149,0,0,,,,,,0,0,0,0,,,
12133.327,,709.53,765.566,12.133327,-5.810902,8.322149,2.093865,-7.904767,2.991451,-0.229726,0,0,,,,,,0,0,0,0,,,
12199.995,,708.33,766.329,12.199995,-4.990232,7.131323,1.794236,-6.784469,3.154778,-0.197169,0,0,,,,,,0,0,0,0,,,
12266.666,,709.833,763.928,12.266666,-7.333633,8.643497,2.174721,-9.508353,2.757667,-0.276329,0,0,,,,,,0,0,0,0,,,
12333.33,,706.77,758.965,12.33333,-12.239112,5.589669,1.406334,-13.645446,2.154525,-0.39656,0,0,,,,,,0,0,0,0,,,
12399.995,,707.526,759.295,12.399995,-11.851663,6.35484,1.598862,-13.450525,2.182943,-0.390896,0,0,,,,,,0,0,0,0,,,
12466.663,,709.37,759.201,12.466663,-11.888284,8.208011,2.065146,-13.95343,2.109625,-0.405511,0,0,,,,,,0,0,0,0,,,
12533.333,,713.268,756.455,12.533333,-14.576975,12.115181,3.048246,-17.625221,1.574319,-0.51222,0,0,358.439021,127.825457,,,2.994618,0,0,0,0,4.821631,2.713519,1.266707
12599.994,,712.645,755.848,12.599994,-15.126747,11.50135,2.893797,-18.020544,1.516685,-0.523709,0,0,208.29705,248.705365,34.643962,1026.805446,6.647012,0,0,0,0,8.149157,-3.069898,5.895633
12666.667,,711.849,751.532,12.666667,-19.385581,10.714519,2.69582,-22.0814,0.924658,-0.641724,0,0,185.934822,249.709816,8.705064,258.007639,7.1152,0,0,0,0,8.490933,-3.929406,5.931766
12733.332,,710.834,744.997,12.733332,-25.863493,9.708687,2.442738,-28.306231,0.017148,-0.822629,0,0,175.296476,261.822862,8.748198,259.286091,7.729304,0,0,0,0,9.018355,-4.339583,6.396104
