TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,489.083,537.348,0,0,0.0,8.519363,17.07537,18.884695,-10.365332,1.099065,-0.683726,,,,,,0,0,0,0,,,
66.668,,486.641,533.898,0,0,0.066668,5.138168,14.665805,16.22047,-11.082302,0.826725,-0.731019,,,,,,0,0,0,0,,,
133.335,,487.052,533.426,0,0,0.133335,4.734868,15.109218,16.710745,-11.975877,0.487302,-0.789962,,,,,,0,0,0,0,,,
199.998,,489.518,530.043,0,0,0.199998,1.420462,17.607606,19.473181,-18.052719,-1.820977,-1.190807,,,,,,0,0,0,0,,,
266.668,,484.938,528.932,0,0,0.266668,0.37796,13.059976,14.444925,-14.066965,-0.306994,-0.927895,,,,,,0,0,0,0,,,
333.334,,482.81,527.521,0,0,0.333334,-0.964648,10.964321,12.127786,-13.092435,0.063179,-0.863613,,,,,,0,0,0,0,,,
399.995,,485.157,526.296,0,0,0.399995,-2.121365,13.343642,14.758571,-16.879935,-1.375496,-1.113447,,,,,,0,0,0,0,,,
466.668,,485.084,525.229,0,0,0.466668,-3.120171,13.302946,14.713574,-17.833745,-1.737799,-1.176363,,,,,,0,0,0,0,,,
533.333,,480.806,520.064,0,0,0.533333,-8.217087,9.057225,10.019134,-18.236221,-1.890679,-1.202911,,,,,,0,0,0,0,,,
599.996,,480.025,519.753,0,0,0.599996,-8.460108,8.30848,9.191257,-17.651364,-1.668522,-1.164332,,,,,,0,0,0,0,,,
666.662,,478.815,518.652,0,0,0.666662,-9.493227,7.130714,7.889016,-17.382243,-1.566297,-1.14658,,,,,,0,0,0,0,,,
733.331,,476.922,522.138,0,0,0.733331,-5.939445,5.269928,5.831569,-11.771014,0.565119,-0.776448,,,,,,0,0,0,0,,,
799.996,,479.34,520.677,0,0,0.799996,-7.332768,7.720118,8.540712,-15.873481,-0.993196,-1.047058,,,,,,0,0,0,0,,,
866.664,,480.612,521.844,0,0,0.866664,-6.09819,9.024287,9.982715,-16.080905,-1.071986,-1.06074,,,,,,0,0,0,0,,,
933.329,,482.42,522.666,0,0,0.933329,-5.208716,10.864432,12.017341,-17.226057,-1.50697,-1.136278,,,,,,0,0,0,0,,,
999.998,,478.753,522.293,0,0,0.999998,-5.514339,7.229558,7.998307,-13.512646,-0.096437,-0.891331,,,,,,0,0,0,0,,,
1066.669,,475.748,522.537,0,0,1.066669,-5.203061,4.256662,4.711214,-9.914275,1.270398,-0.653973,,,,,,0,0,0,0,,,
1133.331,,475.89,524.028,0,0,1.133331,-3.644893,4.43074,4.90369,-8.548583,1.789154,-0.563888,,,,,,0,0,0,0,,,
1200.002,,477.724,527.363,0,0,1.200002,-0.242816,6.296801,6.966969,-7.209785,2.297694,-0.475577,,,,,,0,0,0,0,,,
1266.666,,479.554,530.286,0,0,1.266666,2.747153,8.158835,9.025797,-6.278644,2.651386,-0.414157,,,,,,0,0,0,0,,,
1333.332,,476.36,529.091,0,0,1.333332,1.619024,4.996849,5.529629,-3.910606,3.550881,-0.257954,,,,,,0,0,0,0,,,
1400.001,,476.595,525.49,0,0,1.400001,-1.915203,5.263843,5.82484,-7.740043,2.096276,-0.510554,,,,,,0,0,0,0,,,
1466.665,,474.124,526.55,0,0,1.466665,-0.788534,2.824812,3.128035,-3.916569,3.548616,-0.258348,,,,,,0,0,0,0,,,
1533.333,,476.853,524.861,0,0,1.533333,-2.410961,5.585761,6.180781,-8.591742,1.77276,-0.566735,,,,,,0,0,0,0,,,
1599.997,,477.583,523.496,0,0,1.599997,-3.709492,6.347686,7.023232,-10.732724,0.959511,-0.70796,,,,,,0,0,0,0,,,
1666.668,,476.593,521.774,0,0,1.666668,-5.365115,5.389592,5.96388,-11.328995,0.733019,-0.747292,,,,,,0,0,0,0,,,
1733.331,,474.625,519.735,0,0,1.733331,-7.337846,3.453473,3.823138,-11.160984,0.796837,-0.736209,,,,,,0,0,0,0,,,
1799.997,,474.272,519.507,0,0,1.799997,-7.499673,3.132334,3.468058,-10.967731,0.870244,-0.723462,,,,,,0,0,0,0,,,
1866.662,,477.123,519.842,0,0,1.866662,-7.0986,6.015172,6.655575,-13.754175,-0.188182,-0.907263,,,,,,0,0,0,0,,,
1933.332,,474.648,518.652,0,0,1.933332,-8.222621,3.57199,3.954181,-12.176802,0.410981,-0.803215,,,,,,0,0,0,0,,,
2000.001,,478.124,518.032,0,0,2.000001,-8.776741,7.079787,7.832706,-16.609448,-1.272752,-1.095605,,,,,,0,0,0,0,,,
2066.666,,478.515,519.219,0,0,2.066666,-7.523965,7.502559,8.300161,-15.824125,-0.974449,-1.043803,,,,,,0,0,0,0,,,
2133.33,,480.381,515.804,0,0,2.13333,-10.873287,9.400309,10.398479,-21.271766,-3.043726,-1.403144,,,,,,0,0,0,0,,,
2199.999,,473.852,512.292,0,0,2.199999,-14.319704,2.90304,3.214532,-17.534235,-1.624031,-1.156606,,,,,,0,0,0,0,,,
2266.663,,472.365,510.07,0,0,2.266663,-16.476223,1.447747,1.605433,-18.081655,-1.831968,-1.192715,,,,,,0,0,0,0,,,
2333.335,,472.174,508.751,0,0,2.333335,-17.729832,1.288436,1.429284,-19.159117,-2.24124,-1.263788,,,,,,0,0,0,0,,,
2400.001,,471.092,506.946,0,0,2.400001,-19.469546,0.2381,0.267941,-19.737487,-2.460933,-1.301939,,,,,,0,0,0,0,,,
2466.665,,471.375,505.895,0,0,2.466665,-20.455359,0.552742,0.615836,-21.071195,-2.967539,-1.389914,,,,,,0,0,0,0,,,
2533.332,,469.488,506.888,0,0,2.533332,-19.397266,-1.302637,-1.435632,-17.961634,-1.786378,-1.184799,,,,,,0,0,0,0,,,
2599.998,,470.745,505.612,0,0,2.599998,-20.608272,-0.014038,-0.010845,-20.597428,-2.78758,-1.358663,,,,,,0,0,0,0,,,
2666.668,,471.752,504.693,0,0,2.666668,-21.462372,1.024541,1.137499,-22.599871,-3.548204,-1.490749,,,,,,0,0,0,0,,,
2733.331,,468.62,501.229,0,0,2.733331,-24.861575,-2.075905,-2.290624,-22.570951,-3.537219,-1.488842,,,,,,0,0,0,0,,,
2799.996,,467.856,501.591,0,0,2.799996,-24.434873,-2.808371,-3.100503,-21.334371,-3.067506,-1.407273,,,,,,0,0,0,0,,,
2866.662,,468.915,504.557,0,0,2.866662,-21.404268,-1.717859,-1.894737,-19.509531,-2.374344,-1.286902,,,,,,0,0,0,0,,,
2933.333,,472.193,504.662,0,0,2.933333,-21.234754,1.591635,1.764527,-22.999281,-3.69992,-1.517095,,,,,,0,0,0,0,,,
2999.998,,471.803,504.097,0,0,2.999998,-21.735342,1.233103,1.368104,-23.103446,-3.739486,-1.523966,,,,,,0,0,0,0,,,
3066.666,,470.743,505.809,0,0,3.066666,-19.959024,0.204552,0.230848,-20.189872,-2.63277,-1.331779,,,,,,0,0,0,0,,,
3133.335,,471.16,509.388,0,0,3.133335,-16.315802,0.652979,0.726668,-17.04247,-1.437235,-1.124168,,,,,,0,0,0,0,,,
3200.001,,472.099,511.514,0,0,3.200001,-14.125678,1.623384,1.799632,-15.92531,-1.012884,-1.050477,,,,,,0,0,0,0,,,
3266.667,,473.031,515.154,0,0,3.266667,-10.42165,2.586767,2.864832,-13.286482,-0.01053,-0.876413,,,,,,0,0,0,0,,,
3333.33,,473.501,518.413,0,0,3.33333,-7.098721,3.088127,3.41918,-10.517901,1.041111,-0.693789,,,,,,0,0,0,0,,,
3400.0,,471.142,521.756,0,0,3.4,-3.691881,0.760469,0.845518,-4.537399,3.312795,-0.299299,,,,,,0,0,0,0,,,
3466.668,,472.471,524.986,0,0,3.466668,-0.398139,2.120788,2.349605,-2.747744,3.992592,-0.181249,,,,,,0,0,0,0,,,
3533.33,,472.106,528.466,0,0,3.53333,3.145503,1.787083,1.980632,1.164871,5.478792,0.076838,,,,,,0,0,0,0,,,
3599.999,,473.489,528.767,0,0,3.599999,3.510056,3.20136,3.54438,-0.034324,5.02328,-0.002264,,,,,,0,0,0,0,,,
