TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,Xpos,Ypos,Speed_cm,Speed_px,DistFromFED,ToneStart_Bonsai,PelletGrab_Bonsai,Completed_Tone,Completed_PelletGrab,DistFromFED_orig,Xpos_cm,Ypos_cm
0.0,,1208.342,1247.792,0,0,0.0,97.69481,90.738676,40.442655,57.252155,15.810419,2.461321,,,,,,0,0,0,0,,,
66.664,,1199.092,1235.851,0,0,0.066664,85.817116,81.559176,36.351309,49.465807,14.250072,2.126579,,,,,,0,0,0,0,,,
133.332,,1191.582,1228.328,0,0,0.133332,78.357406,74.119655,33.035479,45.321926,13.419658,1.94843,,,,,,0,0,0,0,,,
200.0,,1181.67,1220.491,0,0,0.2,70.583676,64.278108,28.649056,41.934619,12.740857,1.802806,,,,,,0,0,0,0,,,
266.666,,1176.91,1212.371,0,0,0.266666,62.526924,59.588534,26.558891,35.968033,11.545181,1.546297,,,,,,0,0,0,0,,,
333.33,,1173.858,1209.063,0,0,0.33333,59.28215,56.606933,25.229977,34.052173,11.161252,1.463933,,,,,,0,0,0,0,,,
399.995,,1168.449,1206.021,0,0,0.399995,56.303358,51.268308,22.850527,33.452831,11.041147,1.438167,,,,,,0,0,0,0,,,
466.666,,1160.952,1205.946,0,0,0.466666,56.291552,43.841664,19.540437,36.751115,11.702107,1.579963,,,,,,0,0,0,0,,,
533.332,,1160.85,1197.738,0,0,0.533332,48.146721,43.809989,19.526319,28.620402,10.072751,1.230416,,,,,,0,0,0,0,,,
600.0,,1160.063,1193.887,0,0,0.6,44.358872,43.093292,19.206884,25.151989,9.377697,1.081306,,,,,,0,0,0,0,,,
666.663,,1156.466,1189.498,0,0,0.666663,40.032999,39.566563,17.635005,22.397995,8.82581,0.96291,,,,,,0,0,0,0,,,
733.332,,1156.577,1185.189,0,0,0.733332,35.787112,39.747816,17.71579,18.071322,7.958765,0.776902,,,,,,0,0,0,0,,,
800.0,,1157.563,1181.538,0,0,0.8,32.199204,40.804043,18.186555,14.012649,7.145426,0.602416,,,,,,0,0,0,0,,,
866.663,,1156.551,1176.916,0,0,0.866663,27.640272,39.862239,17.766789,9.873483,6.315957,0.42447,,,,,,0,0,0,0,,,
933.334,,1152.492,1167.916,0,0,0.933334,18.703328,35.873419,15.988953,2.714375,4.881305,0.116693,,,,,,0,0,0,0,,,
999.998,,1151.398,1161.656,0,0,0.999998,12.506357,34.849566,15.532617,-3.02626,3.730909,-0.130102,,,,,,0,0,0,0,,,
1066.667,,1148.424,1153.545,0,0,1.066667,4.458371,31.945693,14.238347,-9.779976,2.377496,-0.42045,,,,,,0,0,0,0,,,
1133.335,,1144.755,1150.748,0,0,1.133335,1.724365,28.346794,12.634301,-10.909936,2.151057,-0.469028,,,,,,0,0,0,0,,,
1199.997,,1142.226,1145.985,0,0,1.199997,-2.975667,25.887864,11.538344,-14.514011,1.428818,-0.62397,,,,,,0,0,0,0,,,
1266.662,,1141.851,1148.294,0,0,1.266662,-0.603716,25.582912,11.402425,-12.006141,1.931383,-0.516155,,,,,,0,0,0,0,,,
1333.329,,1141.022,1150.125,0,0,1.333329,1.290218,24.823937,11.064147,-9.773929,2.378708,-0.42019,,,,,,0,0,0,0,,,
1399.997,,1141.16,1149.175,0,0,1.399997,0.403133,25.031937,11.156854,-10.753721,2.182362,-0.462312,,,,,,0,0,0,0,,,
1466.665,,1136.774,1149.708,0,0,1.466665,0.999028,20.715913,9.233181,-8.234153,2.687272,-0.353994,,,,,,0,0,0,0,,,
1533.328,,1135.79,1146.911,0,0,1.533328,-1.735101,19.801858,8.825783,-10.560884,2.221006,-0.454022,,,,,,0,0,0,0,,,
1599.996,,1137.516,1149.718,0,0,1.599996,1.134755,21.597784,9.626235,-8.49148,2.635704,-0.365056,,,,,,0,0,0,0,,,
1666.668,,1132.254,1150.919,0,0,1.666668,2.398595,16.405689,7.312094,-4.913499,3.352715,-0.211236,,,,,,0,0,0,0,,,
1733.333,,1133.285,1154.379,0,0,1.733333,5.921409,17.506561,7.802758,-1.881349,3.960344,-0.080881,,,,,,0,0,0,0,,,
1799.996,,1133.879,1158.083,0,0,1.799996,9.688201,18.170406,8.098637,1.589565,4.655898,0.068337,,,,,,0,0,0,0,,,
1866.665,,1132.186,1161.656,0,0,1.866665,13.32398,16.547233,7.375181,5.948799,5.529468,0.255744,,,,,,0,0,0,0,,,
