TimeStamp,Events,UV,Fluorescence,ToneStart,PelletGrab,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z
0.0,,1290.041,1614.877,0,0,0.0,177.85333,82.114494,-28.556086,206.409416,15.387729,2.792227
66.664,,1273.588,1605.376,0,0,0.066664,168.435228,65.701294,-22.849713,191.284942,14.550426,2.587629
133.333,,1262.572,1596.633,0,0,0.133333,159.775102,54.725063,-19.03361,178.808712,13.859731,2.418856
199.999,,1252.681,1574.539,0,0,0.199999,137.763939,44.873795,-15.608623,153.372561,12.451565,2.074765
266.671,,1243.452,1554.762,0,0,0.266671,118.069752,35.684496,-12.413782,130.483533,11.184409,1.765131
333.333,,1238.102,1540.04,0,0,0.333333,103.43052,30.374157,-10.567538,113.998057,10.271759,1.542122
400.003,,1230.339,1526.218,0,0,0.400003,89.691266,22.650789,-7.882356,97.573622,9.362488,1.319939
466.666,,1220.139,1512.971,0,0,0.466666,76.526971,12.490382,-4.34989,80.876862,8.438142,1.094071
533.334,,1216.16,1516.054,0,0,0.533334,79.692651,8.550943,-2.980267,82.672918,8.537573,1.118368
600.003,,1223.812,1515.215,0,0,0.600003,78.9363,16.242472,-5.654378,84.590679,8.643742,1.14431
666.671,,1217.426,1516.69,0,0,0.666671,80.493916,9.895965,-3.44789,83.941806,8.60782,1.135533
733.334,,1220.151,1513.208,0,0,0.733334,77.094494,12.660421,-4.409008,81.503502,8.472833,1.102548
800.001,,1212.815,1502.567,0,0,0.800001,66.536044,5.363846,-1.87221,68.408254,7.747869,0.925401
866.666,,1211.393,1499.379,0,0,0.866666,63.430561,3.981235,-1.391518,64.822078,7.549335,0.876888
933.331,,1209.825,1507.604,0,0,0.933331,71.738045,2.45259,-0.860054,72.598099,7.979822,0.982079
1000.001,,1206.16,1508.017,0,0,1.000001,72.233504,-1.173086,0.400483,71.83302,7.937467,0.97173
1066.671,,1209.454,1514.316,0,0,1.066671,78.61493,2.160205,-0.758401,79.373331,8.354905,1.073732
1133.335,,1206.864,1513.419,0,0,1.133335,77.800318,-0.390543,0.128417,77.671901,8.260712,1.050716
1200.003,,1199.095,1509.142,0,0,1.200003,73.605678,-8.120322,2.815827,70.789851,7.879716,0.957618
1266.667,,1203.267,1525.055,0,0,1.266667,89.601002,-3.909137,1.351726,88.249277,8.846285,1.193802
1333.334,,1202.972,1516.656,0,0,1.333334,81.284298,-4.164984,1.440676,79.843622,8.380941,1.080094
1400.001,,1201.424,1515.4,0,0,1.400001,80.110562,-5.673865,1.965268,78.145293,8.28692,1.05712
1466.668,,1204.772,1515.597,0,0,1.466668,80.389794,-2.28678,0.787681,79.602112,8.367571,1.076827
1533.336,,1211.021,1512.415,0,0,1.533336,77.289995,4.001272,-1.398484,78.688479,8.316991,1.064468
1599.998,,1208.133,1505.927,0,0,1.599998,70.884157,1.152287,-0.407978,71.292136,7.907523,0.964413
1666.664,,1198.925,1491.253,0,0,1.666664,56.292293,-8.01673,2.779811,53.512482,6.923227,0.723896
1733.336,,1191.392,1484.5,0,0,1.733336,49.621404,-15.510776,5.385264,44.23614,6.40968,0.59841
1800.001,,1198.284,1475.987,0,0,1.800001,41.190475,-8.579861,2.975595,38.21488,6.076338,0.516956
1866.666,,1201.69,1467.527,0,0,1.866666,32.812514,-5.134979,1.777914,31.0346,5.678832,0.419824
1933.333,,1196.962,1474.066,0,0,1.933333,39.433523,-9.824129,3.408189,36.025334,5.955123,0.487337
2000.0,,1197.63,1476.817,0,0,2.0,42.266501,-9.117313,3.162451,39.104051,6.125564,0.528985
2066.67,,1195.086,1474.316,0,0,2.06667,39.847451,-11.622529,4.033438,35.814013,5.943424,0.484478
2133.332,,1196.769,1476.847,0,0,2.133332,42.46036,-9.900782,3.434839,39.025521,6.121216,0.527922
2199.998,,1198.394,1474.414,0,0,2.199998,40.109242,-8.237067,2.856416,37.252826,6.023078,0.503942
2266.669,,1200.191,1466.854,0,0,2.266669,32.631098,-6.401383,2.218204,30.412894,5.644414,0.411414
2333.335,,1203.119,1467.423,0,0,2.333335,33.281916,-3.434734,1.18679,32.095126,5.737544,0.434171
2400.001,,1201.512,1467.622,0,0,2.400001,33.562703,-5.003119,1.73207,31.830633,5.722901,0.430593
2466.665,,1202.205,1463.158,0,0,2.466665,29.180456,-4.271539,1.477722,27.702734,5.494377,0.374752
2533.335,,1203.612,1457.211,0,0,2.533335,23.315185,-2.825988,0.975148,22.340037,5.197494,0.302207
2600.004,,1203.079,1453.495,0,0,2.600004,19.68088,-3.320471,1.147064,18.533816,4.986778,0.250718
2666.666,,1204.842,1448.164,0,0,2.666666,14.431536,-1.518991,0.520744,13.910791,4.730844,0.18818
2733.331,,1202.476,1448.374,0,0,2.733331,14.723163,-3.846543,1.329964,13.3932,4.702189,0.181178
2800.002,,1206.281,1457.702,0,0,2.800002,24.132767,-0.003124,-0.006277,24.139044,5.297088,0.326544
2866.669,,1207.806,1457.442,0,0,2.866669,23.954334,1.560259,-0.549818,24.504152,5.317301,0.331483
2933.337,,1208.404,1451.998,0,0,2.933337,18.591871,2.19661,-0.771058,19.362928,5.032679,0.261934
3000.002,,1204.798,1440.061,0,0,3.000002,6.736372,-1.371074,0.469318,6.267054,4.30768,0.084778
3066.671,,1198.955,1431.571,0,0,3.066671,-1.672153,-7.175789,2.487442,-4.159595,3.730452,-0.056269
3133.332,,1202.948,1425.083,0,0,3.133332,-8.078719,-3.144541,1.085899,-9.164618,3.45337,-0.123975
3200.003,,1203.085,1412.818,0,0,3.200003,-20.262305,-2.969321,1.02498,-21.287285,2.782249,-0.287966
3266.665,,1200.673,1404.366,0,0,3.266665,-28.632933,-5.343138,1.850285,-30.483218,2.273154,-0.412365
3333.334,,1198.838,1395.078,0,0,3.333334,-37.839584,-7.139985,2.474994,-40.314578,1.728882,-0.54536
3400.001,,1198.504,1388.364,0,0,3.400001,-44.472269,-7.435865,2.577862,-47.050131,1.355996,-0.636476
3466.67,,1199.506,1380.748,0,0,3.46667,-52.006983,-6.395778,2.216255,-54.223238,0.958887,-0.733511
3533.338,,1200.773,1372.249,0,0,3.533338,-60.424729,-5.090723,1.762527,-62.187256,0.517992,-0.841245
3600.0,,1204.075,1363.371,0,0,3.6,-69.221514,-1.750705,0.601304,-69.822818,0.095281,-0.944536
3666.667,,1199.425,1358.432,0,0,3.666667,-74.079325,-6.362716,2.204761,-76.284086,-0.262421,-1.031942
3733.336,,1196.848,1349.822,0,0,3.733336,-82.608164,-8.901759,3.087509,-85.695673,-0.783454,-1.159258
3799.998,,1193.516,1342.997,0,0,3.799998,-89.352044,-12.195839,4.232761,-93.584805,-1.220203,-1.265979
3866.665,,1195.497,1341.883,0,0,3.866665,-90.384948,-10.176948,3.530854,-93.915802,-1.238527,-1.270457
3933.337,,1203.127,1339.724,0,0,3.933337,-92.462878,-2.509088,0.864971,-93.327849,-1.205978,-1.262503
3999.999,,1197.271,1341.92,0,0,3.999999,-90.185851,-8.327265,2.887775,-93.073626,-1.191904,-1.259064
4066.671,,1195.14,1347.381,0,0,4.066671,-84.643844,-10.42047,3.615519,-88.259363,-0.925382,-1.193939
4133.332,,1197.486,1352.723,0,0,4.133332,-79.220881,-8.036713,2.786759,-82.00764,-0.579281,-1.109368
4199.999,,1191.546,1354.42,0,0,4.199999,-77.442942,-13.938985,4.8388,-82.281742,-0.594456,-1.113076
4266.67,,1193.969,1359.747,0,0,4.26667,-72.03503,-11.478287,3.98329,-76.01832,-0.247708,-1.028347
4333.334,,1198.518,1365.217,0,0,4.333334,-66.484157,-6.891626,2.388647,-68.872804,0.147874,-0.931685
4399.998,,1190.48,1372.421,0,0,4.399998,-59.199316,-14.891997,5.170133,-64.369449,0.397184,-0.870765
4466.665,,1185.784,1377.835,0,0,4.466665,-53.704502,-19.550398,6.789719,-60.49422,0.61172,-0.818343
4533.335,,1192.042,1380.541,0,0,4.533335,-50.917715,-13.254831,4.60094,-55.518656,0.887171,-0.751035
4599.998,,1195.682,1386.496,0,0,4.599998,-44.881969,-9.577299,3.322374,-48.204343,1.292098,-0.65209
4666.665,,1192.09,1384.421,0,0,4.666665,-46.876249,-13.131798,4.558166,-51.434414,1.113278,-0.695785
4733.333,,1195.7,1386.757,0,0,4.733333,-44.459559,-9.484328,3.290051,-47.749609,1.317272,-0.645938
4800.002,,1195.281,1386.896,0,0,4.800002,-44.239898,-9.86589,3.422708,-47.662607,1.322089,-0.644761
4866.671,,1202.057,1381.028,0,0,4.866671,-50.027269,-3.052484,1.053893,-51.081163,1.132834,-0.691006
4933.331,,1201.163,1377.827,0,0,4.933331,-53.147682,-3.909115,1.351718,-54.4994,0.943598,-0.737247
5000.004,,1198.63,1370.802,0,0,5.000004,-60.092111,-6.404771,2.219382,-62.311493,0.511114,-0.842926
5066.668,,1202.794,1366.057,0,0,5.066668,-64.756581,-2.203464,0.758715,-65.515296,0.333749,-0.886266
5133.337,,1207.093,1361.83,0,0,5.133337,-68.903076,2.132814,-0.748878,-68.154199,0.187657,-0.921964
5200.0,,1205.386,1353.782,0,0,5.2,-76.87061,0.463056,-0.168354,-76.702257,-0.285571,-1.037599
5266.665,,1205.584,1344.902,0,0,5.266665,-85.670173,0.698268,-0.250129,-85.420043,-0.768195,-1.15553
5333.335,,1201.816,1338.139,0,0,5.333335,-92.35276,-3.03255,1.046963,-93.399723,-1.209957,-1.263476
5400.001,,1194.991,1334.754,0,0,5.400001,-95.657384,-9.820402,3.406893,-99.064277,-1.523551,-1.340104
5466.671,,1198.854,1332.342,0,0,5.466671,-97.989033,-5.920283,2.05094,-100.039974,-1.577566,-1.353302
5533.334,,1200.279,1329.838,0,0,5.533334,-100.412722,-4.4582,1.542618,-101.955341,-1.683603,-1.379213
5600.002,,1203.356,1324.159,0,0,5.600002,-106.011437,-1.344146,0.459956,-106.471393,-1.933615,-1.440304
5666.666,,1205.427,1324.346,0,0,5.666666,-105.744187,0.763874,-0.272939,-105.471248,-1.878246,-1.426775
5733.333,,1203.851,1322.357,0,0,5.733333,-107.652964,-0.775137,0.262129,-107.915093,-2.01354,-1.459834
5800.0,,1201.448,1319.737,0,0,5.8,-110.192772,-3.141179,1.08473,-111.277502,-2.199686,-1.505319
5866.668,,1201.369,1316.115,0,0,5.866668,-113.73461,-3.183252,1.099357,-114.833968,-2.396574,-1.55343
5933.335,,1201.884,1316.597,0,0,5.933335,-113.172481,-2.631357,0.90748,-114.079961,-2.354832,-1.54323
5999.999,,1200.429,1319.428,0,0,5.999999,-110.261385,-4.049496,1.400524,-111.66191,-2.220967,-1.510519
6066.671,,1206.411,1328.121,0,0,6.066671,-101.488312,1.969339,-0.692042,-100.796269,-1.619436,-1.363533
6133.337,,1209.34,1338.05,0,0,6.133337,-91.479276,4.935138,-1.723161,-89.756115,-1.008243,-1.214186
6199.999,,1207.503,1345.643,0,0,6.199999,-83.806276,3.134904,-1.097274,-82.709002,-0.618109,-1.118856
6266.67,,1209.784,1347.381,0,0,6.26667,-81.988296,5.452643,-1.903082,-80.085214,-0.472854,-1.083362
6333.333,,1213.081,1345.185,0,0,6.333333,-84.104357,8.786346,-3.062109,-81.042247,-0.525836,-1.096308
6399.999,,1210.634,1345.243,0,0,6.399999,-83.966445,6.376019,-2.224112,-81.742333,-0.564594,-1.105779
6466.664,,1214.929,1342.893,0,0,6.466664,-86.236565,10.707661,-3.730092,-82.506472,-0.606897,-1.116116
6533.337,,1214.456,1338.214,0,0,6.533337,-90.835706,10.271275,-3.578374,-87.257331,-0.869909,-1.180384
6600.002,,1214.031,1332.569,0,0,6.600002,-96.400887,9.882854,-3.443332,-92.957555,-1.185478,-1.257494
6666.665,,1208.032,1332.182,0,0,6.666665,-96.708102,3.9204,-1.370367,-95.337735,-1.317247,-1.289692
6733.331,,1209.279,1327.684,0,0,6.733331,-101.126344,5.203917,-1.816607,-99.309737,-1.53714,-1.343424
6800.003,,1215.742,1325.16,0,0,6.800003,-103.57061,11.703406,-4.076283,-99.494327,-1.547359,-1.345921
6866.67,,1216.673,1321.544,0,0,6.86667,-107.106913,12.67086,-4.412637,-102.694275,-1.724511,-1.389209
6933.333,,1213.046,1318.609,0,0,6.933333,-109.962251,9.080282,-3.164302,-106.797949,-1.951694,-1.444722
7000.003,,1213.763,1312.743,0,0,7.000003,-115.748611,9.833676,-3.426234,-112.322377,-2.257531,-1.519454
7066.67,,1212.771,1306.637,0,0,7.06667,-121.775006,8.878037,-3.093987,-118.681018,-2.60955,-1.605471
7133.332,,1212.186,1304.411,0,0,7.133332,-123.921437,8.329364,-2.903231,-121.018207,-2.738939,-1.637088
7200.001,,1210.116,1298.29,0,0,7.200001,-129.962891,6.295664,-2.196175,-127.766716,-3.112542,-1.728379
7266.667,,1216.203,1294.669,0,0,7.266667,-133.504379,12.418932,-4.325049,-129.17933,-3.190746,-1.747488
7333.333,,1214.294,1288.075,0,0,7.333333,-140.018898,10.546168,-3.673946,-136.344952,-3.587441,-1.844422
7400.003,,1213.568,1285.801,0,0,7.400003,-142.213443,9.856376,-3.434126,-138.779317,-3.722209,-1.877353
7466.665,,1207.77,1279.715,0,0,7.466665,-148.220028,4.094548,-1.430913,-146.789115,-4.165638,-1.985707
7533.337,,1210.604,1276.517,0,0,7.533337,-151.338632,6.964695,-2.428776,-148.909855,-4.283044,-2.014395
7600.004,,1210.309,1273.207,0,0,7.600004,-154.569272,6.705808,-2.338769,-152.230503,-4.466878,-2.059316
7666.67,,1208.646,1270.467,0,0,7.66667,-157.229944,5.07889,-1.773139,-155.456805,-4.645489,-2.10296
7733.335,,1209.523,1263.602,0,0,7.733335,-164.015648,5.99194,-2.090579,-161.925069,-5.003577,-2.19046
7799.999,,1211.109,1260.792,0,0,7.799999,-166.746384,7.613959,-2.654506,-164.091878,-5.123534,-2.219772
7866.67,,1208.819,1262.609,0,0,7.86667,-164.850142,5.359951,-1.870856,-162.979287,-5.06194,-2.204721
7933.333,,1209.203,1262.773,0,0,7.933333,-164.606941,5.779908,-2.016862,-162.590079,-5.040393,-2.199456
8000.001,,1214.021,1265.766,0,0,8.000001,-161.534764,10.633837,-3.704426,-157.830338,-4.77689,-2.135068
8066.665,,1216.333,1268.59,0,0,8.066665,-158.631622,12.981733,-4.520718,-154.110903,-4.570979,-2.084753
8133.332,,1212.5,1270.578,0,0,8.133332,-156.564507,9.1846,-3.20057,-153.363937,-4.529626,-2.074648
8200.0,,1213.087,1271.053,0,0,8.2,-156.010422,9.807437,-3.417112,-152.59331,-4.486963,-2.064224
8266.664,,1214.123,1270.613,0,0,8.266664,-156.371371,10.879241,-3.789746,-152.581626,-4.486317,-2.064066
8333.334,,1214.972,1270.281,0,0,8.333334,-156.624345,11.764018,-4.097356,-152.526989,-4.483292,-2.063327
8400.0,,1215.077,1272.849,0,0,8.4,-153.977353,11.904762,-4.146288,-149.831065,-4.334043,-2.026857
8466.665,,1214.365,1273.233,0,0,8.466665,-153.514393,11.228476,-3.911164,-149.603229,-4.32143,-2.023775
8533.337,,1219.39,1276.876,0,0,8.533337,-149.792456,16.289162,-5.670611,-144.121844,-4.017976,-1.949625
8600.004,,1216.585,1276.542,0,0,8.600004,-150.047554,13.519815,-4.707793,-145.339761,-4.085401,-1.966101
8666.671,,1209.155,1271.909,0,0,8.666671,-154.601684,6.125438,-2.136992,-152.464691,-4.479843,-2.062484
8733.332,,1204.468,1269.926,0,0,8.733332,-156.50585,1.474027,-0.519838,-155.986013,-4.674786,-2.110119
8800.001,,1204.887,1266.238,0,0,8.800001,-160.115038,1.928591,-0.677875,-159.437163,-4.865845,-2.156805
8866.669,,1207.308,1261.787,0,0,8.866669,-164.487257,4.385123,-1.531937,-162.95532,-5.060613,-2.204397
8933.337,,1208.107,1253.846,0,0,8.933337,-172.349507,5.219625,-1.822068,-170.527439,-5.479812,-2.30683
9000.003,,1188.722,1249.227,0,0,9.000003,-176.88979,-14.129904,4.905177,-181.794967,-6.103592,-2.459253
9066.671,,1202.545,1255.316,0,0,9.066671,-170.7221,-0.271463,0.087017,-170.809117,-5.495406,-2.31064
9133.331,,1202.271,1263.237,0,0,9.133331,-162.722451,-0.510056,0.169968,-162.892419,-5.057131,-2.203546
9200.001,,1210.002,1271.549,0,0,9.200001,-154.33182,7.256326,-2.530168,-151.801652,-4.443137,-2.053514
9266.668,,1205.093,1296.975,0,0,9.266668,-128.827222,2.382677,-0.835747,-127.991475,-3.124985,-1.73142
9333.338,,1206.478,1314.242,0,0,9.333338,-111.481652,3.802998,-1.32955,-110.152102,-2.137382,-1.490095
9400.001,,1196.967,1339.227,0,0,9.400001,-86.41812,-5.672714,1.964868,-88.382988,-0.932226,-1.195611
9466.666,,1206.12,1349.636,0,0,9.466666,-75.930616,3.515545,-1.229612,-74.701005,-0.17478,-1.010527
9533.331,,1200.989,1362.623,0,0,9.533331,-62.865143,-1.580226,0.542034,-63.407176,0.450456,-0.857748
9600.003,,1203.124,1374.99,0,0,9.600003,-50.419691,0.589977,-0.21248,-50.207211,1.181217,-0.679184
9666.666,,1206.139,1394.789,0,0,9.666666,-30.542281,3.640145,-1.272931,-29.26935,2.340355,-0.395945
9733.335,,1200.904,1402.845,0,0,9.733335,-22.407893,-1.559714,0.534902,-22.942796,2.690598,-0.310361
9800.003,,1206.664,1407.344,0,0,9.800003,-17.830537,4.235397,-1.479882,-16.350655,3.055545,-0.221185
9866.665,,1207.887,1407.579,0,0,9.866665,-17.517219,5.493475,-1.917278,-15.599941,3.097105,-0.21103
9933.334,,1208.422,1411.952,0,0,9.933334,-13.065922,6.063526,-2.115467,-10.950455,3.354504,-0.148134
10000.001,,1208.433,1417.826,0,0,10.000001,-7.113658,6.109547,-2.131467,-4.98219,3.684912,-0.067397
10066.67,,1204.079,1409.946,0,0,10.06667,-14.915421,1.790539,-0.629879,-14.285543,3.169871,-0.193249
10133.335,,1203.14,1403.968,0,0,10.133335,-20.81522,0.886498,-0.315572,-20.499649,2.825853,-0.277311
10200.003,,1198.838,1397.433,0,0,10.200003,-27.272045,-3.38057,1.167959,-28.440004,2.386268,-0.384725
10266.669,,1204.118,1403.676,0,0,10.266669,-20.950903,1.934331,-0.679871,-20.271032,2.838509,-0.274219
10333.336,,1198.377,1408.782,0,0,10.333336,-15.76679,-3.771797,1.303977,-17.070767,3.015679,-0.230927
10400.001,,1199.387,1417.055,0,0,10.400001,-7.415709,-2.726956,0.940717,-8.356426,3.498112,-0.113043
10466.668,,1201.475,1421.132,0,0,10.466668,-3.260656,-0.604143,0.202679,-3.463336,3.768997,-0.046851
10533.332,,1204.598,1420.322,0,0,10.533332,-3.992637,2.553638,-0.895186,-3.097451,3.789253,-0.041901
10600.001,,1205.396,1415.613,0,0,10.600001,-8.623642,3.386393,-1.184709,-7.438933,3.548905,-0.100631
10666.668,,1198.94,1417.823,0,0,10.666668,-6.335679,-3.034884,1.047774,-7.383454,3.551976,-0.099881
10733.334,,1205.447,1422.057,0,0,10.733334,-2.023748,3.50681,-1.226575,-0.797173,3.916598,-0.010784
10799.998,,1214.51,1419.135,0,0,10.799998,-4.867849,12.604473,-4.389557,-0.478292,3.934252,-0.00647
10866.671,,1220.551,1420.006,0,0,10.866671,-3.91897,18.680112,-6.501872,2.582902,4.103722,0.034941
10933.335,,1225.278,1418.857,0,0,10.933335,-4.990131,23.441716,-8.157338,3.167207,4.13607,0.042845
11000.001,,1223.777,1413.367,0,0,11.000001,-10.40232,21.975292,-7.647507,-2.754813,3.808222,-0.037266
11066.666,,1217.205,1408.283,0,0,11.066666,-15.40854,15.437838,-5.374632,-10.033908,3.405245,-0.135735
11133.337,,1214.474,1402.705,0,0,11.133337,-20.908783,12.741358,-4.437147,-16.471636,3.048847,-0.222822
11200.0,,1214.41,1394.172,0,0,11.2,-29.364065,12.711844,-4.426886,-24.937179,2.580187,-0.337341
11266.667,,1209.449,1384.048,0,0,11.266667,-39.410373,7.785304,-2.714077,-36.696296,1.929193,-0.496413
11333.335,,1214.411,1380.028,0,0,11.333335,-43.352709,12.781734,-4.451185,-38.901525,1.807109,-0.526245
11400.001,,1221.269,1376.45,0,0,11.400001,-46.853078,19.674134,-6.847464,-40.005615,1.745986,-0.541181
11466.666,,1221.831,1370.505,0,0,11.466666,-52.720478,20.270505,-7.054804,-45.665675,1.43264,-0.617748
11533.331,,1218.78,1366.862,0,0,11.533331,-56.285908,17.253846,-6.006003,-50.279905,1.177193,-0.680167
11600.001,,1220.394,1360.215,0,0,11.600001,-62.855362,18.90216,-6.579072,-56.27629,0.845228,-0.761284
11666.665,,1215.948,1351.594,0,0,11.666665,-71.398853,14.490443,-5.045251,-66.353602,0.287339,-0.897606
11733.331,,1212.787,1342.188,0,0,11.733331,-80.727371,11.363697,-3.958176,-76.769195,-0.289277,-1.038504
11800.004,,1211.287,1328.216,0,0,11.800004,-94.621912,9.897926,-3.448572,-91.17334,-1.086702,-1.233358
11866.667,,1203.902,1321.091,0,0,11.866667,-101.669493,2.547121,-0.89292,-100.776574,-1.618345,-1.363267
11933.334,,1201.959,1318.766,0,0,11.933334,-103.9171,0.638289,-0.229277,-103.687824,-1.779515,-1.402649
12000.0,,1203.831,1316.465,0,0,12.0,-106.140738,2.544427,-0.891983,-105.248755,-1.865929,-1.423765
12066.671,,1204.216,1313.188,0,0,12.066671,-109.3404,2.963539,-1.037696,-108.302705,-2.034998,-1.465077
12133.337,,1203.847,1310.991,0,0,12.133337,-111.460098,2.628619,-0.921254,-110.538844,-2.158793,-1.495327
12200.004,,1200.158,1305.831,0,0,12.200004,-116.542824,-1.026329,0.34946,-116.892285,-2.510525,-1.581274
12266.669,,1199.012,1299.122,0,0,12.266669,-123.174583,-2.138306,0.736062,-123.910644,-2.899067,-1.676216
12333.332,,1197.78,1290.188,0,0,12.333332,-132.031373,-3.336314,1.152573,-133.183946,-3.412445,-1.801661
12399.998,,1197.655,1284.335,0,0,12.399998,-137.80719,-3.427349,1.184223,-138.991413,-3.733951,-1.880222
12466.67,,1192.875,1278.621,0,0,12.46667,-143.44403,-8.17341,2.834284,-146.278314,-4.13736,-1.978797
12533.334,,1192.586,1275.258,0,0,12.533334,-146.729908,-8.428503,2.922973,-149.652881,-4.324179,-2.024447
12600.001,,1193.313,1274.677,0,0,12.600001,-147.233813,-7.667624,2.658438,-149.892251,-4.337431,-2.027685
12666.668,,1193.03,1279.769,0,0,12.666668,-142.064748,-7.916773,2.74506,-144.809808,-4.056062,-1.958932
12733.334,,1191.462,1289.034,0,0,12.733334,-132.722714,-9.450952,3.278447,-136.001161,-3.568408,-1.839772
12799.998,,1193.598,1313.116,0,0,12.799998,-108.563711,-7.28116,2.524076,-111.087787,-2.189183,-1.502753
12866.669,,1190.784,1334.382,0,0,12.866669,-87.220731,-10.061394,3.490679,-90.71141,-1.061129,-1.227109
12933.332,,1193.407,1360.527,0,0,12.933332,-60.998789,-7.40466,2.567013,-63.565802,0.441674,-0.859894
12999.998,,1190.969,1380.451,0,0,12.999998,-40.997873,-9.808953,3.402913,-44.400786,1.502666,-0.600637
