TimeStamp,Events,UV,Fluorescence,TimeStampAdjusted,Debleached Fluorescence,Debleached UV,Estimated Motion,CorrectedFluorescence,Corrected_Fluorescence_Z_25,CorrectedFluorescence_Z,ToneStart,PelletGrab
0.0,,947.597,1098.146,0.0,125.493952,56.741839,56.329262,69.16469,16.707153,4.009396,0,0
66.666,,944.315,1089.22,0.066666,116.585281,53.476075,53.086215,63.499065,15.606687,3.680967,0,0
133.334,,938.926,1077.318,0.133334,104.700608,48.103311,47.750825,56.949783,14.334584,3.301312,0,0
200.001,,934.216,1069.917,0.200001,97.316934,43.409545,43.08971,54.227224,13.805766,3.143489,0,0
266.667,,931.25,1064.333,0.266667,91.750258,40.459778,40.160462,51.589797,13.293484,2.9906,0,0
333.334,,927.4,1061.758,0.333334,89.192582,36.62601,36.353362,52.83922,13.536166,3.063028,0,0
400.004,,926.118,1058.51,0.400004,85.961905,35.360242,35.096398,50.865506,13.152801,2.948614,0,0
466.67,,925.571,1055.142,0.46667,82.611225,34.829471,34.56932,48.041905,12.604357,2.784933,0,0
533.337,,922.317,1051.726,0.533337,79.212545,31.5917,31.354071,47.858473,12.568728,2.7743,0,0
600.004,,920.981,1050.353,0.600004,77.856863,30.271928,30.04348,47.813383,12.55997,2.771686,0,0
666.666,,919.214,1047.769,0.666666,75.290179,28.521153,28.304884,46.985295,12.399126,2.723683,0,0
733.332,,916.898,1042.583,0.733332,70.121494,26.221378,26.021106,44.100388,11.838775,2.556448,0,0
800.003,,919.032,1038.036,0.800003,65.591809,28.371604,28.156375,37.435435,10.544204,2.170088,0,0
866.665,,916.651,1034.939,0.866665,62.512121,26.006826,25.808046,36.704075,10.402148,2.127692,0,0
933.333,,913.303,1030.915,0.933333,58.505433,22.675048,22.499445,36.005988,10.266555,2.087225,0,0
1000.001,,913.851,1030.122,1.000001,57.729744,23.239269,23.059742,34.670003,10.007059,2.00978,0,0
1066.668,,913.395,1028.989,1.066668,56.614054,22.799489,22.623021,33.991033,9.875179,1.97042,0,0
1133.332,,912.999,1030.065,1.133332,57.707361,22.419708,22.245881,35.46148,10.160792,2.055661,0,0
1199.999,,912.268,1026.943,1.199999,54.602668,21.704925,21.53607,33.066597,9.69562,1.916832,0,0
1266.669,,910.582,1026.866,1.266669,54.542974,20.035143,19.877903,34.665071,10.006101,2.009494,0,0
1333.333,,912.219,1027.257,1.333333,54.951277,21.688357,21.519618,33.43166,9.766529,1.937994,0,0
1400.004,,911.061,1026.611,1.400004,54.322581,20.546573,20.385776,33.936806,9.864646,1.967277,0,0
1466.671,,910.526,1023.577,1.466671,51.305883,20.027786,19.870598,31.435285,9.378762,1.822267,0,0
1533.334,,910.415,1021.12,1.533334,48.866182,19.932997,19.776468,29.089714,8.923168,1.686297,0,0
1599.999,,911.964,1015.057,1.599999,42.820481,21.498208,21.330791,21.48969,7.446974,1.245732,0,0
1666.67,,908.23,1012.163,1.66667,39.94378,17.780419,17.638864,22.304916,7.60532,1.29299,0,0
1733.333,,907.735,1008.576,1.733333,36.374076,17.301627,17.163402,19.210673,7.004308,1.11362,0,0
1799.998,,908.78,1006.878,1.799998,34.69337,18.362834,18.217228,16.476143,6.473165,0.955103,0,0
1866.67,,910.406,1006.266,1.86667,34.098666,20.005042,19.848012,14.250654,6.040896,0.826094,0,0
1933.335,,910.267,1005.245,1.933335,33.094958,19.882247,19.726071,13.368887,5.869625,0.774979,0,0
2000.001,,911.062,1002.911,2.000001,30.778249,20.693452,20.531633,10.246616,5.263169,0.593984,0,0
2066.668,,911.541,1001.208,2.066668,29.092539,21.188655,21.023391,8.069148,4.840228,0.467759,0,0
2133.335,,909.496,1000.585,2.133335,28.486828,19.159857,19.008706,9.478122,5.113901,0.549436,0,0
2200.001,,909.076,997.756,2.200001,25.675116,18.756058,18.607716,7.0674,4.645653,0.409689,0,0
2266.67,,910.109,996.03,2.26667,23.966403,19.805259,19.649618,4.316784,4.111385,0.250239,0,0
2333.334,,910.053,989.091,2.333334,17.044687,19.765457,19.610094,-2.565406,2.774619,-0.148714,0,0
2400.004,,910.717,990.117,2.400004,18.087972,20.445656,20.285561,-2.197589,2.846063,-0.127392,0,0
2466.665,,912.78,988.431,2.466665,16.419253,22.524851,22.350293,-5.93104,2.120894,-0.343815,0,0
2533.333,,914.291,986.106,2.533333,14.111534,24.052047,23.866865,-9.755331,1.378081,-0.565505,0,0
2600.003,,912.53,980.724,2.600003,8.746815,22.307242,22.134198,-13.387383,0.672607,-0.776051,0,0
2666.668,,911.509,978.066,2.666668,6.106093,21.302435,21.13638,-15.030287,0.353497,-0.871288,0,0
2733.337,,910.333,976.479,2.733337,4.536371,20.142628,19.984641,-15.448269,0.27231,-0.895518,0,0
2800.004,,909.565,973.065,2.800004,1.139648,19.390819,19.238062,-18.098414,-0.242442,-1.049144,0,0
2866.666,,906.743,967.251,2.866666,-4.657079,16.585008,16.451768,-21.108847,-0.827176,-1.223655,0,0
2933.335,,906.069,967.774,2.933335,-4.116804,15.927198,15.798534,-19.915338,-0.595354,-1.154469,0,0
3000.003,,908.436,968.772,3.000003,-3.101532,18.310386,18.165144,-21.266676,-0.857832,-1.232804,0,0
3066.664,,910.139,968.06,3.066664,-3.796262,20.029572,19.872371,-23.668633,-1.324377,-1.372043,0,0
3133.333,,911.034,967.581,3.133333,-4.257992,20.940758,20.777219,-25.03521,-1.589815,-1.451262,0,0
3199.999,,912.188,965.993,3.199999,-5.828723,22.110942,21.939263,-27.767987,-2.120617,-1.609678,0,0
3266.665,,913.561,963.64,3.266665,-8.164456,23.500126,23.318783,-31.483239,-2.842251,-1.825047,0,0
3333.332,,903.037,959.185,3.333332,-12.60219,12.992308,12.884059,-25.48625,-1.677423,-1.477408,0,0
3400.001,,899.566,955.62,3.400001,-16.149925,9.53749,9.453274,-25.603198,-1.700138,-1.484188,0,0
3466.668,,897.141,957.614,3.466668,-14.138661,7.12867,7.06121,-21.199871,-0.844856,-1.228932,0,0
3533.336,,900.665,962.672,3.533336,-9.063399,10.668849,10.576763,-19.640162,-0.541905,-1.138517,0,0
3600.001,,903.391,972.591,3.600001,0.872862,13.411027,13.299866,-12.427004,0.859147,-0.720379,0,0
3666.665,,903.437,983.752,3.666665,12.05112,13.473203,13.36161,-1.310489,3.018369,-0.075968,0,0
3733.334,,902.68,989.488,3.733334,17.804379,12.73238,12.625939,5.17844,4.27875,0.300188,0,0
3800.001,,902.295,989.295,3.800001,17.628637,12.363554,12.25968,5.368957,4.315755,0.311232,0,0
3866.668,,903.233,995.023,3.866668,23.373892,13.317728,13.207216,10.166677,5.247642,0.58935,0,0
3933.332,,903.653,994.892,3.933332,23.260146,13.7539,13.640354,9.619793,5.141418,0.557648,0,0
4000.0,,904.708,996.01,4.0,24.3954,14.825072,14.704074,9.691326,5.155312,0.561795,0,0
4066.67,,901.91,997.077,4.06667,25.479653,12.043243,11.941596,13.538057,5.902484,0.784785,0,0
4133.335,,905.435,1011.078,4.133335,39.497903,15.584411,15.458132,24.039771,7.94229,1.393557,0,0
4199.999,,905.833,1016.678,4.199999,45.115152,15.998579,15.869418,29.245734,8.953473,1.695341,0,0
4266.67,,905.495,1016.652,4.26667,45.106401,15.676747,15.549825,29.556576,9.01385,1.71336,0,0
4333.332,,906.278,1016.195,4.333332,44.666647,16.475912,16.343431,28.323216,8.774287,1.641864,0,0
4400.003,,905.849,1014.176,4.400003,42.664894,16.063077,15.933468,26.731426,8.465105,1.54959,0,0
4466.669,,904.686,1011.243,4.466669,39.749138,14.916241,14.794609,24.954529,8.119969,1.446585,0,0
4533.338,,905.128,1008.852,4.533338,37.375382,15.374404,15.249585,22.125796,7.570528,1.282607,0,0
4599.999,,904.879,1007.305,4.599999,35.845622,15.141564,15.018365,20.827257,7.318306,1.207332,0,0
4666.669,,905.727,1003.479,4.666669,32.036863,16.005725,15.876515,16.160348,6.411826,0.936797,0,0
4733.335,,904.114,999.727,4.733335,28.302103,14.408884,14.290782,14.011321,5.994409,0.81222,0,0
4799.999,,901.981,995.459,4.799999,24.05134,12.292042,12.188664,11.862675,5.577066,0.687665,0,0
4866.67,,902.532,987.189,4.86667,15.798578,12.8592,12.751877,3.0467,3.86469,0.176614,0,0
4933.334,,899.931,989.157,4.933334,17.783813,10.274355,10.185013,7.598799,4.748869,0.440494,0,0
5000.003,,901.72,982.551,5.000003,11.195047,12.079511,11.977612,-0.782564,3.120911,-0.045364,0,0
5066.665,,898.635,984.087,5.066665,12.748279,9.010663,8.930112,3.818167,4.014536,0.221335,0,0
5133.336,,901.636,982.893,5.133336,11.571512,12.027817,11.926278,-0.354766,3.204004,-0.020565,0,0
5200.002,,903.632,980.695,5.200002,9.390742,14.039969,13.924432,-4.53369,2.392309,-0.262813,0,0
5266.667,,903.736,977.991,5.266667,6.703971,14.160119,14.043747,-7.339776,1.847267,-0.425478,0,0
5333.338,,901.093,978.694,5.333338,7.4242,11.533269,11.43517,-4.01097,2.49384,-0.232511,0,0
5400.002,,902.96,980.433,5.400002,9.180426,13.416417,13.305218,-4.124792,2.471731,-0.239109,0,0
5466.671,,906.999,981.002,5.466671,9.766652,17.471564,17.332157,-7.565506,1.803423,-0.438564,0,0
5533.333,,908.609,978.779,5.533333,7.560875,19.097709,18.946991,-11.386116,1.061324,-0.66004,0,0
5600.003,,908.668,978.418,5.600003,7.217098,19.172855,19.021614,-11.804515,0.980056,-0.684294,0,0
5666.669,,906.986,976.912,5.666669,5.72832,17.506999,17.367345,-11.639026,1.0122,-0.674701,0,0
5733.337,,906.47,973.532,5.733337,2.36554,17.007142,16.870966,-14.505425,0.455444,-0.840863,0,0
5799.998,,904.467,971.388,5.799998,0.238758,15.020282,14.897927,-14.659169,0.425581,-0.849775,0,0
5866.671,,906.26,970.249,5.866671,-0.883023,16.829424,16.694484,-17.577507,-0.141264,-1.018948,0,0
5933.336,,905.511,967.656,5.933336,-3.458807,16.096563,15.966721,-19.425528,-0.500215,-1.126075,0,0
6000.001,,905.221,966.169,6.000001,-4.928592,15.822701,15.694764,-20.623356,-0.732876,-1.195512,0,0
6066.665,,905.853,966.517,6.066665,-4.563379,16.470838,16.338392,-20.901771,-0.786954,-1.211651,0,0
6133.335,,903.11,963.691,6.133335,-7.372165,13.743975,13.630498,-21.002663,-0.806551,-1.2175,0,0
6200.0,,898.061,971.466,6.2,0.420046,8.71111,8.632642,-8.212596,1.677735,-0.476075,0,0
6266.669,,902.433,970.588,6.266669,-0.440743,13.099244,12.990252,-13.430995,0.664136,-0.778579,0,0
6333.335,,897.932,977.662,6.333335,6.650465,8.614377,8.536582,-1.886116,2.906562,-0.109336,0,0
6400.003,,897.879,983.797,6.400003,12.802673,8.577509,8.49997,4.302703,4.10865,0.249423,0,0
6466.667,,897.18,997.884,6.466667,26.906879,7.894639,7.821851,19.085028,6.979903,1.106337,0,0
6533.333,,895.374,999.758,6.533333,28.798084,6.104769,6.044431,22.753653,7.69248,1.319003,0,0
6600.001,,896.097,999.876,6.600001,28.933288,6.843897,6.778418,22.15487,7.576175,1.284292,0,0
6666.666,,894.14,999.361,6.666666,28.43549,4.903024,4.851046,23.584444,7.853849,1.367163,0,0
6733.335,,895.439,998.616,6.733335,27.707692,6.218151,6.157025,21.550667,7.458818,1.249267,0,0
6799.999,,897.33,999.606,6.799999,28.714891,8.125276,8.050883,20.664008,7.286597,1.197868,0,0
6866.666,,899.209,998.613,6.866666,27.73909,10.0204,9.932824,17.806266,6.731522,1.032208,0,0
6933.336,,898.404,998.978,6.933336,28.121289,9.231524,9.149436,18.971853,6.95792,1.099776,0,0
7000.002,,898.814,1000.966,7.000002,30.126485,9.657646,9.572593,20.553891,7.265208,1.191485,0,0
7066.665,,900.264,1006.833,7.066665,36.010679,11.123765,11.028515,24.982164,8.125336,1.448187,0,0
7133.334,,903.389,1009.341,7.133334,38.535873,14.264886,14.147785,24.388088,8.009946,1.413749,0,0
7200.001,,902.515,1011.301,7.200001,40.513065,13.407004,13.295871,27.217194,8.559459,1.577749,0,0
7266.669,,902.068,1010.982,7.266669,40.211257,12.976122,12.867986,27.343271,8.583947,1.585057,0,0
7333.331,,896.755,1012.143,7.333331,41.389446,7.679238,7.607948,33.781498,9.83448,1.958274,0,0
7400.002,,900.805,1010.95,7.400002,40.213635,11.745354,11.645779,28.567856,8.821805,1.656045,0,0
7466.669,,899.73,1010.624,7.466669,39.904823,10.686468,10.594259,29.310563,8.966065,1.699099,0,0
7533.335,,900.773,1007.142,7.533335,36.440009,11.745581,11.646005,24.794004,8.088789,1.437279,0,0
7600.002,,902.352,1010.252,7.600002,39.567194,13.340693,13.230021,26.337172,8.388527,1.526735,0,0
7666.665,,901.383,1008.046,7.666665,37.378376,12.387803,12.28376,25.094616,8.147179,1.454706,0,0
7733.338,,902.62,1006.322,7.733338,35.67156,13.640915,13.528154,22.143406,7.573949,1.283627,0,0
7800.001,,902.913,1005.812,7.800001,35.17874,13.950023,13.835112,21.343628,7.418603,1.237265,0,0
7866.67,,904.423,1002.448,7.86667,31.831921,15.476131,15.350605,16.481316,6.47417,0.955403,0,0
7933.335,,901.925,998.862,7.933335,28.263099,12.994237,12.885975,15.377124,6.259696,0.891394,0,0
8000.004,,903.084,997.15,8.000004,26.568277,14.169343,14.052907,12.51537,5.703842,0.725501,0,0
8066.669,,904.034,994.436,8.066669,23.871452,15.135447,15.01229,8.859162,4.993676,0.513555,0,0
8133.335,,902.395,990.03,8.133335,19.482627,13.51255,13.400683,6.081944,4.454242,0.352563,0,0
8199.999,,902.584,986.664,8.199999,16.133799,13.717652,13.604358,2.529442,3.76422,0.146629,0,0
8266.669,,901.872,985.671,8.266669,15.157972,13.021754,12.9133,2.244672,3.708908,0.130121,0,0
8333.337,,901.932,984.846,8.333337,14.350144,13.097854,12.988871,1.361273,3.53732,0.078911,0,0
8400.002,,902.693,987.118,8.400002,16.639313,13.874952,13.760564,2.878749,3.832068,0.166878,0,0
8466.67,,903.475,984.451,8.46667,13.989482,14.67305,14.55311,-0.563629,3.163436,-0.032673,0,0
8533.333,,901.968,981.026,8.533333,10.581648,13.182146,13.072577,-2.490929,2.789086,-0.144396,0,0
8600.004,,901.293,974.838,8.600004,4.410815,12.523243,12.418257,-8.007442,1.717583,-0.464182,0,0
8666.67,,899.19,971.563,8.66667,1.152979,10.436337,10.345868,-9.192889,1.487327,-0.532901,0,0
8733.334,,897.484,967.72,8.733334,-2.672858,8.74643,8.667716,-11.340575,1.07017,-0.6574,0,0
8799.999,,896.992,965.923,8.799999,-4.452697,8.270522,8.195119,-12.647815,0.816257,-0.733179,0,0
8866.665,,894.719,964.447,8.866665,-5.911536,6.013613,5.953909,-11.865445,0.968222,-0.687826,0,0
8933.337,,894.056,961.944,8.933337,-8.397375,5.366704,5.311501,-13.708876,0.610162,-0.794688,0,0
9000.001,,894.076,959.671,9.000001,-10.653217,5.402793,5.347338,-16.000555,0.165036,-0.927533,0,0
9066.67,,894.329,956.955,9.06667,-13.35206,5.671881,5.614555,-18.966614,-0.411078,-1.099472,0,0
9133.336,,893.1,955.428,9.133336,-14.861904,4.458968,4.410079,-19.271983,-0.470391,-1.117174,0,0
9199.999,,891.817,953.923,9.199999,-16.349751,3.192053,3.151976,-19.501727,-0.515016,-1.130492,0,0
9266.671,,893.023,950.007,9.266671,-20.248596,4.414139,4.365561,-24.614157,-1.508031,-1.426854,0,0
9333.335,,892.561,949.451,9.333335,-20.787445,3.968222,3.922746,-24.710191,-1.526684,-1.432421,0,0
9399.999,,892.113,948.245,9.399999,-21.976295,3.536303,3.493832,-25.470127,-1.674291,-1.476474,0,0
9466.668,,892.691,945.654,9.466668,-24.550145,4.130385,4.083782,-28.633926,-2.288813,-1.659875,0,0
9533.332,,894.266,943.362,9.533332,-26.824997,5.721465,5.663793,-32.488791,-3.037565,-1.883337,0,0
9600.003,,893.05,944.216,9.600003,-25.953849,4.521545,4.472221,-30.42607,-2.636911,-1.763764,0,0
9666.67,,893.593,941.406,9.66667,-28.746703,5.080623,5.02741,-33.774113,-3.28722,-1.957846,0,0
9733.335,,888.409,941.687,9.733335,-28.448559,-0.0873,-0.104565,-28.343995,-2.232498,-1.643068,0,0
9800.004,,890.508,943.399,9.800004,-26.719416,2.027776,1.995799,-28.715214,-2.304602,-1.664587,0,0
9866.668,,890.2,941.958,9.866668,-28.143275,1.735851,1.705904,-29.849178,-2.524858,-1.730322,0,0
9933.332,,888.23,944.019,9.933332,-26.065135,-0.218076,-0.234432,-25.830703,-1.744328,-1.497376,0,0
9999.998,,890.102,945.371,9.999998,-24.695995,1.669996,1.640507,-26.336503,-1.842572,-1.526696,0,0
10066.665,,891.51,948.529,10.066665,-21.520857,3.094068,3.054673,-24.57553,-1.500528,-1.424615,0,0
10133.333,,893.538,950.386,10.133333,-19.64672,5.138138,5.084525,-24.731245,-1.530774,-1.433641,0,0
10200.003,,894.142,952.935,10.200003,-17.080584,5.758209,5.700281,-22.780865,-1.151941,-1.32058,0,0
10266.671,,894.781,956.929,10.266671,-13.069449,6.413277,6.350793,-19.420242,-0.499188,-1.125769,0,0
10333.337,,895.312,959.048,10.333337,-10.933316,6.960344,6.894055,-17.827371,-0.189796,-1.033432,0,0
10399.999,,896.985,959.041,10.399999,-10.923186,8.649409,8.57137,-19.494556,-0.513623,-1.130077,0,0
10466.67,,897.006,960.032,10.46667,-9.915054,8.686475,8.608178,-18.523232,-0.324957,-1.07377,0,0
10533.336,,897.314,959.477,10.533336,-10.452925,9.010539,8.929988,-19.382913,-0.491938,-1.123605,0,0
10599.999,,896.721,958.213,10.599999,-11.699798,8.433601,8.357063,-20.056861,-0.622842,-1.162673,0,0
10666.665,,895.318,956.167,10.666665,-13.728671,7.046662,6.979772,-20.708444,-0.749403,-1.200444,0,0
10733.332,,891.794,953.828,10.733332,-16.050546,3.538723,3.496235,-19.54678,-0.523767,-1.133104,0,0
10799.999,,890.881,952.483,10.799999,-17.378421,2.641782,2.605534,-19.983955,-0.608681,-1.158447,0,0
10866.67,,893.256,953.066,10.86667,-16.778297,5.032842,4.97996,-21.758258,-0.953314,-1.261301,0,0
10933.332,,893.504,952.21,10.933332,-17.617177,5.296898,5.24218,-22.859357,-1.167187,-1.32513,0,0
11000.002,,893.515,950.82,11.000002,-18.990056,5.323955,5.269049,-24.259104,-1.439067,-1.406272,0,0
11066.669,,894.268,948.666,11.066669,-21.126936,6.09301,6.032754,-27.15969,-2.002464,-1.574416,0,0
11133.338,,892.078,948.566,11.133338,-21.209818,3.919065,3.873931,-25.083749,-1.599243,-1.454076,0,0
11200.002,,893.096,948.167,11.200002,-21.591702,4.953117,4.90079,-26.492492,-1.872871,-1.535739,0,0
11266.67,,895.113,945.473,11.26667,-24.268586,6.986169,6.9197,-31.188286,-2.784961,-1.807949,0,0
11333.334,,894.639,948.895,11.333334,-20.829473,6.528219,6.464936,-27.294408,-2.028631,-1.582225,0,0
11400.001,,896.194,950.122,11.400001,-19.58536,8.099269,8.025057,-27.610417,-2.090011,-1.600544,0,0
11466.668,,896.835,952.977,11.466668,-16.713248,8.756318,8.677535,-25.390783,-1.65888,-1.471874,0,0
11533.333,,896.643,954.722,11.533333,-14.951138,8.580365,8.502806,-23.453944,-1.282677,-1.359598,0,0
11600.0,,897.771,956.309,11.6,-13.347029,9.724411,9.638895,-22.985923,-1.19177,-1.332467,0,0
11666.671,,898.391,955.523,11.666671,-14.11592,10.360457,10.270516,-24.386436,-1.4638,-1.413653,0,0
11733.333,,897.161,954.111,11.733333,-15.510815,9.146501,9.065004,-24.575819,-1.500585,-1.424631,0,0
11800.002,,896.568,953.32,11.800002,-16.284709,8.569544,8.492061,-24.77677,-1.539616,-1.43628,0,0
11866.669,,896.661,952.704,11.866669,-16.883604,8.678586,8.600345,-25.483949,-1.676976,-1.477275,0,0
11933.334,,895.783,951.315,11.933334,-18.255502,7.816627,7.744381,-25.999883,-1.777188,-1.507183,0,0
12000.004,,897.086,952.886,12.000004,-16.6674,9.135667,9.054246,-25.721646,-1.723145,-1.491054,0,0
12066.668,,897.278,950.54,12.066668,-18.9963,9.343706,9.260837,-28.257137,-2.215627,-1.638033,0,0
12133.333,,894.958,956.692,12.133333,-12.827202,7.039743,6.972901,-19.800103,-0.572971,-1.147789,0,0
12200.0,,897.468,957.399,12.2,-12.103104,9.565779,9.481366,-21.58447,-0.919558,-1.251227,0,0
12266.669,,894.847,964.438,12.266669,-5.047007,6.960815,6.894523,-11.941529,0.953443,-0.692237,0,0
12333.336,,896.278,971.989,12.333336,2.521089,8.40785,8.331491,-5.810403,2.144326,-0.336822,0,0
12400.001,,896.594,979.263,12.400001,9.812182,8.739883,8.661215,1.150968,3.496471,0.06672,0,0
12466.665,,896.381,987.653,12.466665,18.219274,8.542914,8.465616,9.753658,5.167419,0.565408,0,0
12533.337,,899.076,989.101,12.533337,19.684367,11.253947,11.15779,8.526577,4.929077,0.494276,0,0
12600.003,,897.844,989.393,12.600003,19.993457,10.037976,9.950279,10.043179,5.223655,0.582191,0,0
12666.666,,897.14,988.637,12.666666,19.254545,9.350004,9.267092,9.987453,5.212831,0.578961,0,0
12733.334,,896.713,986.619,12.733334,17.253633,8.939033,8.858979,8.394654,4.903453,0.486628,0,0
12800.004,,898.389,985.244,12.800004,15.895721,10.63106,10.539237,5.356484,4.313332,0.310509,0,0
12866.668,,899.062,980.607,12.866668,11.275805,11.320085,11.223469,0.052336,3.283078,0.003034,0,0
12933.333,,896.844,977.3,12.933333,7.985889,9.118109,9.03681,-1.050922,3.068786,-0.060921,0,0
13000.004,,897.59,975.982,13.000004,6.684972,9.880134,9.793534,-3.108562,2.669119,-0.1802,0,0
13066.668,,898.315,972.881,13.066668,3.601053,10.621156,10.529401,-6.928348,1.927181,-0.401628,0,0
13133.332,,897.266,971.713,13.133332,2.450133,9.588176,9.503607,-7.053475,1.902877,-0.408882,0,0
13200.0,,896.722,969.975,13.2,0.729212,9.060197,8.9793,-8.250089,1.670452,-0.478248,0,0
13266.667,,896.884,967.145,13.266667,-2.08371,9.238216,9.156081,-11.239792,1.089746,-0.651558,0,0
13333.333,,895.389,964.39,13.333333,-4.821634,7.759234,7.687387,-12.509021,0.843216,-0.725133,0,0
13399.999,,894.626,961.053,13.399999,-8.141559,7.01225,6.9456,-15.087159,0.34245,-0.874585,0,0
13466.667,,894.646,959.684,13.466667,-9.493485,7.048267,6.981366,-16.474851,0.072911,-0.955028,0,0
13533.337,,893.691,957.825,13.533337,-11.335412,6.109282,6.048913,-17.384325,-0.103741,-1.007749,0,0
13600.0,,891.862,956.882,13.6,-12.261341,4.296295,4.248537,-16.509878,0.066108,-0.957058,0,0
13666.665,,891.832,955.426,13.666665,-13.700272,4.282307,4.234647,-17.934918,-0.210686,-1.039666,0,0
13733.335,,892.927,952.909,13.733335,-16.200202,5.393319,5.33793,-21.538132,-0.910558,-1.24854,0,0
13800.001,,892.95,951.597,13.800001,-17.495134,5.43233,5.376669,-22.871804,-1.169604,-1.325852,0,0
13866.668,,892.064,951.937,13.866668,-17.138068,4.562339,4.51273,-21.650798,-0.932442,-1.255071,0,0
13933.335,,893.036,951.176,13.933335,-17.882003,5.550347,5.493866,-23.375869,-1.267512,-1.355072,0,0
13999.999,,895.052,949.944,13.999999,-19.09694,7.582354,7.511737,-26.608677,-1.895438,-1.542474,0,0
14066.669,,895.616,948.256,14.066669,-20.767876,8.16236,8.08771,-28.855586,-2.331867,-1.672725,0,0
14133.337,,894.32,946.598,14.133337,-22.408815,6.882366,6.816619,-29.225433,-2.403705,-1.694164,0,0
14200.004,,895.122,945.796,14.200004,-23.193755,7.70037,7.628933,-30.822687,-2.713948,-1.786755,0,0
14266.665,,896.178,944.459,14.266665,-24.513697,8.772371,8.693477,-33.207174,-3.1771,-1.924981,0,0
14333.335,,895.648,943.759,14.333335,-25.196639,8.258373,8.183055,-33.379694,-3.21061,-1.934982,0,0
14400.0,,896.011,943.13,14.4,-25.808583,8.637374,8.559419,-34.368002,-3.402574,-1.992273,0,0
14466.665,,894.115,942.21,14.466665,-26.711528,6.757373,6.692495,-33.404024,-3.215336,-1.936392,0,0
14533.336,,893.449,941.053,14.533336,-27.851473,6.107372,6.047016,-33.89849,-3.311378,-1.965056,0,0
14600.003,,894.352,940.565,14.600003,-28.322421,7.026369,6.959621,-35.282042,-3.580113,-2.045259,0,0
14666.666,,894.497,939.785,14.666666,-29.085371,7.187365,7.119496,-36.204867,-3.759359,-2.098754,0,0
14733.334,,894.426,938.808,14.733334,-30.04532,7.13236,7.064874,-37.110195,-3.935206,-2.151235,0,0
14800.0,,892.487,937.229,14.8,-31.607272,5.209354,5.155245,-36.762517,-3.867674,-2.13108,0,0
14866.67,,894.058,935.763,14.86667,-33.056223,6.796348,6.731199,-39.787423,-4.455218,-2.30643,0,0
14933.335,,895.341,933.932,14.933335,-34.870177,8.095339,8.021155,-42.891332,-5.058108,-2.48636,0,0
15000.004,,891.432,932.351,15.000004,-36.434132,4.202331,4.155226,-40.589358,-4.610983,-2.352918,0,0
15066.665,,892.183,934.488,15.066665,-34.28009,4.969319,4.91688,-39.196969,-4.340531,-2.272203,0,0
15133.335,,892.452,935.795,15.133335,-32.956046,5.254308,5.199886,-38.155933,-4.138325,-2.211855,0,0
15200.003,,893.008,937.505,15.200003,-31.229005,5.826296,5.767895,-36.9969,-3.9132,-2.144667,0,0
15266.665,,893.448,937.567,15.266665,-31.149966,6.282282,6.220709,-37.370675,-3.9858,-2.166334,0,0
15333.331,,893.872,940.184,15.333331,-28.515927,6.722267,6.657633,-35.173561,-3.559043,-2.03897,0,0
15400.003,,893.947,941.092,15.400003,-27.590889,6.813252,6.747986,-34.338875,-3.396917,-1.990584,0,0
15466.669,,890.434,943.812,15.466669,-24.853853,3.316235,3.275295,-28.129147,-2.190767,-1.630614,0,0
15533.335,,894.013,953.168,15.533335,-15.480818,6.911217,6.845269,-22.326087,-1.063607,-1.294217,0,0
15599.999,,890.505,961.099,15.599999,-7.532785,3.419197,3.377541,-10.910326,1.15374,-0.632459,0,0
15666.667,,891.115,966.975,15.666667,-1.639752,4.045178,3.999167,-5.638919,2.177634,-0.326882,0,0
15733.336,,892.897,980.129,15.733336,11.53128,5.843157,5.784639,5.746641,4.389114,0.333126,0,0
15799.999,,892.867,981.85,15.799999,13.269309,5.829134,5.770713,7.498595,4.729406,0.434685,0,0
15866.669,,892.037,984.419,15.866669,15.855338,5.015111,4.962353,10.892985,5.388717,0.631454,0,0
15933.331,,889.007,986.102,15.933331,17.555365,2.001086,1.969294,15.586071,6.300281,0.903506,0,0
15999.984,,891.828,988.183,15.999984,19.653387,4.838057,4.78653,14.866857,6.160584,0.861814,0,0
16066.633,,892.569,989.243,16.066633,20.730408,5.595026,5.538234,15.192174,6.223772,0.880673,0,0
16133.277,,893.15,990.011,16.133277,21.515426,6.191993,6.131048,15.384377,6.261105,0.891814,0,0
16199.926,,893.198,989.948,16.199926,21.469443,6.25596,6.19457,15.274873,6.239836,0.885467,0,0
16266.577,,894.925,988.773,16.266577,20.311461,7.998926,7.925412,12.386048,5.678723,0.718005,0,0
16333.222,,894.334,987.721,16.333222,19.276475,7.42389,7.354376,11.922099,5.588608,0.69111,0,0
16399.872,,895.374,985.251,16.399872,16.823489,8.479854,8.402995,8.420495,4.908472,0.488126,0,0
16466.517,,894.966,982.928,16.466517,14.517501,8.087816,8.013683,6.503818,4.536185,0.377019,0,0
16533.165,,895.339,979.409,16.533165,11.015513,8.476777,8.399939,2.615574,3.78095,0.151622,0,0
16599.808,,893.557,977.709,16.599808,9.332522,6.710736,6.646183,2.686339,3.794695,0.155724,0,0
16666.457,,891.543,974.282,16.666457,5.922531,4.712695,4.662041,1.26049,3.517744,0.073069,0,0
16733.103,,892.271,975.05,16.733103,6.707538,5.456653,5.400823,1.306714,3.526723,0.075749,0,0
