TimeStamp,Name,State
121038.402,Input1,0
121150.406,Input1,1
279908.054,Input1,0
280403.046,Input1,1
356566.441,Input1,0
356662.441,Input1,1
365576.448,Input1,0
366088.333,Input1,1
465883.718,Input1,0
465979.719,Input1,1
848295.128,Input1,0
848807.130,Input1,1
961768.487,Input1,0
961863.484,Input1,1
973276.607,Input1,0
973787.609,Input1,1
1066892.803,Input1,0
1066988.810,Input1,1
1256894.062,Input1,0
1257405.179,Input1,1
1361260.389,Input1,0
1361372.357,Input1,1
1383635.849,Input1,0
1384142.851,Input1,1
1468038.553,Input1,0
1468133.551,Input1,1
1480345.135,Input1,0
1480855.903,Input1,1
1567161.066,Input1,0
1567257.067,Input1,1
1589129.476,Input1,0
1589624.476,Input1,1
1687406.328,Input1,0
1687501.758,Input1,1
1728129.454,Input1,0
1728624.509,Input1,1
1830642.176,Input1,0
1830738.178,Input1,1
1844058.539,Input1,0
1844570.644,Input1,1
1963427.867,Input1,0
1963523.919,Input1,1
1977196.230,Input1,0
1977691.584,Input1,1
2099293.454,Input1,0
2099394.641,Input1,1
2139022.362,Input1,0
2139533.918,Input1,1
2232568.275,Input1,0
2232663.693,Input1,1
2310298.739,Input1,0
2310794.173,Input1,1
2412767.296,Input1,0
2412862.295,Input1,1
2419224.318,Input1,0
2419719.322,Input1,1
2541698.565,Input1,0
2541794.614,Input1,1
2565129.271,Input1,0
2565625.244,Input1,1
2691747.946,Input1,0
2691859.983,Input1,1
2708865.402,Input1,0
2709361.000,Input1,1
2797600.862,Input1,0
2797696.862,Input1,1
2815489.696,Input1,0
2815985.803,Input1,1
2933910.555,Input1,0
2934006.553,Input1,1
3029185.148,Input1,0
3029680.112,Input1,1
3166418.865,Input1,0
3166514.865,Input1,1
3193525.792,Input1,0
3194021.353,Input1,1
3280839.956,Input1,0
3280951.963,Input1,1
3302288.544,Input1,0
3302784.429,Input1,1
