TimeStamp,Name,State
103879.567,Input1,0
103991.276,Input1,1
259150.398,Input1,0
259645.701,Input1,1
453558.382,Input1,0
453654.063,Input1,1
503487.928,Input1,0
503983.001,Input1,1
650411.474,Input1,0
650507.601,Input1,1
940867.759,Input1,0
940968.428,Input1,1
1152962.501,Input1,0
1153059.177,Input1,1
1397270.271,Input1,0
1397366.896,Input1,1
1654998.401,Input1,0
1655104.050,Input1,1
1707046.598,Input1,0
1707542.942,Input1,1
1818484.072,Input1,0
1818579.750,Input1,1
1863921.845,Input1,0
1864433.230,Input1,1
1982732.622,Input1,0
1982828.302,Input1,1
2030217.043,Input1,0
2030728.065,Input1,1
2201825.770,Input1,0
2201921.200,Input1,1
2452753.995,Input1,0
2452850.670,Input1,1
2460681.533,Input1,0
2461177.065,Input1,1
