Item1,Item2,Item3,Item4,Item5
59493.046489599998,False,NaN,NaN,False
59493.541888,False,NaN,NaN,False
59494.051916799996,False,NaN,NaN,False
59494.549683199999,False,NaN,NaN,False
59495.046169599998,False,NaN,NaN,False
59495.5577472,False,NaN,NaN,False
59496.054079999994,False,NaN,NaN,False
59496.550272,False,NaN,NaN,False
59497.046195199997,False,NaN,NaN,False
59497.558105599994,False,NaN,NaN,False
59498.053951999995,False,NaN,NaN,False
59498.183539199999,False,NaN,NaN,False
59498.213286399994,False,240.453674,387.911041,False
59498.246335999997,False,226.460175,376.740784,False
59498.2789376,False,224.656799,378.167725,False
59498.310079999996,False,291.999603,393.972778,False
59498.3417472,False,291.806824,393.799622,False
59498.374067199999,False,226.031082,378.116577,False
59498.421260799994,False,290.421265,395.065643,False
59498.453823999997,False,291.689392,398.00882,False
59498.485977599994,False,286.217712,400.909943,False
59498.5174912,False,284.286438,406.162811,False
59498.550220799996,False,282.444183,410.872223,False
59498.582707199996,False,280.428314,415.64386,False
59498.614003199997,False,278.068268,418.553314,False
59498.644863999994,False,276.856781,418.365814,False
59498.696204799999,False,276.698944,412.640625,False
59498.725811199998,False,278.7117,409.107605,False
59498.760524799996,False,276.887817,413.182953,False
59498.790835199994,False,274.644257,415.97879,False
59498.822041599997,False,271.629333,420.427704,False
59498.855487999994,False,267.870758,424.30777,False
59498.887500799996,False,261.704712,427.820404,False
59498.917862399998,False,255.414291,430.029022,False
59498.966860799999,False,249.21698,431.5242,False
59498.997695999999,False,243.828217,432.946625,False
59499.029235199996,False,237.661789,432.809662,False
59499.062835199999,False,232.399612,435.592651,False
59499.094156799998,False,227.346817,441.593018,False
59499.125644799999,False,224.87709,444.983887,False
59499.157875199999,False,182.205353,425.024353,False
59499.206783999995,False,180.624664,424.058685,False
59499.237887999996,False,179.380829,427.097046,False
59499.270579199998,False,179.441864,428.718872,False
59499.301900799997,False,179.884888,431.616943,False
59499.334707199996,False,179.804016,433.109436,False
59499.366335999999,False,179.583313,432.374512,False
59499.397964799995,False,179.507156,431.802185,False
59499.431539199999,False,180.701752,428.110931,False
59499.479308800001,False,181.872101,425.372162,False
59499.510182399994,False,182.413361,425.674164,False
59499.543692799998,False,181.23439,430.128845,False
59499.574003199996,False,179.571274,435.333893,False
59499.606783999996,False,178.56958,437.636932,False
59499.638041599996,False,178.009476,437.614471,False
59499.6702592,False,177.930603,438.00296,False
59499.702335999995,False,177.633224,437.390503,False
59499.752192,False,177.590469,437.848999,False
59499.781631999998,False,177.778366,438.238007,False
59499.8143872,False,178.522629,437.855194,False
59499.845375999997,False,178.242661,438.054565,False
59499.877657599995,False,178.274139,437.433563,False
59499.911462399999,False,178.317398,437.742798,False
59499.942016000001,False,177.956253,439.190979,False
59499.9735296,False,177.60408,439.515045,False
59500.025087999995,False,177.713348,439.598969,False
59500.053849600001,False,177.481491,439.167297,False
59500.086272,False,177.527969,439.911285,False
59500.118732799994,False,178.114014,441.708313,False
59500.149606399995,False,179.01123,442.787567,False
59500.183065599995,False,179.554779,443.47934,False
59500.213606400001,False,178.252228,442.627777,False
59500.2644736,False,176.924164,441.739014,False
59500.294310400001,False,176.311493,441.796295,False
59500.326143999999,False,176.075165,442.516754,False
59500.358502399999,False,175.199387,444.575348,False
59500.392,False,176.606689,446.469299,False
59500.4223232,False,178.333115,447.568909,False
59500.455424,False,178.939301,447.749634,False
59500.486335999994,False,178.825348,447.2258,False
59500.535756799996,False,179.019485,446.936035,False
59500.5670016,False,179.377335,446.580322,False
59500.599206399995,False,179.787979,445.727173,False
59500.630476799997,False,222.93335,482.7565,False
59500.6632064,False,223.801498,481.759094,False
59500.694220799996,False,224.402908,481.733643,False
59500.728486399996,False,224.378662,482.538483,False
59500.758271999999,False,225.565872,482.414093,False
59500.807782399999,False,226.667221,482.117889,False
59500.838873599998,False,226.541,481.967316,False
59500.870719999999,False,225.414566,481.616028,False
59500.902732799994,False,225.33287,481.325989,False
59500.933632,False,226.435242,482.03299,False
59500.966847999996,False,226.918015,482.393738,False
59500.998387199994,False,226.766708,482.34436,False
59501.047833599994,False,226.400986,482.229218,False
59501.078668800001,False,225.17598,481.622314,False
59501.110937599995,False,225.839081,482.190063,False
59501.142719999996,False,225.316315,483.859863,False
59501.174067199994,False,198.618393,482.598846,False
59501.206707199999,False,175.824799,480.321533,False
59501.238950399995,False,127.77964,444.14032,False
59501.269926399997,False,121.14045,444.779785,False
59501.319897599999,False,115.794815,442.962402,False
59501.350297599995,False,102.722778,440.995728,False
59501.383385599998,False,83.2231827,435.928772,False
59501.414079999995,False,79.0992661,435.330933,False
59501.446694399994,False,78.5878601,433.849945,False
59501.478630400001,False,78.754364,433.921112,False
59501.510617599997,False,78.0237579,433.640137,False
59501.542118400001,False,76.2140656,433.604309,False
59501.592716799998,False,72.2286758,439.007385,False
59501.622873599998,False,74.653038,473.51355,False
59501.654272,False,62.2373428,470.189819,False
59501.686207999999,False,45.7059212,461.423981,False
59501.719807999994,False,34.6727333,457.901672,False
59501.751910399995,False,30.7708378,454.568024,False
59501.784473599997,False,30.7313004,455.423523,False
59501.815705599998,False,31.2828846,455.492523,False
59501.864140799997,False,31.6229763,454.241882,False
59501.8946048,False,31.3207016,454.384277,False
59501.927872,False,31.7511463,454.560333,False
59501.958246399998,False,32.5112228,455.980865,False
59501.991564799995,False,32.7493248,456.464264,False
59502.025164799998,False,33.4340363,458.444,False
59502.055129599998,False,34.3428841,453.837585,False
59502.1059456,False,34.5079689,455.115509,False
59502.133875199994,False,33.9886322,454.367004,False
59502.168575999996,False,33.3357048,453.53009,False
59502.200191999997,False,34.3473473,452.723175,False
