TimeStamp,Name,State
146453.112,Input1,0
146565.111,Input1,1
208736.834,Input1,0
209231.962,Input1,1
361094.576,Input1,0
361190.841,Input1,1
376421.998,Input1,0
376918.452,Input1,1
513846.322,Input1,0
513942.331,Input1,1
526392.345,Input1,0
526895.342,Input1,1
826125.939,Input1,0
826237.889,Input1,1
844825.728,Input1,0
845338.607,Input1,1
947145.447,Input1,0
947240.498,Input1,1
984689.570,Input1,0
985200.304,Input1,1
1093731.549,Input1,0
1093844.078,Input1,1
1122823.836,Input1,0
1123316.202,Input1,1
1353491.655,Input1,0
1353587.689,Input1,1
1366757.171,Input1,0
1367253.301,Input1,1
1760896.497,Input1,0
1760996.559,Input1,1
1767650.508,Input1,0
1768151.523,Input1,1
1952718.406,Input1,0
1952814.392,Input1,1
2167202.920,Input1,0
2167298.914,Input1,1
2191012.726,Input1,0
2191524.114,Input1,1
2353039.380,Input1,0
2353151.739,Input1,1
2361486.528,Input1,0
2361984.900,Input1,1
2538666.805,Input1,0
2538763.299,Input1,1
2546530.440,Input1,0
2547026.050,Input1,1
2825802.696,Input1,0
2825897.693,Input1,1
3154538.628,Input1,0
3154651.104,Input1,1
3164384.811,Input1,0
3164879.402,Input1,1
3339502.571,Input1,0
3339599.571,Input1,1
3350626.865,Input1,0
3351144.512,Input1,1
3582659.235,Input1,0
3582771.233,Input1,1
3589307.117,Input1,0
3589803.113,Input1,1
