File,Sex,Group,Pellets,PPP1,PPP2,Accuracy
FNaive_167a_FED005_122024_72h.csv,F,Naive,134,92.21641791044776,94.14179104477611,0.9795481569560047
FNaive_167b_FED011_122024_72h.csv,F,Naive,379,8.973614775725594,9.451187335092348,0.9494695700725851
FNaive_167_FED008_122024_72h.csv,F,Naive,165,63.97575757575758,65.41212121,0.9780413230797739
FNaive_170a_FED004_122024_72h.csv,F,Naive,379,9.746701847,10.197889182058047,0.9557567917205693
FNaive_170b_FED009_122024_72h.csv,F,Naive,214,72.10280373831776,73.22429906542057,0.98468411
FNaive_170_FED002_122024_72h.csv,F,Naive,287,10.114982578397212,10.623693379790941,0.9521154476877665
FNaive_JMT_Baseline_F10_Naive.csv,F,Naive,479,6.402922755741128,6.7954070981210855,0.9422427035330261
FNaive_June24_FED27_FSN_Baseline.csv,F,Naive,502,9.015936255,9.362549800796813,0.9629787234042553
FNaive_June24_FED37_FSN_Baseline.csv,F,Naive,455,6.896703296703297,7.4241758241758244,0.9289520426287744
FNaive_May24_FED10_FSH_Baseline.csv,F,Naive,468,14.057692307692308,14.777777777777779,0.9512724117987276
FNaive_May24_FED11_FSH_Baseline.csv,F,Naive,416,7.747596153846154,8.389423076923077,0.9234957020057306
FNaive_May24_FED12_FSH_Baseline.csv,F,Naive,460,8.171739130434782,8.663043478,0.9432873274780427
FNaive_May24_FED16_FSH_Baseline.csv,F,Naive,245,13.142857142857142,13.73469387755102,0.9569093610698366
FNaive_May24_FED2_FSN_Baseline.csv,F,Naive,453,6.7593818984547465,7.041942604856512,0.9598746081504702
FNaive_May24_FED3_FSN_Baseline.csv,F,Naive,437,5.915331808,6.148741418764302,0.9620394491998512
FNaive_May24_FED4_FSN_Baseline.csv,F,Naive,320,10.834375,11.475,0.9441721132897604
FNaive_May24_FED5_FSN_Baseline.csv,F,Naive,421,6.755344418052257,7.472684085510688,0.9040050858232677
FNaive_May24_FED6_FSN_Baseline.csv,F,Naive,500,6.154,6.862,0.8968230836490819
FNaive_May24_FED7_FSH_Baseline.csv,F,Naive,340,7.729411764705882,8.317647059,0.9292786421499293
FNaive_YHC_ASP_F1a_Naive.csv,F,Naive,299,27.50836120401338,28.157190635451506,0.9769568832402898
FNaive_YHC_ASP_F1b_Naive.csv,F,Naive,680,24.96764705882353,25.91176470588235,0.9635641316685585
FNaive_YHC_ASP_F3b_Naive.csv,F,Naive,378,9.828042328042327,10.235449735449736,0.960196433
FNaive_YHC_ASP_F4a_Naive.csv,F,Naive,241,61.25311203319502,62.19917012448133,0.9847898599066044
FNaive_YHC_ASP_F4b_Naive.csv,F,Naive,333,32.066066066066064,33.16216216216216,0.9669473874852847
FNaive_YHC_ASP_F5_Naive.csv,F,Naive,229,26.790393013100438,27.065502183406114,0.989835431
FNaive_YHC_ASP_F6_Naive.csv,F,Naive,253,23.067193675889328,23.470355731225297,0.9828224991579656
FNaive_YHC_HAL_F10_Naive.csv,F,Naive,378,13,13.492063492063492,0.9635294117647059
FNaive_YHC_HAL_F11_Naive.csv,F,Naive,454,6.8392070484581495,7.266519823788546,0.9411943013034253
FNaive_YHC_HAL_F12_Naive.csv,F,Naive,454,6.8392070484581495,7.266519823788546,0.9411943013034253
FNaive_YHC_HAL_F1_Naive.csv,F,Naive,463,5.8725701943844495,6.673866090712743,0.8799352750809062
FNaive_YHC_HAL_F2_Naive.csv,F,Naive,463,5.8725701943844495,6.673866090712743,0.8799352750809062
FNaive_YHC_HAL_F3_Naive.csv,F,Naive,478,8.642259414225942,9.755230125523013,0.8859103581385375
FNaive_YHC_HAL_F4_Naive.csv,F,Naive,365,15.243835616438357,15.695890410958905,0.9711991621574446
FNaive_YHC_HAL_F6b_Naive.csv,F,Naive,350,6.097142857142857,6.7542857142857144,0.9027072758037225
FNaive_YHC_HAL_F6_Naive.csv,F,Naive,476,8.420168067226891,8.850840336134453,0.9513410871113221
FNaive_YHC_HAL_F7_Naive.csv,F,Naive,467,9.841541756,10.554603854389722,0.9324406573341448
FNaive_YHC_HAL_F8_Naive.csv,F,Naive,473,7.687103594080338,8.154334038054968,0.942701582
FNaive_YHC_HAL_F9_Naive.csv,F,Naive,391,18.92071611253197,19.71099744245524,0.9599065784351888
MNaive_June24_FED0_MSN_Baseline.csv,M,Naive,440,8.390909091,8.588636363636363,0.9769780365175973
MNaive_June24_FED10_MSH_Baseline.csv,M,Naive,453,7.483443708609271,7.799116997792495,0.9595244834418342
MNaive_June24_FED12_MSH_Baseline.csv,M,Naive,563,7.811722912966252,8.008880994671403,0.9753825681969395
MNaive_June24_FED16_MSH_Baseline.csv,M,Naive,300,51.10333333333333,53.06,0.9631235079783892
MNaive_June24_FED2_MSN_Baseline.csv,M,Naive,368,12.793478260869565,13.013586956521738,0.9830862392983921
MNaive_June24_FED3_MSN_Baseline.csv,M,Naive,350,7.325714285714286,7.808571428571429,0.938163191
MNaive_June24_FED4_MSN_Baseline.csv,M,Naive,490,8.102040816,8.322448979591837,0.97351643
MNaive_June24_FED5_MSN_Baseline.csv,M,Naive,443,9.200902934537247,9.530474040632054,0.965419233
MNaive_June24_FED6_MSH_Baseline.csv,M,Naive,442,7.963800904977376,8.208144796,0.9702315325248071
MNaive_M203a_FED008_122024_72h.csv,M,Naive,357,17.18767507002801,17.675070028011206,0.9724247226624406
MNaive_M203b_FED002_122024_72h.csv,M,Naive,409,15.45721271393643,15.907090464547677,0.9717184137719028
MNaive_M203c_FED009_122024_72h.csv,M,Naive,305,13.852459016393443,14.157377049180328,0.9784622510421491
MNaive_M94a_FED003_122024_72h.csv,M,Naive,409,8.704156479217604,9.122249388753056,0.9541677834360761
MNaive_M94b_FED010_122024_72h.csv,M,Naive,359,8.181058495821727,8.729805013927576,0.937141034
MNaive_M94c_FED003_122024_72h.csv,M,Naive,364,16.428571428571427,16.88736263736264,0.9728322759069464
MNaive_M94_FED014_122024_72h.csv,M,Naive,381,5.787401575,6.354330708661418,0.9107806691449815
MNaive_May24_FED27_MSN_Baseline.csv,M,Naive,461,9.878524945770065,10.25596529284165,0.9631979695431472
MNaive_May24_FED34_MSH_Baseline.csv,M,Naive,409,10.486552567237164,10.904645476772616,0.9616591928251121
MNaive_YHC_ASP_M2_Naive.csv,M,Naive,522,6.934865900383142,7.007662835249042,0.9896118097320941
MNaive_YHC_ASP_M3a_Naive.csv,M,Naive,382,10.88219895287958,11.178010471204189,0.9735362997658079
MNaive_YHC_ASP_M3b_Naive.csv,M,Naive,425,12.625882352941176,13.40235294117647,0.942064607
MNaive_YHC_ASP_M4_Naive.csv,M,Naive,312,15.330128205128204,16.30128205128205,0.9404246952418404
MNaive_YHC_ASP_M5a_Naive.csv,M,Naive,396,16.26010101010101,16.707070707070706,0.9732466747279322
MNaive_YHC_ASP_M5b_Naive.csv,M,Naive,420,13.183333333333334,13.8,0.9553140096618358
MNaive_YHC_ASP_M6_Naive.csv,M,Naive,420,13.183333333333334,13.8,0.9553140096618358
MNaive_YHC_HAL_M3_Naive.csv,M,Naive,350,21.865714285714287,22.548571428571428,0.9697161682716675
MNaive_YHC_HAL_M4b_Naive.csv,M,Naive,471,13.367303609341826,13.991507430997876,0.9553869499241274
MNaive_YHC_HAL_M4_Naive.csv,M,Naive,360,8.747222222222222,9.386111111111111,0.9319325244155076
MNaive_YHC_HAL_M5_Naive.csv,M,Naive,558,9.731182795698924,9.994623655913978,0.9736417428725122
MNaive_YHC_HAL_M6_Naive.csv,M,Naive,514,7.756809338521401,8.270428015564203,0.9378969654199012
MNaive_YHC_HAL_M7_Naive.csv,M,Naive,502,6.918326693227091,7.326693227091633,0.944263187
MNaive_YHC_Neuroma_M1_Naive.csv,M,Naive,452,6.024336283185841,6.971238938053097,0.8641701047286575
MNaive_YHC_Neuroma_M2_Naive.csv,M,Naive,411,16.70316301703163,17.194647201946474,0.9714164426206311
MNaive_YHC_Neuroma_M3a_Naive.csv,M,Naive,508,7.137795275590551,7.56496063,0.9435336976320583
MNaive_YHC_Neuroma_M3b_Naive.csv,M,Naive,409,7.452322738386308,8.559902200488997,0.8706083976006855
MNaive_YHC_Neuroma_M4b_Naive.csv,M,Naive,284,35.88732394366197,36.41901408450704,0.9854007541332302
MNaive_YHC_Neuroma_M4_Naive.csv,M,Naive,271,52.11070110701107,53.00738007380074,0.9830838844413505
MNaive_YHC_Neuroma_M5_Naive.csv,M,Naive,547,10.327239488117002,10.548446069469836,0.9790294627383016
MNaive_YHC_Neuroma_M6_Naive.csv,M,Naive,432,5.252314814814815,6.018518518518518,0.8726923076923077
JMTJune24_FED010_FSHAM.csv,F,SHAM,473,10.422832980972515,10.71247357293869,0.9729623051115058
JMTJune24_FED012_FSHAM.csv,F,SHAM,476,7.237394957983193,7.569327731092437,0.9561476547321677
JMTJune24_FED016_FSHAM.csv,F,SHAM,190,76.8,78.44736842105263,0.979000335
JMTJune24_FED034_MSHAM.csv,M,SHAM,417,19.959232613908874,20.151079136690647,0.9904795906223968
JMTJune24_FED07_FSHAM.csv,F,SHAM,316,16.78481012658228,17.268987341772153,0.9719626168224299
YHC_CE1R_FED001_FSHAM.csv,F,SHAM,313,26.87220447284345,27.431309904153355,0.9796179827626369
YHC_CE3_FED004_FSHAM.csv,F,SHAM,423,4.945626477541371,5.349881796690307,0.9244365885992046
YHC_CE3_FED005_FSHAM.csv,F,SHAM,401,7.970074812967581,8.221945137157107,0.9693660903851987
YHC_CE3_FED006_FSHAM.csv,F,SHAM,475,10.347368421052632,10.951578947368422,0.9448289119569396
YHC_rPR1_FED001_MSHAM.csv,M,SHAM,297,29.90909090909091,30.21212121212121,0.9899699097291875
YHC_rPR1_FED002_MSHAM.csv,M,SHAM,353,17.943342776203966,18.322946175637394,0.979282622
YHC_rPR1_FED003_MSHAM.csv,M,SHAM,297,35.35016835016835,36.20875420875421,0.976287893
YHC_rPR1_FED004_MSHAM.csv,M,SHAM,191,46.47120418848168,46.86910994764398,0.9915102770330653
YHC_rPR2_FED001_FSHAM.csv,F,SHAM,343,9.562682216,10.049562682215743,0.951552074
YHC_rPR2_FED002_FSHAM.csv,F,SHAM,384,23.307291666666668,23.817708333333332,0.9785698666083534
YHC_rPR2_FED003_FSHAM.csv,F,SHAM,422,9.253554502369669,9.734597156398104,0.9505842259006816
YHC_rPR2_FED004_FSHAM.csv,F,SHAM,354,12.378531073446327,12.77683615819209,0.9688260004421844
YHC_rPR2_FED005_082323_MSHAM.csv,M,SHAM,417,12.577937649880097,13.023980815347722,0.9657521635058001
YHC_rPR2_FED006_MSHAM.csv,M,SHAM,445,33.71910112359551,34.492134831460675,0.9775881164896736
YHC_rPR3_FED001_MSHAM.csv,M,SHAM,413,14.302663438256658,14.619854721549636,0.9783040741967539
YHC_rPR3_FED002_MSHAM.csv,M,SHAM,380,17.53421052631579,18,0.9741228070175438
