pyabf_sweep,clampex_sweep,UV_perc,B_perc,GR_perc,notes
0,1,15,,,
1,2,5,,,
2,3,3,,,
3,4,6,,,
4,5,4,,,
5,6,10,,,
6,7,7,,,
7,8,8,,,
8,9,9,,,
9,10,4,,,
10,11,6,,,
