TimeStamp,Events,CH1-410,CH1-470,ToneStart,PelletGrab
0.0,,1290.041,1614.877,0,0
66.664,,1273.588,1605.376,0,0
133.333,,1262.572,1596.633,0,0
199.999,,1252.681,1574.539,0,0
266.671,,1243.452,1554.762,0,0
333.333,,1238.102,1540.04,0,0
400.003,,1230.339,1526.218,0,0
466.666,,1220.139,1512.971,0,0
533.334,,1216.16,1516.054,0,0
600.003,,1223.812,1515.215,0,0
666.671,,1217.426,1516.69,0,0
733.334,,1220.151,1513.208,0,0
800.001,,1212.815,1502.567,0,0
866.666,,1211.393,1499.379,0,0
933.331,,1209.825,1507.604,0,0
1000.001,,1206.16,1508.017,0,0
1066.671,,1209.454,1514.316,0,0
1133.335,,1206.864,1513.419,0,0
1200.003,,1199.095,1509.142,0,0
1266.667,,1203.267,1525.055,0,0
1333.334,,1202.972,1516.656,0,0
1400.001,,1201.424,1515.4,0,0
1466.668,,1204.772,1515.597,0,0
1533.336,,1211.021,1512.415,0,0
1599.998,,1208.133,1505.927,0,0
1666.664,,1198.925,1491.253,0,0
1733.336,,1191.392,1484.5,0,0
1800.001,,1198.284,1475.987,0,0
1866.666,,1201.69,1467.527,0,0
1933.333,,1196.962,1474.066,0,0
2000.0,,1197.63,1476.817,0,0
2066.67,,1195.086,1474.316,0,0
2133.332,,1196.769,1476.847,0,0
2199.998,,1198.394,1474.414,0,0
2266.669,,1200.191,1466.854,0,0
2333.335,,1203.119,1467.423,0,0
2400.001,,1201.512,1467.622,0,0
2466.665,,1202.205,1463.158,0,0
2533.335,,1203.612,1457.211,0,0
2600.004,,1203.079,1453.495,0,0
2666.666,,1204.842,1448.164,0,0
2733.331,,1202.476,1448.374,0,0
2800.002,,1206.281,1457.702,0,0
2866.669,,1207.806,1457.442,0,0
2933.337,,1208.404,1451.998,0,0
3000.002,,1204.798,1440.061,0,0
3066.671,,1198.955,1431.571,0,0
3133.332,,1202.948,1425.083,0,0
3200.003,,1203.085,1412.818,0,0
3266.665,,1200.673,1404.366,0,0
3333.334,,1198.838,1395.078,0,0
3400.001,,1198.504,1388.364,0,0
3466.67,,1199.506,1380.748,0,0
3533.338,,1200.773,1372.249,0,0
3600.0,,1204.075,1363.371,0,0
3666.667,,1199.425,1358.432,0,0
3733.336,,1196.848,1349.822,0,0
3799.998,,1193.516,1342.997,0,0
3866.665,,1195.497,1341.883,0,0
3933.337,,1203.127,1339.724,0,0
3999.999,,1197.271,1341.92,0,0
4066.671,,1195.14,1347.381,0,0
4133.332,,1197.486,1352.723,0,0
4199.999,,1191.546,1354.42,0,0
4266.67,,1193.969,1359.747,0,0
4333.334,,1198.518,1365.217,0,0
4399.998,,1190.48,1372.421,0,0
4466.665,,1185.784,1377.835,0,0
4533.335,,1192.042,1380.541,0,0
4599.998,,1195.682,1386.496,0,0
4666.665,,1192.09,1384.421,0,0
4733.333,,1195.7,1386.757,0,0
4800.002,,1195.281,1386.896,0,0
4866.671,,1202.057,1381.028,0,0
4933.331,,1201.163,1377.827,0,0
5000.004,,1198.63,1370.802,0,0
5066.668,,1202.794,1366.057,0,0
5133.337,,1207.093,1361.83,0,0
5200.0,,1205.386,1353.782,0,0
5266.665,,1205.584,1344.902,0,0
5333.335,,1201.816,1338.139,0,0
5400.001,,1194.991,1334.754,0,0
5466.671,,1198.854,1332.342,0,0
5533.334,,1200.279,1329.838,0,0
5600.002,,1203.356,1324.159,0,0
5666.666,,1205.427,1324.346,0,0
5733.333,,1203.851,1322.357,0,0
5800.0,,1201.448,1319.737,0,0
5866.668,,1201.369,1316.115,0,0
5933.335,,1201.884,1316.597,0,0
5999.999,,1200.429,1319.428,0,0
6066.671,,1206.411,1328.121,0,0
6133.337,,1209.34,1338.05,0,0
6199.999,,1207.503,1345.643,0,0
6266.67,,1209.784,1347.381,0,0
6333.333,,1213.081,1345.185,0,0
6399.999,,1210.634,1345.243,0,0
6466.664,,1214.929,1342.893,0,0
6533.337,,1214.456,1338.214,0,0
6600.002,,1214.031,1332.569,0,0
6666.665,,1208.032,1332.182,0,0
6733.331,,1209.279,1327.684,0,0
6800.003,,1215.742,1325.16,0,0
6866.67,,1216.673,1321.544,0,0
6933.333,,1213.046,1318.609,0,0
7000.003,,1213.763,1312.743,0,0
7066.67,,1212.771,1306.637,0,0
7133.332,,1212.186,1304.411,0,0
7200.001,,1210.116,1298.29,0,0
7266.667,,1216.203,1294.669,0,0
7333.333,,1214.294,1288.075,0,0
7400.003,,1213.568,1285.801,0,0
7466.665,,1207.77,1279.715,0,0
7533.337,,1210.604,1276.517,0,0
7600.004,,1210.309,1273.207,0,0
7666.67,,1208.646,1270.467,0,0
7733.335,,1209.523,1263.602,0,0
7799.999,,1211.109,1260.792,0,0
7866.67,,1208.819,1262.609,0,0
7933.333,,1209.203,1262.773,0,0
8000.001,,1214.021,1265.766,0,0
8066.665,,1216.333,1268.59,0,0
8133.332,,1212.5,1270.578,0,0
8200.0,,1213.087,1271.053,0,0
8266.664,,1214.123,1270.613,0,0
8333.334,,1214.972,1270.281,0,0
8400.0,,1215.077,1272.849,0,0
8466.665,,1214.365,1273.233,0,0
8533.337,,1219.39,1276.876,0,0
8600.004,,1216.585,1276.542,0,0
8666.671,,1209.155,1271.909,0,0
8733.332,,1204.468,1269.926,0,0
8800.001,,1204.887,1266.238,0,0
8866.669,,1207.308,1261.787,0,0
8933.337,,1208.107,1253.846,0,0
9000.003,,1188.722,1249.227,0,0
9066.671,,1202.545,1255.316,0,0
9133.331,,1202.271,1263.237,0,0
9200.001,,1210.002,1271.549,0,0
9266.668,,1205.093,1296.975,0,0
9333.338,,1206.478,1314.242,0,0
9400.001,,1196.967,1339.227,0,0
9466.666,,1206.12,1349.636,0,0
9533.331,,1200.989,1362.623,0,0
9600.003,,1203.124,1374.99,0,0
9666.666,,1206.139,1394.789,0,0
9733.335,,1200.904,1402.845,0,0
9800.003,,1206.664,1407.344,0,0
9866.665,,1207.887,1407.579,0,0
9933.334,,1208.422,1411.952,0,0
10000.001,,1208.433,1417.826,0,0
10066.67,,1204.079,1409.946,0,0
10133.335,,1203.14,1403.968,0,0
10200.003,,1198.838,1397.433,0,0
10266.669,,1204.118,1403.676,0,0
10333.336,,1198.377,1408.782,0,0
10400.001,,1199.387,1417.055,0,0
10466.668,,1201.475,1421.132,0,0
10533.332,,1204.598,1420.322,0,0
10600.001,,1205.396,1415.613,0,0
10666.668,,1198.94,1417.823,0,0
10733.334,,1205.447,1422.057,0,0
10799.998,,1214.51,1419.135,0,0
10866.671,,1220.551,1420.006,0,0
10933.335,,1225.278,1418.857,0,0
11000.001,,1223.777,1413.367,0,0
11066.666,,1217.205,1408.283,0,0
11133.337,,1214.474,1402.705,0,0
11200.0,,1214.41,1394.172,0,0
11266.667,,1209.449,1384.048,0,0
11333.335,,1214.411,1380.028,0,0
11400.001,,1221.269,1376.45,0,0
11466.666,,1221.831,1370.505,0,0
11533.331,,1218.78,1366.862,0,0
11600.001,,1220.394,1360.215,0,0
11666.665,,1215.948,1351.594,0,0
11733.331,,1212.787,1342.188,0,0
11800.004,,1211.287,1328.216,0,0
11866.667,,1203.902,1321.091,0,0
11933.334,,1201.959,1318.766,0,0
12000.0,,1203.831,1316.465,0,0
12066.671,,1204.216,1313.188,0,0
12133.337,,1203.847,1310.991,0,0
12200.004,,1200.158,1305.831,0,0
